time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.046,-0.129,-0.106,-3.026,19.241
0.044,-0.062,-0.130,-0.107,-3.148,20.753
0.094,0.043,-0.129,-0.111,-3.190,19.753
0.144,0.083,-0.129,-0.110,-4.286,19.652
0.194,-0.061,-0.129,-0.108,-2.957,20.755
0.244,-0.052,-0.130,-0.115,-4.089,20.640
0.294,0.044,-0.128,-0.111,-4.050,20.646
0.344,0.002,-0.129,-0.115,-3.487,20.806
0.394,-0.040,-0.128,-0.110,-4.221,19.919
0.444,-0.052,-0.129,-0.110,-3.055,19.800
0.494,-0.001,-0.129,-0.110,-3.612,19.999
0.545,0.045,-0.129,-0.112,-3.154,20.274
0.594,-0.013,-0.129,-0.102,-3.178,20.734
0.644,-0.050,-0.129,-0.109,-4.157,20.665
0.694,0.042,-0.128,-0.111,-3.036,20.310
0.744,-0.030,-0.129,-0.111,-3.678,19.341
0.794,0.024,-0.129,-0.112,-3.135,19.623
0.844,-0.049,-0.129,-0.109,-3.081,20.579
0.894,-0.073,-0.129,-0.105,-4.186,20.986
0.944,-0.061,-0.129,-0.107,-3.106,20.677
0.994,-0.041,-0.129,-0.108,-3.320,20.058
1.044,0.054,-0.128,-0.107,-3.237,19.487
1.094,0.050,-0.128,-0.109,-3.140,20.263
1.144,0.045,-0.129,-0.104,-3.158,20.681
1.194,-0.026,-0.129,-0.110,-3.109,20.725
1.244,-0.070,-0.128,-0.110,-3.363,20.520
1.294,-0.083,-0.128,-0.113,-3.969,19.763
1.344,-0.019,-0.128,-0.112,-2.908,19.127
1.394,0.024,-0.128,-0.103,-3.553,19.361
1.444,-0.075,-0.129,-0.110,-3.445,20.446
1.495,-0.186,-0.129,-0.112,-3.866,20.311
1.545,0.006,-0.129,-0.116,-3.564,20.440
1.594,-0.015,-0.128,-0.108,-2.993,19.781
1.644,-0.024,-0.128,-0.110,-3.651,18.853
1.694,0.011,-0.128,-0.109,-3.068,19.268
1.744,-0.050,-0.129,-0.115,-2.982,20.167
1.794,-0.032,-0.128,-0.109,-4.102,20.306
1.844,0.049,-0.128,-0.110,-2.970,20.156
1.895,0.041,-0.128,-0.103,-3.103,19.111
1.945,0.011,-0.129,-0.108,-3.136,18.679
1.994,-0.043,-0.128,-0.111,-3.010,18.997
2.044,-0.023,-0.129,-0.108,-3.825,19.767
2.095,0.050,-0.129,-0.113,-3.102,19.690
2.145,0.014,-0.129,-0.116,-3.558,19.701
2.195,-0.040,-0.129,-0.118,-3.112,19.535
2.244,-0.029,-0.129,-0.112,-2.997,18.235
2.294,-0.065,-0.129,-0.113,-3.913,19.106
2.344,0.057,-0.129,-0.115,-3.032,19.378
2.394,-0.030,-0.128,-0.114,-3.226,19.761
2.444,-0.109,-0.128,-0.112,-4.249,19.486
2.494,-0.057,-0.129,-0.109,-2.985,18.755
2.544,0.034,-0.128,-0.105,-3.416,17.989
2.594,-0.029,-0.129,-0.111,-3.618,19.239
2.644,-0.011,-0.129,-0.114,-3.126,19.437
2.695,0.011,-0.129,-0.111,-3.645,19.483
2.744,-0.000,-0.129,-0.110,-2.898,19.416
2.794,0.041,-0.129,-0.106,-3.215,18.404
2.844,-0.074,-0.130,-0.112,-3.769,18.191
2.894,0.022,-0.129,-0.112,-2.974,18.485
2.944,0.008,-0.129,-0.116,-3.903,19.061
2.994,0.066,-0.129,-0.115,-2.883,19.555
3.044,0.009,-0.128,-0.106,-3.184,19.101
3.095,-0.176,-0.129,-0.116,-3.088,19.254
3.144,-0.053,-0.129,-0.110,-3.029,18.034
3.195,0.033,-0.129,-0.112,-4.135,18.284
3.244,-0.034,-0.129,-0.114,-2.959,18.861
3.294,-0.018,-0.129,-0.113,-3.156,19.486
3.344,0.002,-0.130,-0.117,-3.339,19.262
3.394,-0.044,-0.128,-0.110,-3.083,18.136
3.444,-0.048,-0.128,-0.114,-3.808,17.900
3.494,0.043,-0.129,-0.115,-3.224,18.580
3.544,-0.070,-0.129,-0.112,-3.210,19.310
3.594,-0.045,-0.129,-0.111,-4.291,19.372
3.644,0.041,-0.129,-0.113,-3.125,19.125
3.694,0.051,-0.129,-0.112,-4.104,18.641
3.745,-0.139,-0.129,-0.113,-3.153,18.100
3.794,-0.016,-0.129,-0.112,-3.353,18.077
3.845,-0.028,-0.128,-0.107,-3.903,18.737
3.894,-0.094,-0.129,-0.110,-3.217,19.298
3.944,0.028,-0.129,-0.109,-3.730,19.097
3.994,-0.004,-0.128,-0.104,-3.869,18.365
4.044,0.040,-0.129,-0.112,-3.163,18.068
4.094,0.047,-0.129,-0.114,-4.305,18.082
4.144,-0.058,-0.129,-0.113,-3.255,19.012
4.195,0.026,-0.129,-0.113,-3.463,18.948
4.244,-0.009,-0.128,-0.110,-3.932,18.667
4.294,-0.007,-0.129,-0.110,-3.097,18.068
4.345,-0.006,-0.129,-0.112,-4.199,17.406
4.394,-0.046,-0.129,-0.115,-3.044,17.789
4.444,-0.076,-0.129,-0.112,-3.156,18.824
4.494,-0.008,-0.130,-0.114,-3.457,18.804
4.544,-0.038,-0.129,-0.112,-3.008,18.554
4.594,0.022,-0.130,-0.108,-4.021,18.046
4.644,-0.079,-0.129,-0.112,-3.042,17.280
4.694,-0.041,-0.129,-0.108,-3.003,18.297
4.744,-0.006,-0.128,-0.103,-4.100,18.158
4.794,-0.074,-0.129,-0.110,-3.204,18.653
4.844,0.076,-0.129,-0.108,-2.973,18.058
4.894,0.003,-0.129,-0.115,-3.379,17.888
4.944,-0.019,-0.128,-0.111,-3.255,17.051
4.994,0.018,-0.128,-0.117,-4.099,17.337
5.044,0.040,-0.128,-0.103,-3.283,17.954
5.095,-0.019,-0.129,-0.112,-3.811,18.277
5.145,-0.176,-0.128,-0.113,-3.109,18.180
5.194,0.088,-0.128,-0.105,-3.166,16.741
5.244,0.065,-0.127,-0.108,-3.803,16.481
5.294,12.902,-0.130,-0.111,-2.859,17.880
5.344,12.902,-0.129,-0.108,-3.341,17.985
5.394,12.902,-0.130,-0.096,-4.056,17.996
5.444,12.902,-0.131,-0.110,-3.243,18.363
5.494,12.902,-0.124,-0.104,-3.089,17.366
5.544,12.902,-0.123,-0.090,-3.433,16.586
5.594,12.902,-0.133,-0.095,-4.205,16.964
5.644,12.902,-0.132,-0.106,-4.814,15.699
5.694,12.902,-0.122,-0.101,-3.677,17.760
5.744,12.902,-0.123,-0.117,-2.901,17.214
5.794,12.902,-0.121,-0.114,-4.284,15.245
5.844,-2.010,-0.123,-0.095,-4.121,16.126
5.894,12.902,-0.124,-0.087,-4.748,16.806
5.944,12.902,-0.126,-0.113,-3.982,17.270
5.994,12.902,-0.130,-0.124,-4.070,17.301
6.044,12.902,-0.129,-0.137,-3.422,16.954
6.094,12.902,-0.125,-0.139,-3.368,16.959
6.145,12.902,-0.124,-0.123,-4.402,15.810
6.195,12.902,-0.119,-0.130,-3.126,15.742
