time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.066,-0.129,-0.093,-2.869,-3.519
0.041,-0.034,-0.128,-0.094,-3.550,-3.752
0.090,-0.028,-0.129,-0.093,-3.539,-3.832
0.140,-0.010,-0.129,-0.093,-2.921,-3.004
0.190,-0.022,-0.127,-0.085,-3.899,-2.802
0.240,-0.014,-0.127,-0.085,-2.878,-2.712
0.291,-0.035,-0.128,-0.086,-4.172,-2.925
0.340,-0.035,-0.128,-0.088,-2.969,-3.380
0.390,-0.016,-0.128,-0.088,-3.163,-4.283
0.440,-0.039,-0.128,-0.084,-3.970,-3.352
0.490,-0.033,-0.128,-0.085,-2.905,-3.007
0.541,-0.014,-0.128,-0.090,-3.732,-2.923
0.590,-0.044,-0.128,-0.086,-3.414,-3.457
0.641,-0.017,-0.128,-0.086,-3.132,-3.771
0.690,-0.014,-0.128,-0.083,-3.995,-4.371
0.740,-0.031,-0.128,-0.087,-2.969,-3.292
0.791,-0.017,-0.127,-0.085,-3.671,-2.941
0.840,-0.041,-0.128,-0.085,-3.420,-2.827
0.891,-0.027,-0.128,-0.088,-3.160,-2.942
0.940,-0.010,-0.128,-0.088,-4.134,-4.094
0.990,-0.019,-0.128,-0.085,-2.987,-4.030
1.041,-0.032,-0.128,-0.083,-3.687,-3.748
1.090,-0.018,-0.128,-0.087,-3.849,-2.762
1.141,-0.070,-0.129,-0.092,-2.969,-2.777
1.191,-0.047,-0.128,-0.088,-4.388,-2.971
1.240,-0.040,-0.128,-0.082,-3.288,-3.643
1.290,-0.070,-0.130,-0.096,-3.134,-3.738
1.340,-0.023,-0.129,-0.083,-3.937,-3.423
1.390,-0.046,-0.128,-0.088,-3.056,-2.733
1.440,-0.025,-0.128,-0.088,-3.831,-2.758
1.490,-0.079,-0.130,-0.097,-4.090,-3.296
1.540,-0.002,-0.128,-0.086,-3.095,-4.007
1.590,-0.031,-0.127,-0.089,-3.770,-4.200
1.641,-0.071,-0.128,-0.092,-3.166,-3.314
1.690,-0.025,-0.127,-0.085,-3.799,-2.854
1.740,-0.032,-0.128,-0.088,-3.633,-2.809
1.790,-0.025,-0.129,-0.087,-3.146,-3.059
1.840,-0.027,-0.128,-0.085,-4.333,-4.116
1.890,-0.054,-0.128,-0.084,-3.007,-4.144
1.941,-0.070,-0.129,-0.092,-3.260,-3.460
1.990,-0.042,-0.128,-0.081,-3.639,-2.991
2.040,-0.080,-0.129,-0.095,-3.049,-3.070
2.090,-0.032,-0.128,-0.087,-3.865,-3.560
2.141,-0.081,-0.129,-0.095,-3.496,-4.108
2.190,-0.030,-0.128,-0.082,-3.160,-4.058
2.240,-0.007,-0.128,-0.085,-3.821,-3.381
2.290,-0.064,-0.130,-0.093,-3.066,-2.921
2.340,-0.044,-0.129,-0.086,-3.952,-2.770
2.390,-0.025,-0.128,-0.086,-3.175,-3.106
2.440,-0.029,-0.129,-0.082,-3.092,-3.871
2.490,-0.016,-0.128,-0.084,-4.024,-4.179
2.540,-0.017,-0.128,-0.085,-2.929,-3.223
2.590,-0.077,-0.129,-0.092,-3.003,-2.763
2.640,-0.038,-0.129,-0.083,-3.644,-2.791
2.690,-0.009,-0.128,-0.080,-2.974,-3.507
2.740,-0.049,-0.128,-0.087,-4.216,-3.698
2.790,-0.059,-0.128,-0.088,-2.956,-4.123
2.840,-0.035,-0.128,-0.091,-3.514,-3.340
2.890,-0.045,-0.128,-0.086,-3.405,-2.820
2.940,-0.015,-0.128,-0.083,-2.965,-2.635
2.990,-0.037,-0.128,-0.087,-4.237,-2.964
3.040,-0.041,-0.128,-0.090,-2.996,-3.897
3.090,-0.043,-0.128,-0.086,-3.312,-3.923
3.140,-0.014,-0.128,-0.088,-4.175,-3.036
3.191,-0.048,-0.129,-0.087,-2.920,-2.808
3.240,-0.029,-0.129,-0.084,-3.678,-2.889
3.290,-0.015,-0.128,-0.083,-3.280,-3.290
3.340,-0.026,-0.128,-0.087,-3.021,-4.022
3.390,-0.071,-0.129,-0.093,-4.018,-3.913
3.440,-0.045,-0.129,-0.090,-2.896,-3.165
3.490,-0.071,-0.129,-0.094,-3.334,-2.991
3.540,-0.050,-0.129,-0.084,-3.368,-2.694
3.591,-0.055,-0.130,-0.093,-2.933,-3.083
3.640,-0.049,-0.129,-0.088,-4.261,-3.816
3.690,-0.026,-0.128,-0.089,-3.050,-4.339
3.740,-0.025,-0.128,-0.091,-3.660,-3.515
3.790,-0.041,-0.129,-0.088,-3.456,-2.779
3.840,-0.077,-0.130,-0.095,-2.975,-2.807
3.890,-0.077,-0.130,-0.093,-3.587,-3.241
3.940,-0.028,-0.129,-0.086,-2.951,-3.869
3.991,-0.032,-0.129,-0.087,-3.096,-3.735
4.040,-0.039,-0.128,-0.090,-3.780,-3.159
4.090,-0.006,-0.129,-0.087,-2.925,-2.840
4.140,-0.072,-0.129,-0.091,-3.281,-2.983
4.190,-0.005,-0.129,-0.093,-2.965,-2.948
4.240,-0.025,-0.128,-0.086,-3.023,-4.146
4.291,-0.053,-0.129,-0.092,-4.264,-4.366
4.340,-0.028,-0.128,-0.089,-2.921,-3.621
4.391,-0.018,-0.128,-0.092,-4.232,-3.121
4.440,-0.028,-0.129,-0.095,-3.181,-2.767
4.490,-0.014,-0.129,-0.091,-3.005,-3.065
4.541,-0.009,-0.129,-0.091,-3.744,-3.428
4.590,-0.024,-0.129,-0.087,-2.969,-3.896
4.640,-0.086,-0.130,-0.100,-3.141,-3.353
4.690,-0.026,-0.128,-0.094,-3.650,-2.738
4.740,-0.027,-0.129,-0.093,-2.873,-2.791
4.790,-0.043,-0.128,-0.092,-3.969,-3.368
4.840,-0.022,-0.130,-0.085,-2.912,-3.883
4.890,-0.040,-0.130,-0.088,-3.158,-3.798
4.941,0.007,-0.129,-0.088,-3.075,-3.753
4.990,-0.008,-0.129,-0.087,-3.020,-2.845
5.040,-0.074,-0.129,-0.094,-3.182,-2.808
5.091,-0.032,-0.128,-0.087,-3.097,-3.269
5.141,-0.017,-0.129,-0.092,-3.136,-4.007
5.191,0.004,-0.129,-0.091,-3.928,-4.061
5.241,-0.007,-0.128,-0.093,-2.842,-3.512
5.290,-0.018,-0.129,-0.090,-3.672,-2.752
5.340,-0.021,-0.128,-0.087,-3.843,-3.098
5.390,-0.021,-0.128,-0.090,-3.131,-3.112
5.440,-0.029,-0.129,-0.093,-3.977,-3.869
5.491,-0.007,-0.129,-0.087,-2.954,-4.233
5.540,-0.013,-0.128,-0.092,-3.576,-3.272
5.590,-0.038,-0.129,-0.093,-3.880,-2.995
5.640,-0.077,-0.129,-0.093,-2.872,-3.019
5.690,-0.061,-0.128,-0.094,-3.914,-3.308
5.740,-0.009,-0.128,-0.093,-3.136,-3.623
5.790,-0.030,-0.128,-0.091,-3.100,-3.368
5.840,-0.018,-0.128,-0.091,-3.690,-3.326
5.890,-0.050,-0.129,-0.089,-3.097,-2.900
5.940,-0.005,-0.128,-0.091,-4.158,-2.879
5.990,-0.007,-0.128,-0.089,-3.293,-3.340
6.040,-0.012,-0.128,-0.089,-3.313,-4.074
6.090,-0.011,-0.129,-0.091,-3.560,-4.136
6.140,-0.032,-0.128,-0.090,-2.889,-2.787
6.190,-0.085,-0.129,-0.094,-2.970,-2.897
6.240,-0.003,-0.129,-0.090,-3.062,-2.808
6.290,-0.017,-0.129,-0.093,-3.132,-3.227
6.340,-0.014,-0.129,-0.094,-3.759,-3.516
6.390,-0.017,-0.129,-0.092,-2.932,-3.753
6.440,-0.035,-0.130,-0.090,-3.178,-3.367
6.490,-0.026,-0.129,-0.087,-3.273,-2.829
6.540,-1.249,-0.127,-0.092,-2.954,-3.046
6.590,12.902,-0.127,-0.088,-4.817,-2.978
6.640,12.902,-0.130,-0.096,-3.235,-4.664
6.690,12.902,-0.130,-0.090,-3.508,-4.045
6.740,12.902,-0.130,-0.073,-3.642,-3.053
6.790,12.902,-0.130,-0.070,-2.220,-2.906
6.840,12.902,-0.123,-0.088,-4.310,-0.355
6.890,12.902,-0.124,-0.089,-2.558,-3.111
6.940,12.902,-0.125,-0.110,-3.207,-4.408
6.990,12.902,-0.124,-0.113,-4.212,-4.929
7.040,12.902,-0.128,-0.097,-3.362,-2.606
7.090,-2.004,-0.128,-0.094,-3.824,-2.736
7.140,12.902,-0.123,-0.093,-2.883,-2.718
7.190,12.902,-0.124,-0.094,-3.290,-4.214
7.241,12.902,-0.125,-0.106,-3.691,-3.022
7.290,12.902,-0.125,-0.100,-3.252,-3.819
7.340,12.902,-0.119,-0.086,-4.032,-3.521
7.391,12.902,-0.120,-0.082,-3.677,-2.743
7.440,12.902,-0.128,-0.103,-3.338,-2.836
7.490,12.902,-0.126,-0.094,-4.430,-3.143
7.540,12.902,-0.123,-0.093,-2.988,-4.114
7.591,12.902,-0.121,-0.098,-4.164,-4.365
7.640,-1.679,-0.117,-0.103,-4.316,-4.114
7.690,-2.010,-0.119,-0.098,-2.704,-2.988
7.740,12.902,-0.120,-0.105,-4.294,-2.658
7.790,12.902,-0.118,-0.092,-3.527,-3.561
7.840,12.902,-0.122,-0.101,-3.465,-3.719
