time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.060,-0.126,-0.092,-2.996,-4.062
0.018,-0.044,-0.126,-0.085,-2.874,-3.421
0.060,-0.004,-0.125,-0.084,-3.556,-2.996
0.109,-0.043,-0.126,-0.079,-3.493,-2.877
0.159,-0.037,-0.125,-0.081,-2.898,-3.010
0.209,-0.037,-0.125,-0.083,-4.104,-3.351
0.259,-0.022,-0.124,-0.081,-3.052,-4.224
0.309,-0.025,-0.125,-0.081,-3.400,-3.611
0.359,-0.017,-0.125,-0.081,-3.751,-2.907
0.409,-0.033,-0.125,-0.086,-2.899,-2.741
0.460,-0.062,-0.126,-0.091,-3.537,-3.064
0.510,-0.050,-0.126,-0.089,-3.577,-3.930
0.559,-0.026,-0.124,-0.076,-3.211,-3.883
0.609,-0.024,-0.125,-0.080,-4.356,-3.247
0.659,-0.021,-0.125,-0.081,-3.082,-2.969
0.709,-0.010,-0.125,-0.078,-3.628,-2.779
0.759,-0.070,-0.126,-0.090,-4.142,-3.249
0.809,-0.028,-0.126,-0.080,-3.043,-3.752
0.859,-0.028,-0.125,-0.085,-4.028,-4.268
0.910,-0.030,-0.125,-0.087,-2.983,-3.582
0.959,-0.030,-0.125,-0.087,-3.665,-2.879
1.009,-0.030,-0.126,-0.083,-3.389,-2.776
1.060,-0.009,-0.126,-0.088,-3.345,-2.821
1.109,-0.040,-0.125,-0.083,-4.122,-3.634
1.159,-0.020,-0.126,-0.087,-2.933,-3.977
1.209,-0.025,-0.125,-0.086,-3.631,-3.749
1.259,-0.041,-0.125,-0.081,-3.828,-2.887
1.309,-0.027,-0.125,-0.086,-2.874,-2.784
1.359,-0.026,-0.125,-0.087,-4.031,-2.920
1.409,-0.062,-0.125,-0.094,-3.357,-3.655
1.459,-0.022,-0.126,-0.085,-3.106,-4.249
1.509,-0.030,-0.126,-0.085,-4.119,-3.285
1.559,-0.028,-0.126,-0.085,-2.973,-2.828
1.609,-0.016,-0.125,-0.084,-3.572,-2.777
1.659,-0.024,-0.125,-0.084,-3.255,-3.068
1.709,-0.025,-0.125,-0.083,-2.991,-3.602
1.760,-0.013,-0.126,-0.086,-3.941,-4.292
1.810,-0.030,-0.125,-0.087,-2.980,-4.066
1.859,-0.020,-0.126,-0.085,-3.368,-3.113
1.910,-0.022,-0.125,-0.080,-3.197,-3.035
1.959,-0.043,-0.125,-0.081,-3.000,-3.183
2.009,-0.040,-0.126,-0.083,-4.189,-3.848
2.059,-0.046,-0.126,-0.084,-2.914,-4.451
2.109,-0.020,-0.125,-0.083,-3.098,-3.265
2.159,-0.036,-0.125,-0.083,-3.673,-2.975
2.209,-0.033,-0.125,-0.087,-3.009,-2.729
2.259,-0.017,-0.126,-0.084,-4.171,-2.938
2.309,-0.007,-0.125,-0.084,-3.431,-4.234
2.359,-0.021,-0.125,-0.088,-3.394,-4.305
2.409,-0.034,-0.126,-0.086,-3.703,-3.503
2.459,-0.041,-0.125,-0.087,-2.979,-2.831
2.509,-0.048,-0.125,-0.085,-3.617,-2.891
2.560,-0.081,-0.126,-0.097,-3.553,-3.065
2.609,-0.029,-0.126,-0.087,-2.967,-3.958
2.659,-0.019,-0.125,-0.093,-3.654,-4.189
2.710,-0.056,-0.126,-0.083,-2.969,-3.554
2.760,-0.043,-0.125,-0.088,-3.716,-3.022
2.809,-0.019,-0.125,-0.085,-3.127,-2.807
2.859,-0.015,-0.126,-0.083,-3.069,-2.849
2.909,-0.032,-0.126,-0.086,-4.245,-3.557
2.959,-0.018,-0.125,-0.086,-2.961,-4.266
3.010,-0.051,-0.126,-0.091,-3.255,-3.933
3.059,-0.039,-0.126,-0.087,-3.539,-2.883
3.109,-0.057,-0.126,-0.095,-3.095,-2.924
3.159,-0.028,-0.126,-0.088,-3.863,-3.187
3.209,-0.039,-0.125,-0.088,-3.146,-3.894
3.259,-0.030,-0.126,-0.087,-3.527,-4.230
3.309,-0.030,-0.126,-0.089,-3.364,-4.029
3.360,-0.009,-0.125,-0.089,-2.917,-2.984
3.409,-0.029,-0.125,-0.088,-4.199,-2.821
3.459,-0.038,-0.125,-0.088,-3.008,-2.803
3.510,0.008,-0.126,-0.087,-3.642,-3.226
3.559,-0.037,-0.125,-0.086,-3.870,-4.357
3.609,-0.035,-0.125,-0.087,-2.899,-3.374
3.660,-0.001,-0.126,-0.087,-4.159,-3.288
3.709,-0.047,-0.127,-0.092,-3.909,-2.867
3.759,-0.019,-0.125,-0.083,-3.086,-3.036
3.810,-0.068,-0.126,-0.094,-3.772,-4.047
3.859,-0.033,-0.125,-0.088,-2.831,-4.163
3.909,-0.005,-0.125,-0.086,-3.766,-3.829
3.959,-0.030,-0.126,-0.084,-3.372,-2.946
4.009,-0.083,-0.126,-0.094,-2.929,-2.875
4.060,-0.029,-0.125,-0.093,-4.236,-2.962
4.109,-0.010,-0.125,-0.088,-2.804,-3.281
4.159,-0.057,-0.125,-0.088,-2.972,-4.109
4.209,-0.021,-0.125,-0.092,-3.476,-3.712
4.259,-0.058,-0.125,-0.085,-2.924,-2.788
4.309,-0.035,-0.125,-0.089,-3.963,-2.736
4.359,-0.009,-0.126,-0.089,-3.059,-2.955
4.409,-0.020,-0.126,-0.089,-3.418,-3.369
4.460,-0.076,-0.126,-0.091,-4.217,-4.458
4.509,-0.013,-0.126,-0.091,-2.993,-3.952
4.559,-0.016,-0.126,-0.088,-3.591,-2.898
4.609,-0.015,-0.126,-0.090,-3.156,-2.799
4.659,-0.024,-0.125,-0.090,-3.065,-3.136
4.710,-0.008,-0.126,-0.090,-3.361,-3.060
4.759,-0.075,-0.127,-0.097,-3.018,-4.442
4.809,-0.078,-0.126,-0.095,-2.879,-3.336
4.859,-0.048,-0.125,-0.086,-3.564,-2.893
4.909,-0.054,-0.126,-0.091,-2.936,-2.848
4.959,-0.032,-0.126,-0.086,-4.213,-2.899
5.009,-0.001,-0.126,-0.088,-2.838,-3.499
5.059,-0.064,-0.126,-0.092,-3.179,-4.366
5.109,-0.009,-0.126,-0.086,-3.839,-3.429
5.159,0.008,-0.126,-0.087,-3.236,-3.330
5.209,-0.019,-0.126,-0.082,-4.316,-2.895
5.259,-0.018,-0.127,-0.088,-3.097,-3.013
5.309,-0.035,-0.126,-0.089,-3.211,-3.781
5.359,-0.027,-0.126,-0.087,-4.079,-4.195
5.409,-0.012,-0.126,-0.094,-2.938,-3.721
5.459,-0.017,-0.126,-0.089,-3.901,-3.076
5.509,-0.043,-0.126,-0.087,-3.172,-2.864
5.560,-0.007,-0.126,-0.084,-3.059,-2.943
5.609,-0.043,-0.126,-0.091,-4.169,-3.946
5.660,-0.027,-0.126,-0.091,-2.923,-4.218
5.710,-0.017,-0.125,-0.086,-4.090,-4.099
5.759,-0.077,-0.126,-0.094,-4.202,-2.772
5.809,-0.022,-0.125,-0.088,-2.880,-2.785
5.860,-0.030,-0.126,-0.086,-4.148,-2.982
5.909,-0.063,-0.126,-0.096,-3.278,-3.789
5.959,-0.040,-0.126,-0.089,-3.226,-4.225
6.010,0.005,-0.127,-0.088,-3.073,-4.083
6.059,-0.000,-0.126,-0.084,-2.970,-3.165
6.109,-0.043,-0.126,-0.091,-3.637,-2.867
6.160,-0.013,-0.126,-0.088,-2.978,-2.898
6.210,0.016,-0.126,-0.093,-3.597,-3.108
6.259,-0.075,-0.126,-0.093,-4.125,-4.273
6.309,-0.024,-0.126,-0.088,-2.860,-3.813
6.359,-0.069,-0.127,-0.095,-3.300,-2.989
6.409,-0.050,-0.126,-0.095,-3.381,-2.878
6.459,-0.090,-0.127,-0.096,-2.827,-3.541
6.509,-0.028,-0.127,-0.088,-4.146,-4.212
6.560,-0.031,-0.126,-0.089,-2.995,-3.995
6.609,-0.082,-0.126,-0.092,-2.967,-3.189
6.659,-0.033,-0.126,-0.087,-3.246,-3.031
6.709,-0.026,-0.126,-0.089,-2.950,-2.750
6.759,-0.016,-0.126,-0.088,-4.159,-2.981
6.809,-0.026,-0.126,-0.089,-3.081,-4.106
6.859,0.010,-0.126,-0.090,-3.319,-4.316
6.909,0.006,-0.126,-0.088,-3.830,-3.371
6.959,-0.062,-0.127,-0.092,-2.873,-3.071
7.009,-0.015,-0.127,-0.092,-4.137,-2.795
7.059,-0.018,-0.125,-0.087,-3.313,-3.187
7.110,-0.000,-0.126,-0.089,-3.272,-3.530
7.159,-0.005,-0.126,-0.090,-3.333,-4.012
7.209,-0.008,-0.126,-0.090,-2.835,-3.278
7.259,-0.009,-0.126,-0.088,-3.905,-3.064
7.310,-0.015,-0.127,-0.093,-2.956,-2.744
7.359,-0.010,-0.127,-0.087,-2.968,-3.022
7.409,-0.051,-0.126,-0.090,-3.855,-4.033
7.459,-0.052,-0.126,-0.090,-2.941,-4.494
7.509,-0.003,-0.126,-0.089,-3.767,-3.768
7.560,-0.007,-0.127,-0.090,-2.899,-3.263
7.609,-0.010,-0.126,-0.089,-2.908,-2.803
7.659,-0.015,-0.126,-0.085,-4.181,-3.196
7.709,-0.001,-0.126,-0.085,-3.088,-2.780
7.759,12.902,-0.126,-0.077,-3.522,-4.166
7.810,12.902,-0.126,-0.077,-3.387,-3.635
7.859,12.902,-0.119,-0.090,-2.421,-1.898
7.909,12.902,-0.119,-0.100,-3.998,-2.440
7.959,12.902,-0.121,-0.090,-2.974,-3.072
8.009,12.902,-0.121,-0.092,-2.629,-4.009
8.059,12.902,-0.124,-0.106,-4.133,-4.519
8.109,12.902,-0.124,-0.102,-3.108,-2.928
8.160,12.902,-0.120,-0.090,-3.901,-2.983
8.209,12.902,-0.120,-0.097,-3.235,-3.806
8.259,-2.013,-0.118,-0.089,-3.415,-3.716
8.309,-1.648,-0.117,-0.091,-5.245,-3.382
8.359,12.902,-0.121,-0.070,-3.057,-4.248
8.409,12.902,-0.117,-0.076,-3.266,-2.831
8.459,12.902,-0.117,-0.088,-3.530,-3.046
8.510,12.902,-0.119,-0.095,-3.484,-2.801
8.559,12.902,-0.119,-0.097,-4.377,-2.989
8.610,12.902,-0.119,-0.099,-3.393,-3.366
8.659,12.902,-0.124,-0.099,-3.673,-4.519
8.709,12.902,-0.122,-0.101,-3.178,-3.480
8.759,12.902,-0.122,-0.085,-2.983,-2.666
8.809,12.902,-0.117,-0.089,-4.134,-2.467
8.859,-1.912,-0.114,-0.086,-2.815,-3.075
8.909,12.902,-0.119,-0.082,-3.423,-3.873
8.959,12.902,-0.121,-0.083,-3.483,-4.132
9.009,12.902,-0.120,-0.081,-3.151,-3.273
9.059,12.902,-0.122,-0.079,-4.069,-2.928
9.109,12.902,-0.120,-0.079,-3.382,-2.832
9.159,12.902,-0.120,-0.071,-2.855,-2.755
9.209,12.902,-0.115,-0.071,-4.016,-3.926
9.259,12.902,-0.116,-0.071,-2.752,-4.058
9.309,12.902,-0.114,-0.067,-3.691,-3.672
9.360,12.902,-0.118,-0.085,-3.569,-2.895
9.409,12.902,-0.122,-0.090,-3.527,-3.319
9.459,12.902,-0.121,-0.102,-3.904,-3.169
9.510,12.902,-0.123,-0.103,-3.004,-3.503
9.559,12.902,-0.122,-0.083,-3.737,-4.131
9.609,12.902,-0.120,-0.083,-3.250,-3.587
9.659,12.902,-0.120,-0.089,-3.238,-2.767
9.710,12.902,-0.117,-0.083,-5.165,-2.425
9.759,12.902,-0.117,-0.083,-3.224,-2.911
9.809,12.902,-0.113,-0.082,-2.941,-3.699
9.859,12.902,-0.111,-0.071,-4.261,-3.921
