time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.018,-0.124,-0.087,-3.658,32.171
0.025,0.012,-0.123,-0.080,-3.050,33.186
0.075,0.004,-0.124,-0.079,-3.931,32.762
0.126,-0.055,-0.125,-0.086,-3.271,32.830
0.175,-0.069,-0.124,-0.082,-3.721,31.790
0.225,-0.088,-0.125,-0.087,-3.025,32.408
0.275,-0.063,-0.125,-0.089,-3.626,32.919
0.326,-0.048,-0.124,-0.085,-3.109,32.889
0.375,-0.056,-0.124,-0.085,-3.061,32.719
0.425,-0.072,-0.123,-0.086,-4.157,31.783
0.475,-0.007,-0.124,-0.086,-3.241,31.684
0.525,-0.070,-0.124,-0.083,-3.225,32.219
0.575,-0.070,-0.125,-0.084,-3.633,32.486
0.626,-0.067,-0.125,-0.085,-3.226,32.555
0.675,-0.077,-0.124,-0.084,-3.999,32.383
0.725,-0.072,-0.124,-0.087,-3.218,31.240
0.775,-0.071,-0.124,-0.086,-3.124,30.896
0.826,-0.067,-0.124,-0.088,-3.582,31.111
0.875,-0.071,-0.124,-0.088,-2.923,31.795
0.925,-0.086,-0.124,-0.087,-3.638,31.817
0.975,-0.064,-0.124,-0.088,-3.302,31.384
1.025,-0.046,-0.125,-0.088,-3.055,30.607
1.075,-0.052,-0.124,-0.086,-4.229,30.424
1.125,-0.063,-0.124,-0.089,-2.956,31.077
1.175,-0.087,-0.124,-0.089,-4.065,31.181
1.225,-0.051,-0.124,-0.090,-3.636,31.408
1.275,-0.058,-0.124,-0.090,-3.193,30.741
1.325,-0.054,-0.125,-0.088,-4.141,30.084
1.376,-0.067,-0.124,-0.093,-2.998,29.649
1.425,-0.060,-0.124,-0.090,-3.527,30.190
1.475,-0.056,-0.124,-0.090,-3.310,30.483
1.525,-0.066,-0.124,-0.084,-3.185,30.708
1.575,-0.073,-0.124,-0.088,-4.099,30.372
1.625,-0.074,-0.124,-0.090,-3.031,29.724
1.675,-0.067,-0.124,-0.086,-3.396,29.049
1.725,-0.036,-0.124,-0.086,-3.921,29.870
1.775,-0.058,-0.124,-0.087,-3.001,29.915
1.825,-0.005,-0.123,-0.083,-3.312,29.900
1.875,-0.071,-0.124,-0.088,-3.203,29.572
1.925,-0.074,-0.125,-0.089,-3.344,29.005
1.975,-0.048,-0.125,-0.088,-4.083,28.409
2.025,-0.021,-0.124,-0.090,-3.261,29.610
2.075,-0.035,-0.125,-0.088,-3.521,29.616
2.125,0.004,-0.122,-0.081,-3.624,29.466
2.175,-0.038,-0.124,-0.089,-3.113,29.000
2.225,-0.074,-0.124,-0.088,-4.250,28.063
2.275,-0.091,-0.124,-0.091,-2.942,27.412
2.325,-0.041,-0.123,-0.085,-3.304,28.429
2.375,-0.065,-0.124,-0.087,-3.546,28.543
2.425,-0.018,-0.124,-0.077,-3.086,28.166
2.476,-0.047,-0.124,-0.085,-4.061,28.119
2.525,-0.030,-0.124,-0.084,-3.257,26.695
2.576,-0.084,-0.125,-0.085,-3.683,26.493
2.625,-0.052,-0.124,-0.089,-3.520,27.245
2.675,0.032,-0.123,-0.078,-2.777,27.776
2.725,-0.015,-0.123,-0.087,-3.752,27.827
2.775,-0.082,-0.124,-0.089,-3.051,27.305
2.825,-0.077,-0.124,-0.087,-3.289,26.106
2.875,-0.071,-0.125,-0.085,-3.777,25.788
2.926,-0.070,-0.124,-0.089,-2.910,26.357
2.975,-0.086,-0.124,-0.085,-3.930,27.014
3.026,-0.029,-0.122,-0.076,-3.065,26.974
3.075,-0.064,-0.125,-0.085,-3.133,26.608
3.125,-0.068,-0.125,-0.084,-4.182,25.632
3.175,-0.067,-0.125,-0.085,-2.949,25.462
3.225,-0.061,-0.125,-0.085,-3.592,26.134
3.275,-0.041,-0.124,-0.085,-3.502,26.480
3.325,-0.089,-0.124,-0.084,-3.001,26.331
3.375,-0.064,-0.125,-0.083,-4.222,25.745
3.425,0.006,-0.124,-0.077,-3.366,24.416
3.476,-0.056,-0.124,-0.081,-4.138,24.618
3.525,-0.056,-0.124,-0.086,-3.610,25.418
3.575,-0.074,-0.125,-0.086,-3.213,25.641
3.626,-0.059,-0.124,-0.084,-3.744,25.741
3.676,-0.067,-0.124,-0.083,-3.039,25.387
3.726,-0.072,-0.124,-0.085,-3.735,24.413
3.775,-0.050,-0.124,-0.084,-4.061,24.035
3.826,-0.070,-0.125,-0.085,-3.074,24.120
3.875,-0.013,-0.124,-0.076,-3.089,24.790
3.925,-0.036,-0.124,-0.088,-3.345,24.650
3.975,-0.027,-0.125,-0.089,-3.149,23.893
4.025,-0.061,-0.125,-0.087,-4.144,23.006
4.076,-0.063,-0.124,-0.089,-3.062,22.891
4.125,-0.079,-0.125,-0.084,-3.821,23.865
4.175,-0.078,-0.125,-0.085,-3.070,24.235
4.226,-0.065,-0.124,-0.085,-3.677,24.097
4.275,-0.024,-0.125,-0.083,-4.260,23.438
4.325,-0.058,-0.126,-0.084,-3.074,23.150
4.375,-0.005,-0.123,-0.075,-3.142,23.470
4.425,-0.075,-0.124,-0.084,-3.477,23.436
4.475,-0.066,-0.124,-0.085,-2.977,23.701
4.525,-0.073,-0.124,-0.090,-4.183,23.759
4.575,-0.069,-0.125,-0.089,-3.056,23.287
4.626,-0.063,-0.124,-0.087,-4.163,23.165
4.676,-0.070,-0.125,-0.088,-3.359,22.165
4.725,-0.029,-0.125,-0.087,-3.074,23.497
4.776,-0.081,-0.125,-0.082,-4.171,23.336
4.826,-0.046,-0.125,-0.084,-2.962,23.304
4.876,-0.076,-0.125,-0.084,-3.490,22.971
4.926,-0.061,-0.124,-0.082,-3.691,22.062
4.976,-0.060,-0.124,-0.085,-3.018,21.544
5.025,-0.071,-0.124,-0.083,-4.050,22.480
5.076,-0.086,-0.125,-0.086,-3.084,22.940
5.125,0.009,-0.123,-0.072,-2.872,22.774
5.176,-0.035,-0.124,-0.085,-3.551,22.804
5.225,-0.080,-0.125,-0.083,-3.009,21.430
5.275,-0.076,-0.125,-0.083,-3.678,21.651
