time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.033,-0.127,-0.082,-3.203,26.951
0.019,0.002,-0.127,-0.085,-3.117,26.924
0.066,-0.059,-0.126,-0.096,-4.112,27.577
0.116,-0.017,-0.126,-0.084,-2.951,26.758
0.166,-0.028,-0.126,-0.078,-3.972,26.113
0.216,-0.029,-0.125,-0.078,-2.815,26.288
0.267,-0.035,-0.126,-0.082,-4.193,26.461
0.316,-0.042,-0.126,-0.080,-3.178,27.292
0.366,-0.032,-0.126,-0.085,-2.908,27.135
0.416,-0.045,-0.126,-0.088,-3.627,27.207
0.466,-0.044,-0.127,-0.083,-2.937,26.023
0.516,-0.034,-0.126,-0.083,-3.469,25.755
0.566,-0.055,-0.126,-0.083,-3.281,26.090
0.616,-0.086,-0.127,-0.089,-2.957,26.620
0.666,-0.042,-0.126,-0.085,-4.100,26.419
0.716,-0.054,-0.128,-0.083,-2.932,26.166
0.766,-0.011,-0.127,-0.087,-3.376,25.107
0.816,-0.025,-0.127,-0.084,-3.318,24.859
0.866,-0.014,-0.127,-0.079,-2.947,25.935
0.916,-0.043,-0.127,-0.085,-4.212,26.146
0.966,-0.017,-0.128,-0.085,-3.111,26.210
1.016,-0.042,-0.127,-0.087,-3.579,25.772
1.066,-0.032,-0.127,-0.081,-4.133,24.272
1.116,-0.038,-0.127,-0.081,-2.933,24.821
1.166,-0.041,-0.128,-0.083,-3.835,25.109
1.216,-0.029,-0.126,-0.080,-3.317,25.504
1.267,-0.033,-0.127,-0.083,-3.275,25.635
1.316,-0.041,-0.127,-0.082,-4.191,25.054
1.367,-0.085,-0.129,-0.091,-3.079,24.265
1.417,-0.026,-0.127,-0.082,-3.715,24.116
1.466,-0.017,-0.127,-0.083,-3.072,24.543
1.516,-0.043,-0.127,-0.082,-3.179,25.246
1.566,-0.026,-0.127,-0.084,-3.948,25.117
1.617,-0.013,-0.127,-0.087,-3.024,24.755
1.666,-0.008,-0.127,-0.080,-3.381,23.468
1.716,-0.021,-0.127,-0.083,-3.446,23.316
1.766,-0.017,-0.127,-0.080,-2.995,24.387
1.816,-0.033,-0.127,-0.082,-4.239,24.634
1.866,-0.022,-0.127,-0.081,-3.083,24.690
1.916,-0.061,-0.128,-0.092,-2.996,23.975
1.966,-0.031,-0.127,-0.083,-3.796,23.308
2.016,-0.024,-0.127,-0.079,-2.982,23.478
2.066,-0.052,-0.127,-0.084,-3.984,24.273
2.116,-0.037,-0.127,-0.085,-3.542,24.422
2.167,-0.055,-0.126,-0.085,-3.071,24.457
2.216,-0.036,-0.127,-0.085,-4.196,23.528
2.267,-0.062,-0.127,-0.080,-2.987,23.024
2.316,-0.075,-0.128,-0.093,-3.004,23.723
2.366,-0.019,-0.127,-0.080,-4.097,24.286
2.416,-0.021,-0.128,-0.086,-3.206,24.179
2.466,-0.017,-0.127,-0.079,-3.915,24.306
2.516,-0.027,-0.127,-0.083,-2.928,24.015
2.566,-0.013,-0.126,-0.084,-3.312,22.678
2.617,-0.028,-0.128,-0.086,-3.516,23.055
2.666,-0.030,-0.127,-0.082,-2.868,23.923
2.716,-0.047,-0.128,-0.082,-4.120,24.046
2.766,-0.028,-0.127,-0.080,-3.256,23.851
2.816,-0.038,-0.127,-0.082,-3.379,23.715
2.866,-0.057,-0.127,-0.081,-3.850,22.694
2.916,-0.045,-0.127,-0.086,-2.979,22.861
2.966,-0.041,-0.127,-0.085,-3.771,23.570
3.016,-0.072,-0.129,-0.086,-3.962,23.777
3.066,-0.026,-0.128,-0.079,-2.964,23.408
3.116,-0.028,-0.126,-0.085,-4.042,23.120
3.167,-0.014,-0.127,-0.087,-2.907,22.351
