time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,0.001,-0.127,-0.079,-4.013,-3.121
0.018,0.008,-0.126,-0.080,-3.762,-3.059
0.051,0.012,-0.126,-0.079,-2.838,-2.983
0.101,-0.018,-0.127,-0.085,-3.368,-2.699
0.151,-0.021,-0.127,-0.088,-3.587,-3.048
0.201,0.011,-0.126,-0.079,-3.159,-4.117
0.251,0.001,-0.127,-0.080,-4.128,-3.875
0.301,0.013,-0.127,-0.083,-2.955,-3.181
0.351,0.024,-0.127,-0.082,-3.555,-2.879
0.401,-0.003,-0.127,-0.079,-3.238,-2.860
0.451,-0.019,-0.127,-0.085,-3.117,-3.926
0.501,-0.013,-0.127,-0.084,-3.199,-4.191
0.551,0.028,-0.126,-0.077,-3.023,-4.076
0.601,0.031,-0.127,-0.078,-3.433,-3.221
0.652,0.002,-0.127,-0.078,-3.813,-2.937
0.701,-0.011,-0.127,-0.083,-3.360,-3.216
0.752,-0.013,-0.127,-0.082,-3.790,-3.092
0.801,0.025,-0.127,-0.075,-3.298,-4.572
0.851,0.021,-0.126,-0.080,-3.070,-3.769
0.902,-0.016,-0.127,-0.074,-3.523,-3.679
0.951,0.026,-0.128,-0.078,-3.041,-2.907
1.001,-0.041,-0.127,-0.081,-3.214,-2.948
1.051,0.025,-0.127,-0.081,-3.377,-3.733
1.101,-0.024,-0.128,-0.087,-3.044,-3.858
1.151,-0.002,-0.127,-0.079,-3.993,-4.041
1.201,-0.010,-0.127,-0.076,-2.894,-3.447
1.252,-0.012,-0.127,-0.073,-3.940,-2.983
1.301,0.009,-0.126,-0.078,-3.268,-2.998
1.351,0.010,-0.126,-0.082,-2.898,-4.274
1.401,-0.025,-0.127,-0.086,-3.535,-4.502
1.451,0.031,-0.127,-0.079,-3.106,-3.982
1.502,-0.031,-0.126,-0.078,-3.701,-3.644
1.552,-0.006,-0.127,-0.074,-3.488,-2.973
1.601,0.024,-0.126,-0.079,-2.873,-3.177
1.651,-0.013,-0.126,-0.076,-4.139,-3.488
1.701,0.002,-0.126,-0.077,-2.948,-4.366
1.751,-0.026,-0.126,-0.073,-3.666,-4.421
1.801,0.008,-0.127,-0.079,-4.071,-3.103
1.851,0.012,-0.127,-0.073,-2.796,-2.920
1.902,0.006,-0.127,-0.073,-3.890,-2.929
1.952,-0.035,-0.127,-0.074,-3.045,-3.159
2.001,-0.020,-0.127,-0.078,-3.397,-3.905
2.051,-0.007,-0.126,-0.075,-3.917,-4.029
2.101,0.003,-0.127,-0.074,-3.070,-3.127
2.151,-0.032,-0.126,-0.073,-4.110,-2.869
2.201,0.023,-0.126,-0.077,-3.795,-3.213
2.251,0.013,-0.126,-0.074,-2.939,-3.785
2.301,0.022,-0.126,-0.075,-3.955,-4.414
2.352,-0.007,-0.126,-0.075,-2.990,-4.248
2.401,-0.015,-0.127,-0.076,-3.911,-3.423
2.451,-0.014,-0.126,-0.076,-3.465,-2.977
2.502,-0.042,-0.127,-0.079,-3.129,-2.759
2.551,-0.003,-0.126,-0.076,-4.162,-3.518
2.602,-0.026,-0.127,-0.080,-2.833,-3.856
2.651,-0.025,-0.127,-0.082,-2.895,-3.287
2.701,-0.003,-0.127,-0.076,-3.676,-3.130
2.751,-0.027,-0.127,-0.074,-2.895,-2.931
2.801,-0.012,-0.127,-0.077,-3.837,-3.040
