time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.009,-0.126,-0.085,-3.581,-4.207
0.041,0.027,-0.124,-0.082,-3.565,-4.415
0.092,0.022,-0.124,-0.081,-3.478,-4.174
0.141,0.010,-0.125,-0.084,-2.965,-3.066
0.192,0.002,-0.125,-0.082,-3.963,-2.814
0.241,-0.018,-0.125,-0.083,-3.450,-3.045
0.291,0.015,-0.125,-0.086,-3.475,-3.512
0.342,0.012,-0.125,-0.081,-3.505,-4.372
0.391,-0.018,-0.125,-0.083,-3.072,-3.687
0.441,-0.035,-0.125,-0.076,-3.032,-2.926
0.491,-0.014,-0.125,-0.084,-3.352,-2.884
0.541,-0.029,-0.125,-0.085,-3.018,-2.965
0.592,0.008,-0.125,-0.083,-3.637,-3.500
0.641,-0.025,-0.125,-0.083,-3.413,-4.160
0.691,-0.015,-0.126,-0.079,-3.451,-3.540
0.742,0.020,-0.125,-0.079,-3.039,-3.445
0.791,-0.013,-0.126,-0.079,-2.993,-2.929
0.841,0.007,-0.125,-0.081,-4.097,-3.213
0.891,-0.004,-0.125,-0.079,-3.165,-4.013
0.941,0.024,-0.125,-0.079,-3.480,-4.494
0.991,0.007,-0.125,-0.082,-3.537,-3.809
1.042,-0.004,-0.125,-0.081,-2.905,-3.027
1.092,0.014,-0.125,-0.084,-4.303,-2.984
1.141,-0.031,-0.125,-0.079,-3.976,-3.399
1.191,-0.013,-0.125,-0.082,-3.168,-4.313
1.241,0.012,-0.125,-0.080,-3.949,-4.404
1.291,-0.017,-0.126,-0.079,-3.030,-3.306
1.341,0.020,-0.125,-0.082,-4.195,-3.469
1.391,0.023,-0.125,-0.079,-3.151,-2.948
1.441,-0.013,-0.124,-0.081,-2.987,-3.136
1.491,-0.004,-0.125,-0.082,-3.787,-3.569
1.541,0.022,-0.125,-0.078,-3.096,-4.399
1.591,-0.029,-0.124,-0.074,-3.173,-3.024
1.642,-0.003,-0.124,-0.080,-3.161,-3.603
1.691,0.013,-0.125,-0.083,-3.067,-2.923
1.741,0.015,-0.125,-0.082,-4.189,-3.158
1.791,0.001,-0.125,-0.077,-3.112,-3.986
1.841,0.004,-0.125,-0.082,-3.636,-4.474
1.892,0.007,-0.125,-0.081,-3.114,-4.323
1.941,-0.008,-0.125,-0.082,-2.946,-3.087
1.991,-0.012,-0.126,-0.084,-4.009,-2.978
2.041,0.010,-0.125,-0.079,-3.111,-3.162
2.091,0.021,-0.125,-0.076,-3.256,-3.906
2.141,-0.001,-0.125,-0.082,-3.671,-4.322
2.191,-0.002,-0.126,-0.078,-2.945,-3.478
2.241,-0.007,-0.125,-0.083,-3.618,-2.935
2.291,-0.008,-0.125,-0.085,-3.386,-2.882
2.341,-0.004,-0.125,-0.080,-3.405,-3.163
2.392,0.015,-0.125,-0.080,-3.701,-3.805
2.441,0.021,-0.126,-0.078,-2.964,-4.403
2.492,0.003,-0.125,-0.075,-4.067,-4.447
2.541,0.024,-0.125,-0.074,-3.300,-3.311
2.591,0.021,-0.125,-0.080,-3.306,-3.072
2.641,-0.002,-0.126,-0.077,-3.964,-3.254
2.691,-0.011,-0.126,-0.075,-3.651,-4.530
2.742,0.015,-0.126,-0.075,-3.528,-4.511
2.791,0.007,-0.126,-0.077,-3.720,-3.535
2.841,-0.047,-0.125,-0.078,-3.042,-2.990
2.891,0.021,-0.126,-0.079,-4.256,-2.954
2.941,-0.011,-0.125,-0.079,-3.192,-3.570
2.991,0.003,-0.125,-0.077,-3.891,-3.693
3.041,-0.001,-0.125,-0.080,-4.506,-3.692
3.091,0.015,-0.125,-0.081,-3.040,-3.392
3.141,-0.028,-0.125,-0.076,-3.248,-2.883
3.192,0.012,-0.126,-0.080,-3.227,-2.975
3.242,0.004,-0.124,-0.077,-3.374,-3.269
3.291,-0.008,-0.125,-0.079,-4.256,-4.346
3.341,0.010,-0.125,-0.080,-3.028,-4.583
3.391,0.010,-0.125,-0.076,-3.963,-3.732
3.441,0.002,-0.125,-0.079,-3.193,-3.282
3.491,0.015,-0.125,-0.076,-3.271,-3.020
3.542,-0.006,-0.125,-0.078,-3.553,-3.129
3.591,0.020,-0.125,-0.077,-2.990,-3.858
3.641,0.014,-0.126,-0.072,-3.632,-4.370
3.692,0.014,-0.125,-0.079,-3.246,-3.839
3.741,0.013,-0.126,-0.080,-3.092,-3.272
3.791,0.021,-0.125,-0.077,-4.174,-2.955
3.842,0.020,-0.125,-0.075,-2.908,-3.145
3.891,0.014,-0.125,-0.076,-3.716,-3.858
3.942,0.013,-0.125,-0.075,-3.326,-4.683
3.991,0.002,-0.126,-0.078,-3.034,-3.928
4.041,0.004,-0.125,-0.080,-3.885,-2.885
4.091,-0.006,-0.125,-0.076,-2.939,-3.073
4.141,0.019,-0.124,-0.076,-3.250,-3.294
4.191,-0.005,-0.126,-0.077,-4.167,-4.376
4.241,-0.003,-0.124,-0.075,-3.555,-3.474
4.291,-0.002,-0.124,-0.081,-3.736,-3.200
4.341,0.024,-0.125,-0.080,-3.260,-3.136
4.391,0.022,-0.125,-0.079,-3.337,-3.061
4.442,-0.012,-0.125,-0.079,-3.450,-2.998
4.492,0.008,-0.125,-0.078,-3.035,-3.492
4.541,0.016,-0.125,-0.077,-3.770,-4.482
4.591,0.017,-0.126,-0.079,-3.278,-3.437
4.642,-0.003,-0.126,-0.079,-3.475,-3.393
4.691,0.014,-0.125,-0.080,-3.739,-3.032
4.742,0.015,-0.125,-0.081,-2.949,-2.955
4.792,0.003,-0.125,-0.080,-3.807,-3.888
4.841,0.026,-0.125,-0.080,-3.546,-4.148
4.891,0.018,-0.125,-0.083,-3.066,-3.178
4.941,0.000,-0.125,-0.084,-4.268,-3.132
4.991,-0.007,-0.125,-0.078,-3.546,-2.867
5.041,0.007,-0.125,-0.079,-3.412,-3.376
5.092,-0.009,-0.126,-0.080,-3.430,-3.811
5.141,0.008,-0.125,-0.080,-2.984,-4.553
5.191,-0.027,-0.125,-0.080,-3.166,-2.977
5.241,-0.046,-0.125,-0.077,-4.138,-2.797
5.291,-0.025,-0.126,-0.079,-3.056,-3.121
5.342,-0.006,-0.125,-0.076,-4.128,-3.269
5.391,0.021,-0.126,-0.079,-3.033,-4.165
5.442,0.019,-0.126,-0.079,-4.251,-4.604
5.491,-0.022,-0.126,-0.084,-3.706,-3.139
5.541,0.028,-0.126,-0.079,-3.195,-3.095
5.591,0.007,-0.127,-0.078,-3.839,-2.980
5.641,0.001,-0.126,-0.077,-3.024,-3.541
5.691,0.001,-0.126,-0.080,-2.992,-4.104
5.741,12.902,-0.124,-0.079,-3.829,-3.674
5.791,12.902,-0.128,-0.077,-2.660,-2.781
5.841,12.902,-0.127,-0.078,-4.332,-2.554
5.891,12.902,-0.123,-0.079,-2.786,-3.059
5.941,12.902,-0.125,-0.071,-3.362,-3.060
5.992,12.902,-0.123,-0.070,-2.966,-3.110
6.041,12.902,-0.124,-0.106,-3.201,-5.751
6.091,12.902,-0.116,-0.100,-4.351,-3.049
6.141,12.902,-0.120,-0.086,-2.700,-2.963
6.192,12.902,-0.117,-0.094,-3.616,-3.596
6.241,-1.926,-0.116,-0.084,-4.149,-3.587
6.291,12.902,-0.122,-0.082,-3.169,-3.582
6.341,12.902,-0.125,-0.096,-3.429,-3.405
