time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.026,-0.129,-0.091,-2.846,-4.433
0.047,-0.035,-0.128,-0.092,-3.177,-3.163
0.097,-0.023,-0.129,-0.090,-4.202,-2.840
0.147,-0.052,-0.130,-0.097,-3.297,-3.287
0.197,-0.039,-0.128,-0.094,-3.409,-3.935
0.247,-0.017,-0.128,-0.088,-3.711,-4.122
0.297,-0.012,-0.128,-0.089,-2.987,-3.424
0.347,-0.075,-0.129,-0.097,-3.154,-3.095
0.397,-0.066,-0.130,-0.097,-3.566,-3.140
0.447,-0.026,-0.129,-0.087,-3.062,-3.713
0.497,-0.036,-0.129,-0.087,-4.127,-4.387
0.547,-0.050,-0.130,-0.096,-3.628,-3.267
0.597,-0.065,-0.129,-0.093,-2.972,-2.937
0.647,-0.035,-0.128,-0.090,-3.121,-2.940
0.697,-0.026,-0.129,-0.087,-3.154,-2.851
0.747,-0.013,-0.129,-0.086,-4.309,-3.543
0.797,-0.029,-0.129,-0.088,-2.909,-3.651
0.848,-0.042,-0.129,-0.088,-3.996,-4.378
0.897,-0.029,-0.129,-0.090,-3.625,-3.118
0.947,-0.022,-0.129,-0.089,-2.989,-2.762
0.997,-0.071,-0.131,-0.096,-3.442,-3.091
1.047,-0.020,-0.129,-0.087,-3.002,-3.379
1.097,-0.045,-0.130,-0.089,-3.423,-4.191
1.147,-0.046,-0.129,-0.085,-3.542,-4.030
1.197,-0.040,-0.129,-0.089,-3.011,-3.414
1.247,-0.035,-0.128,-0.087,-4.072,-2.781
1.297,-0.039,-0.128,-0.089,-3.248,-2.922
1.347,-0.073,-0.130,-0.095,-2.904,-3.907
1.397,-0.031,-0.130,-0.085,-3.763,-4.338
1.447,-0.036,-0.128,-0.087,-2.967,-4.372
1.497,-0.078,-0.128,-0.098,-3.339,-3.210
1.547,-0.065,-0.130,-0.096,-4.224,-2.887
1.598,-0.016,-0.129,-0.088,-3.744,-2.948
1.648,-0.020,-0.129,-0.093,-3.657,-3.158
1.697,-0.030,-0.129,-0.087,-2.866,-4.121
1.747,-0.033,-0.128,-0.087,-3.828,-4.026
1.798,-0.037,-0.129,-0.088,-3.265,-3.503
