time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.079,-0.127,-0.101,-3.892,45.944
0.040,-0.028,-0.127,-0.097,-4.178,47.094
0.090,0.002,-0.126,-0.088,-2.802,47.406
0.140,-0.018,-0.127,-0.090,-3.113,46.974
0.190,-0.034,-0.126,-0.092,-4.162,45.945
0.241,-0.022,-0.126,-0.086,-3.453,45.550
0.290,-0.025,-0.127,-0.087,-3.911,45.220
0.340,-0.019,-0.127,-0.085,-2.987,45.584
0.390,-0.043,-0.126,-0.085,-3.773,46.229
0.441,-0.067,-0.128,-0.095,-3.546,46.297
0.490,-0.020,-0.126,-0.086,-3.037,45.637
0.540,-0.015,-0.126,-0.088,-3.895,44.850
0.591,-0.009,-0.126,-0.088,-3.076,44.376
0.640,-0.042,-0.126,-0.086,-3.728,45.439
0.690,-0.042,-0.127,-0.086,-3.183,45.967
0.740,-0.032,-0.127,-0.088,-2.904,45.743
0.790,-0.011,-0.126,-0.090,-4.145,45.231
0.840,-0.076,-0.127,-0.098,-3.037,44.689
0.890,-0.047,-0.126,-0.090,-3.405,44.580
0.940,-0.035,-0.126,-0.089,-3.703,45.469
0.991,-0.032,-0.126,-0.092,-3.437,45.352
1.040,-0.020,-0.126,-0.085,-4.212,45.679
1.090,-0.020,-0.127,-0.098,-3.804,44.681
1.140,-0.011,-0.126,-0.089,-2.980,43.419
1.191,-0.026,-0.127,-0.094,-4.187,43.971
1.240,-0.021,-0.127,-0.090,-2.952,44.519
1.290,-0.022,-0.126,-0.091,-3.766,44.587
1.340,-0.026,-0.125,-0.089,-3.201,44.449
1.390,-0.037,-0.126,-0.084,-2.951,43.814
1.440,-0.059,-0.127,-0.092,-4.114,43.150
1.491,-0.038,-0.127,-0.086,-3.028,43.010
1.540,-0.007,-0.126,-0.084,-3.633,43.869
1.591,-0.036,-0.127,-0.087,-2.885,43.838
1.640,-0.027,-0.126,-0.091,-3.165,43.799
1.690,-0.044,-0.127,-0.091,-4.138,42.893
1.741,-0.033,-0.127,-0.093,-2.831,42.684
1.790,-0.003,-0.127,-0.087,-3.413,42.181
1.840,-0.042,-0.126,-0.088,-3.972,42.589
1.890,-0.027,-0.126,-0.087,-3.107,42.721
1.940,-0.025,-0.126,-0.085,-3.956,42.509
1.990,-0.015,-0.127,-0.085,-3.039,42.276
2.041,-0.031,-0.126,-0.085,-3.909,41.907
2.090,-0.018,-0.127,-0.083,-4.195,41.475
2.140,-0.033,-0.126,-0.088,-2.939,41.791
2.190,-0.015,-0.127,-0.095,-3.252,42.001
2.240,-0.011,-0.126,-0.086,-2.999,41.764
2.290,-0.058,-0.127,-0.101,-2.954,40.971
2.341,-0.075,-0.128,-0.096,-3.897,40.622
2.390,-0.023,-0.126,-0.087,-2.915,39.810
2.440,-0.012,-0.126,-0.087,-3.842,40.948
2.490,-0.029,-0.126,-0.089,-3.288,41.258
2.540,-0.019,-0.126,-0.091,-3.046,41.186
2.590,-0.043,-0.126,-0.086,-4.165,40.350
2.640,-0.045,-0.127,-0.083,-3.187,39.501
2.690,-0.023,-0.127,-0.085,-3.485,39.833
2.740,-0.019,-0.126,-0.084,-3.319,40.092
2.790,-0.014,-0.126,-0.084,-2.945,40.470
2.841,-0.018,-0.126,-0.084,-3.438,40.406
2.890,-0.025,-0.127,-0.086,-2.864,40.245
2.941,-0.022,-0.127,-0.086,-3.686,39.203
2.990,-0.018,-0.127,-0.087,-3.843,39.293
3.040,-0.029,-0.127,-0.091,-2.885,39.838
3.090,-0.024,-0.127,-0.085,-4.167,40.084
3.141,-0.069,-0.128,-0.096,-3.338,40.037
3.190,-0.019,-0.126,-0.084,-3.007,39.301
3.240,-0.041,-0.127,-0.090,-3.386,39.019
3.290,-0.016,-0.126,-0.084,-2.853,38.682
3.340,-0.028,-0.126,-0.088,-3.822,39.478
3.391,-0.022,-0.127,-0.090,-2.977,39.588
3.440,-0.030,-0.126,-0.091,-2.956,39.510
3.490,-0.017,-0.126,-0.087,-3.889,39.283
3.540,-0.017,-0.127,-0.091,-2.915,38.086
3.590,-0.040,-0.127,-0.092,-4.059,37.976
3.640,-0.011,-0.127,-0.092,-3.364,38.823
3.691,-0.104,-0.127,-0.099,-2.913,39.178
3.741,-0.085,-0.127,-0.105,-3.648,38.797
3.790,-0.019,-0.127,-0.092,-2.880,38.420
3.840,-0.011,-0.128,-0.089,-3.332,37.142
3.891,-0.011,-0.127,-0.091,-2.873,37.219
3.940,-0.018,-0.127,-0.088,-2.867,38.488
3.991,-0.031,-0.127,-0.091,-4.151,38.534
4.040,-0.004,-0.126,-0.085,-3.157,38.419
4.090,-0.018,-0.126,-0.088,-3.344,37.940
4.140,-0.021,-0.127,-0.090,-3.812,36.776
4.190,-0.036,-0.126,-0.087,-2.986,37.270
4.242,-0.033,-0.126,-0.087,-4.197,37.495
4.290,-0.020,-0.127,-0.087,-3.170,38.178
4.340,-0.040,-0.127,-0.086,-3.156,38.174
4.390,-0.012,-0.126,-0.089,-4.125,37.491
4.440,-0.025,-0.126,-0.093,-2.852,36.489
4.491,-0.039,-0.126,-0.094,-4.154,36.525
4.540,-0.038,-0.126,-0.087,-3.092,37.363
4.590,-0.024,-0.126,-0.088,-3.240,37.924
4.640,-0.023,-0.127,-0.088,-4.215,37.595
4.690,-0.011,-0.126,-0.085,-2.985,37.112
4.740,-0.017,-0.126,-0.084,-3.723,36.125
4.790,-0.035,-0.126,-0.088,-3.326,36.167
4.840,-0.023,-0.127,-0.089,-2.981,37.041
4.890,-0.019,-0.127,-0.087,-4.175,37.281
4.940,-0.042,-0.127,-0.088,-3.105,37.188
4.991,-0.034,-0.126,-0.089,-3.899,36.913
5.040,-0.051,-0.127,-0.093,-3.548,35.766
5.090,-0.025,-0.126,-0.092,-2.970,36.155
5.140,-0.062,-0.127,-0.102,-3.131,36.806
5.190,-0.015,-0.127,-0.092,-3.494,36.661
5.240,-0.017,-0.126,-0.089,-3.061,36.210
5.291,-0.022,-0.126,-0.094,-3.470,36.166
5.341,-0.017,-0.127,-0.090,-2.945,35.157
5.390,-0.022,-0.126,-0.090,-3.686,35.197
5.440,-0.029,-0.127,-0.087,-3.092,35.588
5.490,-0.032,-0.126,-0.091,-3.078,36.154
5.540,-0.033,-0.127,-0.091,-3.962,35.968
5.590,-0.040,-0.127,-0.088,-3.055,35.172
5.640,-0.018,-0.127,-0.089,-3.545,34.003
5.690,-0.024,-0.127,-0.092,-3.153,33.964
5.741,12.902,-0.127,-0.092,-3.685,34.228
5.790,12.902,-0.129,-0.096,-3.502,34.770
5.840,12.902,-0.128,-0.093,-3.184,34.414
5.890,12.902,-0.116,-0.096,-3.135,34.249
5.940,12.902,-0.118,-0.102,-3.229,33.946
5.990,12.902,-0.124,-0.111,-2.882,33.912
6.040,12.902,-0.123,-0.088,-4.350,34.141
6.091,12.902,-0.125,-0.090,-2.977,37.071
6.140,12.902,-0.124,-0.087,-3.135,33.977
6.190,12.902,-0.125,-0.092,-4.128,33.269
6.240,12.902,-0.127,-0.098,-2.766,32.661
6.290,-1.923,-0.125,-0.091,-4.102,32.149
6.340,12.902,-0.127,-0.103,-3.017,32.666
6.390,12.902,-0.124,-0.101,-2.123,32.993
6.440,12.902,-0.121,-0.105,-4.413,32.741
6.491,12.902,-0.118,-0.098,-2.984,32.815
6.540,12.902,-0.119,-0.086,-2.905,31.646
6.590,12.902,-0.120,-0.082,-3.433,31.485
6.640,12.902,-0.119,-0.100,-3.432,32.195
6.690,12.902,-0.123,-0.095,-3.856,32.625
6.740,12.902,-0.121,-0.074,-2.911,31.844
6.790,12.902,-0.121,-0.074,-3.547,31.802
6.840,12.902,-0.122,-0.107,-3.208,30.147
6.890,-1.423,-0.125,-0.098,-2.692,31.148
6.941,12.902,-0.128,-0.109,-3.643,31.403
6.990,12.902,-0.122,-0.100,-2.575,32.392
7.040,12.902,-0.121,-0.102,-2.312,32.036
7.090,12.902,-0.118,-0.099,-3.397,30.887
7.140,12.902,-0.119,-0.096,-2.829,30.275
7.190,12.902,-0.118,-0.091,-3.961,30.960
7.240,12.902,-0.118,-0.099,-2.997,31.209
7.291,12.902,-0.117,-0.101,-3.688,31.372
7.340,12.902,-0.115,-0.084,-3.802,32.011
7.390,12.902,-0.123,-0.083,-2.753,31.248
7.440,12.902,-0.125,-0.095,-3.926,29.780
7.490,-1.926,-0.115,-0.097,-2.690,30.493
7.540,12.902,-0.115,-0.093,-3.822,31.526
7.590,12.902,-0.120,-0.091,-4.172,32.032
7.640,12.902,-0.120,-0.104,-3.240,31.617
7.690,12.902,-0.118,-0.109,-3.203,30.209
7.740,12.902,-0.117,-0.105,-3.314,30.417
7.790,12.902,-0.118,-0.104,-3.386,30.486
7.840,12.902,-0.117,-0.096,-4.373,30.608
7.890,12.902,-0.122,-0.098,-3.270,31.621
7.940,12.902,-0.122,-0.090,-3.816,31.206
7.990,12.902,-0.120,-0.095,-3.610,30.879
8.041,-1.944,-0.117,-0.098,-3.017,29.575
8.091,-1.910,-0.121,-0.114,-4.025,29.321
8.140,-2.087,-0.119,-0.116,-3.815,30.446
8.191,-1.980,-0.118,-0.092,-3.292,30.911
8.240,-2.106,-0.118,-0.096,-3.977,29.709
8.290,-1.834,-0.112,-0.089,-2.946,28.835
8.340,-2.005,-0.114,-0.093,-3.596,27.935
8.390,-1.539,-0.108,-0.094,-3.003,29.453
8.440,-2.011,-0.110,-0.095,-3.924,30.100
8.490,-1.868,-0.104,-0.095,-3.901,30.744
8.540,-1.761,-0.104,-0.102,-2.702,29.892
8.590,-2.057,-0.105,-0.093,-3.785,30.101
8.640,-2.197,-0.106,-0.093,-4.446,29.237
8.691,12.902,-0.105,-0.095,-3.285,28.543
8.740,12.902,-0.104,-0.100,-4.259,30.264
8.790,12.902,-0.109,-0.115,-3.656,30.420
8.841,12.902,-0.112,-0.106,-3.947,30.640
8.890,12.902,-0.113,-0.075,-2.680,29.566
8.940,12.902,-0.114,-0.073,-3.474,28.868
8.990,12.902,-0.115,-0.097,-3.948,29.337
9.040,12.902,-0.117,-0.086,-2.924,29.759
9.090,12.902,-0.120,-0.102,-2.808,30.268
9.141,12.902,-0.118,-0.101,-3.406,29.955
9.190,12.902,-0.119,-0.094,-3.028,29.938
9.241,-1.800,-0.111,-0.087,-4.477,28.071
9.291,-1.948,-0.106,-0.093,-2.718,28.215
9.340,-1.940,-0.099,-0.093,-3.603,28.339
9.390,-1.767,-0.098,-0.090,-3.537,28.996
9.441,-2.143,-0.100,-0.093,-3.156,30.053
9.490,-1.745,-0.100,-0.091,-3.162,29.025
9.540,-1.709,-0.098,-0.091,-4.268,27.058
9.590,-1.939,-0.097,-0.093,-2.822,27.961
9.641,-1.907,-0.099,-0.090,-3.343,29.451
9.691,-1.884,-0.098,-0.097,-2.780,29.497
9.740,-1.678,-0.101,-0.094,-3.101,29.399
