time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.081,-0.125,-0.102,-3.504,-3.452
0.048,0.134,-0.125,-0.105,-3.751,-2.922
0.099,-0.110,-0.125,-0.108,-3.288,-3.114
0.148,0.057,-0.125,-0.112,-3.323,-4.387
0.198,-0.009,-0.125,-0.108,-3.993,-4.088
0.248,0.049,-0.125,-0.108,-3.101,-3.533
0.299,0.075,-0.124,-0.112,-3.997,-2.932
0.348,0.024,-0.124,-0.107,-3.969,-2.915
0.398,0.019,-0.125,-0.112,-3.114,-3.305
0.448,0.060,-0.125,-0.110,-4.048,-4.107
0.499,-0.136,-0.125,-0.107,-3.034,-4.416
0.548,0.106,-0.126,-0.109,-3.724,-3.405
0.599,-0.100,-0.125,-0.106,-3.169,-3.047
0.649,-0.049,-0.125,-0.108,-3.357,-2.949
0.698,-0.108,-0.125,-0.110,-4.120,-3.722
0.748,-0.017,-0.124,-0.107,-3.662,-4.287
0.798,-0.059,-0.125,-0.112,-3.704,-4.328
0.849,0.014,-0.125,-0.111,-3.267,-3.584
0.898,-0.110,-0.126,-0.110,-2.947,-2.861
0.948,-0.089,-0.126,-0.108,-3.752,-3.132
0.998,-0.028,-0.125,-0.110,-3.197,-3.481
1.048,0.002,-0.126,-0.108,-3.523,-3.961
1.099,0.012,-0.125,-0.114,-3.629,-4.312
1.148,-0.087,-0.125,-0.109,-2.971,-3.440
1.198,-0.072,-0.126,-0.110,-3.820,-2.953
1.248,-0.026,-0.126,-0.108,-3.177,-2.878
1.298,0.008,-0.126,-0.111,-3.198,-3.380
1.348,-0.052,-0.126,-0.112,-4.219,-4.349
1.399,0.028,-0.125,-0.106,-3.023,-4.423
1.448,0.010,-0.125,-0.105,-3.151,-3.074
1.498,-0.047,-0.126,-0.112,-3.364,-2.925
1.548,-0.008,-0.125,-0.108,-3.255,-2.796
1.598,0.016,-0.126,-0.111,-4.290,-3.603
1.648,-0.006,-0.125,-0.102,-3.350,-4.323
1.698,-0.085,-0.126,-0.113,-3.661,-4.148
1.748,0.031,-0.125,-0.102,-4.130,-3.258
1.799,-0.043,-0.125,-0.110,-3.059,-2.900
1.848,-0.049,-0.124,-0.109,-3.400,-2.942
1.900,-0.146,-0.125,-0.111,-3.042,-3.004
1.949,-0.106,-0.125,-0.108,-4.192,-3.331
1.998,-0.051,-0.125,-0.109,-4.094,-3.807
2.048,-0.079,-0.125,-0.104,-3.085,-2.984
2.098,-0.049,-0.126,-0.110,-4.113,-3.026
2.149,-0.106,-0.126,-0.112,-2.911,-2.927
2.198,0.046,-0.126,-0.111,-3.296,-3.334
2.248,0.008,-0.126,-0.112,-3.766,-3.969
2.298,-0.105,-0.126,-0.112,-3.034,-4.300
2.349,-0.148,-0.126,-0.109,-4.065,-4.150
2.399,-0.013,-0.127,-0.115,-3.027,-3.072
2.449,-0.049,-0.126,-0.113,-3.656,-2.722
2.499,-0.002,-0.125,-0.104,-4.249,-3.094
2.548,-0.024,-0.125,-0.114,-3.098,-3.623
2.598,-0.047,-0.125,-0.114,-3.900,-4.342
2.648,-0.102,-0.126,-0.115,-3.605,-3.122
2.699,-0.130,-0.125,-0.105,-2.883,-2.791
2.749,-0.026,-0.126,-0.110,-3.675,-2.868
2.798,-0.112,-0.126,-0.114,-2.902,-3.576
2.848,-0.073,-0.125,-0.110,-2.983,-4.368
2.898,-0.006,-0.126,-0.116,-3.451,-4.204
2.948,-0.057,-0.126,-0.112,-3.083,-3.228
2.999,-0.032,-0.126,-0.111,-4.081,-2.961
3.048,-0.070,-0.126,-0.116,-3.023,-2.775
3.098,-0.038,-0.126,-0.115,-3.193,-3.574
3.148,-0.100,-0.125,-0.108,-4.071,-4.298
3.198,-0.040,-0.125,-0.113,-2.973,-3.990
3.249,0.008,-0.125,-0.114,-4.304,-3.749
3.298,-0.071,-0.126,-0.118,-3.461,-2.922
3.348,-0.074,-0.126,-0.115,-3.105,-2.897
3.399,-0.113,-0.125,-0.110,-4.021,-3.260
3.448,0.008,-0.126,-0.115,-2.980,-4.467
3.498,0.030,-0.125,-0.116,-3.504,-3.738
3.548,-0.069,-0.125,-0.117,-3.581,-3.105
3.598,0.050,-0.124,-0.107,-3.008,-2.746
3.649,0.004,-0.125,-0.112,-3.732,-2.770
3.699,-0.023,-0.125,-0.109,-3.002,-2.805
3.748,-0.124,-0.125,-0.112,-3.762,-4.098
3.798,-0.072,-0.126,-0.113,-3.742,-3.937
3.849,-0.070,-0.124,-0.109,-3.552,-4.190
3.899,-0.028,-0.125,-0.116,-4.203,-3.048
3.948,-0.137,-0.125,-0.108,-3.083,-2.902
3.998,-0.090,-0.125,-0.110,-3.155,-3.496
4.048,-0.108,-0.125,-0.112,-3.729,-4.061
4.099,-0.005,-0.124,-0.107,-2.943,-4.422
4.149,-0.011,-0.125,-0.113,-4.267,-3.731
4.199,0.129,-0.125,-0.110,-2.962,-3.165
4.248,-0.009,-0.125,-0.113,-3.091,-2.980
4.299,0.028,-0.125,-0.113,-3.732,-3.151
4.349,12.902,-0.124,-0.110,-3.045,-2.874
4.398,12.902,-0.120,-0.114,-3.290,-3.869
4.448,12.902,-0.121,-0.103,-4.018,-3.035
4.498,12.902,-0.125,-0.114,-2.856,-2.360
4.548,12.902,-0.125,-0.097,-4.816,-2.489
4.598,12.902,-0.121,-0.097,-2.786,-3.410
4.649,12.902,-0.124,-0.099,-3.955,-2.494
4.699,12.902,-0.120,-0.095,-3.173,-4.523
4.748,12.902,-0.118,-0.114,-2.934,-3.210
4.799,12.902,-0.123,-0.117,-4.205,-3.022
4.848,-1.596,-0.123,-0.100,-3.148,-3.519
4.898,12.902,-0.123,-0.102,-4.010,-3.800
4.948,12.902,-0.122,-0.127,-3.135,-3.720
4.999,12.902,-0.119,-0.124,-3.357,-3.880
5.048,12.902,-0.118,-0.112,-4.317,-3.224
5.098,12.902,-0.119,-0.110,-2.628,-2.782
5.149,12.902,-0.119,-0.139,-4.271,-1.931
5.198,12.902,-0.121,-0.130,-3.401,-3.115
5.249,12.902,-0.120,-0.111,-3.174,-3.124
5.298,12.902,-0.121,-0.109,-3.048,-3.790
5.348,12.902,-0.120,-0.107,-3.765,-2.204
5.398,12.902,-0.125,-0.112,-3.863,-2.843
5.448,12.902,-0.122,-0.099,-3.786,-2.994
5.498,12.902,-0.122,-0.101,-3.076,-2.893
5.548,12.902,-0.122,-0.107,-3.848,-4.036
5.598,12.902,-0.119,-0.118,-3.519,-3.288
5.649,12.902,-0.117,-0.118,-3.549,-4.748
5.698,12.902,-0.119,-0.117,-4.286,-2.644
5.749,12.902,-0.118,-0.133,-3.088,-2.569
5.798,12.902,-0.119,-0.131,-3.332,-3.091
5.849,12.902,-0.121,-0.111,-3.371,-3.530
5.898,12.902,-0.119,-0.099,-2.875,-3.869
5.949,12.902,-0.121,-0.094,-4.327,-3.999
5.998,12.902,-0.113,-0.091,-3.627,-2.952
6.048,12.902,-0.112,-0.115,-2.757,-2.637
6.098,12.902,-0.113,-0.110,-4.297,-2.920
6.148,12.902,-0.113,-0.137,-2.521,-3.903
