time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.024,-0.124,-0.096,-3.748,76.927
0.023,-0.061,-0.124,-0.100,-2.962,75.733
0.072,-0.061,-0.125,-0.103,-4.048,76.353
0.122,-0.074,-0.124,-0.106,-3.049,76.448
0.172,-0.047,-0.124,-0.103,-3.737,75.723
0.222,-0.060,-0.124,-0.103,-3.353,74.892
0.272,-0.075,-0.124,-0.108,-2.925,73.439
0.322,-0.050,-0.123,-0.104,-3.580,73.971
0.372,-0.084,-0.124,-0.102,-3.088,73.976
0.422,0.007,-0.123,-0.093,-2.957,73.952
0.473,-0.066,-0.123,-0.104,-3.114,73.869
0.522,-0.076,-0.124,-0.102,-2.868,73.046
0.573,-0.069,-0.124,-0.100,-4.178,72.372
0.622,-0.069,-0.124,-0.100,-3.244,72.238
0.673,-0.063,-0.124,-0.100,-3.195,71.821
0.723,0.026,-0.123,-0.090,-4.092,71.580
0.772,-0.058,-0.125,-0.099,-2.904,70.857
0.823,-0.076,-0.125,-0.101,-4.195,70.288
0.872,0.027,-0.124,-0.093,-3.878,68.554
0.922,0.013,-0.124,-0.088,-2.852,68.929
0.972,-0.061,-0.125,-0.099,-4.048,69.700
1.022,-0.088,-0.125,-0.098,-2.878,69.589
1.072,-0.075,-0.125,-0.103,-3.410,69.361
1.123,-0.045,-0.124,-0.099,-2.984,68.789
1.173,0.001,-0.123,-0.090,-2.906,67.093
1.222,-0.086,-0.125,-0.105,-4.140,66.586
1.272,-0.084,-0.124,-0.103,-2.911,66.683
1.322,-0.078,-0.125,-0.105,-3.375,66.745
1.372,0.024,-0.123,-0.092,-4.105,66.303
1.422,-0.078,-0.125,-0.104,-3.023,65.482
1.472,-0.056,-0.125,-0.101,-3.738,64.303
1.522,-0.057,-0.124,-0.102,-3.067,64.907
1.573,-0.060,-0.124,-0.099,-3.820,64.652
1.622,-0.063,-0.125,-0.103,-3.970,65.365
1.672,-0.088,-0.125,-0.098,-2.954,64.451
1.722,-0.081,-0.124,-0.104,-4.031,63.515
1.772,-0.068,-0.125,-0.103,-3.236,61.908
1.822,-0.066,-0.124,-0.103,-3.102,62.269
1.872,-0.079,-0.124,-0.106,-3.949,62.550
1.923,-0.062,-0.125,-0.104,-2.945,62.587
1.972,-0.067,-0.124,-0.105,-3.592,62.272
2.023,-0.057,-0.125,-0.104,-3.089,61.834
2.072,-0.062,-0.124,-0.102,-3.048,60.675
2.122,-0.087,-0.124,-0.102,-4.074,60.879
2.172,-0.013,-0.124,-0.103,-3.212,61.289
2.222,-0.066,-0.124,-0.100,-3.681,60.628
2.272,-0.054,-0.125,-0.102,-3.041,60.099
2.322,-0.005,-0.125,-0.103,-2.898,58.537
2.373,-0.048,-0.124,-0.104,-3.835,58.459
2.422,-0.021,-0.125,-0.098,-3.251,58.803
2.473,-0.065,-0.124,-0.095,-3.894,58.170
2.523,-0.062,-0.124,-0.097,-3.254,58.873
2.573,-0.021,-0.123,-0.085,-2.955,58.782
2.622,-0.054,-0.124,-0.100,-3.698,57.691
2.672,-0.069,-0.125,-0.103,-3.074,56.647
2.722,-0.058,-0.124,-0.108,-3.246,56.948
2.772,-0.055,-0.124,-0.103,-3.984,57.333
2.822,-0.018,-0.124,-0.104,-3.092,57.356
2.872,0.024,-0.123,-0.100,-3.043,56.495
2.922,-0.036,-0.124,-0.102,-3.477,55.716
2.972,-0.006,-0.124,-0.103,-3.058,55.711
3.023,-0.073,-0.124,-0.104,-4.092,55.667
3.073,-0.010,-0.124,-0.097,-3.215,56.456
3.123,-0.068,-0.125,-0.102,-3.668,56.454
3.172,0.001,-0.124,-0.101,-3.812,55.623
3.222,-0.074,-0.125,-0.098,-3.026,54.635
3.273,-0.063,-0.126,-0.104,-4.190,53.805
3.322,-0.061,-0.125,-0.104,-3.018,54.036
3.372,-0.061,-0.126,-0.104,-3.467,54.433
3.422,-0.085,-0.125,-0.104,-3.389,54.458
