time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.126,-0.124,-0.090,-3.969,21.289
0.018,-0.113,-0.124,-0.091,-3.708,21.095
0.052,0.060,-0.124,-0.089,-3.099,22.012
0.103,-0.031,-0.125,-0.089,-3.787,21.795
0.152,-0.063,-0.125,-0.088,-3.038,21.301
0.202,0.064,-0.124,-0.093,-3.518,21.905
0.252,0.031,-0.123,-0.091,-3.558,22.418
0.302,0.019,-0.124,-0.091,-2.996,22.468
0.353,0.088,-0.125,-0.090,-4.094,22.209
0.402,0.134,-0.124,-0.087,-2.978,21.464
0.452,-0.014,-0.125,-0.091,-3.238,21.291
0.502,0.046,-0.125,-0.090,-3.550,21.866
0.552,0.011,-0.125,-0.088,-2.893,22.381
0.602,0.007,-0.125,-0.094,-3.873,22.435
0.652,-0.108,-0.126,-0.089,-3.194,21.813
0.702,0.046,-0.125,-0.086,-3.090,21.090
0.752,-0.014,-0.125,-0.087,-4.036,21.412
0.802,-0.080,-0.125,-0.090,-2.851,22.065
0.852,0.001,-0.125,-0.097,-3.125,22.672
0.902,0.055,-0.126,-0.094,-2.939,22.367
0.952,0.069,-0.124,-0.092,-3.108,22.024
1.002,-0.025,-0.124,-0.091,-4.056,21.104
1.052,0.110,-0.124,-0.094,-2.810,20.799
1.102,0.049,-0.126,-0.088,-3.540,21.691
1.152,0.075,-0.124,-0.088,-3.377,22.181
1.202,-0.025,-0.125,-0.091,-2.941,22.054
1.252,0.061,-0.125,-0.091,-4.109,22.026
1.302,-0.048,-0.124,-0.089,-3.034,20.617
1.353,0.045,-0.124,-0.090,-3.480,20.859
1.402,0.062,-0.124,-0.090,-3.492,21.578
1.453,0.007,-0.125,-0.092,-3.148,21.867
1.503,-0.079,-0.124,-0.094,-4.000,22.058
1.553,0.004,-0.125,-0.091,-3.076,21.885
1.603,-0.017,-0.125,-0.089,-3.524,21.241
1.653,0.023,-0.124,-0.086,-3.653,20.434
1.703,0.004,-0.125,-0.088,-2.990,21.038
1.753,-0.060,-0.125,-0.088,-4.122,21.631
1.802,0.090,-0.125,-0.089,-2.962,21.923
1.853,-0.006,-0.125,-0.095,-2.998,21.647
1.903,0.049,-0.124,-0.089,-3.781,20.856
1.952,-0.044,-0.125,-0.091,-3.001,21.170
2.002,-0.043,-0.124,-0.092,-3.454,21.487
2.053,0.026,-0.125,-0.091,-3.440,21.817
2.102,-0.008,-0.125,-0.089,-3.001,21.730
2.153,-0.002,-0.125,-0.095,-4.209,21.282
2.202,0.025,-0.124,-0.093,-2.916,21.056
2.252,-0.071,-0.125,-0.097,-3.123,20.887
2.302,-0.028,-0.125,-0.090,-3.690,21.480
2.352,0.024,-0.124,-0.092,-3.118,21.726
2.402,-0.008,-0.125,-0.089,-3.918,21.635
2.453,0.032,-0.124,-0.087,-2.933,21.692
2.502,0.070,-0.124,-0.092,-3.289,20.424
2.553,0.010,-0.124,-0.086,-3.572,20.347
2.602,0.043,-0.125,-0.089,-2.978,20.995
2.653,-0.031,-0.125,-0.089,-3.861,21.818
2.702,-0.013,-0.125,-0.093,-3.221,21.737
2.752,0.066,-0.125,-0.092,-3.326,21.566
2.802,-0.015,-0.125,-0.091,-4.026,20.379
2.852,0.028,-0.125,-0.091,-2.951,20.413
2.902,-0.010,-0.126,-0.100,-3.125,21.819
2.953,-0.110,-0.124,-0.093,-2.960,21.567
3.002,0.135,-0.125,-0.093,-3.106,21.902
3.052,0.041,-0.126,-0.092,-3.977,21.565
3.102,0.028,-0.125,-0.090,-2.886,20.801
3.152,-0.022,-0.125,-0.092,-3.291,20.802
3.202,0.016,-0.124,-0.089,-3.294,21.173
3.252,0.108,-0.125,-0.093,-3.049,21.857
3.303,0.006,-0.125,-0.092,-3.941,21.923
3.352,0.010,-0.125,-0.097,-3.734,21.111
3.402,0.040,-0.124,-0.089,-3.756,20.841
3.452,0.047,-0.126,-0.097,-4.286,20.613
3.502,0.009,-0.124,-0.089,-3.129,21.622
3.553,0.008,-0.126,-0.098,-4.082,21.903
3.602,0.005,-0.124,-0.090,-3.180,22.042
3.652,0.069,-0.124,-0.090,-3.553,21.789
3.702,-0.051,-0.124,-0.094,-4.166,20.388
3.752,0.025,-0.124,-0.093,-3.062,20.426
3.802,0.014,-0.125,-0.093,-4.216,21.439
3.852,-0.013,-0.125,-0.091,-3.216,21.981
3.903,0.069,-0.126,-0.100,-3.202,22.139
3.952,-0.015,-0.125,-0.096,-3.958,20.705
4.002,0.059,-0.124,-0.095,-2.985,21.000
4.052,-0.009,-0.125,-0.091,-3.611,20.796
4.102,-0.075,-0.125,-0.094,-3.656,21.649
4.152,-0.063,-0.125,-0.098,-3.028,21.837
4.202,-0.081,-0.124,-0.093,-4.057,21.785
4.252,0.051,-0.124,-0.093,-2.945,21.752
4.302,-0.023,-0.124,-0.090,-3.599,20.610
