time(sec),pressure-1(bar),pressure-2(bar),pressure-3(bar),flow_rate_1(LPM),flow_rate_2(LPM)
8.059,0.080,-1.955,0.672,163.416,0.003
8.109,0.078,-1.959,0.745,164.796,0.135
8.159,0.082,-1.642,1.001,165.240,0.945
8.209,0.082,-1.837,0.771,165.615,0.543
8.259,0.083,-1.659,0.672,166.372,0.716
8.309,0.085,-1.742,0.896,166.804,0.913
8.359,0.085,-1.759,0.397,167.049,0.179
8.409,0.084,-1.676,0.676,167.071,0.435
8.459,0.084,-1.971,1.057,166.586,1.055
8.509,0.082,-1.875,11.100,167.727,0.670
8.559,0.081,-1.959,10.650,167.156,0.982
8.610,0.082,-1.584,0.587,168.279,0.621
8.659,0.082,-1.832,4.258,168.376,-0.353
8.710,0.082,-1.749,1.096,168.763,2.859
8.760,0.082,-1.903,1.795,169.005,6.255
8.809,0.085,-1.795,0.315,168.360,8.836
8.859,0.086,-1.833,0.984,169.048,10.031
8.910,0.088,-1.810,0.699,169.035,12.097
8.959,0.088,-1.748,6.631,168.978,13.195
9.009,0.088,-1.620,1.040,169.663,14.523
9.059,0.092,-1.664,3.427,169.240,15.521
9.109,0.092,-1.707,0.853,169.374,15.543
9.159,0.092,-1.725,1.080,169.604,15.217
9.210,0.091,-1.993,0.607,169.156,15.871
9.260,0.093,-1.927,0.896,169.945,16.001
9.310,0.093,-1.982,0.640,169.387,16.068
9.359,0.091,-2.029,0.646,169.744,16.978
9.409,0.095,-1.813,0.889,169.998,17.022
9.459,0.094,-1.748,1.845,169.273,16.863
9.510,0.093,-1.841,0.938,170.005,16.739
9.559,0.092,-1.784,0.154,169.270,16.786
9.610,0.091,-1.878,0.896,170.111,16.900
9.659,0.090,-1.866,0.991,170.587,17.495
9.709,0.089,-1.846,0.466,170.465,17.998
9.759,0.088,-1.967,0.741,171.345,18.198
9.809,0.086,-1.895,0.912,170.798,18.858
9.859,0.084,-1.782,0.886,170.821,18.654
9.910,0.085,-1.774,1.198,171.553,19.070
9.959,0.085,-1.725,0.594,171.173,19.693
10.010,0.085,-1.880,0.548,171.700,20.022
10.059,0.087,-1.746,0.354,171.954,20.116
10.110,0.089,-1.903,0.820,172.310,20.129
10.159,0.087,-1.756,0.866,172.757,19.907
10.209,0.085,-1.850,1.405,172.655,20.372
10.259,0.085,-1.864,1.434,173.624,20.754
10.309,0.086,-1.848,-0.145,173.582,20.868
10.359,0.084,-1.931,0.922,173.097,20.487
10.410,0.085,-1.717,0.922,173.682,21.364
10.460,0.082,-2.145,-4.246,173.302,20.662
10.509,0.083,-1.716,0.738,173.774,21.237
10.559,0.082,-1.774,0.883,173.873,21.553
10.610,0.082,-1.815,0.892,173.506,21.596
10.660,0.083,-1.836,0.144,174.154,21.385
10.709,0.082,-2.015,0.971,173.434,21.148
10.759,0.085,-1.842,0.837,173.847,21.420
10.809,0.084,-1.858,1.405,174.088,22.117
10.859,0.087,-1.748,0.640,173.554,22.252
10.909,0.087,-1.876,0.732,174.031,22.324
10.959,0.088,-1.837,1.152,173.901,21.994
11.010,0.086,-1.999,1.201,174.040,21.917
11.059,0.088,-1.895,2.820,174.244,21.817
11.109,0.090,-1.829,1.329,173.802,22.404
11.159,0.089,-1.926,1.148,174.356,22.551
11.209,0.094,-1.896,0.715,173.962,22.304
11.259,0.093,-1.859,1.014,174.121,21.510
11.309,0.094,-1.900,0.029,174.747,21.788
11.359,0.095,-1.937,0.997,174.549,21.801
11.409,0.092,-2.056,0.948,174.668,21.649
11.459,0.092,-1.891,1.027,174.964,21.743
11.509,0.090,-1.795,0.951,174.571,21.433
11.559,0.093,-2.039,1.339,175.209,21.014
11.609,0.088,-2.096,-0.096,174.763,21.014
11.660,0.086,-2.003,0.906,175.255,20.982
11.709,0.087,-1.848,0.567,175.377,20.594
11.759,0.088,-2.155,0.177,175.367,20.553
11.809,0.091,-2.030,0.531,175.940,19.850
11.859,0.089,-2.008,1.303,175.920,19.606
11.909,0.089,-2.010,1.007,175.618,19.104
11.959,0.089,-1.916,1.047,175.962,18.943
12.009,0.089,-1.885,0.840,175.651,19.369
12.059,0.092,-1.833,0.810,176.435,19.374
12.109,0.091,-2.006,0.863,176.572,19.294
12.159,0.090,-1.882,1.227,176.802,18.953
12.209,0.089,-1.764,0.692,177.610,18.722
12.260,0.093,-1.914,0.791,177.493,18.239
12.309,0.093,-1.852,0.686,178.040,18.676
12.359,0.090,-1.815,0.823,178.415,18.546
12.409,0.091,-1.880,1.017,177.943,18.104
12.459,0.092,-2.013,0.863,178.878,17.600
12.509,0.088,-1.907,0.548,178.429,17.138
12.559,0.088,-1.864,1.365,178.602,17.510
12.609,0.090,-1.979,0.558,179.560,17.682
12.659,0.088,-1.864,0.932,179.653,17.779
12.709,0.091,-1.947,0.003,180.527,15.423
12.759,0.091,-1.955,0.919,180.649,12.222
12.809,0.089,-1.903,0.948,181.081,9.048
12.860,0.092,-1.778,0.827,181.433,6.879
12.909,0.089,-1.894,7.593,181.262,5.849
12.959,0.090,-1.871,1.500,181.944,4.926
13.009,0.093,-1.784,0.823,182.057,3.502
13.059,0.090,-1.791,0.081,181.394,2.580
13.109,0.094,-1.895,0.709,181.905,1.647
13.159,0.093,-1.733,0.781,181.818,1.843
13.209,0.093,-1.847,-1.320,182.444,1.711
13.259,0.093,-1.856,0.676,182.153,1.248
13.309,0.090,-1.755,1.454,181.851,0.566
13.359,0.091,-1.710,0.518,182.720,0.472
13.410,0.089,-1.933,1.221,181.833,-0.232
13.459,0.087,-1.731,1.188,182.503,0.564
13.509,0.088,-1.780,6.214,182.495,0.749
13.559,0.088,-1.728,1.122,182.053,0.883
13.609,0.091,-1.766,0.728,182.703,0.567
13.659,0.092,-1.728,0.452,182.384,-0.366
13.710,0.092,-1.857,2.038,182.973,1.904
13.759,0.091,-1.648,0.321,183.026,5.213
13.809,0.093,-1.729,0.958,182.666,7.593
13.859,0.092,-1.657,0.764,182.905,9.800
13.909,0.089,-1.925,0.551,182.524,11.606
13.985,0.090,-1.831,0.600,182.593,13.271
14.067,0.090,-1.842,0.984,182.532,14.436
14.144,0.089,-1.717,0.728,183.137,15.163
14.221,0.094,-1.802,0.567,182.771,13.223
14.291,0.094,-1.711,-0.122,182.052,8.978
14.369,0.089,-1.689,1.027,182.678,5.768
14.448,0.090,-1.621,5.883,182.011,4.668
14.514,0.090,-1.693,0.561,182.095,3.465
14.584,0.091,-1.752,0.144,182.814,2.907
14.651,0.089,-1.804,0.587,182.415,0.914
14.723,0.089,-1.650,0.209,183.167,0.817
14.790,0.089,-1.774,0.883,182.936,1.162
14.857,0.093,-1.636,0.712,182.965,0.620
14.923,0.095,-1.782,0.869,183.728,0.892
14.992,0.094,-1.956,0.643,183.529,0.144
15.009,0.093,-1.948,0.873,183.814,1.382
15.060,0.091,-1.704,0.751,183.340,0.727
15.109,0.090,-1.770,10.627,183.409,0.029
15.160,0.090,-1.794,-2.033,184.339,0.059
15.210,0.090,-1.778,1.552,183.902,0.136
15.259,0.089,-1.733,0.997,184.537,0.786
15.309,0.089,-1.843,0.702,184.351,0.853
15.359,0.090,-1.888,1.080,184.371,0.689
15.409,0.088,-1.784,0.508,184.835,0.615
15.459,0.089,-1.725,0.127,184.479,0.307
15.509,0.088,-1.717,0.626,184.978,0.190
15.559,0.086,-1.762,0.751,184.888,0.967
15.609,0.087,-1.756,0.843,185.039,0.429
15.659,0.090,-1.722,0.715,186.121,1.142
15.709,0.091,-1.728,1.122,186.006,-0.014
15.759,0.089,-1.736,0.961,186.587,-0.060
15.810,0.092,-1.825,0.623,186.452,0.255
15.859,0.088,-1.876,0.676,186.581,0.611
15.909,0.087,-1.701,1.483,187.435,1.170
15.959,0.091,-1.557,0.518,186.995,0.923
16.009,0.092,-1.915,1.280,186.994,0.317
16.059,0.088,-1.677,3.759,187.407,0.087
16.109,0.087,-1.618,0.571,187.153,0.093
16.159,0.091,-1.838,0.548,187.875,0.914
16.209,0.092,-1.669,0.702,188.230,0.686
16.260,0.088,-1.571,1.234,188.205,0.979
16.310,0.087,-1.665,1.175,188.488,0.453
16.359,0.089,-1.719,0.994,188.480,0.212
16.410,0.088,-1.631,0.397,189.073,0.154
16.459,0.088,-1.662,0.531,189.165,1.089
16.509,0.089,-1.693,1.171,188.741,0.686
16.559,0.087,-1.676,0.485,189.291,0.298
16.609,0.086,-1.637,3.486,188.999,0.409
16.659,0.089,-1.705,0.830,188.616,0.318
16.709,0.088,-1.643,0.269,188.510,0.332
16.760,0.092,-1.573,0.709,188.359,1.088
16.809,0.088,-1.624,0.787,188.908,0.769
16.859,0.088,-1.757,-0.401,188.369,0.730
16.909,0.089,-1.671,0.997,188.466,0.105
16.960,0.089,-1.600,0.974,188.770,0.436
17.010,0.088,-1.858,3.128,188.547,-0.049
17.060,0.088,-1.798,0.695,188.725,0.053
17.109,0.089,-1.665,1.004,189.240,0.870
17.159,0.088,-1.681,0.413,189.246,0.903
17.209,0.087,-1.731,0.863,190.347,0.342
17.259,0.089,-1.673,10.437,189.955,0.482
17.309,0.090,-1.646,1.345,190.746,0.388
17.360,0.093,-2.026,0.485,190.432,0.384
17.410,0.093,-1.958,0.567,191.303,0.538
17.460,0.091,-2.017,0.594,190.929,0.546
17.510,0.091,-1.619,-0.230,190.737,0.252
17.560,0.092,-1.872,0.715,191.327,0.418
17.609,0.092,-1.595,1.217,191.282,0.180
17.659,0.089,-1.651,0.347,191.055,0.808
17.709,0.089,-1.621,0.823,191.868,0.924
17.759,0.090,-1.667,0.961,191.628,0.735
17.809,0.087,-1.687,0.883,191.695,0.342
17.859,0.089,-1.673,0.672,191.981,-0.053
17.909,0.090,-1.641,1.211,191.676,0.515
17.959,0.092,-1.885,0.420,192.393,0.381
18.009,0.089,-1.719,0.846,191.829,0.514
18.059,0.093,-1.637,0.528,192.067,0.351
18.109,0.093,-1.637,0.909,192.403,-0.101
18.160,0.092,-1.776,0.544,191.616,-0.127
18.210,0.091,-1.686,1.247,192.393,0.373
18.260,0.088,-1.731,0.771,191.647,0.853
18.310,0.089,-1.782,1.181,191.735,0.622
18.359,0.087,-1.714,0.843,191.858,0.226
18.409,0.091,-1.705,0.945,191.454,-0.069
18.459,0.091,-1.669,0.899,191.639,0.206
18.510,0.092,-1.875,0.938,191.498,0.598
18.560,0.094,-1.790,0.837,191.500,0.536
18.609,0.095,-2.032,0.686,191.348,0.629
18.659,0.094,-1.719,-0.418,191.357,0.180
18.709,0.096,-1.628,10.640,191.519,0.127
18.760,0.094,-1.743,0.974,191.557,-0.008
18.809,0.092,-1.830,-4.653,191.543,0.528
18.859,0.088,-1.733,1.145,191.953,0.706
18.909,0.090,-1.744,0.761,191.285,0.830
18.959,0.088,-1.746,0.833,191.405,0.343
19.009,0.088,-1.854,0.387,191.081,0.464
19.059,0.090,-1.783,1.316,191.088,0.304
19.109,0.091,-1.783,0.104,191.672,0.385
19.159,0.088,-1.832,0.259,191.081,0.534
19.209,0.088,-1.871,0.768,191.065,0.577
19.259,0.093,-1.819,0.984,191.274,-0.034
19.309,0.091,-1.916,0.922,190.629,-0.090
19.360,0.091,-1.884,1.175,191.247,0.064
19.410,0.091,-1.951,0.965,190.595,0.498
19.459,0.088,-1.933,0.748,190.632,0.647
19.509,0.092,-1.692,0.817,191.021,0.303
19.560,0.088,-1.861,1.024,190.367,0.148
19.609,0.090,-1.668,0.640,190.866,-0.052
19.659,0.088,-1.852,0.252,191.169,0.072
19.710,0.089,-1.795,0.636,191.081,0.560
19.759,0.091,-1.921,0.879,191.465,0.867
19.809,0.090,-1.750,0.856,191.156,0.711
19.859,0.090,-1.721,0.574,191.543,0.659
19.909,0.091,-1.841,0.968,191.523,0.103
19.959,0.089,-1.897,0.817,191.040,0.792
20.009,0.091,-1.718,9.737,191.582,0.741
20.059,0.092,-1.731,0.823,191.161,0.812
20.109,0.095,-1.768,0.761,192.048,0.815
20.159,0.089,-1.703,0.259,192.034,0.276
20.209,0.089,-1.740,5.233,192.174,0.099
20.259,0.090,-1.673,2.767,193.017,-0.321
20.309,0.090,-1.750,0.656,192.730,-0.325
20.359,0.091,-1.725,0.820,193.143,0.627
20.409,0.091,-1.709,0.548,193.676,0.045
20.459,0.093,-1.760,0.791,193.389,-0.144
20.509,0.093,-1.665,0.666,193.877,0.217
20.559,0.090,-1.778,0.961,193.285,-0.147
20.609,0.093,-1.682,0.974,193.682,0.249
20.659,0.089,-1.697,1.096,194.274,0.504
20.709,0.089,-1.651,0.121,194.012,0.677
20.759,0.086,-1.737,1.007,194.383,-0.379
20.809,0.088,-1.759,1.040,194.812,0.262
20.859,0.089,-1.744,9.491,194.603,-0.272
20.910,0.088,-1.725,0.564,194.938,0.864
20.959,0.088,-1.767,1.053,194.619,0.495
21.009,0.087,-1.680,0.535,194.655,0.315
21.059,0.090,-1.837,0.663,194.557,0.420
21.109,0.090,-1.645,1.050,194.465,-0.336
21.159,0.089,-1.721,1.017,195.173,0.282
21.209,0.089,-1.630,2.537,195.013,0.648
21.259,0.090,-1.723,0.610,195.310,0.463
21.309,0.090,-1.756,0.475,195.008,0.484
21.359,0.092,-1.668,0.718,195.013,-0.434
21.409,0.092,-1.661,1.030,195.929,-0.132
21.459,0.094,-1.638,0.771,195.715,0.029
21.510,0.093,-1.652,0.876,195.679,0.695
21.560,0.092,-1.823,0.613,195.689,0.213
21.610,0.095,-1.795,0.764,195.223,0.338
21.659,0.087,-1.643,8.401,195.885,-0.456
21.709,0.090,-1.825,0.006,195.344,0.613
21.759,0.091,-1.825,0.853,196.185,-0.140
21.809,0.086,-1.665,0.896,196.268,0.515
21.859,0.089,-1.835,0.525,196.089,0.390
21.909,0.087,-1.809,1.034,196.356,0.301
21.960,0.090,-1.948,0.321,195.735,0.838
22.010,0.088,-1.735,1.211,196.474,-0.007
22.059,0.089,-1.765,1.185,196.489,0.076
22.109,0.089,-1.724,0.850,195.769,0.515
22.160,0.088,-1.771,0.827,196.266,0.676
22.210,0.086,-1.817,1.126,195.817,0.273
22.259,0.088,-1.750,-0.129,195.653,-0.406
22.309,0.087,-1.730,0.929,196.203,-0.013
22.359,0.087,-1.711,1.116,195.577,0.204
22.410,0.088,-1.783,-1.081,196.087,0.387
22.460,0.087,-1.732,1.093,196.071,0.785
22.509,0.088,-1.961,0.827,195.873,0.684
22.560,0.089,-1.805,-0.549,196.176,-0.545
22.610,0.087,-1.747,0.879,195.165,0.173
22.659,0.090,-1.703,1.894,195.377,0.337
22.710,0.087,-1.776,0.902,195.284,0.844
22.760,0.088,-1.708,0.961,194.521,0.613
22.809,0.089,-1.722,0.804,195.083,0.378
22.860,0.089,-1.817,0.915,194.404,0.423
22.909,0.090,-1.742,1.145,194.237,0.276
22.959,0.088,-1.924,2.744,194.429,0.309
23.010,0.091,-1.683,0.423,194.354,0.679
23.059,0.092,-1.655,1.011,194.409,1.258
23.109,0.092,-1.747,0.988,194.185,0.612
23.159,0.092,-1.850,1.060,194.094,-0.241
23.209,0.091,-1.631,0.846,194.523,0.644
23.260,0.091,-1.826,1.066,194.193,0.856
23.309,0.089,-1.881,1.040,194.962,0.780
23.360,0.088,-1.664,0.722,194.656,0.950
23.409,0.088,-1.762,1.201,194.470,1.091
23.460,0.089,-1.665,0.915,195.132,0.286
23.509,0.089,-1.757,1.135,194.679,0.386
23.559,0.089,-1.701,1.519,195.174,0.356
23.609,0.091,-1.628,1.152,194.827,0.390
23.659,0.091,-1.924,0.104,195.029,0.667
23.709,0.091,-1.674,4.422,195.902,1.068
23.759,0.088,-1.853,0.679,195.974,0.178
23.810,0.088,-1.815,0.942,196.255,0.191
23.859,0.090,-1.624,0.781,196.429,0.612
23.909,0.088,-1.740,1.178,196.133,0.661
23.959,0.092,-1.652,1.020,196.561,0.629
24.010,0.091,-1.653,0.984,196.006,1.152
24.059,0.088,-1.633,0.587,196.307,0.289
24.109,0.089,-1.664,-5.717,196.189,-0.186
24.159,0.086,-1.720,1.142,195.970,0.761
24.209,0.088,-1.664,0.055,196.610,1.007
24.259,0.088,-1.629,0.144,196.065,0.689
24.309,0.090,-1.648,1.034,195.835,0.551
24.360,0.089,-1.636,1.093,196.330,0.240
24.409,0.090,-1.790,1.181,195.941,-0.066
24.459,0.090,-1.691,0.610,196.045,1.026
24.509,0.090,-1.793,1.139,196.091,1.211
24.560,0.090,-1.626,0.925,195.651,0.975
24.609,0.090,-1.624,0.699,196.084,0.040
24.659,0.089,-1.700,0.663,195.934,-0.086
24.709,0.090,-1.657,0.820,195.600,0.606
24.759,0.091,-1.719,0.738,196.113,0.645
24.809,0.092,-1.775,1.296,195.826,0.738
24.859,0.091,-1.607,2.035,195.934,0.736
24.909,0.090,-1.661,1.024,195.378,0.269
24.959,0.089,-1.720,0.695,195.238,0.175
25.009,0.090,-1.653,1.076,195.469,0.254
25.060,0.092,-1.568,0.997,195.226,0.470
25.109,0.093,-1.596,1.539,196.097,0.724
25.159,0.094,-1.841,0.896,195.666,0.852
25.209,0.091,-1.909,1.188,196.454,0.771
25.259,0.093,-1.912,0.695,196.297,0.205
25.309,0.095,-1.696,1.913,195.986,0.242
25.359,0.093,-1.721,0.636,196.653,0.756
25.410,0.088,-1.704,0.590,196.680,0.970
25.459,0.091,-1.793,1.122,196.763,0.776
25.509,0.089,-1.627,0.653,197.050,0.465
25.560,0.087,-1.682,0.968,196.658,0.182
25.609,0.090,-1.617,0.807,196.285,0.708
25.659,0.091,-1.595,0.873,196.597,1.052
25.709,0.090,-1.724,0.512,195.897,0.491
25.759,0.090,-1.744,-0.933,196.281,0.526
25.809,0.087,-1.580,0.580,196.022,-0.025
25.859,0.089,-1.688,1.053,195.441,0.499
25.909,0.086,-1.773,0.902,195.789,0.394
25.959,0.088,-1.729,0.623,195.433,0.340
26.009,0.091,-1.659,0.574,195.866,0.412
26.059,0.090,-1.637,0.988,195.718,-0.120
26.109,0.089,-1.771,1.063,195.273,0.330
26.159,0.090,-1.870,10.808,195.337,-0.117
26.209,0.091,-1.844,0.718,194.422,0.285
26.259,0.090,-1.738,1.053,194.883,0.771
26.309,0.092,-1.807,-3.763,194.923,0.585
26.359,0.092,-1.843,0.988,194.085,0.430
26.410,0.091,-1.814,0.748,194.735,0.326
26.459,0.090,-1.849,0.541,193.932,0.075
26.510,0.089,-1.759,0.571,194.538,-0.545
26.559,0.088,-1.826,0.958,194.349,0.814
26.609,0.088,-1.813,0.183,194.209,0.654
26.660,0.088,-1.738,0.495,194.862,0.657
26.710,0.090,-1.784,1.152,194.769,0.857
26.759,0.087,-1.788,0.902,194.906,-0.002
26.809,0.092,-1.803,0.840,195.653,1.065
26.859,0.093,-1.749,0.567,195.171,0.922
26.909,0.089,-1.789,0.479,195.560,0.363
26.959,0.089,-1.791,0.718,195.433,0.208
27.009,0.089,-1.696,0.955,195.412,-0.191
27.059,0.091,-1.801,0.574,195.767,-0.087
27.109,0.091,-1.905,2.678,195.275,0.663
27.159,0.088,-1.798,1.040,195.229,0.554
27.209,0.089,-1.909,-1.872,194.919,0.825
27.260,0.089,-1.824,0.167,195.013,0.408
27.309,0.091,-1.922,0.452,195.246,-0.065
27.359,0.091,-1.715,0.278,194.644,0.069
27.409,0.092,-1.852,7.813,194.906,0.427
27.459,0.092,-1.940,0.669,194.523,0.615
27.510,0.093,-1.738,0.853,194.222,0.780
27.559,0.090,-1.586,0.843,194.300,0.611
27.609,0.092,-1.952,0.587,194.188,0.163
27.660,0.092,-1.722,2.071,194.360,0.226
27.709,0.091,-1.749,0.361,194.294,0.475
