time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.077,-0.125,-0.110,-3.432,31.898
0.034,-0.163,-0.124,-0.110,-3.551,32.641
0.084,-0.104,-0.124,-0.107,-3.142,32.471
0.134,-0.089,-0.124,-0.112,-3.321,31.647
0.184,0.029,-0.123,-0.097,-4.125,32.261
0.234,0.015,-0.124,-0.112,-3.036,33.016
0.284,-0.061,-0.123,-0.100,-3.232,32.897
0.334,-0.144,-0.124,-0.112,-3.409,32.636
0.384,-0.080,-0.125,-0.109,-3.263,32.089
0.434,-0.127,-0.125,-0.110,-4.179,31.336
0.485,-0.115,-0.124,-0.114,-3.051,32.038
0.534,-0.136,-0.125,-0.111,-3.568,32.647
0.584,-0.183,-0.124,-0.108,-3.576,32.851
0.634,-0.051,-0.124,-0.109,-2.918,32.267
0.684,-0.131,-0.124,-0.110,-4.097,31.671
0.734,-0.088,-0.124,-0.106,-3.887,31.641
0.784,-0.135,-0.124,-0.111,-3.339,32.072
0.834,0.023,-0.124,-0.111,-4.210,32.684
0.884,-0.051,-0.123,-0.102,-3.343,32.277
0.935,-0.127,-0.125,-0.110,-3.823,32.140
0.984,-0.005,-0.125,-0.112,-3.010,32.164
1.034,-0.113,-0.124,-0.111,-3.417,31.049
1.084,-0.115,-0.124,-0.101,-3.756,32.082
1.134,-0.036,-0.125,-0.115,-3.028,31.902
1.184,-0.037,-0.124,-0.113,-3.484,32.088
1.234,-0.132,-0.123,-0.100,-3.925,31.456
1.285,-0.104,-0.124,-0.109,-3.093,30.812
1.334,-0.084,-0.124,-0.111,-4.186,30.636
1.384,-0.069,-0.124,-0.100,-3.261,31.354
1.434,-0.042,-0.123,-0.100,-3.083,31.723
1.484,-0.101,-0.124,-0.109,-3.276,31.655
1.534,0.007,-0.124,-0.111,-2.910,31.003
1.584,-0.152,-0.124,-0.109,-4.130,30.563
1.634,-0.057,-0.124,-0.115,-3.355,30.487
1.684,-0.071,-0.124,-0.113,-3.092,30.925
1.734,-0.104,-0.124,-0.109,-3.657,31.166
1.784,-0.127,-0.124,-0.109,-3.007,31.294
1.834,-0.117,-0.125,-0.110,-3.795,30.585
1.884,-0.090,-0.124,-0.110,-3.101,30.116
1.935,-0.043,-0.125,-0.113,-3.588,29.504
1.985,-0.066,-0.125,-0.110,-3.262,29.593
2.034,-0.095,-0.124,-0.113,-2.920,30.785
