time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.055,-0.125,-0.097,-3.458,55.577
0.040,0.019,-0.125,-0.097,-4.058,55.164
0.090,-0.006,-0.124,-0.088,-2.795,54.088
0.140,-0.022,-0.124,-0.089,-4.095,53.668
0.190,-0.027,-0.124,-0.095,-3.113,54.385
0.240,-0.037,-0.124,-0.093,-3.208,55.076
0.290,-0.012,-0.124,-0.089,-4.121,54.827
0.340,-0.026,-0.124,-0.092,-2.873,54.431
0.391,-0.025,-0.124,-0.089,-3.835,53.138
0.440,-0.033,-0.124,-0.091,-3.130,52.252
0.490,-0.018,-0.125,-0.086,-2.935,53.183
0.540,-0.013,-0.124,-0.086,-4.072,53.329
0.591,-0.016,-0.124,-0.084,-2.896,53.198
0.640,-0.023,-0.125,-0.088,-3.403,52.628
0.690,-0.008,-0.124,-0.087,-3.303,52.115
0.740,-0.050,-0.125,-0.093,-2.980,51.651
0.790,-0.014,-0.124,-0.091,-4.109,51.824
0.840,-0.030,-0.124,-0.087,-3.143,51.765
0.891,-0.031,-0.123,-0.089,-3.396,51.490
0.940,-0.014,-0.125,-0.097,-3.910,50.574
0.990,-0.006,-0.124,-0.088,-2.932,49.961
1.040,-0.035,-0.124,-0.085,-3.635,49.322
1.090,-0.034,-0.124,-0.091,-3.010,49.758
1.140,-0.005,-0.125,-0.088,-3.364,50.046
1.190,-0.035,-0.125,-0.085,-4.019,50.127
1.240,-0.016,-0.123,-0.088,-2.978,50.034
1.290,-0.018,-0.125,-0.086,-3.833,48.531
1.340,-0.017,-0.124,-0.088,-3.215,47.424
1.390,-0.025,-0.125,-0.096,-2.987,48.170
1.440,-0.006,-0.125,-0.085,-4.142,47.913
1.490,-0.013,-0.124,-0.088,-2.912,47.722
1.540,-0.005,-0.124,-0.085,-3.773,47.429
1.591,-0.050,-0.125,-0.089,-3.087,46.931
1.640,-0.004,-0.125,-0.087,-2.838,46.223
1.691,-0.016,-0.125,-0.087,-3.827,46.040
1.740,-0.011,-0.125,-0.098,-3.832,47.196
1.790,-0.018,-0.125,-0.088,-3.712,46.656
1.840,-0.035,-0.125,-0.088,-3.244,46.035
1.891,-0.013,-0.123,-0.087,-3.090,44.988
1.940,-0.024,-0.124,-0.095,-3.954,43.860
1.990,-0.006,-0.125,-0.083,-2.937,43.836
2.040,-0.018,-0.125,-0.089,-3.257,44.512
2.091,-0.048,-0.125,-0.091,-3.210,44.399
2.141,-0.019,-0.125,-0.089,-2.979,44.283
2.190,-0.011,-0.125,-0.098,-3.198,42.701
2.241,-0.039,-0.124,-0.092,-2.816,42.786
2.290,-0.014,-0.125,-0.090,-2.964,43.486
2.340,-0.020,-0.124,-0.095,-3.865,43.498
2.390,-0.018,-0.125,-0.089,-2.876,43.048
2.440,-0.012,-0.125,-0.084,-3.530,42.384
2.490,-0.019,-0.125,-0.088,-3.546,40.931
2.540,-0.030,-0.124,-0.089,-2.903,40.956
2.590,-0.007,-0.124,-0.089,-4.137,41.561
2.641,-0.024,-0.124,-0.091,-2.770,41.882
2.691,-0.076,-0.126,-0.102,-3.044,41.930
2.740,-0.020,-0.124,-0.089,-3.575,41.307
2.790,-0.029,-0.124,-0.088,-2.973,40.688
2.840,-0.034,-0.125,-0.090,-3.771,39.865
2.890,-0.009,-0.126,-0.091,-3.984,40.647
2.940,-0.016,-0.125,-0.082,-3.058,40.362
2.990,-0.013,-0.125,-0.095,-3.960,40.155
3.040,-0.016,-0.125,-0.085,-3.263,39.894
3.090,0.002,-0.125,-0.094,-3.368,38.481
3.140,-0.004,-0.124,-0.088,-3.289,38.448
3.190,-0.014,-0.124,-0.088,-3.244,39.237
3.240,-0.017,-0.125,-0.091,-4.278,39.674
3.290,-0.002,-0.125,-0.090,-2.939,39.535
3.340,-0.016,-0.125,-0.098,-3.112,38.255
3.390,-0.032,-0.125,-0.088,-3.128,37.766
3.440,-0.030,-0.124,-0.089,-3.311,36.875
3.490,-0.009,-0.125,-0.090,-3.865,37.531
3.540,-0.005,-0.125,-0.092,-2.756,37.854
3.591,0.011,-0.124,-0.091,-4.118,37.838
3.640,-0.036,-0.124,-0.091,-3.892,37.118
3.691,-0.016,-0.124,-0.089,-3.310,37.360
3.740,-0.007,-0.125,-0.087,-4.129,36.186
3.791,-0.032,-0.124,-0.089,-2.957,36.260
3.840,-0.013,-0.124,-0.085,-3.001,37.305
3.891,-0.015,-0.125,-0.088,-3.351,37.095
3.940,-0.014,-0.124,-0.089,-2.871,36.303
3.991,-0.089,-0.126,-0.095,-3.597,35.620
4.040,-0.025,-0.124,-0.087,-2.928,35.220
4.090,-0.028,-0.124,-0.089,-3.428,35.826
