time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.054,-0.126,-0.100,-4.311,31.191
0.046,0.003,-0.126,-0.100,-4.307,32.456
0.096,-0.002,-0.126,-0.099,-3.207,32.615
0.147,-0.015,-0.126,-0.097,-4.004,32.398
0.196,0.021,-0.126,-0.092,-3.979,31.297
0.246,-0.033,-0.126,-0.100,-3.117,31.209
0.296,-0.017,-0.125,-0.096,-3.742,32.219
0.346,0.014,-0.127,-0.095,-3.213,31.956
0.396,-0.001,-0.126,-0.100,-3.428,32.044
0.446,-0.032,-0.126,-0.102,-3.618,31.714
0.496,0.015,-0.126,-0.096,-2.881,30.715
0.547,0.009,-0.126,-0.096,-3.641,30.394
0.596,-0.017,-0.126,-0.097,-3.250,31.500
0.646,-0.011,-0.127,-0.100,-2.892,31.722
0.697,0.005,-0.127,-0.102,-3.677,31.773
0.746,0.001,-0.126,-0.102,-3.020,31.357
0.796,-0.011,-0.126,-0.096,-3.558,30.445
0.847,-0.055,-0.127,-0.103,-3.009,29.973
0.896,0.004,-0.126,-0.094,-3.022,30.618
0.946,-0.014,-0.126,-0.098,-4.301,31.332
0.996,-0.001,-0.127,-0.100,-2.927,31.284
1.046,-0.035,-0.126,-0.104,-3.468,30.684
1.097,-0.069,-0.126,-0.103,-3.055,30.528
1.146,-0.025,-0.126,-0.101,-3.165,29.651
1.197,-0.002,-0.127,-0.104,-4.100,30.401
1.246,-0.050,-0.126,-0.103,-2.955,30.636
1.296,-0.026,-0.126,-0.100,-3.433,30.657
1.346,-0.013,-0.127,-0.102,-3.460,30.193
1.396,-0.034,-0.127,-0.106,-2.947,29.373
1.446,-0.034,-0.127,-0.107,-4.034,29.122
1.496,-0.034,-0.127,-0.105,-2.975,29.452
1.547,-0.061,-0.127,-0.106,-3.585,29.887
1.596,-0.058,-0.127,-0.105,-3.291,30.026
1.647,-0.070,-0.127,-0.103,-3.168,30.014
1.696,-0.017,-0.127,-0.100,-4.100,29.052
1.746,-0.031,-0.126,-0.103,-3.102,28.439
1.796,-0.016,-0.126,-0.100,-3.205,29.524
1.846,-0.042,-0.127,-0.101,-3.662,29.245
1.896,0.004,-0.125,-0.090,-2.931,29.337
1.946,-0.017,-0.126,-0.101,-3.602,28.934
1.996,-0.004,-0.126,-0.095,-3.633,28.051
2.046,-0.013,-0.126,-0.105,-3.017,28.010
2.096,-0.017,-0.127,-0.106,-4.086,28.639
2.146,-0.022,-0.126,-0.099,-3.173,29.286
2.196,-0.023,-0.127,-0.103,-3.528,29.125
2.246,0.015,-0.127,-0.105,-3.431,28.608
2.297,-0.075,-0.126,-0.109,-3.232,28.332
2.346,0.013,-0.126,-0.096,-3.374,27.825
2.396,-0.041,-0.126,-0.101,-3.055,28.100
2.446,-0.045,-0.126,-0.103,-3.441,28.571
2.496,-0.004,-0.126,-0.098,-4.129,28.479
2.546,-0.007,-0.126,-0.103,-2.936,27.834
2.596,-0.053,-0.127,-0.101,-3.649,26.964
2.646,0.002,-0.126,-0.099,-3.803,27.512
2.696,0.026,-0.125,-0.095,-2.957,27.983
2.746,-0.017,-0.126,-0.104,-4.272,28.006
2.796,-0.031,-0.126,-0.103,-2.967,27.765
2.846,-0.061,-0.127,-0.106,-4.019,27.327
2.896,-0.022,-0.127,-0.104,-3.500,26.141
2.946,0.019,-0.126,-0.096,-2.926,25.968
2.996,-0.028,-0.127,-0.104,-4.103,26.879
3.046,-0.010,-0.126,-0.106,-3.022,27.546
3.097,-0.080,-0.127,-0.107,-4.150,27.279
3.146,-0.010,-0.126,-0.102,-3.731,26.815
3.196,-0.007,-0.127,-0.103,-3.064,25.911
3.246,-0.048,-0.126,-0.101,-4.120,25.691
3.296,-0.034,-0.126,-0.106,-3.060,26.864
3.346,-0.059,-0.127,-0.105,-3.647,26.852
3.396,-0.002,-0.126,-0.101,-4.080,26.778
3.446,-0.012,-0.126,-0.101,-3.075,26.417
3.497,0.024,-0.126,-0.095,-3.631,25.656
3.546,-0.050,-0.126,-0.103,-3.081,25.614
3.596,-0.018,-0.126,-0.103,-3.118,26.635
3.646,0.015,-0.127,-0.100,-4.085,26.492
3.697,-0.060,-0.126,-0.106,-3.042,26.629
3.746,0.004,-0.126,-0.098,-2.996,25.529
3.796,-0.044,-0.127,-0.105,-3.085,25.396
3.846,-0.040,-0.127,-0.103,-3.118,25.166
3.896,-0.084,-0.127,-0.105,-3.701,25.633
3.946,0.010,-0.126,-0.099,-2.984,26.220
3.996,0.005,-0.126,-0.095,-3.396,26.224
4.046,-0.053,-0.127,-0.103,-3.279,25.903
4.096,-0.075,-0.126,-0.102,-3.343,25.428
4.146,-0.054,-0.127,-0.103,-4.175,24.982
4.197,-0.053,-0.127,-0.104,-3.051,25.012
4.246,0.011,-0.126,-0.093,-2.892,26.223
4.297,0.024,-0.126,-0.093,-3.840,26.045
4.346,-0.018,-0.127,-0.102,-2.942,25.580
4.396,0.025,-0.126,-0.097,-3.708,24.762
4.446,-0.054,-0.127,-0.101,-2.915,24.518
4.496,-0.065,-0.127,-0.103,-3.520,25.293
4.547,-0.063,-0.127,-0.104,-3.355,25.786
4.596,-0.083,-0.128,-0.101,-3.015,26.030
4.646,-0.075,-0.127,-0.093,-3.959,25.501
4.696,-0.004,-0.126,-0.098,-3.295,24.636
4.746,-0.070,-0.127,-0.103,-3.443,24.293
4.796,0.031,-0.126,-0.090,-4.117,25.053
4.846,-0.059,-0.126,-0.098,-3.087,25.686
4.896,-0.008,-0.126,-0.094,-2.976,25.301
4.946,-0.056,-0.127,-0.103,-3.362,25.190
4.997,-0.056,-0.127,-0.092,-3.080,24.213
5.046,-0.071,-0.126,-0.094,-4.160,24.139
5.096,-0.008,-0.126,-0.095,-3.094,25.376
5.147,-0.013,-0.125,-0.086,-3.123,25.330
5.197,-0.065,-0.126,-0.099,-2.991,25.352
5.247,-0.062,-0.127,-0.099,-3.396,25.279
5.297,-0.049,-0.126,-0.098,-3.756,24.687
5.347,12.902,-0.127,-0.096,-2.553,23.884
5.396,12.902,-0.122,-0.090,-3.132,25.167
5.446,12.902,-0.123,-0.100,-3.591,25.863
5.497,12.902,-0.124,-0.089,-3.469,25.285
5.546,12.902,-0.124,-0.092,-3.881,24.735
5.597,12.902,-0.122,-0.087,-3.119,24.262
5.646,12.902,-0.121,-0.094,-3.376,24.610
5.696,12.902,-0.120,-0.093,-4.231,25.221
5.746,12.902,-0.122,-0.097,-2.756,24.870
5.796,12.902,-0.125,-0.084,-3.825,25.798
5.846,12.902,-0.125,-0.079,-3.181,24.875
5.896,12.902,-0.120,-0.110,-2.874,23.613
5.946,12.902,-0.122,-0.107,-4.088,23.283
5.997,12.902,-0.119,-0.088,-2.682,23.896
6.047,12.902,-0.119,-0.097,-4.217,25.083
6.096,12.902,-0.127,-0.112,-3.622,25.688
6.146,12.902,-0.128,-0.107,-3.428,24.189
6.196,12.902,-0.125,-0.121,-3.910,23.747
6.246,12.902,-0.123,-0.118,-2.682,23.398
6.296,12.902,-0.120,-0.095,-3.215,25.061
6.346,12.902,-0.118,-0.100,-3.525,24.460
6.396,12.902,-0.120,-0.093,-2.850,24.593
6.446,12.902,-0.120,-0.099,-4.242,24.110
6.496,12.902,-0.123,-0.103,-3.059,24.452
6.546,12.902,-0.124,-0.107,-3.337,23.274
6.596,12.902,-0.123,-0.108,-3.781,24.584
6.646,12.902,-0.124,-0.108,-3.293,24.688
6.696,12.902,-0.123,-0.115,-4.233,25.534
6.747,12.902,-0.123,-0.112,-3.394,25.021
6.797,12.902,-0.118,-0.091,-3.701,24.226
6.846,12.902,-0.119,-0.089,-3.988,23.395
6.896,12.902,-0.120,-0.100,-2.924,24.619
6.946,12.902,-0.119,-0.099,-3.732,24.206
6.996,12.902,-0.123,-0.102,-2.687,25.139
7.046,12.902,-0.123,-0.096,-3.245,24.679
7.096,12.902,-0.121,-0.097,-3.960,24.084
7.146,12.902,-0.121,-0.101,-3.316,23.558
7.196,12.902,-0.125,-0.088,-3.905,24.870
7.246,12.902,-0.124,-0.087,-3.059,25.045
7.296,12.902,-0.124,-0.095,-3.509,24.235
7.346,12.902,-0.123,-0.096,-4.059,23.591
7.396,12.902,-0.115,-0.109,-2.518,23.518
7.446,-2.070,-0.115,-0.103,-3.814,22.561
7.496,12.902,-0.111,-0.107,-3.844,24.436
7.546,12.902,-0.111,-0.101,-2.953,24.730
7.597,12.902,-0.103,-0.100,-4.165,24.860
7.646,12.902,-0.101,-0.095,-4.636,23.120
7.697,12.902,-0.105,-0.113,-3.924,24.066
7.746,12.902,-0.105,-0.107,-4.536,23.544
7.797,12.902,-0.102,-0.091,-3.387,23.902
7.846,12.902,-0.103,-0.099,-3.798,24.766
7.896,12.902,-0.100,-0.105,-3.264,25.481
7.946,12.902,-0.100,-0.104,-2.920,23.345
7.996,-1.892,-0.102,-0.105,-4.226,22.512
8.046,-1.990,-0.102,-0.095,-3.221,21.991
8.096,-2.001,-0.100,-0.094,-3.714,23.394
8.146,-2.104,-0.102,-0.096,-3.334,23.040
8.196,-1.812,-0.100,-0.094,-3.385,23.018
8.246,-1.728,-0.100,-0.099,-4.566,23.557
8.297,-1.977,-0.100,-0.102,-3.162,22.889
8.346,-1.750,-0.100,-0.094,-3.016,22.657
8.396,12.902,-0.104,-0.100,-3.967,22.851
8.446,12.902,-0.103,-0.101,-3.080,23.547
8.496,12.902,-0.113,-0.081,-3.977,23.586
8.546,12.902,-0.113,-0.080,-3.032,23.007
8.596,12.902,-0.117,-0.090,-2.901,22.147
8.647,12.902,-0.117,-0.095,-3.425,21.987
8.696,12.902,-0.117,-0.098,-3.099,23.028
8.747,12.902,-0.117,-0.095,-4.162,23.242
8.796,12.902,-0.116,-0.101,-3.127,23.258
8.846,12.902,-0.115,-0.100,-2.735,22.802
8.896,-2.094,-0.111,-0.115,-4.242,22.434
8.946,-2.003,-0.112,-0.109,-2.885,21.848
8.996,-1.898,-0.109,-0.097,-3.870,22.052
9.046,-2.118,-0.109,-0.095,-3.346,23.374
9.096,-1.970,-0.100,-0.106,-3.095,23.383
9.147,-1.979,-0.098,-0.103,-3.655,22.497
9.196,-1.854,-0.098,-0.096,-2.739,21.792
9.246,-1.904,-0.100,-0.096,-3.582,21.963
