time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.162,-0.120,-0.093,-2.996,27.312
0.019,-0.023,-0.120,-0.089,-2.996,27.351
0.068,-0.055,-0.120,-0.095,-4.185,26.549
0.118,-0.091,-0.119,-0.090,-3.467,25.701
0.168,-0.087,-0.120,-0.091,-3.479,26.031
0.218,-0.037,-0.119,-0.092,-3.480,26.621
0.269,0.012,-0.120,-0.091,-3.233,26.828
0.318,-0.043,-0.120,-0.091,-4.085,26.998
0.368,-0.039,-0.121,-0.092,-3.025,26.527
0.419,-0.056,-0.120,-0.092,-3.536,25.804
0.468,-0.045,-0.121,-0.099,-3.957,26.130
0.518,-0.076,-0.120,-0.095,-2.999,26.702
0.568,-0.075,-0.120,-0.094,-3.717,26.722
0.618,-0.053,-0.120,-0.095,-3.083,26.433
0.668,-0.043,-0.121,-0.096,-3.194,25.917
0.719,-0.033,-0.121,-0.097,-3.806,25.049
0.768,-0.068,-0.120,-0.097,-2.944,25.798
0.818,-0.027,-0.121,-0.092,-3.973,25.986
0.868,-0.018,-0.121,-0.090,-3.050,26.407
0.918,-0.067,-0.121,-0.090,-3.022,26.327
0.969,0.001,-0.120,-0.090,-3.608,26.032
1.018,-0.032,-0.121,-0.090,-2.927,25.039
1.068,-0.075,-0.120,-0.094,-3.534,24.925
1.118,-0.039,-0.120,-0.095,-3.617,25.590
1.168,-0.051,-0.121,-0.091,-3.250,25.958
1.218,-0.035,-0.120,-0.091,-4.381,25.947
1.269,0.074,-0.121,-0.088,-3.084,25.662
1.318,-0.058,-0.121,-0.092,-3.568,24.271
1.368,-0.084,-0.121,-0.094,-4.220,25.324
1.418,-0.039,-0.121,-0.086,-3.139,25.313
1.469,0.053,-0.120,-0.095,-4.005,25.293
1.519,-0.012,-0.121,-0.091,-3.536,25.377
1.568,0.002,-0.120,-0.092,-2.918,24.486
1.618,0.007,-0.119,-0.092,-4.230,23.682
1.668,-0.047,-0.121,-0.092,-2.943,24.222
1.719,0.059,-0.120,-0.091,-3.988,23.811
1.768,-0.006,-0.121,-0.094,-2.992,24.943
1.818,-0.002,-0.120,-0.093,-3.092,24.881
1.869,0.070,-0.120,-0.091,-3.442,24.687
1.918,-0.096,-0.120,-0.090,-3.113,23.851
1.968,-0.032,-0.120,-0.091,-3.378,24.148
2.018,-0.002,-0.119,-0.090,-3.019,23.886
2.068,-0.061,-0.120,-0.093,-2.963,24.549
2.119,-0.048,-0.120,-0.094,-4.133,24.423
2.168,-0.023,-0.120,-0.093,-2.897,24.115
2.218,-0.074,-0.119,-0.090,-3.192,22.936
2.268,-0.068,-0.121,-0.097,-4.039,23.672
2.319,0.032,-0.120,-0.087,-3.227,23.134
2.368,-0.045,-0.120,-0.089,-3.924,24.183
2.418,0.002,-0.120,-0.092,-3.002,24.211
2.468,-0.039,-0.120,-0.092,-3.300,23.742
2.519,0.046,-0.120,-0.094,-3.310,23.142
2.569,-0.072,-0.119,-0.093,-3.019,22.820
2.618,-0.021,-0.120,-0.090,-3.408,23.895
2.668,-0.040,-0.120,-0.094,-3.578,23.886
2.718,0.005,-0.121,-0.094,-3.452,23.956
2.769,0.059,-0.121,-0.093,-3.496,23.629
2.818,-0.013,-0.121,-0.088,-3.194,22.447
2.868,-0.039,-0.121,-0.091,-3.573,22.824
2.919,0.074,-0.122,-0.092,-3.106,22.939
2.968,-0.051,-0.121,-0.093,-3.030,23.802
3.018,-0.028,-0.121,-0.088,-4.131,23.871
3.068,0.002,-0.121,-0.093,-2.862,23.574
3.118,-0.033,-0.120,-0.092,-3.460,22.360
3.168,-0.066,-0.121,-0.094,-3.605,23.064
3.218,0.015,-0.121,-0.093,-3.101,23.199
3.269,0.066,-0.121,-0.091,-3.861,23.694
3.318,-0.050,-0.121,-0.088,-3.194,23.947
3.369,0.029,-0.121,-0.092,-3.624,23.627
3.418,-0.073,-0.122,-0.092,-4.148,22.514
3.468,-0.050,-0.121,-0.096,-2.880,23.008
3.518,-0.024,-0.121,-0.093,-4.178,23.573
3.568,-0.028,-0.121,-0.095,-3.029,24.053
3.619,0.001,-0.120,-0.096,-3.307,24.129
3.668,-0.044,-0.121,-0.098,-4.126,23.221
3.718,-0.044,-0.121,-0.096,-2.853,22.533
3.769,0.009,-0.120,-0.091,-3.978,22.943
3.818,0.039,-0.121,-0.092,-3.073,23.598
3.868,-0.056,-0.121,-0.095,-2.971,24.125
3.919,0.065,-0.121,-0.089,-3.561,24.067
3.969,-0.083,-0.121,-0.093,-3.225,23.425
4.018,-0.072,-0.121,-0.097,-3.328,22.496
4.068,-0.052,-0.121,-0.093,-3.792,23.279
4.119,0.072,-0.121,-0.088,-3.585,23.079
4.168,0.032,-0.120,-0.087,-4.234,23.843
4.220,0.043,-0.122,-0.090,-3.117,23.926
4.268,-0.007,-0.121,-0.089,-3.089,22.872
4.318,-0.043,-0.121,-0.090,-3.642,22.602
4.368,-0.049,-0.121,-0.091,-3.069,22.926
4.418,0.042,-0.121,-0.089,-4.177,23.184
4.469,0.054,-0.120,-0.091,-3.088,23.930
4.518,-0.037,-0.121,-0.091,-3.072,23.669
4.568,-0.040,-0.121,-0.092,-3.906,23.350
4.618,-0.070,-0.120,-0.092,-2.919,22.276
4.668,0.084,-0.121,-0.087,-4.188,22.378
4.718,-0.056,-0.121,-0.089,-3.797,23.762
4.768,-0.064,-0.121,-0.091,-2.902,23.784
4.818,0.003,-0.120,-0.091,-3.858,23.872
4.868,-0.021,-0.121,-0.088,-2.943,23.307
4.918,-0.005,-0.121,-0.088,-3.816,22.344
4.968,-0.035,-0.121,-0.088,-3.422,22.883
5.018,-0.035,-0.121,-0.087,-3.006,23.542
5.068,-0.041,-0.120,-0.084,-4.124,23.613
5.118,-0.048,-0.121,-0.093,-3.261,22.990
5.168,0.021,-0.121,-0.088,-3.569,22.948
5.218,0.006,-0.121,-0.085,-3.432,21.905
5.269,0.018,-0.120,-0.090,-2.931,22.450
5.318,0.065,-0.120,-0.084,-4.106,22.723
5.368,0.049,-0.121,-0.087,-2.923,23.317
5.418,-0.014,-0.121,-0.089,-3.176,23.181
5.468,12.902,-0.120,-0.093,-3.116,23.166
5.518,12.902,-0.122,-0.089,-2.783,21.899
5.568,12.902,-0.121,-0.085,-2.437,23.498
5.618,12.902,-0.120,-0.101,-3.177,24.190
5.668,12.902,-0.119,-0.103,-3.237,23.650
5.719,12.902,-0.114,-0.071,-3.577,23.306
5.769,12.902,-0.115,-0.079,-3.284,22.555
5.818,12.902,-0.115,-0.093,-4.228,22.000
5.868,12.902,-0.112,-0.098,-3.234,22.462
5.918,12.902,-0.114,-0.084,-3.671,22.103
5.968,-1.750,-0.113,-0.095,-4.323,23.813
6.018,12.902,-0.112,-0.090,-2.961,23.047
6.068,12.902,-0.113,-0.087,-3.959,22.952
6.119,12.902,-0.111,-0.102,-3.424,21.851
6.168,12.902,-0.110,-0.102,-3.224,22.000
6.218,12.902,-0.113,-0.115,-4.622,22.368
6.268,12.902,-0.114,-0.108,-2.911,23.411
6.319,12.902,-0.111,-0.067,-3.528,22.847
6.368,12.902,-0.113,-0.068,-4.146,22.367
6.418,12.902,-0.110,-0.069,-2.746,22.893
6.468,12.902,-0.110,-0.063,-4.485,22.001
6.518,12.902,-0.108,-0.094,-3.794,21.963
6.569,-1.949,-0.107,-0.086,-3.361,23.123
6.619,-1.774,-0.106,-0.096,-3.622,22.180
6.668,-2.110,-0.106,-0.090,-3.632,21.481
6.718,12.902,-0.105,-0.084,-3.995,21.295
6.768,12.902,-0.105,-0.091,-3.088,21.568
6.819,12.902,-0.105,-0.115,-2.956,22.122
6.869,12.902,-0.105,-0.111,-2.998,22.150
6.918,12.902,-0.109,-0.090,-2.487,22.450
6.968,12.902,-0.107,-0.084,-3.420,22.293
7.018,12.902,-0.105,-0.092,-2.675,21.075
7.068,12.902,-0.107,-0.092,-2.822,20.859
7.118,12.902,-0.105,-0.097,-4.597,21.982
7.168,12.902,-0.105,-0.091,-3.044,22.515
7.219,-1.720,-0.115,-0.114,-3.972,21.682
7.269,12.902,-0.114,-0.110,-2.883,22.619
7.318,12.902,-0.108,-0.090,-2.018,20.547
7.368,12.902,-0.106,-0.095,-4.250,20.576
7.418,12.902,-0.102,-0.090,-3.492,21.796
7.469,12.902,-0.103,-0.097,-3.380,22.217
7.518,12.902,-0.106,-0.078,-3.967,21.238
7.568,12.902,-0.107,-0.075,-3.017,20.854
7.618,12.902,-0.117,-0.084,-3.519,21.031
7.668,12.902,-0.115,-0.076,-4.624,21.116
7.719,12.902,-0.109,-0.092,-3.597,21.498
7.768,-1.813,-0.111,-0.098,-4.471,21.636
7.818,-1.954,-0.111,-0.085,-2.721,21.667
7.868,-1.676,-0.111,-0.084,-4.302,20.730
7.918,12.902,-0.108,-0.087,-3.213,20.173
7.969,12.902,-0.108,-0.090,-3.224,19.885
8.018,12.902,-0.110,-0.077,-4.190,21.005
8.068,12.902,-0.107,-0.080,-3.167,21.476
8.119,12.902,-0.103,-0.083,-2.849,21.809
8.168,12.902,-0.103,-0.076,-2.733,20.717
8.218,12.902,-0.111,-0.079,-2.841,19.202
8.268,12.902,-0.111,-0.080,-3.660,20.411
8.318,12.902,-0.104,-0.100,-3.252,20.729
8.368,12.902,-0.104,-0.106,-3.652,20.857
8.418,-1.707,-0.103,-0.066,-3.734,20.525
8.468,-2.180,-0.103,-0.066,-3.248,19.717
8.519,-1.831,-0.102,-0.108,-3.893,20.132
8.568,12.902,-0.104,-0.110,-3.209,19.402
8.618,12.902,-0.104,-0.073,-3.407,20.004
8.669,12.902,-0.105,-0.072,-3.922,20.972
8.718,12.902,-0.103,-0.094,-2.959,20.646
8.769,12.902,-0.099,-0.092,-4.011,20.261
8.819,12.902,-0.098,-0.101,-2.762,19.802
8.868,12.902,-0.099,-0.090,-3.221,19.048
8.918,12.902,-0.100,-0.076,-3.809,19.905
8.968,12.902,-0.099,-0.065,-2.868,20.477
9.019,12.902,-0.103,-0.083,-4.015,20.502
9.068,-1.808,-0.106,-0.090,-3.456,18.792
9.118,-1.754,-0.097,-0.093,-2.636,18.962
9.169,-2.069,-0.098,-0.090,-3.995,17.935
9.218,-1.914,-0.100,-0.075,-3.405,19.380
9.269,-1.795,-0.100,-0.079,-4.368,18.927
9.318,-1.691,-0.096,-0.086,-4.114,19.335
9.368,-1.931,-0.097,-0.093,-2.918,18.321
9.418,-1.824,-0.098,-0.083,-3.913,18.216
