time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.012,-0.126,-0.093,-2.926,-2.885
0.045,-0.043,-0.127,-0.101,-3.301,-2.783
0.094,0.008,-0.126,-0.089,-3.168,-2.873
0.144,0.017,-0.126,-0.091,-3.624,-2.949
0.194,0.011,-0.126,-0.088,-2.903,-4.009
0.244,-0.004,-0.126,-0.090,-3.649,-4.353
0.294,0.006,-0.126,-0.088,-3.249,-3.442
0.344,0.006,-0.126,-0.090,-3.091,-3.005
0.394,0.041,-0.126,-0.090,-4.198,-2.856
0.444,0.020,-0.126,-0.091,-2.962,-3.067
0.494,0.023,-0.125,-0.089,-3.447,-3.959
0.545,-0.024,-0.125,-0.087,-2.954,-3.750
0.594,0.025,-0.126,-0.085,-2.971,-3.483
0.644,0.012,-0.127,-0.088,-3.986,-2.987
0.694,0.024,-0.126,-0.088,-3.072,-2.908
0.744,0.002,-0.127,-0.096,-3.149,-2.985
0.794,-0.014,-0.127,-0.099,-4.192,-3.940
0.844,-0.022,-0.126,-0.093,-2.986,-4.279
0.894,0.009,-0.126,-0.087,-3.985,-3.567
0.944,0.007,-0.127,-0.087,-3.006,-3.087
0.994,-0.009,-0.126,-0.084,-3.218,-2.927
1.044,-0.019,-0.126,-0.084,-3.569,-2.979
1.094,0.003,-0.127,-0.085,-2.774,-3.892
1.144,0.017,-0.127,-0.090,-3.740,-4.273
1.194,-0.003,-0.126,-0.086,-2.950,-3.818
1.245,-0.036,-0.127,-0.095,-2.890,-2.661
1.294,-0.002,-0.127,-0.092,-3.476,-3.088
1.345,-0.005,-0.126,-0.090,-2.987,-2.739
1.394,0.015,-0.126,-0.092,-3.261,-4.454
1.444,0.016,-0.127,-0.087,-3.332,-4.304
1.494,-0.020,-0.126,-0.087,-2.893,-3.372
1.544,-0.019,-0.126,-0.088,-4.171,-2.987
1.594,-0.034,-0.127,-0.089,-2.938,-2.776
1.644,-0.009,-0.127,-0.092,-3.023,-3.137
1.694,-0.033,-0.127,-0.096,-4.213,-3.744
1.745,-0.041,-0.126,-0.084,-2.909,-4.245
1.794,-0.016,-0.126,-0.083,-4.037,-3.467
1.844,0.004,-0.126,-0.088,-3.015,-2.968
1.895,-0.016,-0.127,-0.096,-3.253,-2.643
1.944,-0.010,-0.126,-0.089,-3.947,-3.183
1.995,-0.019,-0.127,-0.098,-3.034,-3.826
2.044,-0.010,-0.127,-0.089,-3.810,-4.270
2.094,-0.008,-0.128,-0.101,-3.878,-3.137
2.144,0.018,-0.126,-0.094,-3.157,-2.921
2.194,-0.033,-0.127,-0.099,-4.180,-2.696
2.244,0.015,-0.126,-0.089,-3.025,-3.369
2.294,-0.021,-0.125,-0.088,-3.775,-3.597
2.344,-0.005,-0.126,-0.086,-3.577,-3.927
2.394,-0.035,-0.125,-0.086,-3.008,-3.430
2.445,-0.029,-0.128,-0.094,-3.906,-2.683
2.495,-0.012,-0.126,-0.088,-2.905,-2.779
2.544,-0.028,-0.126,-0.084,-3.460,-2.942
2.594,-0.019,-0.125,-0.085,-3.636,-3.982
2.645,-0.069,-0.127,-0.097,-2.981,-4.280
2.694,-0.028,-0.127,-0.094,-3.492,-3.041
2.745,-0.022,-0.126,-0.087,-2.996,-2.921
2.794,-0.038,-0.127,-0.089,-3.443,-2.725
2.844,-0.010,-0.126,-0.083,-3.906,-3.173
2.894,0.015,-0.126,-0.089,-2.896,-4.371
2.944,-0.031,-0.127,-0.083,-3.303,-3.534
2.994,-0.026,-0.126,-0.087,-3.300,-3.271
3.044,-0.007,-0.125,-0.080,-2.949,-2.752
3.094,-0.033,-0.126,-0.083,-3.929,-2.695
3.145,-0.019,-0.126,-0.088,-2.993,-2.795
3.194,-0.033,-0.126,-0.090,-3.469,-4.079
3.244,-0.037,-0.126,-0.088,-3.184,-4.313
3.294,-0.002,-0.127,-0.085,-3.271,-3.585
3.344,-0.004,-0.126,-0.087,-4.139,-2.939
3.394,-0.005,-0.126,-0.090,-3.267,-3.064
3.444,-0.010,-0.126,-0.090,-3.522,-3.133
3.494,0.009,-0.127,-0.098,-4.320,-4.132
3.544,0.002,-0.126,-0.091,-3.166,-4.320
3.594,-0.037,-0.126,-0.088,-4.117,-3.669
3.644,-0.034,-0.125,-0.087,-3.114,-2.868
3.694,-0.030,-0.126,-0.086,-3.370,-2.722
3.744,-0.035,-0.127,-0.089,-3.837,-3.092
3.794,-0.050,-0.127,-0.094,-3.154,-3.994
3.844,-0.028,-0.126,-0.090,-3.854,-4.008
3.894,-0.039,-0.126,-0.089,-3.183,-3.150
3.944,-0.021,-0.127,-0.087,-3.254,-2.890
3.995,-0.022,-0.127,-0.089,-3.400,-2.834
4.044,-0.048,-0.127,-0.098,-3.359,-3.214
4.094,-0.034,-0.125,-0.086,-3.808,-3.952
4.144,0.003,-0.126,-0.088,-3.292,-4.043
4.194,-0.025,-0.126,-0.086,-2.913,-3.177
4.244,-0.025,-0.125,-0.086,-4.135,-2.795
4.294,-0.018,-0.126,-0.090,-2.944,-2.752
4.344,-0.013,-0.126,-0.088,-3.512,-3.081
4.394,-0.057,-0.127,-0.097,-4.126,-3.974
4.444,-0.014,-0.125,-0.085,-3.115,-4.198
4.494,-0.083,-0.127,-0.101,-3.790,-3.344
4.545,-0.029,-0.127,-0.090,-2.827,-3.325
4.594,-0.021,-0.126,-0.092,-3.331,-2.791
4.645,-0.030,-0.127,-0.089,-3.626,-3.194
4.695,-0.014,-0.126,-0.086,-3.006,-3.529
4.745,-0.070,-0.127,-0.098,-3.522,-3.845
4.794,-0.019,-0.127,-0.089,-3.187,-3.076
4.844,0.004,-0.126,-0.090,-3.056,-2.773
4.895,-0.049,-0.127,-0.104,-4.062,-2.733
4.944,-0.017,-0.126,-0.095,-2.948,-3.262
4.995,-0.017,-0.127,-0.092,-3.960,-3.571
5.044,-0.015,-0.126,-0.091,-3.150,-4.030
5.094,-0.030,-0.127,-0.091,-3.170,-3.298
5.144,-0.041,-0.126,-0.091,-4.126,-2.751
5.194,-0.024,-0.126,-0.087,-3.017,-2.785
5.244,-0.014,-0.126,-0.092,-3.478,-3.240
5.294,-0.075,-0.127,-0.100,-4.104,-4.263
5.344,-0.010,-0.127,-0.086,-3.140,-4.145
