time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
20.233,-1.749,0.222,1.369,118.222,443.477
20.283,-1.939,0.222,1.367,117.979,444.760
20.333,-1.728,0.221,1.363,119.802,450.697
20.383,-2.144,0.221,1.373,120.096,460.888
20.433,-1.790,0.221,1.367,121.366,468.107
20.483,-1.953,0.228,1.372,121.552,471.404
20.534,-1.719,0.228,1.368,121.756,474.479
20.583,-1.870,0.218,1.380,122.549,478.295
20.634,-1.856,0.219,1.374,123.612,481.943
20.683,-1.942,0.220,1.361,124.552,485.684
20.734,-1.983,0.219,1.360,127.703,487.737
20.783,-2.066,0.217,1.361,127.924,488.757
20.833,-1.673,0.216,1.365,128.895,493.822
20.884,-1.795,0.223,1.371,129.785,500.276
20.933,-1.934,0.226,1.373,129.717,507.075
20.983,-2.017,0.219,1.369,131.383,512.046
21.033,-1.707,0.217,1.366,130.894,516.604
21.083,-1.867,0.222,1.361,131.472,519.126
21.133,-1.998,0.223,1.369,133.445,520.738
21.183,-1.795,0.223,1.369,134.672,521.925
21.233,-1.737,0.223,1.370,136.744,526.015
21.283,-1.854,0.229,1.352,137.605,527.138
21.333,-1.983,0.229,1.354,137.858,534.364
21.383,-2.013,0.221,1.369,139.549,539.908
21.434,-1.909,0.221,1.364,138.314,545.331
21.483,-1.914,0.223,1.366,140.059,549.072
21.533,-1.782,0.221,1.365,140.222,554.059
21.583,-1.833,0.220,1.358,139.899,557.533
21.633,-1.914,0.218,1.359,141.898,560.792
21.683,-1.829,0.227,1.373,143.239,562.188
21.733,-1.811,0.227,1.379,144.002,561.670
21.783,-1.686,0.217,1.368,146.748,563.432
21.833,-1.794,0.217,1.359,146.194,569.567
21.883,-1.830,0.217,1.366,148.300,575.318
21.933,-1.951,0.217,1.363,148.197,580.732
21.983,-1.874,0.223,1.378,149.402,583.496
22.033,-1.804,0.223,1.368,150.223,587.193
22.083,-1.757,0.219,1.369,149.386,589.485
22.133,-1.850,0.219,1.369,152.248,591.893
22.183,-1.923,0.218,1.373,153.636,593.756
22.233,-1.744,0.218,1.371,154.300,596.593
22.283,-1.799,0.224,1.358,156.290,596.749
22.333,-1.797,0.227,1.361,156.078,598.732
22.383,-1.861,0.229,1.378,157.169,602.998
22.433,-1.904,0.229,1.371,157.693,609.033
22.483,-1.832,0.222,1.379,157.482,612.672
22.533,-1.955,0.221,1.373,158.813,613.577
22.583,-1.903,0.217,1.381,158.062,614.852
22.634,-1.863,0.219,1.377,160.669,616.767
22.683,-1.810,0.220,1.356,162.740,618.006
22.733,-1.893,0.220,1.356,162.715,620.749
22.783,-1.699,0.223,1.372,164.504,620.904
22.833,-1.842,0.221,1.371,165.294,627.009
22.884,-1.778,0.219,1.386,166.010,631.389
22.934,-1.949,0.220,1.371,166.087,636.700
22.983,-1.925,0.217,1.367,165.720,638.800
23.034,-1.895,0.217,1.366,168.304,643.820
23.083,-1.716,0.221,1.354,166.343,647.099
23.133,-1.847,0.221,1.364,168.800,648.452
23.183,-1.897,0.222,1.350,170.519,649.170
23.233,-1.942,0.222,1.347,170.248,650.918
23.283,-1.755,0.218,1.393,171.630,652.454
23.333,-1.976,0.218,1.386,171.990,655.790
23.383,-1.859,0.217,1.385,172.231,659.699
23.433,-1.887,0.216,1.372,173.824,663.888
23.484,-1.740,0.218,1.353,173.008,665.960
23.533,-1.819,0.217,1.372,172.597,667.883
23.584,-1.654,0.223,1.382,174.348,668.348
23.634,-1.972,0.223,1.375,174.534,670.571
23.683,-1.782,0.226,1.370,176.075,673.567
23.733,-1.962,0.227,1.368,175.086,674.342
23.784,-1.900,0.227,1.353,177.985,674.814
23.834,-2.012,0.227,1.355,178.079,676.327
23.883,-1.780,0.220,1.376,177.090,678.849
23.934,-2.016,0.221,1.371,179.156,683.239
23.983,-1.759,0.223,1.395,179.580,685.189
24.034,-1.878,0.223,1.382,179.439,687.920
24.084,-1.742,0.223,1.374,179.448,689.876
24.133,-1.779,0.222,1.368,180.205,688.009
24.183,-1.656,0.226,1.370,180.874,689.709
24.233,-2.027,0.226,1.369,181.318,691.859
24.283,-1.729,0.220,1.374,181.627,692.796
24.333,-2.006,0.221,1.373,183.885,695.784
24.383,-1.923,0.220,1.377,181.513,698.543
24.433,-1.865,0.221,1.382,183.827,698.629
24.483,-1.742,0.222,1.383,184.292,703.852
24.534,-1.948,0.223,1.368,183.452,705.865
24.583,-1.747,0.223,1.374,185.091,706.988
24.634,-2.002,0.223,1.370,185.371,708.744
24.683,-1.756,0.222,1.382,186.696,708.794
24.734,-1.781,0.220,1.366,187.197,709.770
24.783,-1.813,0.224,1.363,186.723,709.390
24.833,-1.722,0.225,1.371,187.617,712.409
24.883,-1.821,0.225,1.367,187.742,717.719
24.934,-1.803,0.224,1.360,188.072,720.226
24.984,-1.847,0.222,1.353,188.742,721.877
25.033,-1.980,0.222,1.369,187.716,722.396
25.083,-1.893,0.214,1.372,188.705,724.283
25.133,-1.931,0.214,1.368,189.605,726.777
25.183,-1.864,0.220,1.363,190.631,727.123
25.233,-1.990,0.220,1.369,190.904,728.402
25.283,-1.876,0.226,1.370,190.645,729.434
25.333,-1.905,0.227,1.367,192.075,729.817
25.383,-1.863,0.224,1.361,191.707,733.501
25.433,-1.912,0.224,1.353,192.073,735.197
25.483,-1.734,0.216,1.369,192.981,739.445
25.534,-1.858,0.216,1.373,191.812,740.301
25.583,-1.660,0.221,1.374,192.009,738.669
25.634,-1.943,0.221,1.376,193.497,739.848
25.684,-1.928,0.217,1.366,193.313,742.306
25.734,-1.826,0.217,1.376,195.195,743.478
25.784,-1.975,0.221,1.385,195.030,744.052
25.834,-1.991,0.220,1.373,195.289,746.125
25.884,-1.991,0.218,1.380,196.657,748.816
25.933,-1.849,0.217,1.377,194.514,750.360
25.983,-2.036,0.224,1.373,196.784,751.659
26.034,-1.825,0.224,1.368,195.704,754.228
26.084,-1.872,0.219,1.371,196.672,756.830
26.134,-1.765,0.219,1.377,197.243,757.687
26.184,-1.916,0.221,1.382,196.208,756.555
26.233,-2.049,0.221,1.382,198.108,755.993
26.283,-1.983,0.217,1.376,198.489,758.312
26.333,-1.878,0.218,1.375,198.000,762.870
