time(sec),pressure-1(bar),pressure-2(bar),pressure-3(bar),flow_rate_1(LPM),flow_rate_2(LPM)
1.982,0.861,12.902,5.548,304.567,1406.318
2.032,0.865,12.902,5.788,303.849,1406.127
2.081,0.863,12.902,-0.588,304.612,1405.899
2.131,0.866,-1.822,4.694,304.323,1407.619
2.181,0.867,-1.783,4.852,304.121,1408.816
2.231,0.866,-1.692,4.960,304.816,1407.753
2.281,0.865,-1.840,4.796,304.120,1407.256
2.332,0.868,-1.685,4.294,304.591,1407.094
2.381,0.870,-1.748,4.579,304.853,1408.703
2.432,0.870,-1.743,4.445,304.334,1407.988
2.481,0.871,-1.789,4.405,304.916,1408.637
2.531,0.874,-1.762,4.796,304.476,1407.562
2.581,0.875,-1.914,4.767,304.183,1407.326
2.631,0.879,-1.838,4.842,304.658,1407.235
2.681,0.879,-1.797,4.908,304.094,1408.364
2.731,0.870,-1.794,4.593,304.858,1408.415
2.781,0.871,-1.754,3.115,304.954,1408.427
2.831,0.855,-1.776,4.839,304.011,1407.733
2.882,0.859,-1.867,4.691,304.629,1407.441
2.931,0.859,-1.821,4.389,304.293,1407.299
2.981,0.862,-1.758,4.665,304.274,1407.545
3.031,0.863,-1.824,4.944,304.635,1408.445
3.081,0.862,-1.945,4.576,303.997,1408.513
3.131,0.863,-1.833,3.473,305.080,1407.795
3.181,0.861,-1.912,4.474,304.386,1407.161
3.231,0.863,-1.785,5.581,304.674,1407.734
3.281,0.860,-1.786,4.773,304.862,1407.759
3.332,0.862,-1.791,4.576,303.935,1408.348
3.381,0.862,-1.829,4.665,304.983,1408.836
3.431,0.872,-1.740,4.392,304.560,1408.333
3.481,0.871,-1.921,5.371,304.767,1408.481
3.531,0.864,-1.720,4.891,304.806,1407.133
3.582,0.865,-1.733,4.445,304.311,1406.692
3.631,0.873,-1.796,4.245,304.428,1408.509
3.681,0.873,-1.775,0.462,304.661,1408.562
3.732,0.872,-1.746,-0.441,304.288,1408.140
3.781,0.869,12.902,3.585,304.697,1406.699
3.831,0.857,12.902,10.226,304.144,1407.065
3.881,0.858,12.902,5.971,304.332,1406.588
3.932,0.872,12.902,7.662,304.431,1407.238
3.983,0.869,12.902,7.656,304.357,1407.536
4.031,0.889,12.902,3.253,304.548,1407.986
4.081,0.891,12.902,25.178,304.077,1406.223
4.131,0.867,12.902,3.401,304.533,1406.407
4.181,0.866,12.902,3.594,304.607,1406.416
4.231,0.881,12.902,4.497,303.650,1407.409
4.281,0.881,-1.870,4.740,304.842,1408.324
4.331,0.874,-1.827,4.826,304.532,1408.343
4.381,0.877,-1.900,4.937,304.503,1407.058
4.431,0.863,-1.750,4.694,304.795,1407.295
4.481,0.865,-1.942,5.499,304.526,1407.125
4.531,0.868,-1.868,4.599,304.863,1408.353
4.581,0.871,-1.887,16.107,304.917,1408.209
4.631,0.888,-1.766,7.826,304.298,1408.504
4.681,0.888,-1.809,4.829,304.948,1406.885
4.731,0.869,-1.732,4.061,304.230,1407.061
4.782,0.871,-1.732,4.767,304.794,1407.217
4.831,0.877,-1.758,0.525,304.027,1407.002
4.882,0.875,-1.715,4.520,304.334,1408.494
4.931,0.873,-1.913,4.872,304.875,1408.152
4.981,0.872,-1.806,4.048,304.335,1408.009
5.031,0.875,-1.882,5.115,304.572,1406.628
5.081,0.874,-1.918,4.967,303.924,1407.055
5.132,0.878,-1.835,4.895,304.259,1407.545
5.181,0.877,-1.903,4.707,304.922,1408.403
5.231,0.895,-1.597,-3.015,304.061,1408.896
5.281,0.893,-1.852,4.767,304.845,1408.499
5.331,0.900,-1.896,4.924,303.916,1408.052
5.381,0.898,-1.932,9.494,304.696,1407.548
5.431,0.895,-1.937,4.770,304.884,1407.936
5.481,0.896,12.902,3.434,304.002,1407.778
5.531,0.886,12.902,5.650,303.929,1407.458
5.581,0.887,12.902,3.851,304.617,1406.849
5.632,0.890,12.902,7.455,304.095,1406.346
5.681,0.891,12.902,7.567,304.654,1406.478
5.731,0.891,12.902,3.988,304.408,1407.257
5.781,0.890,12.902,12.209,304.009,1407.622
5.831,0.889,12.902,2.360,305.150,1407.950
5.882,0.889,12.902,6.365,303.741,1407.230
5.931,0.893,12.902,3.594,304.430,1406.889
5.982,0.890,-1.705,4.694,304.467,1407.022
6.031,0.895,-1.771,4.405,304.341,1407.766
6.081,0.896,-1.834,4.655,304.820,1408.996
6.131,0.892,-1.921,4.652,304.467,1408.316
6.181,0.895,-2.033,4.934,304.408,1408.146
6.231,0.899,-1.634,4.573,304.995,1407.105
6.281,0.898,-1.892,4.757,304.168,1406.679
6.332,0.905,-1.849,5.013,304.889,1407.764
6.381,0.903,-1.778,4.937,304.326,1408.059
6.431,0.919,-1.825,2.334,304.288,1408.534
6.481,0.918,-1.675,5.023,304.845,1407.783
6.531,0.915,-1.814,4.422,304.419,1408.385
6.581,0.913,-1.713,4.914,304.916,1407.347
6.631,0.914,-1.842,14.816,304.540,1407.624
6.681,0.914,-1.723,4.944,304.732,1407.805
6.731,0.921,-1.824,4.461,304.983,1408.356
6.781,0.922,-1.762,5.170,304.155,1408.473
6.831,0.924,-1.839,-1.806,304.921,1407.927
6.881,0.924,-1.795,5.124,304.401,1407.195
6.931,0.932,12.902,1.943,304.121,1406.717
6.981,0.931,12.902,3.457,304.676,1407.801
7.031,0.943,12.902,4.008,304.142,1407.916
7.081,0.944,12.902,4.159,304.125,1406.778
7.131,0.936,12.902,3.286,304.526,1405.892
7.181,0.936,12.902,3.677,303.855,1406.502
7.231,0.957,12.902,8.874,304.606,1406.715
7.281,0.958,12.902,6.415,304.309,1407.820
7.332,0.948,12.902,4.192,304.510,1407.938
7.382,0.947,12.902,3.732,304.468,1406.877
7.431,0.952,-1.737,5.098,304.160,1407.277
7.481,0.954,-1.917,5.627,304.552,1407.483
7.531,0.960,-1.827,4.967,304.450,1407.963
7.581,0.957,-1.852,5.200,304.474,1408.004
7.631,0.963,-1.957,-1.291,304.875,1408.423
7.681,0.962,-1.721,8.907,304.239,1408.295
7.731,0.952,-1.841,5.472,304.832,1407.878
7.781,0.953,-1.783,9.038,304.691,1407.074
7.831,0.963,-1.899,10.318,304.098,1407.374
7.881,0.962,-1.809,5.361,304.357,1406.896
7.931,0.970,-1.892,4.839,304.260,1408.647
7.981,0.971,-1.722,17.019,304.981,1408.597
8.031,0.975,-1.713,3.759,304.875,1408.006
8.081,0.972,-1.732,5.013,304.212,1407.036
8.132,0.961,-1.846,5.584,304.474,1407.645
8.181,0.967,-1.936,5.220,304.305,1407.365
8.231,0.987,-1.704,5.384,304.043,1408.868
8.281,0.987,-1.720,4.941,304.631,1408.649
8.331,0.983,-1.770,6.244,304.064,1407.844
8.382,0.979,-1.734,-0.749,304.891,1407.831
8.432,0.977,-1.760,5.840,304.611,1406.965
8.481,0.979,-1.841,4.586,304.914,1406.922
8.531,0.979,-1.896,5.528,304.704,1408.055
8.581,0.979,-1.763,6.628,304.331,1408.086
8.631,0.977,-1.761,5.295,304.763,1407.766
8.682,0.985,-1.861,4.780,304.295,1408.647
8.732,0.985,-1.805,5.124,304.626,1406.612
8.781,0.972,-1.759,15.542,304.581,1406.796
8.831,0.971,-1.689,3.338,304.132,1408.920
8.881,0.977,-1.753,5.006,304.591,1408.519
8.931,0.978,-1.840,3.594,304.642,1407.643
8.981,0.981,12.902,5.453,304.621,1409.417
9.031,0.977,12.902,2.826,304.708,1406.142
9.081,0.987,12.902,4.983,303.777,1405.405
9.132,0.986,12.902,8.362,304.452,1407.632
9.181,0.983,12.902,4.570,304.713,1407.123
9.231,0.982,12.902,2.120,304.471,1407.689
9.281,0.996,12.902,6.914,304.701,1405.754
9.331,0.995,12.902,4.153,303.928,1406.119
9.381,0.980,12.902,6.270,304.676,1405.667
9.431,0.981,12.902,5.177,304.552,1408.052
9.481,0.978,12.902,5.354,304.429,1406.912
9.531,0.980,-1.760,5.036,304.808,1408.197
9.581,0.982,-1.929,4.438,304.321,1408.523
9.631,0.982,-1.697,5.673,304.741,1407.734
9.681,1.000,-1.862,5.315,304.846,1407.314
9.731,1.000,-1.874,5.302,304.269,1408.863
9.781,0.990,-1.885,5.400,304.486,1408.728
9.832,0.990,-1.703,17.801,304.473,1408.444
9.881,1.005,-1.694,5.390,304.566,1408.282
9.931,1.006,-1.818,5.187,304.884,1407.237
9.981,0.996,-1.770,5.174,304.083,1407.599
10.031,0.997,-1.732,5.423,304.758,1407.679
10.081,1.006,-1.814,5.686,304.803,1408.155
10.131,1.005,-1.813,4.901,304.800,1408.605
10.182,1.004,-1.830,13.743,304.957,1407.653
10.231,1.005,-1.827,5.308,304.393,1406.807
10.281,1.020,-1.849,5.341,304.471,1407.507
10.331,1.021,-1.809,1.477,304.988,1408.032
10.381,1.029,-1.799,5.410,303.950,1408.760
10.431,1.030,-1.850,4.799,304.781,1408.196
10.481,1.014,-1.697,5.397,304.206,1407.380
10.531,1.013,-1.874,5.610,304.484,1407.195
10.581,1.027,-1.917,5.390,304.311,1406.657
10.631,1.026,-1.750,5.394,303.947,1408.427
10.681,1.025,12.902,4.284,304.288,1407.007
10.731,1.024,12.902,2.242,304.617,1407.025
10.781,1.010,12.902,4.816,304.326,1407.935
10.831,1.012,12.902,3.831,304.669,1405.921
10.881,1.014,12.902,-0.303,304.082,1406.241
10.932,1.013,12.902,2.097,304.547,1406.426
10.981,1.014,12.902,5.876,304.286,1407.622
11.031,1.012,12.902,4.967,303.843,1406.925
11.081,1.013,12.902,3.575,304.588,1406.085
11.131,1.013,12.902,7.849,304.081,1405.917
11.181,1.027,-1.625,5.354,304.579,1406.847
11.232,1.027,-1.934,5.801,304.322,1406.882
11.281,1.019,-1.861,5.604,303.984,1408.542
11.331,1.017,-1.856,5.472,304.691,1408.269
11.381,1.019,-1.859,4.957,304.115,1408.196
11.431,1.019,-1.747,0.443,304.484,1406.884
11.481,1.022,-1.735,6.352,305.035,1408.056
11.531,1.021,-1.865,5.476,304.133,1408.228
11.582,1.021,-1.940,5.436,304.596,1406.981
11.631,1.019,-1.872,5.614,304.541,1408.546
11.681,1.036,-1.796,5.725,304.019,1407.586
11.731,1.036,-1.646,5.771,304.980,1407.455
11.781,1.041,-1.772,5.614,304.055,1407.715
11.831,1.041,-1.764,5.676,304.709,1408.062
11.882,1.045,-1.946,5.929,304.001,1406.582
11.931,1.044,-1.777,5.650,304.757,1408.454
11.981,1.043,-1.806,4.464,304.925,1407.909
12.031,1.044,-1.776,5.551,304.375,1407.046
12.081,1.030,-1.887,2.353,304.741,1407.357
12.132,1.029,-1.819,5.811,304.544,1407.606
12.181,1.027,-1.719,5.282,304.968,1407.280
12.231,1.028,-1.895,5.758,305.038,1408.944
12.282,1.039,12.902,3.860,303.911,1408.149
12.331,1.038,12.902,5.220,304.569,1407.295
12.381,1.040,12.902,1.096,303.956,1406.936
12.431,1.040,12.902,9.567,304.412,1406.022
12.481,1.046,12.902,7.823,304.592,1407.555
12.531,1.046,12.902,4.543,304.577,1407.591
12.582,1.039,12.902,3.673,304.444,1407.818
12.632,1.039,12.902,6.648,304.299,1406.724
12.682,1.058,12.902,3.542,303.921,1406.503
12.731,1.059,12.902,3.975,304.555,1406.760
12.782,1.052,12.902,5.827,304.135,1406.819
12.831,1.052,-1.934,5.706,304.334,1408.773
12.882,1.039,-1.833,5.571,304.764,1408.712
12.931,1.040,-1.742,5.755,304.195,1407.223
12.981,1.042,12.902,11.963,304.345,1406.722
13.031,1.040,12.902,5.646,304.538,1407.003
13.081,1.041,12.902,1.083,303.830,1407.438
13.132,1.043,12.902,4.336,304.401,1407.605
13.181,1.041,12.902,3.578,304.490,1406.639
13.232,1.041,12.902,13.618,304.598,1407.025
13.281,1.043,12.902,3.526,304.836,1406.448
13.332,1.042,12.902,4.425,304.006,1406.650
13.381,1.050,12.902,4.757,304.743,1407.313
13.431,1.050,12.902,5.620,304.379,1408.098
13.481,1.052,12.902,5.663,304.164,1407.905
13.531,1.053,-1.854,6.034,304.139,1408.141
13.581,1.061,-1.777,5.003,304.092,1407.710
13.631,1.064,-1.897,8.299,304.860,1407.179
13.681,1.063,-1.692,5.298,304.639,1408.984
13.731,1.062,-1.877,5.075,304.963,1407.442
13.781,1.052,-1.871,5.827,304.988,1408.635
13.832,1.051,-1.695,5.873,304.181,1407.674
13.881,1.055,-1.727,4.684,304.536,1407.636
13.932,1.055,-1.855,5.492,304.147,1406.835
13.981,1.046,-1.702,5.781,304.262,1408.886
14.032,1.048,-1.832,1.973,304.933,1408.801
14.082,1.055,-1.867,5.449,304.102,1408.604
14.132,1.053,-1.794,5.532,304.807,1408.199
14.181,1.074,-1.927,13.887,304.101,1407.861
14.231,1.074,12.902,8.969,304.076,1407.130
14.281,1.064,12.902,0.131,304.512,1407.226
14.331,1.064,12.902,3.903,304.263,1407.866
14.381,1.048,12.902,9.071,304.171,1407.447
14.432,1.050,12.902,6.346,304.476,1406.899
14.481,1.046,12.902,3.204,303.619,1406.638
14.531,1.046,12.902,4.126,304.689,1406.472
14.581,1.045,12.902,1.437,303.617,1406.265
14.631,1.046,12.902,3.972,304.184,1408.123
14.682,1.042,12.902,5.561,304.379,1407.879
14.731,1.043,-1.809,10.824,304.204,1407.690
14.781,1.050,-1.902,5.587,304.770,1406.990
14.832,1.050,-1.894,6.122,304.275,1408.013
14.882,1.055,-1.958,6.126,304.367,1407.550
14.932,1.054,-1.857,5.660,304.687,1407.502
14.982,1.060,-1.948,14.413,304.220,1408.148
15.031,1.060,-1.844,5.495,304.640,1407.529
15.081,1.076,-1.847,5.492,304.713,1406.703
15.131,1.075,-1.865,5.899,304.116,1406.581
15.181,1.057,-1.766,5.932,304.506,1407.006
15.231,1.054,12.902,10.249,304.045,1407.559
15.281,1.048,12.902,13.519,304.674,1407.846
15.331,1.047,12.902,4.396,304.748,1406.663
15.381,1.051,12.902,18.848,303.761,1406.417
15.431,1.049,12.902,0.324,304.477,1406.209
15.481,1.052,12.902,4.570,304.065,1406.726
15.531,1.054,12.902,5.036,304.412,1408.012
15.581,1.037,12.902,5.210,304.320,1407.994
15.631,1.039,12.902,3.683,303.877,1407.380
15.682,1.032,12.902,6.132,304.564,1406.873
15.731,1.032,12.902,5.568,304.120,1406.146
15.782,1.052,-1.787,5.394,304.870,1407.398
15.831,1.055,-1.906,5.239,304.878,1408.118
15.882,1.039,-1.854,6.277,304.783,1407.835
16.009,1.029,-1.970,6.513,304.348,1407.376
16.171,1.021,-1.812,5.745,304.370,1408.756
16.330,1.027,-1.858,15.969,304.901,1407.344
16.488,1.021,-1.879,5.469,304.767,1407.785
16.645,1.016,12.902,4.192,304.493,1407.157
16.724,1.011,12.902,6.178,303.995,1405.888
16.738,1.014,12.902,12.777,304.684,1407.527
16.781,1.026,12.902,8.545,303.848,1407.552
16.832,1.028,12.902,6.576,304.576,1407.462
16.882,1.037,12.902,4.061,303.911,1406.714
16.931,1.033,12.902,6.093,304.345,1406.032
16.981,1.038,12.902,5.295,304.473,1405.920
17.031,1.036,12.902,3.742,303.898,1407.735
17.081,1.044,12.902,5.597,304.928,1408.712
17.131,1.046,-1.782,4.898,304.096,1408.477
17.181,1.030,-1.817,5.272,304.086,1407.848
17.232,1.030,-1.766,5.742,304.750,1407.617
17.282,1.025,-1.835,6.385,304.563,1407.449
17.332,1.025,-1.923,5.669,304.569,1407.820
17.381,1.023,-1.847,6.356,304.858,1408.339
17.431,1.024,-1.797,5.577,304.019,1408.031
17.481,1.038,-1.852,5.065,304.995,1407.453
17.531,1.036,-1.894,10.729,304.311,1406.942
17.581,1.035,-1.904,5.758,304.462,1407.205
17.631,1.035,-1.835,5.564,304.868,1407.703
17.681,1.031,-1.885,5.581,304.222,1408.611
17.731,1.033,-1.813,5.472,304.745,1408.427
17.782,1.040,-1.817,5.630,304.348,1408.421
17.831,1.042,-1.854,17.440,304.142,1406.880
17.882,1.058,-1.917,5.469,305.027,1407.367
17.942,1.052,-1.836,5.837,304.830,1406.933
18.027,1.053,-1.863,5.532,304.644,1407.663
18.110,1.046,-1.858,5.121,304.402,1407.547
18.196,1.044,12.902,4.218,304.732,1407.779
18.283,1.045,12.902,2.898,304.086,1407.096
18.364,1.056,12.902,6.779,304.494,1407.135
18.381,1.058,12.902,5.676,304.732,1407.098
18.431,1.059,12.902,5.827,304.284,1406.785
18.482,1.051,12.902,3.791,304.353,1406.167
18.532,1.052,12.902,4.005,304.454,1406.840
18.581,1.052,12.902,8.447,304.197,1406.952
18.631,1.054,12.902,6.044,304.386,1407.156
18.682,1.053,-1.768,5.686,304.193,1408.238
18.732,1.053,-1.927,9.173,304.792,1408.193
18.781,1.040,-1.689,5.820,305.142,1407.574
18.831,1.041,-1.831,5.673,304.140,1408.186
18.881,1.042,-1.773,5.797,304.607,1408.685
18.931,1.041,-1.812,7.971,304.335,1408.829
18.981,1.046,-1.848,5.857,304.298,1408.243
19.031,1.048,-1.871,5.371,304.731,1407.447
19.081,1.060,-1.773,6.198,303.924,1407.172
19.131,1.061,-1.901,5.696,304.760,1407.128
19.182,1.050,-1.801,5.712,304.427,1408.277
19.232,1.053,-1.782,5.417,304.305,1408.622
19.281,1.045,-1.785,2.695,304.998,1407.630
19.331,1.044,-1.792,5.653,304.381,1407.120
19.381,1.064,-1.714,5.430,304.683,1407.757
19.431,1.064,-1.813,5.561,304.710,1407.704
19.481,1.049,-1.824,5.666,304.049,1408.229
19.531,1.051,-1.825,5.932,304.835,1408.546
19.581,1.039,-1.842,5.555,304.305,1407.958
19.632,1.041,-1.762,5.673,304.572,1407.511
19.681,1.044,-1.799,7.186,304.618,1407.006
19.731,1.042,-1.773,6.001,304.088,1407.155
19.782,1.040,-1.851,5.722,305.044,1407.981
19.831,1.042,-1.881,5.495,304.945,1408.577
19.881,1.046,-1.827,5.692,304.213,1407.637
19.931,1.046,-1.888,5.348,305.018,1406.702
19.982,1.063,-1.832,5.390,304.098,1407.100
20.032,1.064,-1.917,5.548,304.858,1407.190
20.081,1.064,-1.709,5.948,304.183,1407.231
20.132,1.059,-1.837,5.748,304.503,1408.790
20.182,1.058,-1.830,5.630,304.676,1409.125
20.231,1.060,-1.809,6.855,304.309,1406.902
20.281,1.065,-1.857,5.312,304.974,1408.035
20.331,1.059,-1.835,5.151,304.112,1407.320
20.382,1.057,-1.852,5.758,304.917,1406.774
20.432,1.052,-1.792,4.619,304.826,1409.197
20.481,1.051,-1.923,5.994,304.225,1409.242
20.531,1.065,-1.847,4.872,304.790,1408.346
20.581,1.065,-1.818,6.277,304.404,1407.639
20.631,1.056,-1.869,5.794,304.181,1407.088
20.681,1.058,-1.671,10.223,304.708,1408.514
20.732,1.061,-1.864,5.837,304.216,1408.406
20.781,1.059,-1.773,2.153,304.770,1408.613
20.831,1.071,-1.801,5.646,304.953,1407.963
20.881,1.069,-1.851,5.584,303.849,1407.315
20.932,1.049,-1.795,4.195,305.064,1407.282
20.981,1.050,-1.703,16.284,304.405,1407.816
21.031,1.055,-1.788,8.608,304.477,1408.470
21.081,1.055,-1.751,5.604,304.902,1408.595
21.131,1.060,-1.748,5.814,304.078,1407.851
21.181,1.059,-1.843,3.949,304.899,1407.821
21.232,1.047,-1.822,6.365,304.418,1407.168
21.282,1.046,-1.809,4.376,304.771,1407.572
21.332,1.059,-1.795,5.955,304.707,1408.315
21.381,1.060,12.902,4.287,303.875,1408.966
21.431,1.043,12.902,13.368,304.676,1408.052
21.481,1.040,12.902,3.381,304.463,1406.900
21.531,1.053,12.902,1.799,303.938,1406.553
21.582,1.053,12.902,4.517,304.648,1406.794
21.631,1.050,12.902,7.843,304.179,1407.912
21.681,1.052,12.902,3.693,304.457,1407.787
21.732,1.060,12.902,8.598,304.263,1408.057
21.781,1.058,12.902,7.321,303.993,1407.331
21.833,1.047,12.902,10.184,304.665,1406.745
21.881,1.046,12.902,5.354,304.450,1407.639
21.932,1.054,-1.742,5.545,304.184,1408.622
21.981,1.052,-1.637,4.993,304.953,1408.632
22.032,1.058,-1.751,5.446,304.124,1408.455
22.082,1.061,-1.834,6.054,304.881,1408.223
22.131,1.057,-1.849,1.766,304.480,1407.645
22.181,1.057,-1.812,5.650,304.190,1408.176
22.232,1.049,12.902,14.416,304.534,1408.499
22.281,1.053,12.902,3.959,303.755,1407.753
22.331,1.053,12.902,0.032,304.639,1407.713
22.382,1.052,12.902,4.126,304.354,1406.489
22.431,1.059,12.902,8.811,304.240,1406.327
22.481,1.061,12.902,-0.132,304.555,1406.478
22.531,1.043,12.902,4.990,304.085,1407.688
22.582,1.045,12.902,8.417,304.340,1407.848
22.632,1.049,12.902,2.271,304.356,1407.973
22.681,1.050,12.902,10.407,303.923,1406.042
22.731,1.048,12.902,0.249,304.977,1407.563
22.781,1.047,-1.776,9.842,304.536,1407.827
22.831,1.047,-1.852,6.937,304.941,1408.113
22.882,1.046,-1.818,5.538,304.681,1408.740
22.932,1.055,-1.762,5.085,304.918,1408.526
22.982,1.054,-1.799,5.643,304.783,1408.369
23.031,1.067,-1.781,5.361,304.704,1406.980
23.081,1.067,-1.795,6.848,304.447,1407.483
23.132,1.045,-1.735,5.558,304.878,1407.973
23.181,1.046,-1.744,5.545,304.023,1408.505
23.231,1.049,-1.811,16.159,304.870,1408.385
23.281,1.047,-1.954,4.543,304.709,1406.951
23.331,1.057,-1.915,5.190,304.170,1406.854
23.381,1.056,-1.755,3.782,304.548,1407.315
23.432,1.052,-1.819,5.906,304.278,1407.247
23.481,1.050,-1.766,4.698,305.130,1408.778
23.532,1.063,-1.832,6.008,304.230,1409.116
23.581,1.064,-1.839,5.584,304.379,1408.401
23.631,1.068,-1.905,5.351,305.005,1407.360
23.681,1.066,-1.751,5.518,304.525,1407.164
23.731,1.061,-1.864,5.354,304.774,1407.970
23.782,1.060,-1.847,5.184,303.885,1407.005
23.831,1.049,-1.749,5.403,304.122,1408.445
23.881,1.049,-1.856,5.669,304.639,1408.925
23.931,1.047,-1.908,5.325,304.518,1407.027
23.982,1.048,-1.717,5.545,305.002,1407.573
24.031,1.054,-1.886,5.860,304.630,1407.989
24.081,1.053,-1.856,5.029,304.388,1408.337
24.132,1.066,-1.846,5.515,304.959,1408.799
24.181,1.068,-1.755,5.857,304.463,1407.528
24.231,1.043,-1.737,5.758,304.304,1407.032
24.282,1.043,-1.753,5.630,304.077,1407.717
24.331,1.044,-1.793,5.640,303.976,1407.587
24.381,1.045,-1.755,5.088,304.787,1407.725
24.431,1.049,-1.933,7.117,304.678,1408.375
24.481,1.049,-1.764,5.259,304.230,1408.130
24.531,1.042,-1.748,5.374,304.891,1407.207
24.582,1.041,-1.810,17.581,303.825,1406.910
24.631,1.055,-1.752,5.857,304.546,1407.905
24.682,1.056,-1.794,5.236,304.592,1408.001
24.731,1.061,-1.847,7.367,304.238,1408.279
24.781,1.061,-1.868,5.932,304.744,1407.431
24.831,1.045,-1.777,5.696,304.131,1408.533
24.881,1.045,-1.914,5.558,304.309,1407.089
24.931,1.046,-1.711,5.660,304.898,1407.726
24.981,1.046,-1.900,5.958,304.251,1408.413
25.031,1.048,-1.920,5.903,304.661,1408.185
25.081,1.047,-1.928,5.574,304.475,1407.492
25.131,1.044,-1.761,5.338,304.278,1407.408
25.181,1.044,-1.875,5.118,304.886,1406.936
25.231,1.048,-1.874,5.397,304.124,1407.564
25.281,1.046,-1.986,5.003,304.331,1408.397
25.332,1.041,-1.761,9.409,304.105,1408.087
25.381,1.041,-1.954,5.975,304.029,1407.223
25.431,1.043,-1.789,5.229,304.897,1406.909
25.481,1.044,-1.915,3.210,304.329,1406.899
25.531,1.053,-1.770,5.686,304.860,1407.008
25.581,1.052,-2.024,6.402,304.576,1408.201
25.632,1.050,-1.764,7.045,304.613,1408.270
25.681,1.051,-1.887,5.065,304.872,1407.952
25.731,1.037,-1.786,5.574,304.218,1407.541
25.781,1.037,-1.934,6.247,304.164,1406.837
25.831,1.041,-1.837,9.251,304.672,1407.214
25.881,1.043,-1.909,5.279,304.225,1408.481
25.932,1.040,-1.751,5.860,304.443,1407.847
25.981,1.040,-1.933,5.499,303.931,1408.827
26.031,1.042,-1.968,6.198,304.021,1406.828
26.081,1.042,-1.777,5.623,304.324,1408.250
26.131,1.044,12.902,1.437,303.817,1407.922
26.182,1.045,12.902,2.938,304.746,1406.757
26.233,1.059,12.902,0.446,304.095,1406.554
26.281,1.059,12.902,17.515,303.870,1406.719
26.331,1.044,12.902,3.713,304.557,1406.637
26.381,1.045,12.902,3.867,303.875,1405.680
26.431,1.055,12.902,7.301,304.699,1406.278
26.481,1.054,12.902,9.169,303.881,1406.090
26.532,1.069,12.902,0.764,304.236,1407.146
26.581,1.067,12.902,7.354,304.655,1407.214
26.631,1.060,12.902,6.119,304.067,1406.252
26.682,1.060,-1.772,3.778,304.891,1408.644
26.731,1.059,-1.826,5.968,304.783,1407.347
26.781,1.059,-1.939,5.420,303.924,1407.835
26.831,1.076,-1.661,5.873,304.733,1407.947
26.881,1.074,-1.734,5.151,304.059,1408.386
26.932,1.053,-1.853,5.712,304.636,1407.662
26.981,1.053,-1.946,5.407,305.041,1406.800
27.032,1.059,-1.790,5.144,304.511,1407.299
27.082,1.057,-1.891,10.762,304.814,1407.434
27.132,1.051,-1.874,-0.506,304.244,1408.095
27.181,1.051,12.902,2.314,304.588,1407.801
27.231,1.043,12.902,4.881,304.700,1406.519
27.282,1.040,12.902,4.586,304.223,1407.532
27.331,1.060,12.902,7.915,304.505,1406.388
27.382,1.061,12.902,10.729,304.135,1406.426
27.431,1.066,12.902,10.578,304.482,1406.541
27.482,1.066,12.902,6.244,304.625,1407.412
27.531,1.047,12.902,7.508,304.142,1406.410
27.582,1.049,12.902,5.417,304.564,1405.907
