time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.023,-0.127,-0.076,-3.036,-4.319
0.018,-0.028,-0.127,-0.076,-3.030,-3.790
0.064,0.003,-0.127,-0.079,-2.801,-3.320
0.115,0.024,-0.127,-0.077,-4.118,-3.212
0.164,0.006,-0.127,-0.078,-3.055,-4.427
0.214,-0.008,-0.128,-0.082,-3.126,-3.539
0.264,0.025,-0.127,-0.077,-3.471,-3.296
0.314,-0.002,-0.127,-0.079,-2.879,-3.003
0.364,-0.039,-0.127,-0.092,-3.342,-3.170
0.415,0.024,-0.128,-0.083,-3.011,-3.483
0.465,0.008,-0.127,-0.082,-3.068,-4.495
0.514,-0.014,-0.127,-0.086,-3.957,-3.519
0.565,0.034,-0.127,-0.080,-2.870,-3.347
0.614,0.001,-0.127,-0.082,-3.415,-3.150
0.665,0.001,-0.126,-0.081,-3.343,-3.179
0.714,-0.004,-0.127,-0.082,-3.157,-4.171
0.764,0.014,-0.127,-0.084,-4.227,-4.145
0.815,0.021,-0.127,-0.081,-3.084,-3.783
0.864,-0.005,-0.127,-0.082,-3.546,-3.052
0.914,0.000,-0.127,-0.082,-3.184,-2.935
0.964,0.002,-0.127,-0.078,-3.052,-3.101
1.014,-0.029,-0.128,-0.087,-3.828,-3.648
1.064,0.021,-0.128,-0.088,-3.671,-4.088
1.114,0.012,-0.127,-0.088,-3.098,-2.933
1.164,-0.008,-0.127,-0.085,-3.598,-3.199
1.214,-0.009,-0.127,-0.087,-3.041,-2.903
1.264,0.017,-0.127,-0.085,-4.072,-3.241
1.314,-0.006,-0.127,-0.085,-3.069,-3.993
1.364,0.021,-0.127,-0.083,-3.001,-4.187
1.414,-0.010,-0.127,-0.088,-4.090,-3.323
1.465,0.022,-0.127,-0.084,-2.905,-3.168
1.514,-0.000,-0.127,-0.082,-3.561,-3.091
1.564,-0.009,-0.128,-0.082,-3.358,-3.373
1.614,0.006,-0.127,-0.080,-3.033,-4.360
1.664,0.007,-0.127,-0.083,-4.190,-4.492
1.714,0.013,-0.127,-0.087,-2.810,-3.851
