time(sec),pressure-1(bar),pressure-2(bar),pressure-3(bar),flow_rate_1(LPM),flow_rate_2(LPM)
2.003,1.140,-1.823,6.063,304.767,1407.031
2.053,1.151,-1.853,6.142,303.986,1407.231
2.103,1.152,-1.875,6.677,304.489,1408.283
2.153,1.157,-2.003,5.857,304.609,1408.952
2.204,1.157,-1.784,6.126,304.415,1408.675
2.253,1.154,-1.771,5.909,304.845,1408.479
2.303,1.153,-1.965,6.329,304.209,1407.814
2.353,1.166,-1.804,6.290,304.796,1407.743
2.403,1.166,-1.788,6.576,304.588,1407.817
2.453,1.162,-1.758,5.952,304.275,1408.405
2.503,1.161,-1.904,10.597,304.898,1408.364
2.553,1.164,-1.781,6.736,304.370,1408.405
2.603,1.162,-1.760,5.939,304.741,1407.364
2.654,1.167,-1.907,6.319,304.430,1407.208
2.703,1.166,-1.850,6.142,304.223,1407.655
2.753,1.171,-1.925,5.906,304.908,1408.285
2.804,1.173,-1.916,7.124,304.039,1408.746
2.853,1.170,-1.818,5.824,304.544,1408.278
2.903,1.172,-1.882,6.618,304.720,1407.201
2.953,1.178,-1.910,6.585,304.297,1407.626
3.003,1.179,-1.819,6.415,304.688,1407.450
3.053,1.178,-1.825,6.976,304.350,1408.562
3.103,1.179,-1.754,6.690,304.076,1409.069
3.154,1.183,-1.854,6.480,304.300,1408.316
3.203,1.182,-1.836,6.211,304.203,1408.184
3.254,1.191,-1.894,6.740,304.823,1406.955
3.303,1.191,-1.866,6.290,304.447,1408.016
3.353,1.188,-1.874,6.464,304.409,1408.042
3.403,1.187,-1.998,6.333,304.665,1408.524
3.453,1.194,-1.862,5.630,304.401,1408.676
3.503,1.190,-1.991,12.853,304.055,1407.130
3.553,1.196,-1.938,14.938,304.944,1407.674
3.603,1.195,-1.930,6.451,303.983,1408.190
3.653,1.209,-1.809,7.114,304.606,1408.726
3.704,1.211,-1.820,9.173,304.253,1408.781
3.754,1.204,-1.903,6.152,304.760,1409.216
3.803,1.207,-2.034,5.509,304.565,1407.538
3.853,1.209,-1.884,6.746,304.364,1407.750
3.903,1.210,-1.902,6.690,304.767,1407.176
3.953,1.208,-1.865,6.221,304.561,1408.517
4.003,1.208,-1.974,6.149,304.634,1408.400
4.053,1.217,-1.786,6.546,304.908,1408.808
4.103,1.215,-1.894,5.975,303.999,1407.528
4.153,1.216,-1.800,4.645,304.995,1407.548
4.204,1.217,-1.887,6.684,304.427,1406.718
4.253,1.222,-1.823,6.881,304.370,1408.526
4.304,1.221,-1.827,7.196,304.823,1408.347
4.353,1.223,-1.817,6.897,304.086,1408.928
4.404,1.224,-1.896,6.067,304.809,1408.215
4.453,1.241,-1.822,6.641,304.884,1407.211
4.503,1.238,-1.869,6.602,304.252,1406.948
4.553,1.238,-1.893,12.354,305.008,1408.008
4.603,1.238,12.902,1.103,303.866,1407.746
4.653,1.263,12.902,5.627,304.486,1407.967
4.703,1.264,12.902,5.092,304.646,1406.567
4.753,1.232,12.902,3.381,304.493,1406.998
4.803,1.231,12.902,8.194,304.656,1406.185
4.854,1.243,12.902,5.551,303.929,1406.516
4.903,1.244,12.902,5.187,304.125,1407.597
4.953,1.239,12.902,6.474,303.954,1407.161
5.003,1.239,12.902,5.538,303.960,1407.131
5.053,1.248,12.902,14.649,304.514,1406.591
5.103,1.248,12.902,6.254,304.538,1407.025
5.153,1.254,-1.823,6.457,304.071,1408.356
5.203,1.246,-1.770,4.845,304.566,1407.906
5.253,1.233,-1.859,5.538,304.011,1408.838
5.303,1.236,-1.917,6.618,304.886,1408.320
5.354,1.244,-1.907,6.674,304.338,1407.487
5.404,1.246,-1.904,6.536,304.480,1406.854
5.453,1.255,12.902,17.476,304.565,1408.409
5.503,1.236,12.902,4.235,304.190,1406.364
5.553,1.235,12.902,11.724,303.976,1407.927
5.603,1.232,12.902,3.887,304.279,1407.207
5.653,1.230,12.902,3.709,303.819,1407.007
5.703,1.237,12.902,7.193,304.399,1406.369
5.753,1.237,12.902,0.439,304.279,1407.497
5.803,1.238,12.902,14.045,304.230,1407.271
5.853,1.238,12.902,5.515,304.557,1407.731
5.903,1.248,12.902,5.374,303.947,1406.537
5.953,1.255,12.902,16.927,304.440,1406.616
6.003,1.240,-1.855,7.078,304.460,1407.192
6.053,1.232,12.902,2.376,304.121,1407.568
6.103,1.244,12.902,5.341,304.632,1406.933
6.153,1.246,12.902,1.257,303.973,1408.126
6.203,1.254,12.902,4.924,304.447,1407.104
6.253,1.256,12.902,8.348,304.347,1406.553
6.303,1.240,12.902,8.431,304.785,1406.325
6.354,1.240,12.902,11.888,304.691,1406.767
6.403,1.238,12.902,3.043,304.258,1407.326
6.453,1.236,12.902,4.212,304.552,1408.215
6.503,1.238,12.902,3.670,303.695,1407.465
6.553,1.236,12.902,6.569,304.112,1407.221
6.604,1.234,-1.803,6.503,304.684,1407.792
6.653,1.236,-1.824,13.221,304.568,1407.899
6.703,1.237,-1.948,7.278,304.782,1407.516
6.753,1.235,-1.905,6.464,304.557,1408.749
6.803,1.238,-1.880,6.526,304.168,1408.287
6.853,1.240,-1.851,6.356,304.860,1407.119
6.904,1.239,-1.939,6.346,304.247,1407.076
6.954,1.239,-1.819,5.394,304.935,1407.493
7.003,1.236,-1.956,6.645,305.061,1408.185
7.053,1.236,-1.816,6.507,304.577,1408.805
7.103,1.249,12.902,5.866,304.591,1407.916
7.154,1.249,12.902,7.544,304.245,1407.216
7.204,1.257,12.902,5.958,304.379,1406.095
7.254,1.258,12.902,9.123,304.649,1406.578
7.303,1.261,12.902,7.235,303.875,1407.153
7.354,1.260,12.902,3.315,304.647,1408.204
7.403,1.250,12.902,6.585,304.386,1407.037
7.454,1.248,12.902,8.591,304.308,1407.934
7.503,1.263,12.902,16.290,304.443,1406.221
7.553,1.263,12.902,6.359,304.108,1406.949
7.604,1.239,-1.817,1.319,304.438,1407.703
7.654,1.241,-1.983,6.983,304.406,1408.690
7.704,1.253,-1.801,-0.631,304.553,1408.880
7.753,1.250,-1.827,6.766,304.883,1407.583
7.803,1.240,-1.994,7.058,304.206,1407.051
7.854,1.242,-1.917,6.300,304.676,1407.393
7.903,1.242,-1.797,6.303,304.884,1408.601
7.953,1.242,-1.794,6.388,304.676,1407.970
8.003,1.245,-1.977,7.065,305.070,1408.486
8.053,1.244,12.902,9.540,304.193,1408.060
8.104,1.245,12.902,6.956,304.581,1406.409
8.153,1.245,12.902,9.849,304.745,1406.898
8.204,1.240,12.902,12.104,304.252,1406.565
8.253,1.238,12.902,6.681,304.729,1408.276
8.303,1.241,12.902,6.546,304.551,1407.357
8.354,1.243,12.902,7.390,304.053,1407.418
8.403,1.243,12.902,5.466,304.793,1405.927
8.453,1.246,12.902,7.794,304.032,1406.660
8.503,1.246,12.902,14.304,304.610,1406.772
8.553,1.248,12.902,6.973,304.443,1408.752
8.603,1.249,-1.992,6.444,304.194,1408.352
8.653,1.250,-1.892,6.477,304.928,1408.679
8.703,1.244,-1.841,6.700,304.031,1407.185
8.754,1.243,12.902,2.481,304.733,1407.444
8.803,1.249,12.902,10.272,304.541,1406.784
8.854,1.248,12.902,9.465,303.928,1406.993
8.903,1.251,12.902,7.048,304.670,1407.633
8.953,1.252,12.902,5.013,304.366,1407.418
9.003,1.260,12.902,9.192,304.548,1406.853
9.053,1.259,12.902,4.514,304.073,1406.771
9.103,1.256,12.902,5.571,303.792,1406.722
9.153,1.257,12.902,10.847,304.656,1407.183
9.203,1.256,12.902,4.609,304.179,1407.948
9.253,1.258,12.902,6.073,304.345,1407.588
9.304,1.251,-1.793,12.971,304.925,1408.092
9.353,1.250,-1.866,7.446,304.218,1407.364
9.403,1.250,-1.824,6.576,304.630,1407.596
9.453,1.251,-1.953,6.720,304.606,1408.370
9.503,1.256,-1.812,6.615,303.935,1408.538
9.553,1.255,-1.966,8.079,304.852,1408.193
9.603,1.260,-1.858,6.280,304.398,1407.457
9.653,1.262,-2.016,5.998,305.000,1407.192
9.703,1.252,12.902,13.973,304.145,1407.141
9.753,1.250,12.902,5.065,304.007,1407.686
9.804,1.253,12.902,4.343,304.654,1407.989
9.854,1.251,12.902,4.832,303.892,1407.562
9.903,1.257,12.902,6.996,304.236,1407.201
9.953,1.258,12.902,7.107,304.763,1406.441
10.003,1.271,12.902,6.648,304.199,1406.507
10.053,1.271,12.902,5.098,304.788,1406.784
10.103,1.265,12.902,2.186,304.294,1407.830
10.154,1.265,12.902,3.778,304.467,1408.019
10.203,1.265,-1.677,6.855,304.819,1407.968
10.253,1.263,-1.949,6.822,304.303,1407.141
10.303,1.242,-1.871,6.198,304.622,1407.358
10.353,1.242,-1.808,6.093,304.698,1408.574
10.404,1.247,12.902,9.242,304.437,1408.467
10.453,1.246,12.902,7.892,304.270,1407.761
10.503,1.255,12.902,6.874,304.087,1406.703
10.553,1.255,12.902,5.614,304.183,1406.156
10.603,1.260,12.902,5.184,304.460,1406.475
10.653,1.260,12.902,6.014,303.914,1407.068
10.703,1.266,12.902,5.256,304.858,1408.065
10.753,1.270,12.902,5.397,304.037,1407.457
10.803,1.251,12.902,5.502,304.256,1406.654
10.853,1.252,12.902,4.970,304.351,1407.026
10.904,1.253,12.902,-0.188,304.639,1407.982
10.954,1.255,-1.754,6.224,304.542,1407.307
11.003,1.258,-1.888,5.525,304.798,1408.888
11.053,1.261,-1.896,6.664,304.917,1408.647
11.104,1.247,-1.834,8.949,304.088,1408.520
11.154,1.248,-1.840,17.646,304.266,1408.360
11.203,1.249,-1.726,6.668,304.748,1407.529
11.253,1.251,-1.802,7.167,304.457,1407.827
11.303,1.269,-1.727,6.858,304.467,1408.331
11.354,1.268,-1.875,9.120,304.846,1408.848
11.403,1.273,12.902,5.036,303.856,1407.912
11.454,1.271,12.902,4.044,304.650,1407.183
11.503,1.242,12.902,7.278,304.192,1406.011
11.554,1.242,12.902,4.973,304.342,1406.610
11.603,1.244,12.902,0.098,304.646,1407.273
11.654,1.245,12.902,4.553,304.203,1407.707
11.703,1.248,12.902,3.066,304.429,1406.750
11.753,1.246,12.902,8.887,304.510,1406.245
11.803,1.263,12.902,6.254,304.002,1406.154
11.853,1.260,12.902,7.590,304.428,1406.100
11.903,1.252,-1.831,7.078,304.396,1407.341
11.953,1.252,-1.849,6.736,304.366,1408.767
12.003,1.249,-1.801,6.753,304.246,1408.870
12.054,1.248,-1.891,9.104,304.467,1408.364
12.103,1.246,-1.811,6.395,304.712,1407.837
12.153,1.246,-1.841,6.589,304.384,1407.683
12.203,1.249,-1.886,9.153,304.436,1408.295
12.254,1.249,-1.903,6.697,304.580,1408.580
12.303,1.249,-1.904,6.040,304.292,1408.757
12.354,1.248,-1.784,6.205,304.908,1407.889
12.403,1.243,12.902,8.647,304.346,1406.099
12.454,1.244,12.902,8.890,304.142,1406.321
12.503,1.250,12.902,3.585,304.319,1406.404
12.554,1.252,12.902,8.102,304.210,1406.188
12.603,1.254,12.902,9.189,304.450,1407.192
12.654,1.256,12.902,8.434,304.364,1406.807
12.703,1.248,12.902,8.700,304.226,1406.453
12.753,1.248,12.902,8.043,304.697,1406.652
12.803,1.241,12.902,5.341,304.350,1407.458
12.854,1.240,12.902,8.404,304.028,1407.973
12.904,1.263,-1.852,6.185,304.078,1408.600
12.954,1.261,-1.854,6.421,304.206,1408.010
13.003,1.265,-1.775,6.681,304.905,1407.179
13.054,1.265,-1.937,7.554,303.986,1407.105
13.104,1.256,-1.844,6.214,304.890,1407.640
13.153,1.257,-1.821,6.566,304.651,1408.230
13.203,1.260,-1.750,6.750,304.238,1408.624
13.253,1.261,-2.048,6.349,304.754,1408.162
13.304,1.252,-1.841,6.933,303.940,1408.008
13.354,1.253,12.902,6.205,304.347,1406.585
13.404,1.242,12.902,8.339,304.437,1406.839
13.454,1.242,12.902,7.705,304.624,1406.467
13.503,1.248,12.902,5.679,304.638,1407.726
13.553,1.247,12.902,4.143,304.601,1406.623
13.604,1.246,12.902,4.609,304.069,1406.648
13.654,1.245,12.902,6.520,303.869,1407.708
13.703,1.255,12.902,3.473,304.231,1407.299
13.753,1.254,12.902,13.598,304.308,1407.277
13.804,1.247,12.902,11.300,304.152,1408.300
13.853,1.250,-1.722,4.753,304.295,1407.997
13.904,1.254,-1.800,6.789,304.831,1407.609
13.954,1.253,-1.990,6.753,304.179,1407.104
14.003,1.262,-1.733,6.674,304.308,1408.417
14.053,1.263,-1.902,6.779,304.788,1408.269
14.104,1.270,-1.958,6.556,304.285,1408.986
14.154,1.270,-1.825,6.753,305.019,1408.633
14.203,1.267,-1.821,6.608,304.006,1408.266
14.254,1.267,-1.902,6.707,304.643,1407.094
14.304,1.255,-1.783,4.264,304.901,1407.913
14.353,1.255,-1.969,6.684,303.866,1408.293
14.403,1.248,-1.789,5.512,304.641,1409.208
14.453,1.247,-2.003,5.896,304.344,1408.036
14.503,1.251,-1.781,5.476,304.288,1407.620
14.553,1.251,-1.922,6.789,304.649,1407.210
14.603,1.248,-1.820,6.576,304.208,1407.916
14.653,1.249,-1.781,6.162,304.575,1407.921
14.703,1.262,-1.776,8.454,304.692,1408.952
14.753,1.261,-1.774,1.424,304.499,1408.972
14.803,1.272,-1.807,5.118,304.652,1407.786
14.853,1.273,-1.912,5.348,304.123,1407.172
14.903,1.258,12.902,5.282,304.308,1408.292
14.953,1.256,12.902,3.440,304.279,1406.982
15.003,1.251,12.902,4.359,303.859,1407.766
15.053,1.250,12.902,8.693,304.168,1406.640
15.103,1.254,12.902,8.995,304.067,1407.010
15.153,1.258,12.902,5.906,304.210,1405.974
15.203,1.269,12.902,5.784,304.408,1406.210
15.253,1.266,12.902,14.386,303.721,1407.047
15.303,1.260,12.902,14.193,304.466,1406.993
15.353,1.262,12.902,5.380,304.142,1407.516
15.403,1.268,12.902,6.382,303.974,1406.803
15.453,1.268,-1.806,8.174,304.139,1408.114
15.503,1.264,-1.815,6.254,304.229,1407.606
15.553,1.261,-1.916,6.700,304.792,1407.958
15.603,1.247,-1.730,6.490,304.657,1408.874
15.653,1.247,-1.913,-0.411,304.158,1408.796
15.703,1.250,-1.993,9.136,304.660,1407.866
15.753,1.250,-1.900,6.894,304.273,1407.440
15.803,1.248,-1.864,6.556,304.663,1407.202
15.853,1.246,-1.883,6.602,304.291,1408.043
15.903,1.245,-1.733,6.260,304.565,1407.472
15.953,1.247,-1.718,-1.232,304.565,1408.544
16.003,1.244,-1.780,6.228,304.638,1407.591
16.053,1.243,-1.777,7.140,303.976,1407.130
16.103,1.247,-1.821,6.260,304.797,1407.810
16.153,1.247,-1.823,6.970,304.227,1407.859
16.203,1.240,-1.768,0.626,304.663,1408.993
16.253,1.241,-1.756,6.786,304.612,1408.568
16.303,1.244,12.902,9.205,303.934,1408.053
16.353,1.243,12.902,5.000,304.506,1406.199
16.404,1.243,12.902,16.172,303.633,1406.487
16.453,1.244,12.902,5.814,304.465,1407.606
16.504,1.249,12.902,6.819,303.612,1407.031
16.553,1.250,12.902,6.950,304.032,1407.547
16.603,1.241,12.902,3.621,303.855,1407.932
16.653,1.241,12.902,3.588,304.210,1406.448
16.703,1.252,12.902,7.771,304.298,1406.270
16.754,1.252,12.902,4.159,303.718,1406.331
16.803,1.256,12.902,5.341,304.229,1408.799
16.853,1.258,-1.704,3.565,304.801,1408.540
16.903,1.265,-1.921,8.033,304.170,1407.555
16.953,1.260,-2.017,7.377,304.907,1407.987
17.003,1.256,12.902,8.614,303.940,1408.629
17.053,1.255,12.902,5.486,304.000,1407.313
17.103,1.244,12.902,10.877,304.745,1406.888
17.153,1.243,12.902,2.232,304.058,1407.906
17.203,1.245,12.902,4.379,304.178,1407.605
17.253,1.248,12.902,7.061,304.558,1406.474
17.303,1.251,12.902,6.247,303.674,1406.386
17.354,1.249,12.902,6.132,304.182,1406.349
17.403,1.250,12.902,5.384,304.391,1407.652
17.453,1.247,12.902,5.377,303.928,1407.895
17.503,1.241,12.902,6.684,304.844,1408.863
17.553,1.243,-1.841,6.497,304.349,1407.396
17.603,1.248,-1.878,6.766,304.776,1406.848
17.653,1.260,-1.849,2.708,304.674,1407.377
17.703,1.266,-1.825,6.776,304.213,1408.177
17.753,1.276,-1.802,6.861,305.048,1408.790
17.803,1.278,-1.789,7.209,304.023,1408.615
17.853,1.252,-1.744,6.244,304.702,1407.732
17.903,1.253,-1.693,5.627,304.499,1407.510
17.953,1.249,-1.831,7.025,304.151,1407.348
18.003,1.249,-1.821,5.692,304.703,1408.796
18.053,1.246,-1.822,6.543,303.905,1408.241
18.103,1.248,12.902,10.492,304.054,1407.819
18.153,1.240,12.902,11.477,304.319,1407.395
18.203,1.243,12.902,5.266,303.784,1406.344
18.253,1.252,12.902,5.880,304.554,1406.521
18.304,1.249,12.902,5.666,304.076,1405.573
18.353,1.273,12.902,5.830,303.741,1408.075
18.404,1.273,12.902,0.951,303.851,1406.647
18.454,1.274,12.902,5.916,304.480,1408.377
18.503,1.276,12.902,13.047,304.415,1406.739
18.553,1.255,12.902,4.162,304.094,1406.246
18.603,1.254,-1.947,-0.733,304.756,1406.957
18.654,1.260,-1.907,6.549,304.075,1407.242
18.703,1.260,-1.844,6.543,304.216,1409.017
18.753,1.256,12.902,5.820,304.503,1407.551
18.803,1.256,12.902,7.032,303.923,1406.461
18.853,1.266,12.902,4.681,303.960,1406.055
18.903,1.265,12.902,5.275,304.038,1405.909
18.953,1.264,12.902,6.562,304.021,1407.769
19.003,1.263,12.902,6.530,304.612,1406.815
19.053,1.243,12.902,16.139,304.215,1407.007
19.104,1.244,12.902,12.692,303.880,1406.262
19.153,1.245,12.902,5.338,304.583,1406.001
19.203,1.244,12.902,6.402,304.087,1405.805
19.253,1.246,12.902,5.981,304.148,1407.589
19.304,1.245,-1.681,5.029,304.271,1408.009
19.353,1.251,-1.895,6.707,304.557,1409.151
19.403,1.253,-1.792,6.562,304.673,1407.132
19.453,1.251,-1.902,7.462,304.427,1407.489
19.504,1.252,-1.872,3.581,304.285,1407.042
19.553,1.248,-1.919,6.933,304.139,1407.627
19.603,1.250,-1.822,15.874,304.150,1408.654
19.653,1.249,-1.863,6.658,304.415,1408.435
19.704,1.246,-1.804,6.779,304.109,1408.829
19.753,1.242,-1.850,15.568,304.331,1407.019
19.803,1.245,-1.923,6.658,304.772,1407.673
19.853,1.245,-1.816,6.874,304.142,1408.643
19.904,1.247,-1.879,7.419,304.814,1408.654
19.953,1.245,12.902,7.032,304.339,1407.360
20.003,1.245,12.902,5.371,303.740,1406.236
20.054,1.246,12.902,5.023,303.663,1407.542
20.104,1.244,12.902,8.601,303.928,1405.825
20.153,1.252,12.902,4.826,304.957,1407.268
20.203,1.254,12.902,10.138,304.386,1407.520
20.254,1.260,12.902,5.009,304.145,1408.308
20.303,1.259,12.902,5.722,304.464,1406.306
20.353,1.261,12.902,5.637,304.346,1406.561
20.404,1.258,12.902,4.826,304.172,1405.950
20.453,1.279,-1.816,6.628,304.744,1408.987
20.503,1.278,-1.903,6.835,304.035,1408.363
20.553,1.270,-1.868,6.526,304.828,1408.253
20.603,1.270,12.902,6.300,303.999,1407.336
20.654,1.251,12.902,6.809,304.509,1407.508
20.703,1.252,12.902,5.794,304.913,1406.352
20.753,1.245,12.902,6.369,303.858,1407.949
20.804,1.248,12.902,5.380,304.678,1407.558
20.853,1.248,12.902,4.645,304.205,1407.959
20.903,1.249,12.902,7.265,303.829,1406.266
20.953,1.253,12.902,5.584,304.654,1406.631
21.003,1.253,12.902,12.055,303.839,1406.192
21.053,1.259,12.902,3.581,304.187,1408.219
21.103,1.258,-1.811,7.902,304.110,1408.234
21.153,1.267,-1.814,6.448,304.082,1408.561
21.203,1.266,-1.780,6.809,304.869,1407.863
21.253,1.253,12.902,0.666,304.006,1407.881
21.304,1.250,12.902,10.243,304.194,1406.294
21.353,1.273,12.902,5.394,303.878,1406.823
21.403,1.272,12.902,15.503,303.551,1407.370
21.453,1.260,12.902,5.233,304.365,1407.493
21.503,1.260,12.902,11.047,304.495,1406.157
21.553,1.252,12.902,5.443,304.092,1406.337
21.603,1.252,12.902,7.255,304.592,1406.140
21.654,1.255,12.902,5.541,303.906,1406.694
21.704,1.253,12.902,6.306,304.345,1407.547
21.753,1.258,12.902,6.963,304.145,1408.325
21.803,1.262,-1.739,6.779,304.279,1407.821
21.853,1.261,-1.848,6.773,305.089,1407.078
21.903,1.264,12.902,6.326,303.862,1406.845
21.953,1.252,12.902,5.055,304.430,1406.575
22.003,1.253,12.902,5.926,304.655,1407.459
22.053,1.248,12.902,9.764,303.962,1407.944
22.103,1.247,12.902,6.638,304.447,1406.489
22.154,1.245,12.902,3.223,304.063,1407.886
22.204,1.243,12.902,11.149,304.164,1406.368
22.253,1.250,12.902,6.648,304.460,1406.931
22.304,1.250,12.902,15.526,303.839,1407.947
22.354,1.246,12.902,6.159,304.756,1407.570
22.404,1.248,12.902,6.819,304.568,1408.072
22.454,1.261,-1.862,6.664,304.877,1407.702
22.503,1.259,-1.880,6.628,304.042,1407.769
22.554,1.267,12.902,4.330,304.086,1406.413
22.604,1.268,12.902,5.532,304.654,1407.903
22.653,1.258,12.902,0.860,304.289,1407.907
22.703,1.257,12.902,4.655,304.767,1407.606
22.753,1.246,12.902,6.293,304.743,1406.381
22.803,1.243,12.902,16.937,304.070,1406.612
22.853,1.246,12.902,7.078,304.587,1406.359
22.903,1.247,12.902,5.229,303.960,1405.953
22.953,1.239,12.902,12.157,303.865,1407.716
23.003,1.240,12.902,3.542,304.551,1407.448
23.053,1.249,-1.821,4.967,303.836,1407.443
23.104,1.250,-1.860,6.477,304.826,1407.307
23.154,1.242,-2.003,6.779,304.059,1407.425
23.204,1.246,-1.883,6.973,304.652,1407.050
23.253,1.248,-1.819,5.807,304.781,1408.616
23.303,1.248,-1.848,5.988,304.141,1408.372
23.353,1.244,-1.761,6.677,304.951,1408.489
23.403,1.243,12.902,6.444,304.099,1406.185
23.453,1.260,12.902,4.941,303.855,1406.469
23.503,1.263,12.902,5.407,304.366,1407.842
23.553,1.274,12.902,3.519,303.779,1407.247
23.603,1.272,12.902,5.535,304.164,1407.681
23.654,1.275,12.902,5.259,304.190,1407.589
23.703,1.275,12.902,4.392,303.751,1405.899
23.753,1.240,12.902,7.561,304.455,1406.417
23.803,1.239,12.902,7.324,303.999,1406.607
23.854,1.243,12.902,5.318,304.291,1407.771
23.904,1.241,-1.916,5.765,304.209,1408.327
23.953,1.252,-1.884,6.717,304.127,1408.108
24.003,1.253,-1.773,-0.332,304.117,1407.301
24.053,1.254,12.902,7.314,304.708,1406.966
24.103,1.254,12.902,9.816,304.460,1406.265
24.153,1.250,12.902,6.930,304.028,1406.321
24.203,1.253,12.902,1.828,303.826,1407.663
24.253,1.250,12.902,5.623,304.327,1406.962
24.303,1.248,12.902,5.459,303.976,1407.748
24.353,1.246,12.902,6.090,304.500,1405.920
24.404,1.249,12.902,3.755,304.225,1406.838
24.453,1.279,12.902,5.085,303.781,1406.804
24.503,1.279,12.902,3.250,304.487,1408.067
24.553,1.255,-1.851,1.569,304.599,1408.223
24.603,1.258,-1.985,7.058,304.633,1408.850
24.653,1.254,-2.052,5.574,304.694,1407.143
24.704,1.256,12.902,2.928,304.012,1407.228
24.754,1.249,12.902,5.502,303.960,1407.423
24.803,1.248,12.902,7.006,304.719,1407.117
24.854,1.250,12.902,5.364,303.875,1407.504
24.904,1.246,12.902,8.355,304.545,1408.213
24.953,1.250,12.902,11.760,304.377,1406.612
25.003,1.250,12.902,4.169,303.787,1406.695
25.054,1.244,12.902,4.799,304.404,1406.631
25.103,1.247,12.902,2.659,303.941,1408.087
25.154,1.249,12.902,5.085,304.320,1407.289
25.203,1.250,12.902,6.947,304.247,1408.048
25.254,1.246,-1.879,4.396,304.137,1407.226
25.304,1.246,-1.820,6.694,304.862,1407.494
25.354,1.254,-1.907,7.370,304.231,1407.535
25.403,1.252,12.902,0.656,304.678,1408.068
25.453,1.248,12.902,5.998,304.533,1406.656
25.503,1.246,12.902,7.692,303.983,1406.186
25.553,1.245,12.902,5.029,304.545,1406.778
25.603,1.247,12.902,10.663,304.095,1406.787
25.653,1.248,12.902,9.760,304.368,1406.340
25.703,1.247,12.902,6.467,304.578,1408.109
25.754,1.254,12.902,10.460,303.906,1407.395
25.804,1.255,12.902,9.635,304.739,1407.506
25.853,1.248,12.902,4.849,304.222,1406.218
25.904,1.247,12.902,6.924,304.573,1407.652
25.953,1.246,-1.898,6.221,304.292,1407.071
26.004,1.248,-1.833,6.920,303.928,1408.955
26.053,1.254,-1.783,7.659,304.462,1407.795
26.103,1.254,12.902,7.291,304.482,1406.645
26.153,1.259,12.902,9.934,304.421,1406.331
26.203,1.259,12.902,5.683,304.535,1406.854
26.253,1.269,12.902,7.836,304.032,1406.947
26.303,1.270,12.902,7.754,304.344,1408.439
26.353,1.277,12.902,5.827,304.836,1406.367
26.403,1.277,12.902,8.224,303.578,1406.392
26.454,1.262,12.902,10.574,304.622,1405.716
26.504,1.264,12.902,3.851,304.047,1407.051
26.553,1.272,12.902,8.614,304.086,1407.050
26.604,1.269,-1.817,7.091,304.420,1408.492
26.653,1.252,-1.814,6.868,304.068,1408.236
26.704,1.252,-1.848,6.773,304.898,1408.092
26.754,1.249,12.902,2.872,304.200,1407.020
26.803,1.248,12.902,6.773,304.012,1406.856
26.853,1.240,12.902,4.425,304.493,1406.509
26.903,1.240,12.902,6.008,304.045,1408.385
26.953,1.252,12.902,5.640,304.672,1407.860
27.003,1.253,12.902,5.111,303.656,1407.707
27.054,1.243,12.902,4.773,304.133,1406.503
27.103,1.242,12.902,6.960,304.453,1406.241
27.153,1.250,12.902,5.551,303.879,1407.116
