time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.094,-0.123,-0.083,-3.684,25.493
0.047,-0.073,-0.125,-0.094,-3.937,26.933
0.097,-0.087,-0.124,-0.087,-2.975,26.788
0.146,-0.026,-0.124,-0.093,-2.876,25.734
0.197,-0.054,-0.123,-0.087,-3.973,25.415
0.246,-0.051,-0.124,-0.087,-3.017,26.444
0.296,0.055,-0.124,-0.088,-3.315,26.817
0.346,-0.116,-0.124,-0.086,-3.139,27.130
0.396,-0.086,-0.123,-0.094,-2.971,26.858
0.447,-0.057,-0.124,-0.089,-4.026,26.512
0.497,-0.003,-0.124,-0.091,-3.167,26.015
0.546,-0.031,-0.124,-0.091,-2.877,27.161
0.597,0.054,-0.125,-0.091,-3.578,27.144
0.646,-0.088,-0.124,-0.093,-3.177,27.350
0.696,-0.132,-0.124,-0.091,-3.699,26.769
0.746,-0.146,-0.124,-0.089,-4.090,25.944
0.796,-0.007,-0.124,-0.089,-3.083,25.702
0.846,-0.034,-0.124,-0.095,-3.978,26.922
0.896,0.008,-0.124,-0.092,-3.196,27.367
0.946,-0.007,-0.124,-0.089,-3.853,27.199
0.997,0.046,-0.124,-0.090,-3.018,27.112
1.047,0.028,-0.123,-0.086,-3.747,27.136
1.096,-0.093,-0.123,-0.089,-3.892,25.738
1.146,-0.049,-0.124,-0.085,-3.081,26.881
1.197,0.016,-0.124,-0.090,-3.467,27.083
1.246,-0.121,-0.123,-0.089,-4.207,27.094
1.296,-0.058,-0.124,-0.088,-3.179,26.770
1.347,0.032,-0.124,-0.090,-3.977,26.524
1.397,-0.032,-0.124,-0.086,-3.140,25.705
1.446,-0.081,-0.124,-0.089,-3.485,26.221
1.496,0.046,-0.124,-0.088,-3.515,26.625
1.547,0.022,-0.124,-0.096,-3.003,26.980
1.596,-0.044,-0.124,-0.088,-4.145,26.679
1.647,-0.039,-0.124,-0.094,-3.333,26.194
1.696,-0.036,-0.124,-0.086,-3.206,25.236
1.746,0.012,-0.124,-0.092,-3.786,25.923
1.797,0.011,-0.124,-0.088,-3.302,25.971
1.846,-0.085,-0.124,-0.092,-3.715,26.535
1.896,-0.168,-0.124,-0.089,-4.071,26.210
1.947,-0.076,-0.124,-0.086,-3.412,26.043
1.996,-0.011,-0.124,-0.089,-4.096,24.877
2.046,-0.062,-0.124,-0.094,-2.846,25.572
2.097,0.001,-0.124,-0.090,-3.918,26.065
2.147,-0.122,-0.124,-0.095,-3.945,26.657
2.196,-0.086,-0.124,-0.095,-2.905,26.276
2.246,-0.029,-0.124,-0.089,-4.148,25.378
2.297,-0.057,-0.124,-0.092,-2.809,25.183
2.346,-0.133,-0.124,-0.094,-3.120,25.740
2.396,0.007,-0.124,-0.092,-3.635,25.779
2.446,0.038,-0.124,-0.090,-2.961,25.914
2.496,-0.032,-0.124,-0.091,-4.203,25.581
2.546,-0.111,-0.123,-0.087,-3.037,24.756
2.597,0.148,-0.124,-0.090,-3.125,24.433
2.647,-0.152,-0.123,-0.087,-3.240,24.484
2.696,0.027,-0.124,-0.087,-2.942,25.532
2.747,-0.116,-0.123,-0.087,-3.914,25.668
2.796,-0.126,-0.124,-0.091,-3.787,25.446
2.846,0.013,-0.124,-0.089,-3.403,25.119
2.896,0.021,-0.124,-0.090,-3.696,24.123
2.947,-0.012,-0.124,-0.089,-3.124,24.150
2.996,-0.001,-0.124,-0.088,-4.023,25.190
3.046,-0.157,-0.123,-0.093,-3.475,25.617
3.096,-0.144,-0.123,-0.091,-3.026,25.173
3.147,-0.101,-0.124,-0.090,-3.553,25.195
3.196,-0.037,-0.124,-0.094,-2.801,23.920
3.246,-0.167,-0.124,-0.096,-3.111,25.071
3.296,-0.141,-0.124,-0.093,-3.664,25.443
3.347,0.072,-0.123,-0.091,-2.990,25.526
3.396,-0.079,-0.124,-0.096,-4.127,25.216
3.446,-0.028,-0.124,-0.095,-3.319,24.203
3.496,-0.121,-0.124,-0.095,-3.297,24.138
3.546,-0.040,-0.124,-0.090,-4.030,25.136
3.597,0.039,-0.125,-0.090,-3.000,25.180
3.646,-0.087,-0.124,-0.090,-3.241,25.536
