time(sec),pressure-1(bar),pressure-2(bar),pressure-3(bar),flow_rate_1(LPM),flow_rate_2(LPM)
0.000,-0.092,-1.714,0.160,64.652,0.169
0.032,-0.092,-2.065,-0.549,64.594,0.782
0.082,-0.093,12.902,-1.166,64.218,-0.013
0.132,-0.093,12.902,-2.046,64.981,0.521
0.183,-0.093,12.902,-1.114,64.349,0.583
0.232,-0.092,12.902,4.563,64.833,1.079
0.283,-0.090,12.902,-0.618,64.784,1.249
0.332,-0.090,12.902,3.115,64.770,0.072
0.382,-0.092,12.902,-3.307,65.070,0.658
0.433,-0.094,12.902,-1.189,64.803,0.821
0.482,-0.094,12.902,-1.091,64.712,0.411
0.532,-0.091,12.902,-1.399,65.038,1.164
0.583,-0.095,12.902,4.192,65.191,0.856
0.633,-0.095,-1.762,-0.125,65.356,0.586
0.683,-0.095,-1.728,0.482,65.051,0.494
0.733,-0.091,-1.769,-0.270,64.963,0.032
0.783,-0.092,-1.774,-0.201,65.429,0.654
0.832,-0.093,-1.678,-0.093,65.146,1.164
0.883,-0.093,-1.665,0.045,65.561,1.046
0.932,-0.095,-1.837,0.219,65.233,0.120
0.982,-0.093,-1.691,-1.294,64.979,-0.000
1.032,-0.096,-1.725,5.138,65.508,0.550
1.082,-0.094,-1.738,-0.109,65.110,0.928
1.132,-0.093,-1.609,0.403,65.290,0.913
1.183,-0.093,-1.685,-1.554,65.188,0.461
1.233,-0.090,-1.699,0.209,65.042,0.843
1.282,-0.093,-1.595,0.242,65.759,-0.236
1.332,-0.092,-1.675,-0.214,65.351,0.335
1.382,-0.092,-1.628,-4.636,65.661,0.775
1.433,-0.087,12.902,-0.969,65.671,0.406
1.482,-0.092,12.902,-1.100,65.390,0.742
1.533,-0.094,12.902,-0.024,66.067,0.244
1.582,-0.093,12.902,4.556,65.436,0.389
1.632,-0.094,12.902,-1.452,65.447,0.711
1.683,-0.093,12.902,-1.176,65.987,0.668
1.732,-0.094,12.902,-2.913,65.454,0.899
1.782,-0.092,12.902,-0.184,65.812,0.763
1.833,-0.092,12.902,-1.156,65.473,0.878
1.882,-0.091,12.902,1.772,65.282,0.453
1.932,-0.089,12.902,-0.047,66.334,0.914
1.982,-0.091,-1.658,0.052,65.300,0.808
2.032,-0.093,-1.548,0.177,65.746,1.018
2.082,-0.093,-1.908,-0.923,65.385,0.726
2.132,-0.092,-1.529,-0.244,65.468,0.459
2.182,-0.091,-1.472,0.062,65.935,0.677
2.232,-0.092,-1.490,0.200,65.309,0.606
2.283,-0.090,-1.557,0.259,65.777,0.868
2.332,-0.094,-1.497,0.058,65.855,1.265
2.382,-0.094,-1.565,0.078,65.470,1.051
2.433,-0.094,-1.540,-0.158,66.020,0.530
2.483,-0.094,-1.454,0.127,65.604,0.537
2.532,-0.092,-1.532,-0.230,66.106,0.536
2.583,-0.092,-1.528,0.262,66.265,1.356
2.633,-0.094,-1.490,0.108,65.830,0.883
2.682,-0.093,-1.520,0.154,66.294,1.205
2.732,-0.093,-1.574,0.203,66.224,0.293
2.782,-0.092,-1.551,-0.290,65.781,0.656
2.833,-0.092,-1.548,0.262,66.303,0.463
2.882,-0.092,-1.549,0.200,65.717,1.241
2.932,-0.093,-1.607,0.035,65.849,0.850
2.982,-0.092,-1.644,-4.160,66.145,0.845
3.033,-0.090,-1.669,6.283,65.766,0.811
3.082,-0.089,-1.625,1.382,66.117,0.689
3.132,-0.090,-1.628,2.393,65.468,0.708
3.182,-0.092,-1.673,-0.401,65.446,1.453
3.233,-0.092,-1.600,0.055,65.778,1.240
3.282,-0.091,-1.666,0.029,65.445,0.641
3.332,-0.091,-1.698,3.722,65.960,0.774
3.382,-0.091,-1.684,-6.810,65.359,0.541
3.432,-0.091,-1.606,0.183,65.410,0.778
3.482,-0.092,-1.723,-0.897,65.553,1.194
3.533,-0.093,-1.521,0.324,65.319,1.074
3.582,-0.092,-1.726,-0.165,65.706,0.493
3.632,-0.093,-1.847,-0.024,65.502,0.356
3.683,-0.095,-1.744,7.094,65.196,0.377
3.733,-0.092,-1.696,0.275,65.571,1.093
3.782,-0.090,-1.932,0.167,65.113,0.884
3.832,-0.096,-1.846,-4.170,65.461,0.553
3.882,-0.093,-1.679,0.049,64.852,0.667
3.932,-0.090,-1.874,0.032,64.770,0.664
3.982,-0.093,-1.760,-0.007,65.660,0.299
4.032,-0.092,-1.875,9.590,65.130,0.939
4.083,-0.092,-1.775,0.111,65.581,1.160
4.132,-0.095,-1.787,-0.286,65.525,0.660
4.182,-0.095,-1.643,0.656,65.312,0.998
4.232,-0.092,-1.886,0.124,65.350,-0.025
4.282,-0.092,-1.830,0.088,65.049,0.583
4.333,-0.096,-1.929,0.095,65.149,1.147
4.383,-0.094,-1.942,10.256,64.995,0.700
4.433,-0.093,12.902,-0.401,65.041,0.302
4.482,-0.091,12.902,8.401,64.664,0.916
4.532,-0.095,12.902,-1.347,64.649,0.829
4.583,-0.098,12.902,-1.071,64.865,0.332
4.632,-0.085,12.902,-1.150,64.997,1.873
4.682,-0.089,12.902,1.713,64.323,1.652
4.732,-0.096,12.902,-1.320,64.789,1.382
4.782,-0.094,12.902,-0.651,64.555,1.409
4.832,-0.091,12.902,-2.204,64.434,0.914
4.883,-0.091,12.902,0.209,64.690,1.202
4.933,-0.091,12.902,-0.106,63.932,1.647
4.983,-0.093,-1.931,0.403,64.718,1.321
5.032,-0.094,-1.607,-0.024,64.324,1.379
5.082,-0.093,-1.551,-0.030,64.351,0.689
5.132,-0.095,-1.780,0.144,64.836,0.441
5.182,-0.093,-1.653,0.098,64.175,0.467
5.233,-0.094,-1.816,0.144,64.784,1.037
5.282,-0.092,-1.774,0.006,64.964,1.286
5.332,-0.096,-1.546,-0.083,64.471,1.476
5.382,-0.097,-1.638,0.272,65.064,0.678
5.432,-0.094,-1.776,0.262,64.607,0.524
5.483,-0.093,-1.738,0.423,65.031,0.614
5.532,-0.089,-1.888,0.410,64.700,0.867
5.582,-0.090,-1.866,-1.751,64.703,1.641
