time(sec),pressure-1(bar),pressure-2(bar),pressure-3(bar),flow_rate_1(LPM),flow_rate_2(LPM)
0.000,1.544,12.902,6.704,304.781,1406.942
0.044,1.549,12.902,5.745,304.415,1407.573
0.094,1.550,12.902,7.377,304.417,1406.921
0.144,1.529,12.902,7.928,304.029,1406.534
0.195,1.531,12.902,8.828,304.251,1406.771
0.244,1.546,12.902,10.837,303.679,1406.292
0.294,1.549,12.902,7.147,304.667,1407.369
0.345,1.557,12.902,13.405,303.841,1407.266
0.394,1.558,12.902,7.180,304.068,1407.436
0.444,1.569,12.902,7.278,304.623,1406.987
0.494,1.570,12.902,8.486,304.035,1407.416
0.544,1.585,-1.865,8.293,304.854,1406.823
0.594,1.586,-1.729,8.270,304.713,1407.882
0.644,1.604,-1.657,8.079,304.516,1407.879
0.694,1.605,-1.669,8.276,304.870,1408.223
0.745,1.609,-1.800,8.805,304.250,1407.880
0.795,1.609,-1.559,7.863,304.564,1407.176
0.844,1.631,12.902,5.200,304.506,1406.622
0.894,1.631,12.902,7.603,303.738,1407.676
0.944,1.646,12.902,7.961,304.723,1408.074
0.994,1.653,12.902,7.419,304.106,1407.954
1.044,1.681,12.902,15.447,304.070,1407.297
1.095,1.678,12.902,3.795,304.665,1406.791
1.145,1.671,12.902,11.290,303.906,1406.818
1.194,1.670,12.902,17.144,304.668,1406.859
1.244,1.672,12.902,7.232,303.950,1407.556
1.294,1.709,12.902,7.547,304.804,1407.882
1.344,1.707,-1.809,9.721,304.806,1408.598
1.394,1.697,12.902,6.851,304.108,1407.192
1.444,1.696,12.902,8.995,304.658,1406.686
1.495,1.704,12.902,11.881,303.963,1407.192
1.545,1.702,12.902,7.764,304.142,1407.825
1.595,1.722,12.902,7.058,304.361,1408.776
1.644,1.722,12.902,8.079,303.944,1407.526
1.695,1.734,12.902,12.574,304.470,1407.232
1.744,1.735,12.902,10.020,304.628,1406.800
1.795,1.750,12.902,8.680,304.314,1406.730
1.845,1.750,12.902,8.211,304.640,1407.548
1.894,1.762,12.902,9.419,304.247,1408.911
1.945,1.762,-1.348,9.901,304.440,1408.483
1.995,1.769,12.902,7.797,304.187,1408.571
2.044,1.770,12.902,8.690,303.863,1407.094
2.094,1.782,12.902,8.109,304.532,1406.814
2.145,1.784,12.902,8.319,304.151,1407.703
2.195,1.791,12.902,12.997,304.497,1407.612
2.244,1.791,12.902,8.585,304.756,1407.746
2.294,1.806,12.902,7.912,303.957,1407.172
2.344,1.809,12.902,24.216,304.757,1406.733
2.394,1.809,12.902,6.474,304.041,1407.086
2.444,1.809,12.902,8.365,304.213,1407.559
2.495,1.817,-1.317,9.681,304.056,1407.685
2.544,1.818,-1.770,10.210,304.088,1408.650
2.594,1.825,-1.901,9.544,305.067,1408.421
2.644,1.829,-1.363,10.102,304.627,1407.202
2.694,1.856,-1.360,16.704,304.289,1407.646
2.744,1.856,-1.819,2.636,304.946,1408.885
2.794,1.857,-1.724,9.396,304.145,1409.100
2.844,1.855,-1.813,8.818,304.430,1408.365
2.895,1.840,-1.582,17.551,304.161,1408.878
2.944,1.840,-1.310,9.862,304.151,1407.563
2.995,1.851,12.902,10.817,304.943,1407.418
3.045,1.850,12.902,19.866,303.989,1407.644
3.094,1.872,12.902,8.788,304.249,1408.504
3.145,1.873,12.902,5.646,304.694,1408.035
3.194,1.864,12.902,9.685,304.017,1407.760
3.244,1.863,12.902,17.942,304.375,1406.976
3.294,1.862,12.902,8.736,304.207,1406.983
3.344,1.862,12.902,9.202,304.403,1407.940
3.395,1.872,12.902,10.328,303.957,1407.033
3.444,1.873,12.902,8.670,304.336,1408.133
3.494,1.876,-1.847,7.853,304.803,1408.606
3.544,1.877,-1.843,15.296,304.622,1407.430
3.594,1.900,-1.775,9.481,304.069,1407.706
3.644,1.901,-1.919,10.164,304.256,1407.166
3.694,1.883,-1.633,9.819,304.454,1407.233
3.744,1.880,-1.707,9.429,304.474,1408.760
3.795,1.888,-1.411,9.675,304.326,1408.225
3.845,1.885,-1.547,9.573,304.282,1407.487
3.895,1.902,-1.793,10.217,304.786,1407.698
3.945,1.903,-1.553,9.721,304.133,1408.193
3.995,1.878,-1.455,9.918,304.714,1407.354
4.044,1.880,-1.389,9.829,304.462,1409.061
4.094,1.902,-1.761,10.479,304.230,1407.874
4.145,1.899,-1.490,10.791,304.832,1407.560
4.195,1.903,-1.240,10.289,304.163,1407.356
4.244,1.904,-1.590,9.885,304.114,1409.017
4.294,1.880,-1.459,8.000,304.688,1408.770
4.344,1.879,-1.643,9.951,304.032,1409.136
4.394,1.875,-1.543,9.635,304.528,1408.624
4.444,1.875,-1.659,9.872,303.977,1408.501
4.495,1.883,-1.586,15.250,304.636,1407.957
4.544,1.883,-1.888,9.737,304.224,1407.188
4.595,1.895,-1.618,9.465,303.921,1408.068
4.644,1.895,-1.921,9.911,304.638,1408.351
4.695,1.896,-1.896,11.402,304.182,1408.744
4.744,1.897,-1.741,10.230,304.082,1407.528
4.794,1.887,-1.658,10.614,304.871,1407.411
4.844,1.890,-1.260,10.817,303.980,1407.667
4.894,1.901,-1.211,9.616,304.750,1408.516
4.944,1.900,-1.861,9.721,304.564,1408.988
4.994,1.885,-1.373,10.394,304.223,1408.619
5.044,1.886,-1.721,9.984,304.824,1407.538
5.094,1.888,-1.507,9.905,304.265,1408.175
5.144,1.887,-1.262,9.695,304.450,1407.606
5.194,1.916,-1.873,21.586,304.836,1409.048
5.244,1.914,-1.413,9.872,304.192,1408.570
5.294,1.888,-1.260,10.033,305.110,1408.724
5.344,1.889,-1.310,9.737,304.230,1407.972
5.394,1.885,-1.275,10.003,304.562,1407.335
5.444,1.885,-1.702,9.632,304.852,1408.005
5.494,1.885,-1.837,11.947,304.212,1408.897
5.544,1.884,-1.269,10.332,304.817,1408.814
5.595,1.898,-1.543,9.793,304.403,1408.537
