time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
9.756,12.902,-0.099,-0.115,-3.265,-4.025
9.806,12.902,-0.099,-0.113,-3.024,-3.727
9.856,12.902,-0.101,-0.113,-4.634,-2.937
9.906,12.902,-0.099,-0.115,-3.266,-2.944
9.956,12.902,-0.096,-0.102,-3.662,-3.327
10.007,12.902,-0.099,-0.121,-2.981,-3.105
10.056,12.902,-0.097,-0.132,-3.568,-4.890
10.107,-1.925,-0.096,-0.130,-4.383,-4.595
10.157,-1.969,-0.101,-0.115,-3.312,-3.478
10.207,-1.865,-0.102,-0.117,-3.502,-3.236
10.256,-2.036,-0.101,-0.109,-3.855,-4.070
10.306,-2.041,-0.100,-0.114,-2.805,-4.003
10.356,-2.112,-0.098,-0.116,-3.575,-4.823
10.406,-2.059,-0.098,-0.114,-3.437,-3.810
10.457,-1.702,-0.103,-0.117,-3.301,-2.946
10.506,-1.874,-0.105,-0.123,-3.945,-3.314
10.556,-2.065,-0.108,-0.109,-3.325,-3.773
10.606,-1.937,-0.109,-0.113,-3.511,-4.095
10.657,-1.883,-0.116,-0.118,-3.173,-4.211
10.706,-1.805,-0.115,-0.116,-3.326,-4.369
10.757,-1.908,-0.116,-0.113,-4.353,-3.469
10.807,-1.888,-0.115,-0.105,-3.601,-3.073
10.856,-1.856,-0.120,-0.114,-3.651,-3.584
10.906,-2.057,-0.121,-0.121,-3.880,-4.236
10.956,-1.964,-0.120,-0.116,-3.556,-4.796
11.006,-2.003,-0.117,-0.116,-4.185,-4.338
11.057,-1.812,-0.114,-0.102,-3.659,-3.561
11.106,-1.923,-0.115,-0.109,-2.960,-4.073
11.156,-1.831,-0.107,-0.109,-4.562,-2.763
11.206,-1.947,-0.106,-0.101,-3.301,-5.124
11.256,-1.896,-0.103,-0.107,-3.629,-4.976
11.307,-1.698,-0.103,-0.099,-3.942,-4.869
11.356,-1.964,-0.100,-0.121,-3.351,-3.632
11.407,-2.023,-0.098,-0.115,-3.938,-3.055
11.456,-2.042,-0.098,-0.115,-3.605,-3.697
11.506,-2.064,-0.098,-0.122,-3.619,-4.190
11.556,-1.855,-0.097,-0.098,-3.861,-4.794
11.607,-1.925,-0.097,-0.110,-3.356,-3.910
11.656,-1.938,-0.092,-0.122,-3.970,-3.553
11.706,-1.910,-0.091,-0.112,-4.246,-3.442
11.756,-1.846,-0.093,-0.118,-3.825,-3.207
11.806,-1.940,-0.092,-0.117,-4.098,-4.464
11.856,-1.866,-0.089,-0.120,-3.216,-4.884
11.907,-1.925,-0.088,-0.123,-4.047,-3.468
11.956,-1.991,-0.085,-0.118,-3.250,-3.543
12.006,-1.844,-0.085,-0.120,-2.900,-3.550
12.056,-2.061,-0.082,-0.099,-4.250,-3.852
12.107,-1.947,-0.080,-0.106,-3.518,-3.374
12.156,-1.893,-0.080,-0.110,-3.375,-5.337
12.206,-1.814,-0.079,-0.108,-4.632,-3.642
12.257,-1.949,-0.077,-0.122,-2.927,-3.004
12.307,-1.961,-0.076,-0.109,-4.396,-2.855
12.357,-1.893,-0.075,-0.113,-3.505,-3.602
12.406,-1.971,-0.075,-0.111,-3.654,-4.584
12.456,-1.649,-0.075,-0.103,-4.785,-4.494
12.506,-1.863,-0.076,-0.107,-4.037,-3.222
12.556,-1.758,-0.072,-0.109,-4.256,-3.647
12.607,-1.964,-0.071,-0.114,-3.428,-3.214
12.657,-1.995,-0.073,-0.112,-3.097,-3.151
12.706,-1.936,-0.073,-0.114,-4.610,-4.741
12.756,-1.910,-0.074,-0.114,-2.736,-4.377
12.807,-1.900,-0.074,-0.110,-3.344,-3.926
12.856,-1.971,-0.074,-0.116,-2.903,-3.258
12.907,-1.871,-0.075,-0.122,-3.332,-3.790
12.957,-2.064,-0.075,-0.104,-4.143,-3.523
13.006,-1.835,-0.075,-0.113,-3.050,-5.161
13.057,-2.115,-0.073,-0.131,-4.170,-3.999
13.106,-2.089,-0.074,-0.125,-3.592,-3.622
13.156,-2.094,-0.075,-0.107,-3.788,-3.495
13.206,-2.027,-0.074,-0.109,-4.737,-3.215
13.256,-2.030,-0.075,-0.107,-3.903,-3.503
13.306,-1.913,-0.073,-0.105,-3.233,-4.688
13.356,-1.953,-0.073,-0.111,-3.178,-4.564
13.406,-2.040,-0.074,-0.107,-3.307,-3.689
13.456,-1.876,-0.073,-0.099,-4.524,-2.655
13.506,-2.097,-0.072,-0.093,-3.222,-3.357
13.556,-1.778,-0.072,-0.103,-3.697,-3.386
13.607,-1.875,-0.072,-0.101,-4.055,-3.509
13.656,-1.975,-0.072,-0.106,-3.229,-4.360
13.707,-2.129,-0.075,-0.107,-4.157,-3.969
13.756,-1.941,-0.069,-0.105,-3.261,-3.381
13.806,-1.979,-0.070,-0.109,-3.484,-3.166
13.856,-1.879,-0.065,-0.097,-4.079,-3.654
13.906,-1.887,-0.066,-0.095,-3.333,-3.536
13.956,-1.950,-0.047,-0.073,-3.616,-4.497
14.006,-1.774,-0.047,-0.043,-4.575,-4.627
14.056,-1.944,-0.014,-0.052,-3.439,-3.580
14.106,-1.901,-0.014,-0.051,-3.906,-3.327
14.156,-1.967,-0.010,-0.055,-3.327,-3.493
14.206,-1.905,-0.011,-0.056,-3.730,-4.040
14.256,-1.826,-0.016,-0.063,-3.476,-4.677
14.306,-1.960,-0.015,-0.067,-3.000,-3.874
14.356,-1.990,-0.016,-0.071,-4.301,-3.380
14.406,-1.924,-0.015,-0.060,-2.757,-2.819
14.456,-1.941,-0.013,-0.043,-2.708,-3.665
14.506,-1.836,-0.012,-0.027,-4.362,-4.412
14.557,-1.966,-0.012,-0.019,-3.494,-4.149
14.606,-2.036,-0.012,0.026,-3.900,-4.133
14.657,-1.891,-0.017,0.045,-4.058,-3.537
14.707,-2.068,-0.016,0.210,-3.315,-3.675
14.756,-1.953,-0.022,0.204,-3.882,-2.888
14.806,-1.878,-0.023,0.350,-2.952,-4.264
14.856,-1.935,-0.029,0.361,-3.651,-4.467
14.906,-2.077,-0.029,0.376,-1.214,-4.358
14.956,-2.032,-0.026,0.375,-0.287,-3.619
15.006,-1.931,-0.025,0.340,-0.448,-3.095
15.056,-2.136,-0.003,0.339,2.166,-2.974
15.107,-1.815,-0.004,0.319,0.842,-3.987
15.157,-1.976,0.004,0.313,2.391,-4.936
15.206,-1.876,0.002,0.346,2.892,-2.939
15.256,-2.045,0.008,0.352,2.063,-3.996
15.306,-1.885,0.009,0.389,3.444,-3.361
15.356,-1.825,0.020,0.386,3.072,-2.856
15.406,-1.906,0.020,0.401,3.645,-4.445
15.457,-1.999,0.026,0.408,4.275,-4.955
15.506,-1.962,0.026,0.410,3.594,-3.796
15.556,-1.906,0.026,0.412,4.914,-3.111
15.607,-2.026,0.026,0.444,4.307,-3.012
15.657,-2.050,0.029,0.443,5.266,-3.477
15.707,-1.815,0.032,0.498,5.875,-4.284
15.756,-1.875,0.036,0.498,4.192,-5.398
15.806,-1.936,0.036,0.515,4.665,-3.555
15.856,-2.050,0.042,0.513,5.786,-3.617
15.906,-2.075,0.041,0.532,5.320,-2.928
15.956,-2.035,0.048,0.524,6.689,-3.828
16.006,-1.886,0.048,0.547,6.361,-4.245
16.057,-1.956,0.052,0.544,7.229,-4.118
16.106,-1.883,0.052,0.564,7.469,-3.926
16.156,-1.950,0.058,0.569,6.438,-3.106
16.206,-1.917,0.058,0.606,7.880,-2.715
16.256,-1.973,0.063,0.603,6.923,-2.972
16.306,-1.658,0.066,0.623,6.719,-4.647
16.358,-1.887,0.067,0.619,8.081,-3.603
16.406,-1.968,0.067,0.617,7.808,-3.619
16.456,-2.071,0.072,0.623,9.121,-3.025
16.506,-2.124,0.072,0.649,8.987,-2.228
16.556,-2.010,0.076,0.665,9.675,-3.111
16.607,-1.915,0.076,0.668,9.782,-3.607
16.656,-1.756,0.082,0.673,9.704,-3.932
16.706,-1.912,0.082,0.689,10.519,-3.911
16.756,-1.841,0.086,0.690,9.665,-2.600
16.807,-1.991,0.086,0.704,9.786,-3.079
16.856,-1.913,0.089,0.707,10.555,-3.952
16.906,-1.854,0.090,0.733,10.089,-3.669
16.956,-1.762,0.097,0.736,11.307,-3.501
17.007,-2.016,0.097,0.759,11.521,-3.483
17.056,-1.892,0.104,0.762,12.165,-2.911
17.106,-2.070,0.104,0.774,12.576,-3.113
17.156,-2.033,0.107,0.777,12.430,-4.064
17.206,-1.922,0.108,0.779,11.810,-4.355
17.256,-2.070,0.111,0.783,12.285,-4.836
17.306,-1.850,0.112,0.803,11.922,-2.992
17.356,-1.982,0.113,0.800,13.394,-2.501
17.406,-1.813,0.113,0.835,13.963,-3.448
17.457,-2.088,0.121,0.837,13.501,-2.461
17.506,-2.070,0.124,0.851,14.528,-3.762
17.556,-1.980,0.125,0.850,14.335,-4.702
17.607,-2.133,0.129,0.875,15.609,-3.810
17.656,-2.000,0.129,0.880,14.509,-2.992
17.706,-1.901,0.133,0.908,14.298,-2.774
17.756,-2.109,0.135,0.902,15.913,-3.411
17.806,-1.876,0.140,0.940,15.695,-3.976
17.856,-1.892,0.139,0.936,17.079,-3.666
17.907,-1.991,0.145,0.944,16.606,-4.727
17.956,-1.876,0.145,0.940,17.409,-2.920
18.006,-1.793,0.154,0.970,17.960,-3.219
18.056,-1.903,0.151,0.965,17.653,-2.914
18.106,-1.776,0.155,0.993,18.356,-4.412
18.156,-1.915,0.156,0.981,18.746,-4.499
18.206,-1.884,0.158,1.010,18.015,-3.447
18.256,-1.866,0.158,1.013,19.339,-1.803
18.306,-1.953,0.162,1.031,18.394,-2.808
18.356,-1.943,0.163,1.041,19.839,-2.403
18.406,-2.005,0.168,1.042,21.510,-4.069
18.456,-2.200,0.168,1.040,20.618,-4.633
18.506,-1.805,0.180,1.080,22.619,-3.673
18.556,-1.951,0.181,1.076,22.602,-3.581
18.606,-1.985,0.181,1.086,22.219,-3.215
18.657,-2.088,0.182,1.088,22.931,-3.011
18.706,-1.931,0.182,1.124,22.553,-4.024
18.756,-1.805,0.182,1.129,23.348,-3.647
18.806,-2.010,0.188,1.143,23.148,-4.384
18.856,-1.839,0.188,1.141,23.553,-3.192
18.906,-2.011,0.198,1.156,25.192,-2.743
18.956,-1.877,0.199,1.149,25.390,-2.976
19.006,-1.899,0.204,1.180,26.457,-4.778
19.056,-1.909,0.204,1.175,27.096,-4.996
19.106,-1.972,0.199,1.193,26.096,-3.204
19.156,-1.847,0.199,1.201,27.862,-1.447
19.206,-1.903,0.209,1.231,27.485,-2.171
19.256,-1.867,0.209,1.232,27.848,-3.336
19.306,-1.905,0.220,1.241,28.855,-4.341
19.356,-1.921,0.219,1.239,28.635,-3.633
19.406,-1.995,0.223,1.270,30.937,-3.534
19.456,-1.999,0.224,1.272,31.106,-2.392
19.506,-1.813,0.228,1.288,31.825,-2.345
19.556,-1.874,0.228,1.289,33.064,-2.996
19.606,-1.827,0.231,1.311,32.415,-3.312
19.657,-1.832,0.231,1.311,33.703,-4.361
19.706,-1.955,0.233,1.354,33.701,-3.472
19.757,-1.917,0.231,1.351,33.511,-2.996
19.806,-1.966,0.232,1.362,35.719,-3.101
19.856,-1.858,0.232,1.362,35.432,-2.544
19.906,-1.858,0.245,1.393,36.989,-3.425
19.956,-1.815,0.244,1.391,38.797,-3.487
20.006,-1.843,0.248,1.423,38.039,-3.374
20.056,-1.791,0.247,1.419,39.658,-2.409
20.106,-2.021,0.251,1.435,38.836,-2.748
20.156,-1.969,0.251,1.431,40.395,-3.345
20.206,-2.047,0.263,1.461,40.693,-4.612
20.257,-1.877,0.261,1.451,39.865,-4.580
20.306,-1.951,0.264,1.481,42.193,-3.752
20.356,-2.006,0.263,1.474,43.292,-4.416
20.406,-1.926,0.272,1.525,44.936,-3.028
20.456,-1.912,0.271,1.513,45.939,-3.170
20.506,-2.018,0.279,1.536,46.406,-4.325
20.556,-1.961,0.277,1.533,47.624,-4.227
20.606,-1.825,0.283,1.569,48.199,-2.925
20.657,-1.962,0.282,1.564,47.896,-3.433
20.706,-2.015,0.290,1.589,49.272,-2.630
20.756,-1.927,0.290,1.590,48.565,-3.462
20.807,-1.817,0.294,1.619,51.409,-3.144
20.856,-1.929,0.293,1.614,53.193,-3.864
20.906,-1.900,0.299,1.637,52.626,-3.251
20.957,-1.841,0.298,1.638,55.873,-2.816
21.007,-1.975,0.309,1.675,56.132,-2.540
21.057,-2.014,0.310,1.679,57.295,-2.237
21.106,-1.764,0.316,1.681,57.630,-2.910
21.157,-1.923,0.315,1.673,56.328,-4.456
21.206,-1.933,0.317,1.732,58.352,-2.833
21.256,-1.975,0.317,1.733,58.458,-3.245
21.306,-1.946,0.316,1.724,61.030,-2.543
21.356,-1.972,0.316,1.720,63.050,-3.547
21.406,-1.971,0.332,1.775,63.936,-4.109
21.456,-1.958,0.333,1.768,66.595,-3.939
21.506,-1.969,0.331,1.799,67.304,-3.212
21.556,-1.950,0.331,1.802,68.407,-3.349
21.606,-2.033,0.340,1.820,68.556,-2.352
21.656,-1.732,0.340,1.824,68.527,-2.900
21.706,-2.026,0.346,1.873,68.731,-4.233
21.757,-1.879,0.345,1.866,69.850,-4.565
21.806,-1.911,0.352,1.892,71.320,-3.109
21.856,-1.843,0.352,1.887,75.853,-2.408
21.906,-1.920,0.352,1.882,76.346,-2.268
21.956,-1.791,0.352,1.882,78.178,-2.889
22.006,-1.907,0.350,1.902,80.411,-4.433
22.056,-1.774,0.349,1.903,80.193,-2.463
22.106,-1.899,0.352,1.942,81.465,-3.293
22.156,-1.739,0.349,1.935,81.871,-1.638
22.206,-1.980,0.356,1.920,82.130,-0.839
22.256,-1.782,0.355,1.921,83.203,3.560
22.306,-1.910,0.360,1.954,85.284,4.902
22.356,-1.736,0.359,1.949,89.871,8.388
22.406,-1.922,0.359,1.940,91.201,10.040
22.457,-2.022,0.358,1.936,94.101,11.522
22.506,-1.963,0.354,1.957,95.278,13.424
22.556,-1.796,0.353,1.957,95.422,14.015
22.606,-1.838,0.360,1.970,96.963,13.445
22.656,-1.771,0.361,1.978,98.065,14.741
22.706,-1.962,0.365,1.972,97.496,16.138
22.757,-1.831,0.363,1.969,99.903,17.060
22.806,-1.927,0.369,1.969,101.996,17.655
22.856,-1.799,0.371,1.960,105.498,18.201
22.906,-1.962,0.363,1.982,107.890,18.072
22.956,-1.788,0.362,1.978,108.990,19.151
23.007,-1.868,0.363,1.985,111.422,18.893
23.056,-1.776,0.363,1.979,111.896,20.684
23.106,-1.893,0.360,1.992,112.725,19.761
23.156,-1.784,0.359,1.989,114.065,20.131
23.206,-1.879,0.361,1.971,113.478,19.724
23.256,-1.897,0.362,1.969,115.472,20.564
23.306,-1.917,0.363,1.992,115.282,22.670
23.356,-1.755,0.364,1.995,115.568,22.971
23.406,-1.942,0.365,1.994,116.057,23.885
23.456,-1.821,0.366,1.990,114.991,23.683
23.507,-2.098,0.366,1.982,116.369,23.519
23.556,-1.844,0.366,1.987,116.874,24.458
23.606,-1.934,0.364,1.980,115.982,24.264
23.656,-1.798,0.362,1.977,116.077,24.749
23.706,-1.943,0.364,1.987,115.943,26.079
23.757,12.902,0.364,2.015,116.599,26.345
23.806,12.902,0.359,2.010,117.221,26.822
23.856,12.902,0.361,2.007,115.966,26.831
23.907,12.902,0.368,2.010,116.661,28.359
23.957,12.902,0.367,1.990,115.276,29.280
24.007,12.902,0.366,1.994,116.258,29.404
24.056,12.902,0.366,1.991,116.559,29.264
24.106,12.902,0.370,1.984,116.283,28.123
24.157,12.902,0.369,1.993,117.261,29.403
24.206,12.902,0.370,1.991,115.039,30.250
24.257,-1.910,0.372,1.988,116.611,31.825
24.306,-1.833,0.371,1.996,116.524,33.505
24.356,-1.915,0.371,2.001,115.331,34.063
24.406,-2.071,0.359,2.001,116.806,33.688
24.456,-1.969,0.359,2.008,115.832,34.127
24.506,-1.939,0.367,1.999,115.607,34.547
24.556,-1.853,0.366,2.003,116.675,35.841
24.606,-1.826,0.362,2.011,117.426,35.685
24.657,-1.993,0.362,2.003,116.572,35.972
24.706,-2.006,0.368,1.992,117.496,35.416
24.756,-1.865,0.367,2.005,115.818,39.094
24.807,-1.850,0.365,2.023,116.365,38.948
24.857,-2.057,0.363,2.000,115.911,41.516
24.906,-2.066,0.369,2.003,115.689,41.061
24.957,-2.028,0.368,2.014,116.082,40.902
25.006,-1.891,0.366,2.015,115.577,40.413
25.056,-1.840,0.366,1.997,117.325,42.846
