time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.046,-0.123,-0.089,-3.325,54.445
0.033,0.008,-0.122,-0.089,-2.810,54.878
0.083,0.024,-0.123,-0.088,-4.050,53.837
0.133,0.035,-0.123,-0.089,-2.931,53.311
0.183,-0.022,-0.123,-0.089,-3.398,54.049
0.233,-0.018,-0.123,-0.090,-3.513,54.294
0.283,-0.039,-0.123,-0.088,-3.052,53.941
0.334,0.011,-0.122,-0.083,-4.072,53.485
0.384,-0.005,-0.122,-0.085,-2.999,52.628
0.434,-0.010,-0.123,-0.089,-3.758,51.942
0.483,-0.015,-0.124,-0.091,-3.543,52.824
0.533,0.003,-0.123,-0.087,-2.938,53.112
0.583,-0.033,-0.123,-0.092,-3.999,53.240
0.634,-0.013,-0.124,-0.091,-3.051,52.513
0.683,-0.022,-0.124,-0.096,-3.456,51.278
0.733,0.016,-0.124,-0.089,-4.186,50.733
0.783,-0.034,-0.123,-0.089,-2.950,51.348
0.833,-0.044,-0.123,-0.089,-3.911,51.698
0.884,-0.001,-0.124,-0.091,-2.976,51.427
0.933,-0.011,-0.124,-0.092,-3.628,51.203
0.983,0.007,-0.122,-0.087,-4.127,50.135
1.033,0.021,-0.123,-0.090,-3.021,49.545
1.083,-0.031,-0.123,-0.090,-3.784,50.362
1.133,-0.000,-0.123,-0.087,-3.959,50.478
1.183,-0.022,-0.123,-0.090,-2.987,50.345
1.233,-0.036,-0.124,-0.093,-3.936,49.993
1.283,-0.018,-0.123,-0.091,-3.125,48.453
1.334,-0.057,-0.123,-0.096,-4.099,48.701
1.384,-0.011,-0.123,-0.092,-3.072,48.589
1.433,-0.027,-0.123,-0.092,-3.059,49.454
1.483,0.008,-0.123,-0.090,-3.601,49.281
1.533,-0.017,-0.123,-0.094,-3.124,49.104
1.583,0.008,-0.123,-0.096,-3.823,48.622
1.633,-0.038,-0.124,-0.093,-3.602,47.336
1.683,0.013,-0.123,-0.091,-3.041,47.924
1.734,-0.034,-0.123,-0.097,-4.284,48.078
1.783,0.027,-0.124,-0.095,-3.163,48.061
1.833,0.007,-0.124,-0.090,-3.003,47.532
1.883,-0.028,-0.123,-0.099,-3.450,47.045
1.934,-0.028,-0.123,-0.098,-3.008,46.355
1.983,-0.030,-0.122,-0.096,-4.227,46.492
2.033,0.003,-0.123,-0.093,-3.032,47.133
2.084,-0.045,-0.123,-0.097,-3.363,47.465
2.133,-0.040,-0.123,-0.094,-4.128,46.833
2.184,0.025,-0.123,-0.092,-2.949,45.946
2.234,-0.030,-0.124,-0.097,-4.257,45.350
