time(sec),main_pump_inlet_P(bar),main_pump_outlet_P(bar),venturi_pump_inlet_P(bar),main_pump_outlet_F(LPM),venturi_pump_outlet_F(LPM)
0.000,-0.019,-0.124,-0.094,-3.018,21.514
0.027,0.048,-0.125,-0.098,-2.968,22.995
0.077,-0.033,-0.125,-0.095,-4.143,22.676
0.127,-0.062,-0.124,-0.094,-3.066,22.541
0.177,-0.035,-0.125,-0.097,-3.642,21.868
0.227,-0.117,-0.124,-0.094,-3.469,21.087
0.277,-0.075,-0.124,-0.095,-3.005,22.308
0.327,-0.057,-0.124,-0.096,-3.941,22.183
0.377,-0.082,-0.125,-0.093,-3.338,22.496
0.427,0.022,-0.125,-0.094,-3.096,22.033
0.477,-0.005,-0.124,-0.093,-3.381,21.734
0.527,-0.069,-0.124,-0.095,-3.019,20.699
0.577,-0.094,-0.124,-0.094,-3.765,21.641
0.627,-0.102,-0.124,-0.095,-3.409,22.260
0.677,-0.002,-0.124,-0.091,-3.319,22.188
0.727,-0.193,-0.124,-0.090,-4.027,21.917
0.777,-0.029,-0.124,-0.092,-3.088,21.171
0.827,-0.171,-0.124,-0.096,-3.525,20.918
0.877,-0.112,-0.124,-0.093,-3.440,21.685
0.927,-0.046,-0.125,-0.100,-2.861,22.386
0.977,-0.138,-0.124,-0.094,-4.066,22.309
1.027,-0.045,-0.124,-0.094,-2.944,22.066
1.077,-0.141,-0.123,-0.097,-3.119,20.878
1.127,-0.069,-0.124,-0.096,-3.666,20.867
1.177,-0.105,-0.123,-0.095,-3.015,21.407
1.227,0.028,-0.124,-0.093,-4.073,21.836
1.277,-0.025,-0.124,-0.093,-2.775,22.180
1.327,-0.156,-0.124,-0.094,-3.132,21.804
1.377,-0.048,-0.124,-0.093,-3.332,21.500
1.427,-0.047,-0.123,-0.096,-3.019,20.486
1.477,0.012,-0.124,-0.096,-4.248,20.994
1.527,-0.055,-0.124,-0.090,-2.876,21.553
1.577,-0.003,-0.124,-0.095,-3.223,21.899
1.627,-0.064,-0.125,-0.097,-3.490,21.766
1.677,-0.089,-0.124,-0.095,-2.857,20.678
1.727,-0.101,-0.125,-0.093,-3.614,20.393
1.777,-0.023,-0.124,-0.096,-4.175,21.710
1.828,-0.075,-0.123,-0.093,-3.243,21.499
1.878,-0.046,-0.123,-0.095,-3.623,21.724
1.928,0.026,-0.124,-0.097,-2.892,21.557
1.978,-0.135,-0.124,-0.094,-3.259,20.614
2.028,-0.081,-0.124,-0.094,-2.931,20.259
2.078,-0.084,-0.123,-0.092,-3.063,20.227
2.127,-0.104,-0.124,-0.097,-3.326,21.542
2.178,-0.028,-0.124,-0.094,-2.848,21.282
2.228,0.006,-0.125,-0.097,-3.337,21.047
2.277,-0.125,-0.124,-0.098,-3.710,20.005
2.327,-0.022,-0.124,-0.094,-2.947,19.911
2.377,-0.107,-0.124,-0.097,-3.683,21.025
2.427,0.021,-0.125,-0.099,-3.526,21.427
2.477,-0.007,-0.124,-0.097,-3.316,21.257
2.527,-0.034,-0.124,-0.094,-3.606,20.910
2.577,-0.041,-0.125,-0.093,-2.840,20.210
2.627,-0.114,-0.123,-0.092,-3.518,20.215
2.677,-0.113,-0.124,-0.092,-3.536,21.016
2.728,0.010,-0.124,-0.096,-3.250,20.968
2.777,-0.128,-0.124,-0.090,-4.177,21.044
2.827,-0.091,-0.125,-0.094,-2.962,20.725
2.877,0.020,-0.122,-0.092,-3.640,20.169
