time(sec),pressure-1(bar),pressure-2(bar),pressure-3(bar),flow_rate_1(LPM),flow_rate_2(LPM)
0.000,-0.030,-1.810,-0.020,129.886,1.150
0.034,-0.025,-1.929,0.400,129.765,0.048
0.085,-0.023,-1.724,0.420,130.227,0.017
0.134,-0.025,-1.706,0.223,130.200,0.216
0.184,-0.024,-1.987,-0.165,129.466,0.589
0.234,-0.025,-1.771,0.055,130.133,0.662
0.284,-0.026,-1.727,0.531,129.536,-0.051
0.334,-0.027,-2.003,-5.014,129.435,-0.179
0.384,-0.024,-1.907,0.223,129.894,0.302
0.435,-0.023,-1.918,0.095,129.070,0.681
0.484,-0.020,-2.053,0.334,129.663,0.577
0.534,-0.021,-1.941,0.121,129.468,0.048
0.585,-0.025,-1.837,-0.306,129.214,0.312
0.634,-0.024,-2.012,-0.093,129.610,-0.016
0.685,-0.026,-2.066,0.223,129.125,0.450
0.734,-0.025,-1.885,0.400,129.575,1.005
0.785,-0.021,-2.010,-0.339,129.175,0.556
0.834,-0.021,-2.080,0.361,129.160,0.566
0.885,-0.027,-1.795,0.232,129.459,0.275
0.935,-0.028,-1.773,0.732,128.783,0.074
0.985,-0.028,-1.970,-0.024,129.534,0.537
1.034,-0.027,-1.821,0.045,129.281,0.762
1.084,-0.025,-1.746,0.265,129.167,0.729
1.134,-0.024,-1.774,-0.040,129.602,0.907
1.185,-0.026,-1.697,2.836,129.350,0.673
1.234,-0.025,-1.591,0.518,129.601,0.319
1.284,-0.026,-1.848,0.173,129.592,0.770
1.335,-0.025,-1.772,0.613,129.291,0.505
1.384,-0.024,-1.823,-0.010,129.851,0.903
1.434,-0.024,-1.681,0.308,129.203,0.717
1.485,-0.025,-1.740,9.836,129.750,0.125
1.534,-0.027,-1.930,-0.168,129.900,0.266
1.585,-0.027,-1.788,-0.191,129.463,-0.001
1.635,-0.025,-1.788,0.088,130.035,0.318
1.684,-0.024,-1.790,0.190,129.693,0.439
1.734,-0.024,-1.834,0.315,129.655,0.203
1.785,-0.026,-1.710,0.387,129.621,0.229
1.834,-0.025,-1.841,-0.897,129.659,-0.249
1.885,-0.025,-1.586,0.242,130.518,-0.249
1.934,-0.026,-1.864,0.485,130.342,0.413
1.985,-0.020,-1.577,-0.188,130.698,0.302
2.035,-0.023,-1.674,0.124,130.438,0.225
2.084,-0.027,-1.723,-0.155,130.192,0.238
2.134,-0.025,-1.764,0.459,130.644,-0.171
2.184,-0.026,-1.604,0.246,130.090,-0.394
2.234,-0.025,-1.732,0.039,130.295,0.466
2.284,-0.023,-1.880,-5.546,130.837,0.424
2.334,-0.023,-1.803,-0.047,130.355,0.547
2.384,-0.024,-1.781,0.347,130.824,0.416
2.434,-0.025,-1.701,-0.585,130.835,-0.028
2.485,-0.026,-1.714,0.137,130.434,0.072
2.535,-0.024,-1.771,0.177,131.074,0.666
2.585,-0.023,-1.614,0.114,130.390,0.486
2.634,-0.025,-1.704,0.305,130.705,0.244
2.685,-0.024,-1.849,0.042,130.415,0.380
2.734,-0.026,-1.696,0.472,130.583,0.135
2.784,-0.028,-1.631,0.640,131.414,0.393
2.835,-0.024,-1.731,0.311,130.789,0.406
2.884,-0.023,-1.671,10.561,131.421,0.382
2.934,-0.022,-1.881,-0.007,131.730,0.228
2.984,-0.026,-1.953,0.377,131.341,-0.002
3.034,-0.026,-1.834,0.016,131.692,0.074
3.084,-0.025,-1.872,2.626,131.612,0.434
3.134,-0.025,-1.723,-0.132,131.330,0.653
3.184,-0.024,-1.616,0.190,131.513,0.609
3.234,-0.023,-1.917,0.124,131.270,-0.029
3.284,-0.023,-1.729,-0.677,131.546,0.064
3.334,-0.025,-1.699,0.272,131.242,-0.227
3.384,-0.024,-1.953,0.045,130.813,0.161
3.434,-0.024,-1.860,0.364,131.398,0.848
3.485,-0.023,-1.721,0.462,130.716,0.477
3.535,-0.023,-1.667,0.597,131.273,0.871
3.585,-0.024,-1.824,0.091,130.775,-0.247
3.634,-0.026,-1.764,2.390,130.529,-0.167
3.684,-0.025,-1.719,0.111,131.202,0.273
3.734,-0.025,-1.757,0.127,130.352,0.530
3.784,-0.028,-1.801,0.101,130.754,0.559
3.834,-0.026,-1.813,0.357,130.445,0.743
3.884,-0.026,-1.944,-0.145,130.200,-0.349
3.934,-0.024,-1.683,-0.313,130.828,-0.013
3.984,-0.025,-1.652,0.065,130.611,0.323
4.034,-0.027,-1.939,0.239,130.334,0.058
4.084,-0.027,-1.752,-0.253,130.806,0.203
4.134,-0.027,-1.793,0.052,130.373,-0.086
4.185,-0.027,-1.863,0.449,130.698,-0.136
4.234,-0.025,-1.897,-0.477,130.612,-0.066
4.284,-0.025,-1.730,-6.754,130.674,0.070
4.334,-0.025,-1.933,-0.040,130.723,0.472
4.384,-0.024,-1.748,-0.116,129.791,0.365
4.434,-0.023,-1.798,0.236,130.518,-0.060
4.484,-0.026,-1.958,-0.798,130.428,-0.693
4.534,-0.027,-1.749,-0.010,129.986,-0.360
4.584,-0.027,-1.732,2.695,130.453,-0.276
4.635,-0.024,-2.014,-1.803,129.916,0.382
4.684,-0.026,-1.840,0.298,130.336,0.207
4.734,-0.022,-1.700,2.554,130.126,-0.253
4.784,-0.022,-1.999,-0.184,129.360,-0.271
4.834,-0.023,-1.856,0.255,129.903,-0.244
4.885,-0.026,-1.769,0.045,128.870,0.016
4.934,-0.024,-1.973,0.068,129.017,0.549
4.984,-0.022,-1.750,0.101,129.163,0.125
5.034,-0.022,-1.686,-0.165,128.591,-0.178
5.084,-0.022,-1.981,0.200,129.073,-0.508
5.134,-0.026,-1.778,-3.881,128.638,-0.250
5.184,-0.024,-1.724,0.127,128.350,0.517
5.234,-0.022,-1.894,0.269,128.850,0.543
5.284,-0.025,-1.704,0.118,128.337,0.244
5.334,-0.025,-1.865,0.006,128.572,-0.012
5.384,-0.025,-2.027,-0.129,128.265,-0.121
5.434,-0.023,-1.758,0.837,127.957,-0.179
5.484,-0.023,-1.736,0.242,128.542,0.406
5.535,-0.026,-1.924,0.219,128.091,0.647
5.584,-0.026,-1.698,0.462,128.102,0.216
5.634,-0.023,-1.759,0.262,128.195,-0.246
5.684,-0.028,-1.834,0.042,127.822,-0.408
5.735,-0.024,-1.951,0.167,128.239,-0.399
5.784,-0.023,-1.738,-0.181,127.637,0.413
5.834,-0.024,-1.882,0.328,127.905,0.533
5.884,-0.026,-1.729,0.167,128.143,0.182
5.934,-0.023,-1.919,0.410,127.685,0.087
5.984,-0.022,-1.721,0.111,127.930,-0.413
6.034,-0.025,-1.703,0.242,127.404,0.055
6.085,-0.024,-1.931,-0.940,127.853,-0.192
6.134,-0.024,-1.769,-0.194,127.930,0.609
6.184,-0.026,-1.812,0.095,127.173,0.537
6.234,-0.023,-1.826,-0.148,127.756,-0.301
6.284,-0.026,-1.772,0.085,127.510,-0.144
6.334,-0.023,-1.821,0.091,127.383,-0.102
6.384,-0.025,-1.883,0.009,127.757,0.421
6.434,-0.026,-1.811,0.384,127.291,0.899
6.485,-0.025,-1.861,0.216,127.845,0.664
6.535,-0.025,-1.929,0.035,127.476,0.412
6.585,-0.025,-1.677,0.190,127.536,0.212
6.634,-0.020,-1.973,0.144,128.001,0.632
6.684,-0.023,-2.028,-0.004,127.542,1.248
6.735,-0.021,-1.726,-0.224,128.210,1.472
6.784,-0.021,-1.758,-0.132,128.290,0.611
6.834,-0.021,-1.574,0.216,128.151,0.125
6.884,-0.021,-1.809,0.177,128.487,-0.013
6.934,-0.020,-1.907,0.144,128.585,0.296
6.984,-0.020,-1.889,0.433,128.579,0.533
7.034,-0.020,-1.771,-0.043,128.997,0.573
7.084,-0.020,-1.676,0.141,129.236,0.238
7.134,-0.020,-1.748,0.797,129.335,0.296
7.184,-0.021,-1.837,-1.990,128.884,-0.134
7.234,-0.018,-1.829,0.216,129.068,-0.053
7.285,-0.019,-1.905,-0.234,129.396,0.818
7.334,-0.019,-1.749,0.439,128.855,0.586
7.384,-0.017,-1.639,0.035,129.241,0.681
7.435,-0.018,-1.673,0.331,128.625,0.219
7.484,-0.017,-1.990,0.295,128.791,0.000
7.535,-0.016,-1.996,0.232,129.166,0.071
7.584,-0.017,-1.955,0.738,128.666,0.647
7.635,-0.014,-1.828,-0.257,129.300,0.405
7.684,-0.013,-2.027,0.055,128.669,0.278
7.734,-0.017,-1.945,0.433,128.935,-0.148
7.784,-0.017,-1.993,0.459,129.885,0.220
7.834,-0.015,-1.705,0.298,129.625,0.609
7.884,-0.016,-1.965,0.118,130.213,0.327
7.934,-0.015,-1.846,0.571,130.229,0.215
7.985,-0.016,-1.733,0.091,130.186,0.716
8.035,-0.012,-1.825,-2.499,130.414,-0.256
8.084,-0.013,-1.984,0.515,130.160,-0.003
8.134,-0.015,-2.004,-1.616,130.323,0.424
8.184,-0.016,-1.766,-0.217,130.587,0.665
8.234,-0.016,-2.081,10.919,130.339,0.752
8.284,-0.013,-2.005,0.439,130.766,0.407
8.334,-0.011,-1.822,0.564,130.569,-0.208
8.384,-0.011,-2.021,0.469,130.648,-0.667
8.434,-0.016,-1.828,-0.112,130.681,0.322
8.484,-0.018,-1.686,0.361,130.520,1.024
8.534,-0.015,-1.775,0.259,130.995,0.885
8.584,-0.014,-2.032,0.548,130.532,0.523
8.635,-0.007,-1.870,0.341,130.625,-0.134
8.685,-0.010,-1.963,-1.458,130.659,-0.293
8.734,-0.011,-1.894,0.167,130.378,0.572
8.784,-0.011,-1.782,-0.099,130.631,1.250
8.834,-0.011,-1.874,10.355,130.540,0.546
8.885,-0.012,-1.836,0.354,130.839,0.129
8.934,-0.008,-1.711,0.580,131.261,-0.141
8.984,-0.009,-1.959,0.265,130.811,0.040
9.034,-0.007,-1.893,0.426,131.218,0.985
9.084,-0.008,-1.867,0.498,131.088,0.618
9.134,-0.011,-1.993,0.426,130.803,0.788
9.184,-0.009,-1.730,-0.263,131.237,0.206
9.234,-0.008,-1.797,0.659,130.906,-0.150
9.285,-0.009,-1.645,-1.705,131.841,0.087
9.335,-0.005,-2.011,0.039,131.926,0.048
9.385,-0.006,-1.934,0.209,131.888,0.432
9.435,-0.007,-1.880,0.295,132.239,0.247
9.484,-0.006,-1.832,0.429,132.097,0.313
9.534,-0.010,-1.805,0.958,131.809,0.471
9.585,-0.010,-1.933,0.393,132.574,0.203
9.634,-0.008,-1.850,0.475,132.025,0.768
9.684,-0.010,-1.762,0.797,132.604,0.470
9.734,-0.006,-1.780,0.745,132.712,0.793
9.784,-0.004,-1.691,0.994,132.576,0.232
9.834,-0.004,-1.916,0.561,133.596,-0.147
9.885,-0.006,-1.890,9.350,133.002,-0.241
9.934,-0.007,-1.866,-1.642,133.425,0.472
9.984,-0.005,-1.759,0.351,133.850,0.837
10.035,-0.007,-1.979,-2.299,133.844,0.537
10.085,-0.007,-1.887,-4.298,133.704,0.387
10.134,-0.002,-1.823,0.741,133.502,0.239
10.184,-0.003,-1.717,0.712,134.150,0.324
10.234,-0.003,-1.764,-0.861,133.747,0.070
10.285,-0.004,-1.935,0.361,134.274,0.042
10.335,-0.004,-1.985,0.377,134.718,0.613
10.384,-0.006,-1.724,0.387,134.515,0.078
10.435,-0.004,-1.986,0.118,135.208,-0.208
10.484,-0.004,-1.754,0.466,135.258,-0.084
10.534,-0.000,-1.912,-0.188,134.901,0.896
10.584,0.000,-1.771,0.768,135.374,0.602
10.634,0.001,-1.862,1.227,135.425,0.355
10.684,0.001,-1.842,0.823,135.313,-0.037
10.734,-0.002,-1.681,0.558,135.888,0.409
10.784,-0.002,-1.898,-0.221,135.489,0.046
10.835,-0.002,-1.761,0.554,135.976,0.184
10.884,0.000,-1.707,1.244,136.103,0.829
10.935,-0.001,-1.852,0.584,136.125,0.739
10.985,0.001,-1.770,0.518,136.498,0.235
11.035,0.000,-1.798,11.093,135.987,-0.041
11.085,0.000,-1.660,0.748,136.578,0.020
11.134,0.000,-2.001,0.429,136.466,0.792
11.185,0.001,-2.028,-4.843,136.711,0.262
11.234,0.001,-1.754,0.282,136.923,0.885
11.284,0.000,-1.944,0.755,136.638,0.241
11.334,0.004,-1.755,1.720,137.365,-0.333
11.384,0.001,-1.743,0.886,137.551,0.727
11.435,-0.000,-1.791,0.374,137.312,0.145
11.484,-0.000,-1.773,0.561,137.889,0.802
11.534,-0.001,-1.874,0.515,137.407,1.022
11.584,0.003,-1.757,0.249,137.491,0.172
11.634,0.001,-1.884,0.324,138.077,-0.097
11.684,-0.000,-1.827,0.393,137.294,0.534
11.734,0.007,-1.667,0.587,138.147,0.712
11.784,0.004,-1.882,0.695,137.677,0.228
11.834,0.006,-1.856,0.912,137.912,-0.015
11.884,0.006,-1.748,2.849,138.368,0.336
11.935,-0.000,-1.952,-0.290,137.639,-0.231
11.985,0.002,-1.987,-2.401,138.307,-0.344
12.034,0.005,-1.853,1.060,138.089,0.645
12.084,0.004,-2.006,0.265,138.239,0.615
12.134,0.005,-1.755,0.544,138.593,-0.040
12.185,0.004,-1.748,0.216,137.941,0.061
12.234,0.006,-1.958,0.301,138.741,-0.047
12.284,0.007,-1.989,0.452,138.385,0.006
12.334,0.007,-1.708,-0.447,138.302,0.941
12.384,0.009,-1.998,0.462,139.016,0.577
12.434,0.005,-1.856,0.823,138.501,0.586
12.485,0.005,-1.860,0.269,138.985,0.302
12.534,0.005,-1.975,0.009,138.188,0.321
12.584,0.003,-1.870,0.144,138.747,0.602
12.635,0.008,-1.853,0.988,138.621,0.284
12.685,0.009,-1.795,1.030,138.389,0.631
12.734,0.008,-1.900,0.984,139.236,0.550
12.784,0.008,-1.653,0.475,139.344,0.297
12.834,0.003,-1.701,0.525,138.887,-0.176
12.885,0.003,-1.757,0.922,139.706,0.617
12.934,0.007,-1.879,0.659,139.486,0.852
12.984,0.007,-1.809,-0.444,139.338,0.641
13.034,0.007,-1.693,12.548,139.713,0.588
13.084,0.008,-1.914,2.954,139.605,-0.190
13.135,0.012,-1.878,0.833,140.192,0.107
13.184,0.015,-1.922,0.170,139.417,-0.054
13.235,0.011,-1.828,0.787,139.894,0.029
13.284,0.012,-1.714,2.307,140.286,1.132
13.334,0.009,-1.932,-0.867,140.420,0.511
13.385,0.009,-1.733,-6.839,141.163,-0.237
13.434,0.009,-1.734,-0.240,140.963,0.231
13.484,0.008,-1.904,0.889,140.900,0.080
13.534,0.010,-1.875,-2.946,141.564,0.682
13.584,0.008,-1.571,0.055,141.323,0.435
13.635,0.011,-1.799,-0.693,141.719,0.320
13.685,0.013,-1.899,0.745,141.950,0.097
13.734,0.010,-1.807,0.347,141.977,-0.006
13.784,0.010,-1.723,-6.189,143.160,-0.187
13.834,0.010,-1.726,-0.089,142.931,0.121
13.884,0.010,-1.790,0.475,143.348,0.575
13.934,0.010,-1.817,0.423,143.947,0.200
13.984,0.013,-1.766,0.699,143.835,-0.217
14.035,0.015,-1.813,-5.799,144.502,-0.356
14.084,0.014,-1.510,0.311,144.271,0.526
14.134,0.011,-1.714,0.971,144.170,0.736
14.184,0.013,-1.948,0.075,144.884,1.215
14.234,0.011,-1.811,0.728,144.511,0.062
14.285,0.013,-1.793,1.638,145.292,-0.169
14.334,0.012,-1.576,0.594,145.166,0.070
14.385,0.013,-1.679,0.180,145.435,0.080
14.435,0.012,-1.865,0.603,145.569,0.649
14.485,0.013,-1.879,0.748,145.277,0.673
14.534,0.014,-1.739,0.305,145.783,0.825
14.584,0.012,-1.608,0.814,145.982,0.190
14.634,0.011,-1.658,0.538,145.236,-0.226
14.684,0.012,-1.727,0.732,146.210,0.336
14.734,0.010,-1.871,-0.431,145.777,0.472
14.784,0.012,-1.808,0.298,146.406,0.311
14.834,0.014,-1.682,-6.885,147.110,-0.163
14.884,0.013,-1.739,0.558,146.788,-0.105
14.934,0.012,-1.588,0.384,147.636,0.616
14.984,0.016,-1.741,8.536,147.206,0.114
15.034,0.016,-1.694,2.445,147.936,1.509
15.084,0.016,-2.006,-0.273,147.676,0.260
15.134,0.016,-1.889,0.006,147.890,0.747
15.184,0.012,-1.670,0.984,148.171,0.220
15.234,0.012,-1.679,0.574,148.277,-0.115
15.285,0.013,-1.648,0.190,148.477,0.489
15.335,0.013,-1.751,0.341,148.080,-0.092
15.384,0.015,-1.730,0.397,148.893,1.113
15.434,0.015,-1.901,0.397,149.104,-0.124
15.484,0.015,-1.850,0.656,149.419,-0.394
15.534,0.016,-1.542,0.482,149.078,-0.248
15.584,0.017,-1.743,-0.562,149.579,0.521
15.634,0.018,-1.549,0.206,149.323,1.188
15.684,0.014,-1.988,0.551,149.181,0.545
15.735,0.016,-1.859,0.406,149.050,1.462
15.784,0.015,-1.877,10.049,149.280,0.006
15.834,0.014,-1.768,-1.311,149.954,0.034
15.884,0.019,-1.659,0.774,149.409,0.770
15.934,0.018,-1.699,0.400,149.650,0.515
15.984,0.019,-1.680,-5.792,149.876,0.922
16.035,0.020,-1.742,0.564,149.722,0.438
16.085,0.018,-1.708,1.024,149.989,0.364
16.134,0.018,-1.782,0.370,149.397,0.168
16.185,0.017,-1.799,0.741,149.703,0.641
16.234,0.016,-1.946,1.017,150.115,0.774
16.284,0.020,-1.800,10.318,149.807,0.394
16.335,0.021,-1.654,0.554,150.540,0.367
16.384,0.017,-1.697,-1.609,150.143,-0.281
16.435,0.018,-1.617,0.915,150.393,0.139
16.484,0.018,-1.670,0.531,150.581,0.249
16.534,0.019,-1.713,0.439,150.130,1.285
16.584,0.020,-1.632,0.666,150.788,0.362
16.635,0.021,-1.693,0.745,150.658,0.553
16.684,0.022,-1.826,0.640,150.142,0.110
16.734,0.021,-1.594,0.804,151.005,0.599
16.784,0.019,-1.958,0.623,150.723,0.508
16.834,0.015,-1.590,0.679,151.594,1.005
16.884,0.020,-1.988,1.237,151.434,0.934
16.934,0.021,-1.665,0.528,151.129,-0.275
16.985,0.022,-1.814,6.966,151.972,-0.139
17.035,0.021,-1.722,0.456,151.412,0.111
17.085,0.024,-1.911,0.883,151.773,0.513
17.134,0.024,-1.685,0.915,152.196,0.680
17.185,0.021,-1.895,0.416,152.235,0.887
17.234,0.025,-1.650,0.728,152.307,-0.189
17.285,0.020,-1.589,0.755,151.975,-0.306
17.335,0.020,-1.724,0.377,152.223,-0.027
17.384,0.020,-1.734,-4.742,152.425,0.684
17.434,0.023,-1.618,0.630,151.823,0.693
17.485,0.024,-1.651,0.689,152.600,0.865
17.534,0.021,-1.718,0.485,152.221,0.292
17.585,0.028,-1.608,0.791,152.626,0.240
17.634,0.027,-1.730,0.705,152.885,-0.256
17.684,0.024,-1.596,0.429,152.285,1.151
17.734,0.023,-1.789,-0.290,152.767,0.609
17.784,0.022,-1.622,-1.311,152.610,0.998
17.835,0.022,-1.927,0.567,152.731,-0.066
17.884,0.020,-1.882,-1.875,153.303,3.388
17.934,0.018,-1.661,0.607,152.725,6.453
17.984,0.021,-1.747,0.548,153.075,9.846
18.034,0.022,-1.870,0.817,152.957,12.005
18.084,0.026,-1.741,0.912,152.694,13.006
18.135,0.024,-1.807,0.728,152.862,14.854
18.185,0.027,-1.836,0.489,152.656,15.792
18.234,0.027,-1.805,0.653,153.124,16.522
18.284,0.027,-1.847,1.280,153.428,17.415
18.334,0.026,-1.692,0.387,153.081,18.620
18.384,0.025,-1.794,0.712,153.554,17.794
18.434,0.023,-1.614,0.344,153.331,18.177
18.484,0.023,-1.761,-1.659,153.333,18.295
18.534,0.023,-1.670,0.551,153.676,19.162
18.584,0.025,-1.744,1.057,153.184,19.655
18.634,0.024,-1.610,0.709,153.625,19.339
18.684,0.027,-1.644,0.755,153.633,18.762
18.734,0.024,-1.509,3.013,153.005,19.088
18.785,0.027,-1.703,0.495,153.580,18.705
18.835,0.026,-1.594,0.784,152.989,19.510
18.884,0.028,-1.712,0.617,153.540,16.528
18.934,0.028,-1.797,-0.056,153.165,13.021
18.984,0.024,-1.803,0.305,153.550,10.069
19.034,0.025,-1.562,2.816,153.536,8.009
19.084,0.023,-1.882,7.272,153.163,5.518
19.135,0.024,-1.564,0.613,153.593,4.945
19.184,0.023,-1.705,-0.168,153.676,4.007
19.234,0.022,-1.621,0.725,153.021,3.643
19.284,0.023,-1.712,0.695,153.804,2.322
19.334,0.023,-1.594,0.748,153.233,1.898
19.384,0.025,-1.658,0.728,153.745,1.234
19.434,0.025,-1.614,-1.114,153.673,1.737
19.484,0.025,-1.736,0.666,153.508,1.475
19.534,0.024,-1.635,0.768,153.860,1.239
19.584,0.025,-1.806,0.659,153.598,0.660
19.635,0.026,-1.538,0.840,154.078,1.038
19.685,0.028,-1.800,0.479,154.050,0.440
19.734,0.027,-1.584,0.298,153.797,1.209
19.784,0.027,-1.688,9.583,154.716,0.825
19.834,0.028,-1.700,0.114,154.644,1.146
