1.407301999999999907e+03,1.405633946654785632e+03
8.313949999999999818e+02,8.351575448391180316e+02
1.406811999999999898e+03,1.408348390419693033e+03
1.408923000000000002e+03,1.406354451174092674e+03
5.719999999999999529e-01,6.459669014073790549e+01
8.390860000000000127e+02,8.358492066592323226e+02
5.430000000000000382e-01,5.564462039136559568e+00
1.136402000000000044e+03,1.203587405093009011e+03
1.005869000000000028e+03,1.030163767722394823e+03
-1.029999999999999943e-01,-5.053487683945150621e+01
7.329999999999999849e-01,1.547750447456008427e+00
8.396200000000000045e+02,8.247374695761211569e+02
1.407480000000000018e+03,1.409216265965068033e+03
2.323170000000000073e+02,1.195621262135177574e+02
1.408509000000000015e+03,1.413390642606012307e+03
4.900000000000000189e-02,-9.225376652110581688e+01
1.504999999999999893e+00,2.830875617811451761e+01
7.970359999999999445e+02,3.751675664236215653e+02
9.260000000000000453e-01,-1.114898998732259550e+01
8.309600000000000364e+02,8.285095834297471811e+02
9.608469999999999800e+02,9.478756035936596618e+02
7.840879999999999654e+02,7.578025600223091942e+02
1.980000000000000093e-01,1.463560560608556660e+00
1.406837999999999965e+03,1.406421279252692102e+03
1.407647999999999911e+03,1.405149675225163946e+03
1.177489999999999952e+02,9.544639451502440863e+01
1.089999999999999997e-01,-6.881698386331979833e+00
3.599999999999999728e-02,-6.649810819290706831e-01
2.449999999999999956e-01,-1.971415598421962567e+00
1.158136999999999944e+03,1.178671594382163448e+03
7.992740000000000009e+02,3.058823021256947072e+02
8.646989999999999554e+02,8.715866191812418720e+02
1.033678000000000111e+03,1.019077176513207974e+03
1.008000000000000007e+00,-2.669493943624980758e+01
7.710000000000000187e-01,7.362395405180015473e+01
1.408904999999999973e+03,1.411516529767316797e+03
1.071329999999999956e+02,1.088206234601170053e+02
1.408176999999999907e+03,1.424482784680448958e+03
9.410420000000000300e+02,9.385743080949938530e+02
9.854199999999999591e+02,1.275010854185707103e+03
1.407184999999999945e+03,1.408098683487444760e+03
1.251825000000000045e+03,1.211432163938643725e+03
1.530559999999999945e+03,1.513466107787237661e+03
2.242189999999999941e+02,1.427078493815048148e+02
1.277644000000000005e+03,1.256324902545547729e+03
7.269999999999999796e-01,3.963536447623916548e-01
1.000546000000000049e+03,1.013817169606740208e+03
8.500000000000000611e-02,1.272113639971038435e+00
1.141171000000000049e+03,1.191110727650243689e+03
8.999999999999999667e-02,-7.840540639440191306e+00
1.652273999999999887e+03,1.495349714975447114e+03
1.062468000000000075e+03,1.047718512196540360e+03
5.476899999999999835e+01,4.816244543920478804e+02
1.407653000000000020e+03,1.463162493872544246e+03
1.024949000000000069e+03,9.962439531506662433e+02
9.475629999999999882e+02,9.323054234446773307e+02
9.846299999999999955e+02,9.501373462392942884e+02
8.070000000000000506e-01,-1.222645773737880681e+01
1.161407999999999902e+03,1.061334528473110140e+03
1.278066000000000031e+03,1.161699830490096701e+03
1.408299999999999955e+03,1.408682717011081422e+03
1.407535000000000082e+03,1.405438198404267496e+03
1.480175999999999931e+03,1.516342228973818465e+03
1.024789999999999964e+03,1.039190397319449403e+03
1.407555000000000064e+03,1.421250391949643927e+03
1.042026000000000067e+03,1.049217761114023006e+03
8.559999999999999831e-01,6.516823876901180590e+00
5.889999999999999680e-01,1.141663450233229904e+00
6.909999999999999476e-01,-1.012322170700487156e+01
1.066834000000000060e+03,1.002179747625783989e+03
8.300380000000000109e+02,8.415972520834243369e+02
5.959999999999999742e-01,2.823515586371320829e+00
1.408631000000000085e+03,1.408166191882597104e+03
1.407652000000000044e+03,1.407174592300387985e+03
1.407800999999999931e+03,1.400897084926678872e+03
9.443500000000000227e+02,9.574580919998561512e+02
1.406180000000000064e+03,1.407151352832223665e+03
1.407627999999999929e+03,1.430098764728343667e+03
1.497778000000000020e+03,1.551204406192370925e+03
-2.489999999999999991e-01,1.077575173166551270e+00
6.099999999999999867e-02,5.007336430810747085e-01
1.501613000000000056e+03,1.579011292972286128e+03
8.629059999999999491e+02,8.848203429791658436e+02
1.406282999999999902e+03,1.397310073526506585e+03
1.408769999999999982e+03,1.406321294978243941e+03
2.356920000000000073e+02,9.834075042467338434e+00
1.408067999999999984e+03,1.394091839836687313e+03
1.278376999999999953e+03,1.241965277124066006e+03
1.525540000000000020e+02,3.631579256967859806e+02
8.046119999999999663e+02,3.982927551490043925e+02
8.004699999999999704e+01,3.471887323397119758e+02
1.408413999999999987e+03,1.408214363955543377e+03
1.274173999999999978e+03,1.307997208266129519e+03
1.051191000000000031e+03,1.046964234184611541e+03
6.730000000000000426e-01,8.867548962045036376e+01
7.865750000000000455e+02,8.413328259283321131e+02
1.149680000000000035e+02,9.924062893846300426e+01
1.407489000000000033e+03,1.402761709612840605e+03
