epoch,loss,output_1_loss,output_1_mean_absolute_error,output_1_mean_absolute_percentage_error,output_2_loss,output_2_mean_absolute_error,output_2_mean_absolute_percentage_error,output_3_loss,output_3_mean_absolute_error,output_3_mean_absolute_percentage_error,val_loss,val_output_1_loss,val_output_1_mean_absolute_error,val_output_1_mean_absolute_percentage_error,val_output_2_loss,val_output_2_mean_absolute_error,val_output_2_mean_absolute_percentage_error,val_output_3_loss,val_output_3_mean_absolute_error,val_output_3_mean_absolute_percentage_error
10,726486.0,807526.625,767.7100830078125,73.27750396728516,534674.3125,598.1587524414062,61.455265045166016,323825.65625,451.05126953125,61.35074996948242,701144.0,785854.8125,745.0751342773438,70.09072875976562,508123.15625,573.077880859375,59.840415954589844,312950.59375,443.4798278808594,63.18937301635742
11,602890.9375,731612.9375,721.6080932617188,68.9247817993164,441181.4375,532.9595336914062,52.3410530090332,251052.703125,380.072021484375,49.97311782836914,638581.9375,709459.625,699.4896240234375,65.62032318115234,457551.28125,527.2059936523438,48.90884017944336,288478.625,414.5759582519531,53.27515411376953
12,496165.8125,656049.9375,677.0074462890625,63.84270477294922,359379.21875,481.1961364746094,46.288143157958984,191537.03125,313.1952209472656,37.66731262207031,543043.5625,633394.0,653.7700805664062,59.84349822998047,387074.1875,481.53204345703125,42.984169006347656,236903.09375,361.8404846191406,42.055633544921875
13,408175.90625,580951.0625,626.158935546875,57.42454528808594,287320.125,423.5030822753906,40.83269500732422,147694.546875,263.0216979980469,30.94032096862793,453675.4375,559912.8125,605.314208984375,54.52214050292969,312214.125,420.03173828125,37.647247314453125,192037.359375,317.2334899902344,35.19837188720703
14,332769.78125,509062.5625,571.711669921875,50.8612174987793,220740.484375,342.79351806640625,31.163618087768555,113828.8671875,218.30471801757812,22.579219818115234,366389.5,490428.0625,555.0653076171875,48.88343048095703,230297.828125,346.2999572753906,31.483909606933594,150171.734375,268.8763732910156,25.21489715576172
15,273512.8125,442897.8125,521.1196899414062,46.055633544921875,171287.75,279.53057861328125,23.664016723632812,89257.1484375,187.5477294921875,17.844968795776367,307212.5625,427117.1875,509.4475402832031,45.19355773925781,173373.5,298.7891845703125,28.256391525268555,127065.375,255.90562438964844,25.549156188964844
16,225926.53125,382633.53125,472.9842529296875,41.29121017456055,135691.625,238.3715057373047,20.342723846435547,70428.9609375,162.84593200683594,15.854340553283691,264098.53125,369209.4375,461.29010009765625,40.669986724853516,140444.546875,258.69512939453125,24.87451934814453,111202.3203125,228.17611694335938,21.97482681274414
17,187024.859375,328589.71875,427.47344970703125,37.51511001586914,108490.0625,204.6478729248047,17.722217559814453,55900.9140625,141.74752807617188,14.176521301269531,220637.3125,317727.15625,416.0675048828125,36.484554290771484,114006.546875,222.41175842285156,21.611892700195312,91117.1953125,198.9609375,19.18954849243164
18,155258.75,280732.8125,384.0581359863281,33.53401565551758,88018.875,179.55331420898438,15.890982627868652,44633.2578125,124.20531463623047,12.976811408996582,206655.203125,273280.375,379.74053955078125,34.079830169677734,103789.7578125,212.08853149414062,21.714895248413086,93534.15625,196.14918518066406,19.140789031982422
19,129426.265625,239371.296875,345.3461608886719,30.303075790405273,72313.2421875,160.17970275878906,14.507526397705078,35920.91015625,108.27902221679688,11.704565048217773,164997.4375,233188.8125,335.5353698730469,28.947004318237305,79008.7109375,187.47564697265625,18.411745071411133,71338.1796875,179.0016326904297,17.05390739440918
20,108221.78125,203572.734375,309.22796630859375,26.982311248779297,59749.51953125,142.06423950195312,13.010505676269531,29225.1015625,94.97164916992188,10.585718154907227,143745.328125,199370.265625,298.51904296875,25.051769256591797,71249.7265625,182.55348205566406,17.5247859954834,62559.32421875,173.43162536621094,16.537269592285156
21,91181.4921875,173132.1875,277.56903076171875,24.478870391845703,49587.921875,127.68131256103516,12.14150619506836,24365.462890625,86.44754791259766,10.052955627441406,125399.0078125,170763.703125,269.751708984375,22.77349853515625,64536.57421875,181.13768005371094,17.81460952758789,54808.91796875,169.7543487548828,16.956363677978516
22,77288.8359375,147373.671875,248.16407775878906,22.069904327392578,41422.91796875,114.09353637695312,11.085384368896484,20649.861328125,78.74662017822266,9.382598876953125,112018.3359375,146403.234375,241.3912353515625,20.51171875,60717.81640625,182.62191772460938,18.603662490844727,49882.02734375,171.96176147460938,18.045320510864258
23,65788.3984375,125775.8828125,221.4124755859375,19.971837997436523,34836.94140625,102.52489471435547,10.333745956420898,17604.552734375,72.59180450439453,9.09031867980957,120943.8125,126469.53125,222.00950622558594,20.08803367614746,66139.46875,157.638427734375,15.713998794555664,63161.109375,153.2694854736328,14.646655082702637
24,56262.421875,107740.2109375,197.30667114257812,17.926942825317383,29448.173828125,91.8353042602539,9.49254322052002,15105.904296875,66.7204818725586,8.448351860046387,74282.9296875,108999.0859375,193.8460693359375,16.66209602355957,35976.640625,125.32251739501953,13.304810523986816,30790.21484375,140.85899353027344,16.118804931640625
25,48466.95703125,92938.9765625,178.13253784179688,16.314697265625,25121.388671875,82.8879623413086,8.872496604919434,13048.845703125,61.780460357666016,8.094685554504395,60591.58984375,95382.6171875,180.04977416992188,16.010501861572266,30485.91015625,112.52593231201172,12.741517066955566,22831.033203125,115.61500549316406,13.492170333862305
26,42039.33984375,80820.171875,161.92343139648438,14.821356773376465,21656.951171875,75.65425872802734,8.265172958374023,11296.197265625,57.10569763183594,7.673214912414551,61040.75,84012.4453125,166.7622528076172,14.53203010559082,30563.583984375,96.66492462158203,10.381278991699219,26667.943359375,92.52609252929688,9.885125160217285
27,36619.203125,70672.96875,149.07577514648438,13.929483413696289,18925.71484375,70.20040893554688,8.005748748779297,9739.59375,53.155845642089844,7.412144660949707,62373.5625,74651.734375,158.70523071289062,13.933551788330078,34650.27734375,107.51335144042969,11.253060340881348,29582.955078125,96.03852844238281,9.62459659576416
28,32086.0703125,61893.453125,137.9423065185547,13.332595825195312,16664.353515625,66.05250549316406,7.860105991363525,8518.7275390625,50.349300384521484,7.3920793533325195,48660.578125,66394.015625,152.33685302734375,13.85512924194336,24689.17578125,101.48241424560547,11.857853889465332,21335.62109375,93.52642059326172,10.492889404296875
29,28203.876953125,54361.390625,127.38849639892578,12.342545509338379,14776.341796875,62.354305267333984,7.609015464782715,7462.5556640625,47.52894973754883,7.220833778381348,45569.28515625,58783.9609375,140.72805786132812,12.719584465026855,23374.17578125,89.29839324951172,9.93191909790039,20921.84375,83.28152465820312,8.742630004882812
30,24809.02734375,47699.16015625,117.67122650146484,11.612977027893066,13072.06640625,58.463314056396484,7.157416820526123,6577.66064453125,44.74365234375,6.840388298034668,44147.58984375,52289.6875,133.83712768554688,12.403663635253906,23702.384765625,93.81989288330078,10.747849464416504,21349.96875,87.89450073242188,9.544105529785156
31,21941.4296875,41995.63671875,109.20386505126953,11.085145950317383,11654.2724609375,55.970462799072266,7.088129997253418,5846.4609375,42.96540832519531,6.754220485687256,35887.09375,46287.97265625,122.90264129638672,11.498666763305664,17752.03125,80.42456817626953,8.583215713500977,16675.09375,85.05792236328125,9.54163646697998
32,19359.890625,37045.296875,101.05099487304688,10.497057914733887,10327.9609375,52.8353385925293,6.889317035675049,5147.9150390625,40.446285247802734,6.69584321975708,35129.140625,40731.3515625,111.51766967773438,10.60039234161377,19360.236328125,80.7378921508789,9.490358352661133,17101.662109375,73.77336120605469,8.148756980895996
33,17182.3671875,32770.1953125,92.89334106445312,9.895828247070312,9182.689453125,49.92803955078125,6.651911735534668,4596.49853515625,38.270015716552734,6.4089789390563965,28648.25,36492.140625,103.93016815185547,10.081925392150879,14378.3115234375,73.4642105102539,8.132746696472168,13387.1142578125,72.9238510131836,8.306127548217773
34,15417.08203125,29182.66015625,86.38895416259766,9.566494941711426,8245.880859375,48.17338943481445,6.644674301147461,4188.5185546875,37.08060073852539,6.385551452636719,20851.4140625,32390.828125,95.01236724853516,9.392518043518066,11983.78125,74.52909088134766,8.924149513244629,7539.03076171875,61.43097686767578,7.547737121582031
35,13816.8046875,26028.595703125,80.04390716552734,9.1768159866333,7368.1962890625,45.59785461425781,6.476580619812012,3797.765869140625,35.255882263183594,6.320903778076172,23221.466796875,29335.171875,91.3738784790039,9.545405387878418,12454.6552734375,75.91305541992188,9.44039249420166,10684.5166015625,70.64108276367188,8.458532333374023
36,12485.3623046875,23385.9765625,74.31130981445312,8.427160263061523,6610.8955078125,43.23900604248047,6.236357688903809,3486.3017578125,33.72013473510742,6.1411051750183105,19242.203125,26288.103515625,83.0443344116211,8.804852485656738,9995.4111328125,65.96991729736328,8.629548072814941,8357.1494140625,59.423500061035156,7.57756233215332
37,11359.302734375,21165.498046875,69.99605560302734,8.320744514465332,5960.94775390625,41.57371139526367,6.203623294830322,3221.368896484375,32.35138702392578,6.057909965515137,16313.74609375,23887.23046875,77.92565155029297,8.351320266723633,9747.529296875,67.88636016845703,8.52760124206543,6223.3173828125,55.09649658203125,7.249839782714844
38,10481.5537109375,19236.7109375,67.30509185791016,8.153996467590332,5433.5673828125,41.0943717956543,6.205624580383301,3080.4677734375,32.90386199951172,6.1411027908325195,17542.935546875,21828.6328125,74.8420181274414,8.338420867919922,8543.6611328125,62.864173889160156,8.737103462219238,8431.244140625,58.89937973022461,8.09331226348877
39,9673.400390625,17601.7734375,64.0090560913086,8.000890731811523,4971.81884765625,39.45204544067383,6.172272682189941,2901.322021484375,31.389493942260742,6.036307334899902,14629.6943359375,19977.8515625,69.4946517944336,7.506998062133789,6905.39013671875,51.73815155029297,6.936237335205078,6564.7216796875,47.754207611083984,6.346447944641113
40,8998.36328125,16208.8193359375,62.05788803100586,7.91485595703125,4537.2158203125,38.3371696472168,6.202009201049805,2774.552490234375,31.25871467590332,6.229599475860596,12845.5234375,18461.990234375,67.03782653808594,7.251697063446045,6054.71142578125,47.419857025146484,6.375137805938721,5490.51123046875,43.07611846923828,5.816733360290527
41,8239.955078125,14837.412109375,58.38334655761719,7.512790203094482,4136.96044921875,35.67715072631836,5.779906272888184,2547.642578125,28.80504035949707,5.872860908508301,11199.2568359375,16935.560546875,63.84815979003906,7.0038628578186035,5522.37841796875,46.21210861206055,6.345074653625488,4461.87646484375,41.193241119384766,5.871413707733154
42,7665.451171875,13593.087890625,56.32313919067383,7.476105690002441,3773.377197265625,34.66831970214844,5.7707905769348145,2455.511962890625,28.639469146728516,5.812950134277344,9611.0927734375,15563.2783203125,61.97062301635742,7.076834678649902,5444.26171875,49.581241607666016,6.836941242218018,3308.829833984375,38.783905029296875,6.091954231262207
43,7176.4921875,12529.8505859375,54.026710510253906,7.202508926391602,3519.17919921875,33.12172317504883,5.594176292419434,2361.783203125,27.628446578979492,5.660590648651123,11797.580078125,14649.5322265625,61.614505767822266,6.927277565002441,7377.86181640625,56.66404342651367,7.258769512176514,5189.361328125,47.1077995300293,6.634769916534424
44,6816.109375,11607.4873046875,52.9356575012207,7.15672492980957,3345.852294921875,33.19957733154297,5.694162845611572,2330.10791015625,28.351999282836914,5.776241302490234,7879.04833984375,13357.5087890625,59.06135940551758,7.459985256195068,4166.9853515625,41.31627655029297,6.08612585067749,2621.699462890625,32.8282585144043,5.74139404296875
45,6489.6884765625,10744.4013671875,52.1622200012207,7.490420818328857,3166.6484375,32.95774841308594,5.997652530670166,2316.373291015625,28.585813522338867,6.142462253570557,7994.09375,12178.833984375,54.61416244506836,6.516220569610596,4377.8505859375,43.772560119628906,6.5604987144470215,3027.08837890625,36.775062561035156,6.158034801483154
46,6057.07373046875,9881.6015625,49.590087890625,6.932717323303223,2957.785400390625,31.242727279663086,5.52767276763916,2205.25830078125,27.422914505004883,5.739500522613525,7435.984375,11231.265625,52.616065979003906,6.499753475189209,3945.898193359375,42.674705505371094,6.72128963470459,2882.834228515625,38.153114318847656,6.623686790466309
47,5762.79052734375,9140.8369140625,47.923587799072266,6.890320301055908,2802.60888671875,30.214445114135742,5.482910633087158,2179.755859375,27.05585479736328,5.6793694496154785,7252.3046875,10607.2197265625,52.82126235961914,6.292482852935791,3676.238525390625,38.72941970825195,5.894205093383789,2967.267333984375,34.723758697509766,5.674867153167725
48,5533.970703125,8471.8369140625,47.203067779541016,6.923041820526123,2699.619873046875,30.571577072143555,5.631194114685059,2182.532958984375,28.039871215820312,5.819110870361328,6221.49365234375,9708.9326171875,50.486328125,6.324472904205322,3188.18505859375,35.60775375366211,5.757401943206787,2352.358154296875,31.65147590637207,5.572380065917969
49,5257.70849609375,7828.11767578125,45.56581115722656,6.693303108215332,2568.51513671875,29.559640884399414,5.534492015838623,2138.717529296875,27.506181716918945,5.788398742675781,6153.27001953125,8775.58984375,44.844295501708984,5.987185478210449,3122.554931640625,32.51251983642578,5.524185657501221,2583.826904296875,29.898117065429688,5.4158406257629395
50,5011.927734375,7261.87841796875,43.87985610961914,6.6710524559021,2450.539306640625,28.545997619628906,5.49126672744751,2098.201904296875,26.703699111938477,5.707960605621338,6871.19873046875,8204.474609375,44.99140167236328,5.954578399658203,3548.15673828125,40.92548370361328,6.622869491577148,3345.408935546875,40.3919792175293,6.649470329284668
51,4804.2255859375,6734.7314453125,42.37520980834961,6.557029724121094,2393.5498046875,28.199491500854492,5.4036688804626465,2065.7412109375,26.723875045776367,5.6436004638671875,6445.3759765625,7577.36767578125,42.317012786865234,5.691622734069824,3552.140625,42.016998291015625,6.695825099945068,3106.523193359375,39.45880126953125,6.525580406188965
52,4652.12939453125,6286.6796875,41.31877136230469,6.393387794494629,2335.955078125,27.970478057861328,5.400346755981445,2065.33935546875,26.719602584838867,5.706445693969727,6518.0888671875,7358.39892578125,46.72248840332031,6.197318077087402,3581.20703125,42.67229461669922,6.926948070526123,3236.208251953125,41.115238189697266,7.0384016036987305
53,4472.3056640625,5878.5771484375,40.831199645996094,6.566381931304932,2275.349365234375,27.827402114868164,5.394342422485352,2026.127197265625,26.61213493347168,5.651487827301025,5124.33837890625,6562.44384765625,40.665000915527344,5.707491397857666,2787.802490234375,34.272769927978516,6.0315022468566895,2319.263916015625,31.672971725463867,6.029684543609619
54,4253.16259765625,5451.6904296875,38.982234954833984,6.252368927001953,2157.095703125,26.72362518310547,5.288086414337158,1970.5272216796875,26.052230834960938,5.643311500549316,4767.625,6042.9287109375,38.15052795410156,5.583285808563232,2575.3623046875,31.231258392333984,5.68389892578125,2182.137451171875,29.71940803527832,5.7802252769470215
55,4108.01611328125,5081.068359375,37.95392608642578,6.250556468963623,2117.533447265625,26.51872444152832,5.276618957519531,1948.435546875,25.720195770263672,5.579134464263916,5246.4345703125,5585.03515625,35.20648956298828,5.22538948059082,2778.1279296875,33.71023178100586,5.864984512329102,2737.486572265625,34.88469696044922,6.120626449584961
56,4010.4970703125,4778.15478515625,37.56463623046875,6.375240802764893,2093.0341796875,26.80210304260254,5.3355255126953125,1949.140380859375,26.16472053527832,5.629917621612549,5489.11083984375,5220.638671875,34.46381759643555,5.268221855163574,3020.80517578125,37.396392822265625,6.5328168869018555,3016.677490234375,38.863128662109375,6.877835750579834
57,3925.66015625,4495.96484375,36.58698654174805,6.1249775886535645,2074.095458984375,26.482450485229492,5.29175329208374,1954.64208984375,26.007596969604492,5.621283054351807,4522.9873046875,4899.08544921875,33.99473571777344,5.319123268127441,2396.69287109375,29.221166610717773,5.35992956161499,2334.25390625,29.718280792236328,5.477898597717285
58,3769.824462890625,4213.39111328125,35.176727294921875,6.0567097663879395,2017.786376953125,25.760732650756836,5.229024410247803,1900.4710693359375,25.295974731445312,5.532708168029785,4085.38525390625,4719.37548828125,36.15510177612305,5.491148471832275,2142.672119140625,27.653413772583008,5.164792060852051,2026.7706298828125,28.57969856262207,5.458493709564209
59,3688.460693359375,3974.580078125,34.6442985534668,5.981477737426758,1978.908203125,25.496471405029297,5.184978008270264,1902.4140625,25.1398983001709,5.450218677520752,3804.759521484375,4418.19580078125,34.96865463256836,5.392269134521484,1984.510009765625,25.235553741455078,4.859193325042725,1883.947998046875,26.331928253173828,5.121673107147217
60,3642.955322265625,3772.251953125,34.76628875732422,6.08513879776001,1979.615966796875,26.44654655456543,5.297194004058838,1917.3948974609375,26.164215087890625,5.570573806762695,4340.42626953125,4034.285400390625,30.963645935058594,5.384537220001221,2231.244384765625,27.63117027282715,5.271902084350586,2460.767578125,33.069862365722656,5.8560404777526855
61,3576.59619140625,3581.53955078125,33.519081115722656,6.054655075073242,1967.2861328125,25.961584091186523,5.312873840332031,1911.94775390625,25.60652732849121,5.5764923095703125,4016.284423828125,3803.72705078125,29.494279861450195,4.798490047454834,2139.330810546875,29.201671600341797,5.532200813293457,2233.3671875,33.557987213134766,6.295166492462158
62,3458.458251953125,3399.94140625,32.87847900390625,6.108515739440918,1903.056884765625,25.6414852142334,5.327760219573975,1867.5587158203125,25.520620346069336,5.583198070526123,4200.7763671875,3554.798095703125,27.73952293395996,4.984802722930908,2085.122802734375,28.457998275756836,5.449958324432373,2508.800048828125,37.170101165771484,6.44215726852417
63,3434.957275390625,3263.232421875,31.961668014526367,5.831451416015625,1919.369873046875,25.382068634033203,5.1829514503479,1880.1766357421875,25.08557891845703,5.4606032371521,4063.668212890625,3487.4501953125,30.10432243347168,5.094157695770264,2164.061279296875,29.607742309570312,5.256196975708008,2368.21484375,35.28311538696289,6.059635162353516
64,3445.6298828125,3156.8623046875,32.536956787109375,5.9169020652771,1945.3839111328125,26.546905517578125,5.287028789520264,1914.9559326171875,26.17667007446289,5.56412935256958,4045.387451171875,3196.978515625,26.459169387817383,5.175213813781738,1957.143798828125,26.992307662963867,5.405437469482422,2499.15087890625,37.06824493408203,6.404602527618408
65,3284.09130859375,2980.79345703125,30.764928817749023,5.831282615661621,1876.16748046875,25.243663787841797,5.2140374183654785,1827.0030517578125,24.55275535583496,5.427015781402588,3769.702880859375,3049.242431640625,25.89678192138672,4.921533584594727,1846.798828125,24.747827529907227,4.9427642822265625,2300.89013671875,35.52046585083008,5.973465919494629
66,3267.203857421875,2856.5712890625,30.614408493041992,6.121379375457764,1874.757080078125,25.534542083740234,5.419500827789307,1847.8050537109375,25.37457275390625,5.681947231292725,3508.149169921875,2878.93896484375,24.482023239135742,4.701953887939453,1826.509765625,24.236568450927734,4.964073657989502,2096.5146484375,32.38507843017578,5.808776378631592
67,3172.9521484375,2731.58642578125,29.415481567382812,5.635707378387451,1820.4962158203125,24.586158752441406,5.125300884246826,1807.327392578125,24.48560905456543,5.425297260284424,3901.19091796875,2762.294921875,23.944385528564453,4.4689555168151855,2081.880615234375,28.28731346130371,5.614901065826416,2447.938232421875,36.42423629760742,6.637657165527344
68,3136.5068359375,2614.613037109375,29.09141731262207,5.6828813552856445,1820.1314697265625,24.982460021972656,5.147998809814453,1806.083251953125,24.868587493896484,5.414514064788818,3584.905029296875,2643.808837890625,23.538002014160156,4.901129722595215,1875.2227783203125,25.604629516601562,5.114675521850586,2229.195556640625,33.60392379760742,5.807212829589844
69,3066.418701171875,2528.047119140625,28.401700973510742,5.627986907958984,1777.9910888671875,24.408262252807617,5.108622074127197,1774.6070556640625,24.377107620239258,5.384575843811035,3633.807373046875,2517.7568359375,22.477928161621094,4.686084747314453,1931.914306640625,26.29938316345215,5.200547218322754,2298.906005859375,34.17665481567383,5.93092155456543
70,3102.177734375,2498.4326171875,28.79573631286621,5.8254499435424805,1811.43115234375,25.064424514770508,5.302545547485352,1809.218505859375,24.999385833740234,5.573848247528076,2969.173095703125,2427.846435546875,21.775571823120117,4.69517707824707,1686.2705078125,22.59284019470215,4.868436336517334,1734.93798828125,26.619670867919922,5.291578769683838
71,3116.78466796875,2471.296142578125,29.202905654907227,5.935893535614014,1838.0015869140625,25.706003189086914,5.359213352203369,1823.99462890625,25.345346450805664,5.575985908508301,3288.0673828125,2345.84814453125,21.038345336914062,4.3472466468811035,1839.4212646484375,26.25331687927246,5.0995306968688965,2032.4862060546875,32.190711975097656,5.816275119781494
72,3032.96484375,2350.782470703125,27.622894287109375,5.505514621734619,1775.6796875,24.444974899291992,5.086061954498291,1795.0262451171875,24.60340118408203,5.389082431793213,3011.920166015625,2275.865478515625,20.926071166992188,4.494837760925293,1690.0711669921875,24.371809005737305,4.803465843200684,1822.1392822265625,28.805925369262695,5.247516632080078
73,2978.11962890625,2284.62158203125,27.260921478271484,5.555093288421631,1751.3211669921875,24.377994537353516,5.112138271331787,1767.3367919921875,24.541147232055664,5.423624038696289,3220.68798828125,2201.95361328125,20.674367904663086,4.399219036102295,1744.5689697265625,25.35136604309082,5.0594706535339355,2036.7310791015625,31.95089340209961,5.890851974487305
74,2969.04296875,2233.54296875,26.977813720703125,5.532668590545654,1756.0987548828125,24.36831283569336,5.106945037841797,1772.1507568359375,24.562883377075195,5.420339107513428,3289.0400390625,2163.615234375,21.721891403198242,4.625424861907959,1792.1368408203125,27.082427978515625,5.122763633728027,2102.314453125,33.3576774597168,5.8085408210754395
75,2991.52783203125,2235.75537109375,27.914936065673828,5.906127452850342,1770.4422607421875,25.30999183654785,5.359079360961914,1789.668701171875,25.41033363342285,5.662952899932861,3462.986572265625,2104.57568359375,20.872678756713867,4.383026123046875,1857.692138671875,26.935882568359375,5.353684425354004,2274.305908203125,34.58852005004883,6.334918022155762
76,3005.53369140625,2224.715087890625,27.748008728027344,5.822481632232666,1785.0411376953125,25.162155151367188,5.316869258880615,1802.6070556640625,25.325462341308594,5.606965065002441,2941.08984375,2061.406982421875,21.31251335144043,4.8544416427612305,1676.75537109375,24.964462280273438,4.954496383666992,1819.6409912109375,28.712024688720703,5.371664047241211
77,2912.628173828125,2119.092041015625,26.127967834472656,5.502425670623779,1734.8131103515625,23.986698150634766,5.0486741065979,1756.456787109375,24.10743522644043,5.3377861976623535,2612.0078125,2020.0535888671875,21.15140724182129,4.554491996765137,1524.9447021484375,20.477703094482422,4.47744607925415,1548.50830078125,22.528297424316406,4.807012557983398
78,2876.17822265625,2083.175537109375,26.326568603515625,5.522372245788574,1707.39404296875,24.202138900756836,5.093216419219971,1739.0069580078125,24.30553436279297,5.388955116271973,2925.79541015625,1982.5782470703125,21.473873138427734,4.620622158050537,1691.2457275390625,25.14143943786621,4.9767961502075195,1823.64794921875,28.497222900390625,5.3672590255737305
79,2900.62255859375,2085.222412109375,26.19917106628418,5.523509979248047,1732.844482421875,24.250951766967773,5.11651611328125,1755.20263671875,24.36370849609375,5.396982669830322,2662.388427734375,1910.6531982421875,18.933006286621094,4.303368091583252,1556.4185791015625,21.435754776000977,4.588504791259766,1622.2667236328125,23.97008514404297,4.911635875701904
80,2857.7109375,2037.1591796875,25.958635330200195,5.470381259918213,1705.9176025390625,24.043331146240234,5.058887004852295,1734.7880859375,24.221229553222656,5.346794128417969,2616.823974609375,1872.484375,18.821435928344727,4.475203990936279,1523.951904296875,21.80047607421875,4.7845916748046875,1597.89306640625,24.564908981323242,5.1200666427612305
81,2922.48681640625,2084.603515625,27.014060974121094,5.872183322906494,1756.696533203125,25.11164665222168,5.369102478027344,1770.0966796875,24.933176040649414,5.590273380279541,3226.106201171875,1895.124755859375,20.767200469970703,4.4073286056518555,1777.0819091796875,26.081472396850586,5.345806121826172,2124.444091796875,32.369903564453125,6.213397979736328
82,2864.35107421875,2022.8814697265625,26.002214431762695,5.581932067871094,1707.3546142578125,24.017475128173828,5.12506628036499,1745.280517578125,24.327085494995117,5.3887176513671875,2356.383056640625,1818.4608154296875,18.615304946899414,4.654840469360352,1434.6639404296875,20.251602172851562,4.768425941467285,1380.4456787109375,20.246883392333984,4.7898359298706055
83,2849.586181640625,1996.9075927734375,26.18234634399414,5.65524435043335,1707.405029296875,24.419588088989258,5.251158237457275,1738.2919921875,24.635719299316406,5.560575485229492,2552.00537109375,1787.7205810546875,19.033384323120117,4.482710838317871,1516.6270751953125,21.541839599609375,4.760781288146973,1560.701171875,23.824344635009766,5.0749192237854
84,2793.129638671875,1946.9615478515625,25.052276611328125,5.377964496612549,1671.390625,23.478145599365234,4.986794471740723,1707.6241455078125,23.708932876586914,5.28642463684082,2401.4228515625,1757.2554931640625,18.340656280517578,4.427000999450684,1455.114990234375,19.767026901245117,4.5843048095703125,1437.71142578125,20.434673309326172,4.685357093811035
85,2795.401123046875,1937.4732666015625,25.462636947631836,5.3726091384887695,1676.47412109375,23.912717819213867,4.977446556091309,1711.2169189453125,24.10917091369629,5.272303581237793,2856.0869140625,1832.155029296875,21.903390884399414,5.29412841796875,1694.0526123046875,27.50724220275879,5.772091865539551,1798.224609375,29.843284606933594,6.035103797912598
