epoch,loss,mean_absolute_error,mean_absolute_percentage_error,val_loss,val_mean_absolute_error,val_mean_absolute_percentage_error
0,775.0881958007812,775.7810668945312,91.2006607055664,521.0115356445312,521.7044067382812,97.44647216796875
1,236.29071044921875,236.9815216064453,45.367923736572266,145.5546417236328,146.24517822265625,44.532649993896484
2,101.11358642578125,101.80331420898438,32.90559387207031,84.6293716430664,85.31893157958984,39.3239631652832
3,88.5715560913086,89.26094055175781,30.955644607543945,71.41434478759766,72.10153198242188,24.832151412963867
4,85.49544525146484,86.18453979492188,29.705001831054688,73.25419616699219,73.94223022460938,28.431779861450195
5,84.04442596435547,84.7334976196289,28.642589569091797,71.95233917236328,72.64039611816406,19.96196174621582
6,82.54120635986328,83.23020935058594,28.140705108642578,73.57174682617188,74.26129150390625,18.420040130615234
7,82.0486831665039,82.73765563964844,27.63128089904785,73.34162139892578,74.03076934814453,22.314882278442383
8,81.0382080078125,81.72721862792969,27.424976348876953,71.64456939697266,72.33331298828125,25.00818634033203
9,80.15779113769531,80.8466567993164,26.578758239746094,67.55744934082031,68.24464416503906,21.792877197265625
10,79.78992462158203,80.47874450683594,26.696943283081055,67.6843490600586,68.37133026123047,17.66084098815918
11,79.319091796875,80.0078125,26.4893856048584,69.62372589111328,70.31173706054688,19.34729766845703
12,78.69737243652344,79.38607025146484,25.870166778564453,69.27203369140625,69.96002960205078,30.01217269897461
13,78.13093566894531,78.81961822509766,25.3208065032959,70.13003540039062,70.81825256347656,29.696426391601562
14,77.68511199951172,78.37369537353516,24.940248489379883,67.17523956298828,67.86278533935547,26.29303741455078
15,77.40309143066406,78.09168243408203,24.889997482299805,69.12610626220703,69.81417083740234,34.27490234375
16,76.95606231689453,77.64463806152344,24.391021728515625,65.81998443603516,66.5071792602539,20.402721405029297
17,76.28128051757812,76.96977996826172,24.09231948852539,65.25096893310547,65.9385757446289,17.20250701904297
18,75.91290283203125,76.60144805908203,24.012481689453125,65.50971984863281,66.19734954833984,17.54873275756836
19,75.53694915771484,76.22553253173828,23.615476608276367,67.4378662109375,68.1249771118164,35.360111236572266
20,74.88764953613281,75.57601165771484,23.314544677734375,62.80242156982422,63.488929748535156,15.978496551513672
21,74.7202377319336,75.40872192382812,23.340608596801758,64.19146728515625,64.87884521484375,20.561796188354492
22,73.85454559326172,74.54289245605469,23.097253799438477,62.60149383544922,63.28943634033203,18.661230087280273
23,73.56167602539062,74.25004577636719,22.54181671142578,61.349143981933594,62.03618240356445,17.018518447875977
24,73.27945709228516,73.96776580810547,22.46797752380371,61.679134368896484,62.3655891418457,17.89043617248535
25,72.5721664428711,73.26046752929688,22.48628044128418,61.38546371459961,62.072303771972656,19.493484497070312
26,72.06475830078125,72.75294494628906,22.209808349609375,59.36509323120117,60.05179214477539,17.497770309448242
27,71.66837310791016,72.3567123413086,22.095277786254883,59.624610900878906,60.311309814453125,15.287583351135254
28,71.20210266113281,71.89022064208984,21.67386817932129,58.45432662963867,59.141361236572266,18.526620864868164
29,70.89160919189453,71.579833984375,21.894508361816406,61.64815139770508,62.33572769165039,15.360892295837402
30,70.5647964477539,71.25304412841797,22.04126739501953,60.468387603759766,61.15592575073242,28.428781509399414
31,70.10000610351562,70.78815460205078,21.41110610961914,56.43787384033203,57.12523651123047,18.611061096191406
32,69.4914779663086,70.17960357666016,21.299177169799805,58.33063888549805,59.018333435058594,17.511627197265625
33,69.21792602539062,69.90596771240234,21.20736312866211,56.003517150878906,56.69026184082031,16.969682693481445
34,68.78459930419922,69.47274780273438,20.979793548583984,54.76832962036133,55.45474624633789,13.588802337646484
35,68.42164611816406,69.10974884033203,20.691762924194336,55.202144622802734,55.88869857788086,16.6372013092041
36,67.87910461425781,68.56717681884766,20.712074279785156,54.38362503051758,55.06982421875,14.145207405090332
37,67.61103820800781,68.29914855957031,20.48955726623535,54.14328384399414,54.83027648925781,13.27048397064209
38,67.18326568603516,67.87133026123047,20.212907791137695,52.899784088134766,53.58638381958008,13.373851776123047
39,66.69962310791016,67.38756561279297,20.518428802490234,52.829750061035156,53.51618576049805,13.376084327697754
40,66.57284545898438,67.26073455810547,20.274152755737305,53.652809143066406,54.3390998840332,17.6983585357666
41,66.13143920898438,66.81941223144531,19.888092041015625,52.37608337402344,53.06209945678711,15.396663665771484
42,65.91460418701172,66.60252380371094,20.05698013305664,51.995121002197266,52.681610107421875,15.521021842956543
43,65.3984603881836,66.08644104003906,19.982738494873047,50.633419036865234,51.31934356689453,14.086335182189941
44,64.90046691894531,65.58831024169922,20.044448852539062,52.82179260253906,53.50790023803711,26.65448570251465
45,64.86357116699219,65.5514144897461,19.667741775512695,52.079307556152344,52.76568603515625,18.523712158203125
46,64.50472259521484,65.19258117675781,19.78077507019043,51.906402587890625,52.592620849609375,16.53407096862793
47,64.39087677001953,65.07872009277344,19.45488166809082,50.081298828125,50.76704025268555,13.071964263916016
48,63.97728729248047,64.66512298583984,19.353063583374023,50.220115661621094,50.906463623046875,13.608929634094238
49,63.37691879272461,64.0645751953125,19.330835342407227,50.64362335205078,51.33007049560547,12.444522857666016
50,63.33429718017578,64.02214050292969,19.385164260864258,48.628143310546875,49.31385803222656,15.53523063659668
51,63.14180374145508,63.829593658447266,19.319091796875,48.381465911865234,49.066707611083984,13.17497730255127
52,62.71788787841797,63.405635833740234,18.85966682434082,50.84975051879883,51.53606414794922,17.65663719177246
53,62.568119049072266,63.25593185424805,19.3872013092041,47.77867126464844,48.463993072509766,12.692672729492188
54,62.205257415771484,62.892940521240234,18.963760375976562,47.02827072143555,47.71345901489258,12.063654899597168
55,61.96339797973633,62.651058197021484,19.085098266601562,47.193729400634766,47.87915802001953,18.81532859802246
56,61.798248291015625,62.485939025878906,18.84511947631836,47.433807373046875,48.119163513183594,14.05793571472168
57,61.648799896240234,62.336429595947266,18.892292022705078,48.75765609741211,49.443931579589844,19.185579299926758
58,61.501220703125,62.188934326171875,18.738765716552734,46.215763092041016,46.90121841430664,12.458406448364258
59,60.98097229003906,61.66876983642578,18.56549072265625,46.87942123413086,47.564998626708984,13.789264678955078
60,60.94540786743164,61.63307189941406,18.82710075378418,48.58642578125,49.27253723144531,22.025577545166016
61,60.59218978881836,61.27981948852539,18.563982009887695,44.625892639160156,45.311424255371094,13.98657512664795
62,60.495506286621094,61.183128356933594,18.373157501220703,48.46052932739258,49.14655685424805,17.14114761352539
63,60.276329040527344,60.9638557434082,18.37786293029785,45.329185485839844,46.014774322509766,18.042572021484375
64,60.07179260253906,60.75939178466797,18.208820343017578,44.54098892211914,45.22637939453125,15.14880657196045
65,59.839271545410156,60.5268669128418,18.0286865234375,45.78383255004883,46.469276428222656,14.49832534790039
66,59.61508560180664,60.30264663696289,18.12078094482422,45.87132263183594,46.556087493896484,12.023537635803223
67,59.3672981262207,60.05485534667969,18.204729080200195,44.14412307739258,44.82835006713867,11.65848159790039
68,59.161258697509766,59.84878921508789,18.12281608581543,43.56898498535156,44.25407028198242,13.023700714111328
69,59.01777648925781,59.7053337097168,18.218685150146484,45.24681091308594,45.932289123535156,14.643118858337402
70,58.726951599121094,59.41444396972656,18.055435180664062,43.51601791381836,44.201351165771484,11.588556289672852
71,58.74408721923828,59.4315071105957,17.743467330932617,43.74160385131836,44.4263916015625,14.58902645111084
72,58.63494873046875,59.32249069213867,17.966867446899414,43.334598541259766,44.019290924072266,12.086033821105957
73,58.53362274169922,59.22124481201172,17.95758056640625,46.82315444946289,47.50948715209961,13.507340431213379
74,58.14875793457031,58.83625793457031,17.766443252563477,44.32804870605469,45.013526916503906,14.245966911315918
75,57.86513900756836,58.55253982543945,17.9973201751709,43.01194381713867,43.696624755859375,11.601004600524902
76,57.841758728027344,58.529197692871094,17.88754653930664,42.445499420166016,43.13005447387695,11.604331016540527
77,57.829166412353516,58.516517639160156,17.632118225097656,43.073570251464844,43.75838851928711,12.486745834350586
78,57.57672119140625,58.26411056518555,17.49184226989746,42.354583740234375,43.039093017578125,13.484899520874023
79,57.37146759033203,58.058868408203125,17.653377532958984,43.0112419128418,43.696590423583984,12.610121726989746
80,57.19272232055664,57.880157470703125,17.327335357666016,42.51778793334961,43.20285415649414,14.38295841217041
81,57.23128890991211,57.91870880126953,17.635080337524414,41.43753433227539,42.121490478515625,11.161354064941406
82,56.93014144897461,57.61750030517578,17.351531982421875,43.26729965209961,43.952579498291016,17.507478713989258
83,56.86051940917969,57.54780197143555,17.188499450683594,43.66925048828125,44.3546257019043,12.983633041381836
84,56.67104721069336,57.35840606689453,17.610187530517578,41.72966384887695,42.413909912109375,11.635795593261719
85,56.59834671020508,57.28573989868164,17.500835418701172,40.328765869140625,41.01280212402344,11.294930458068848
86,56.24082565307617,56.9280891418457,17.382583618164062,43.74820327758789,44.43387222290039,10.607938766479492
87,56.21839904785156,56.90574264526367,17.241132736206055,40.03457260131836,40.71893310546875,12.412796020507812
88,56.07905197143555,56.766395568847656,17.221323013305664,43.87074661254883,44.556785583496094,11.774139404296875
89,56.01011276245117,56.69743347167969,16.988431930541992,39.490108489990234,40.17396545410156,10.634265899658203
90,55.86432647705078,56.5516357421875,17.02485466003418,43.60052490234375,44.285369873046875,11.995105743408203
91,55.65840530395508,56.34553146362305,17.058956146240234,40.29414749145508,40.97883224487305,10.737445831298828
92,55.708492279052734,56.39580535888672,17.20574378967285,40.160831451416016,40.845123291015625,10.400225639343262
93,55.57786178588867,56.26515197753906,17.073713302612305,41.69046401977539,42.37467956542969,11.155723571777344
94,55.246673583984375,55.933956146240234,16.760513305664062,39.810646057128906,40.49479675292969,13.009493827819824
95,55.5872802734375,56.2745361328125,16.88359832763672,49.410457611083984,50.09705352783203,12.549178123474121
96,55.01096725463867,55.698280334472656,16.976041793823242,39.027374267578125,39.71149444580078,10.065949440002441
97,54.988834381103516,55.676124572753906,16.83380126953125,40.433837890625,41.118282318115234,11.799762725830078
98,54.733943939208984,55.42109680175781,16.73614501953125,39.44132614135742,40.12550354003906,10.144970893859863
99,54.881290435791016,55.56853485107422,16.843454360961914,39.165283203125,39.84822463989258,10.85307788848877
100,54.74152374267578,55.42869567871094,16.85430335998535,42.93346405029297,43.61968994140625,11.23164176940918
101,54.58393096923828,55.271202087402344,16.667524337768555,40.08797836303711,40.77263259887695,14.051190376281738
102,54.3458137512207,55.03300476074219,16.758026123046875,40.48500442504883,41.169132232666016,10.916590690612793
103,54.33638000488281,55.02357864379883,16.67799949645996,43.51996612548828,44.20635986328125,21.218294143676758
104,54.118408203125,54.805477142333984,16.424287796020508,39.98110580444336,40.66631317138672,12.05536937713623
105,54.21901321411133,54.906166076660156,16.742399215698242,38.607391357421875,39.291751861572266,10.118162155151367
106,54.03506088256836,54.72222900390625,16.37942886352539,38.41958999633789,39.10328674316406,10.244702339172363
107,54.061279296875,54.74848937988281,16.481910705566406,38.02482604980469,38.708621978759766,10.37251091003418
108,53.80781936645508,54.49494552612305,16.64240837097168,38.627769470214844,39.312103271484375,9.830806732177734
109,53.874534606933594,54.56167221069336,16.63909339904785,38.68729782104492,39.371925354003906,10.354973793029785
110,53.76095199584961,54.447998046875,16.537193298339844,40.48954391479492,41.1748161315918,10.06502914428711
111,53.55483627319336,54.2419548034668,16.174922943115234,39.589515686035156,40.274105072021484,11.494363784790039
112,53.38850784301758,54.07571029663086,16.57926368713379,38.825897216796875,39.510196685791016,10.714534759521484
113,53.45701599121094,54.144256591796875,16.286169052124023,40.13487243652344,40.819427490234375,9.65600872039795
114,53.287811279296875,53.97489547729492,16.566734313964844,37.50983428955078,38.19329071044922,10.04259967803955
115,53.10189437866211,53.7889518737793,16.33812713623047,37.72797775268555,38.41225051879883,11.939403533935547
116,53.07205581665039,53.7590217590332,16.264793395996094,39.91450119018555,40.597633361816406,9.650197982788086
117,53.05707550048828,53.7441291809082,16.22595977783203,42.31138229370117,42.997371673583984,13.945669174194336
118,52.88100814819336,53.568153381347656,15.820684432983398,38.03889465332031,38.72261428833008,10.208608627319336
119,52.86457443237305,53.5516242980957,16.106122970581055,37.599185943603516,38.28326416015625,9.845742225646973
120,52.77681350708008,53.46391677856445,16.015295028686523,36.26237106323242,36.94611358642578,10.326221466064453
121,52.61921310424805,53.30624771118164,16.138330459594727,38.70460510253906,39.38875961303711,10.187788963317871
122,52.667118072509766,53.35416030883789,16.096782684326172,40.022560119628906,40.70756912231445,10.414114952087402
123,52.616573333740234,53.30363845825195,16.12887954711914,36.536048889160156,37.21940612792969,10.231861114501953
124,52.393123626708984,53.08009719848633,16.18480110168457,36.70991134643555,37.394474029541016,10.088744163513184
125,52.331703186035156,53.01869201660156,16.073320388793945,37.69763946533203,38.38245391845703,13.28219223022461
126,52.13271713256836,52.81980514526367,15.968246459960938,37.110557556152344,37.7943115234375,8.829756736755371
127,52.247520446777344,52.9345703125,16.311481475830078,36.94915771484375,37.6328010559082,9.869068145751953
128,52.1150016784668,52.80195617675781,16.02766990661621,35.84876251220703,36.53273391723633,11.133615493774414
129,51.99742126464844,52.68447494506836,15.846713066101074,36.00809097290039,36.69197082519531,10.35317611694336
130,51.955135345458984,52.64201736450195,15.715377807617188,35.5098762512207,36.19365692138672,9.950221061706543
131,51.756221771240234,52.4431266784668,15.783964157104492,36.30908966064453,36.99271774291992,9.317617416381836
132,51.89056396484375,52.577537536621094,15.73763656616211,37.97758865356445,38.66238784790039,11.277761459350586
133,51.65897750854492,52.34586715698242,15.917939186096191,37.40570068359375,38.08995819091797,11.430181503295898
134,51.591854095458984,52.27876663208008,15.7987060546875,37.08991241455078,37.77363967895508,11.829575538635254
135,51.69767761230469,52.384544372558594,15.808797836303711,35.581031799316406,36.26519775390625,10.615259170532227
136,51.530357360839844,52.21733474731445,15.650870323181152,37.104827880859375,37.78925704956055,12.051009178161621
137,51.502925872802734,52.18972396850586,15.903791427612305,36.70740509033203,37.391578674316406,9.944804191589355
138,51.28447723388672,51.971412658691406,15.848299026489258,37.34490966796875,38.02946472167969,9.419373512268066
139,51.319984436035156,52.006954193115234,15.772062301635742,39.162147521972656,39.84794235229492,11.708154678344727
140,51.339447021484375,52.02630615234375,15.930144309997559,37.178001403808594,37.86214065551758,13.316411018371582
141,51.12777328491211,51.81473922729492,15.685705184936523,36.13890075683594,36.82318115234375,10.893726348876953
142,51.289222717285156,51.97608184814453,15.699653625488281,35.253326416015625,35.93665313720703,8.796175003051758
143,50.99497985839844,51.68175506591797,15.363945007324219,36.50859451293945,37.1934700012207,10.090215682983398
144,50.85097122192383,51.53785705566406,15.554990768432617,35.75628662109375,36.440975189208984,10.520819664001465
