Model : ,28,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.03,0.18,0.01,0.02,0.06,0.05,0.02,290.10,32.02,0.00,0.43,-2.79
-0.02,0.20,0.02,0.03,0.05,0.04,0.01,296.12,32.01,0.00,0.54,-2.68
-0.02,0.22,0.03,0.03,0.04,0.02,-0.00,302.34,32.01,0.00,0.55,-2.52
-0.02,0.24,0.05,0.05,0.03,0.01,-0.01,306.93,32.01,0.00,0.38,-2.36
-0.02,0.25,0.06,0.06,0.04,0.01,-0.02,309.17,32.01,0.00,0.06,-2.23
-0.02,0.25,0.08,0.08,0.05,0.01,-0.02,309.12,32.01,0.00,-0.27,-2.15
-0.03,0.24,0.08,0.10,0.06,0.02,-0.02,307.40,32.00,0.00,-0.52,-2.13
-0.03,0.23,0.08,0.11,0.08,0.03,-0.02,304.99,31.99,0.00,-0.65,-2.16
-0.04,0.21,0.08,0.11,0.09,0.05,-0.01,302.93,31.98,0.00,-0.65,-2.23
-0.05,0.18,0.07,0.11,0.09,0.06,-0.00,301.82,31.96,0.00,-0.56,-2.34
-0.05,0.15,0.05,0.10,0.10,0.08,0.01,301.69,31.96,0.00,-0.45,-2.46
-0.06,0.13,0.04,0.08,0.09,0.09,0.01,302.25,31.95,0.00,-0.45,-2.56
-0.07,0.12,0.03,0.06,0.08,0.09,0.02,303.12,31.95,0.00,-0.62,-2.59
-0.07,0.12,0.03,0.04,0.08,0.08,0.02,303.62,31.96,0.00,-0.91,-2.58
-0.06,0.13,0.03,0.02,0.07,0.07,0.02,302.58,31.96,0.00,-1.21,-2.50
-0.06,0.15,0.03,0.02,0.06,0.06,0.01,299.36,31.96,0.00,-1.44,-2.37
-0.05,0.17,0.03,0.02,0.05,0.05,0.00,294.96,31.95,0.00,-1.54,-2.22
-0.04,0.19,0.04,0.04,0.04,0.03,-0.00,291.45,31.95,0.00,-1.48,-2.10
-0.04,0.21,0.05,0.05,0.04,0.03,-0.01,290.33,31.94,0.00,-1.27,-2.02
-0.04,0.23,0.06,0.07,0.04,0.02,-0.02,291.77,31.93,0.00,-0.97,-2.00
-0.05,0.24,0.07,0.08,0.04,0.02,-0.03,295.41,31.93,0.00,-0.64,-2.04
-0.05,0.24,0.07,0.09,0.05,0.02,-0.03,300.55,31.93,0.00,-0.32,-2.13
-0.05,0.23,0.06,0.10,0.06,0.03,-0.03,305.78,31.94,0.00,-0.08,-2.25
-0.06,0.21,0.05,0.11,0.07,0.04,-0.02,309.42,31.95,0.00,-0.02,-2.37
-0.06,0.18,0.04,0.10,0.08,0.06,-0.02,310.57,31.95,0.00,-0.16,-2.49
-0.06,0.14,0.03,0.10,0.08,0.07,-0.01,309.55,31.96,0.00,-0.45,-2.56
-0.07,0.12,0.03,0.08,0.08,0.08,-0.01,307.24,31.96,0.00,-0.77,-2.57
-0.07,0.10,0.03,0.06,0.08,0.09,-0.00,304.59,31.95,0.00,-1.05,-2.50
