Model : ,11,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.03,-0.01,0.05,0.08,0.08,-0.01,-0.00,298.70,29.45,0.00,-0.31,-2.21
-0.04,-0.03,0.04,0.08,0.09,0.01,0.00,303.93,29.46,0.00,-0.34,-2.15
-0.05,-0.05,0.04,0.07,0.10,0.03,0.02,307.96,29.47,0.00,-0.40,-2.16
-0.05,-0.07,0.02,0.06,0.11,0.04,0.03,309.65,29.48,0.00,-0.50,-2.23
-0.05,-0.09,0.01,0.05,0.11,0.05,0.04,309.05,29.48,0.00,-0.60,-2.35
-0.05,-0.10,0.00,0.04,0.11,0.05,0.05,306.91,29.48,0.00,-0.70,-2.50
-0.05,-0.10,-0.00,0.02,0.10,0.04,0.06,304.08,29.48,0.00,-0.78,-2.65
-0.05,-0.09,-0.00,0.01,0.08,0.03,0.06,301.46,29.49,0.00,-0.82,-2.77
-0.05,-0.08,0.00,0.00,0.07,0.02,0.05,299.86,29.49,0.00,-0.78,-2.82
-0.04,-0.06,0.01,0.00,0.06,0.00,0.04,299.58,29.50,0.00,-0.66,-2.77
-0.04,-0.03,0.02,0.01,0.06,-0.01,0.03,300.35,29.50,0.00,-0.48,-2.66
-0.03,-0.01,0.03,0.02,0.06,-0.03,0.02,301.62,29.51,0.00,-0.26,-2.53
-0.03,0.01,0.04,0.04,0.06,-0.03,0.00,302.92,29.51,0.00,-0.03,-2.41
-0.03,0.01,0.05,0.06,0.06,-0.03,-0.01,303.58,29.51,0.00,0.17,-2.35
-0.03,0.01,0.06,0.07,0.07,-0.02,-0.02,302.51,29.51,0.00,0.30,-2.36
-0.04,0.00,0.06,0.08,0.08,-0.01,-0.02,299.19,29.51,0.00,0.35,-2.46
-0.05,-0.02,0.05,0.08,0.09,0.01,-0.01,294.76,29.51,0.00,0.33,-2.60
-0.06,-0.04,0.04,0.07,0.10,0.03,-0.00,291.62,29.51,0.00,0.30,-2.76
-0.06,-0.06,0.02,0.06,0.10,0.04,0.01,291.39,29.51,0.00,0.29,-2.91
-0.07,-0.08,0.01,0.05,0.10,0.05,0.03,293.95,29.51,0.00,0.32,-3.01
-0.07,-0.09,-0.00,0.04,0.09,0.05,0.04,298.30,29.51,0.00,0.39,-3.04
-0.06,-0.09,-0.01,0.02,0.07,0.05,0.05,303.30,29.51,0.00,0.49,-2.96
-0.06,-0.08,-0.01,0.01,0.05,0.05,0.04,307.62,29.51,0.00,0.59,-2.82
-0.05,-0.06,-0.00,0.00,0.04,0.04,0.04,309.97,29.51,0.00,0.57,-2.66
-0.05,-0.03,0.01,0.00,0.03,0.02,0.02,309.80,29.51,0.00,0.39,-2.52
-0.04,0.00,0.02,0.01,0.02,0.01,0.01,307.79,29.51,0.00,0.10,-2.43
-0.04,0.03,0.03,0.02,0.02,-0.01,0.00,305.13,29.51,0.00,-0.17,-2.39
-0.04,0.04,0.04,0.04,0.04,-0.01,-0.01,302.87,29.51,0.00,-0.34,-2.39
-0.04,0.05,0.05,0.06,0.06,-0.01,-0.01,301.55,29.51,0.00,-0.38,-2.44
-0.04,0.04,0.06,0.07,0.08,0.00,-0.02,301.36,29.51,0.00,-0.30,-2.54
-0.05,0.03,0.06,0.08,0.10,0.02,-0.01,302.17,29.51,0.00,-0.13,-2.68
-0.06,0.02,0.05,0.08,0.11,0.03,-0.00,303.33,29.51,0.00,0.06,-2.83
-0.07,0.01,0.04,0.07,0.12,0.04,0.01,303.80,29.51,0.00,0.23,-2.93
-0.08,-0.00,0.02,0.06,0.12,0.06,0.03,302.94,29.51,0.00,0.33,-2.93
-0.08,-0.01,0.01,0.05,0.11,0.07,0.05,300.72,29.51,0.00,0.36,-2.85
-0.08,-0.02,-0.00,0.04,0.10,0.07,0.06,297.19,29.51,0.00,0.34,-2.72
-0.07,-0.02,-0.01,0.03,0.09,0.07,0.06,292.56,29.51,0.00,0.30,-2.55
-0.06,-0.01,-0.00,0.02,0.07,0.06,0.05,288.18,29.52,0.00,0.23,-2.40
-0.05,0.01,0.00,0.01,0.05,0.05,0.04,286.41,29.52,0.00,0.15,-2.29
-0.05,0.03,0.01,0.01,0.04,0.03,0.03,288.61,29.51,0.00,0.06,-2.25
-0.04,0.06,0.02,0.02,0.03,0.01,0.01,293.86,29.50,0.00,-0.03,-2.26
-0.04,0.08,0.03,0.03,0.03,-0.01,0.01,300.01,29.50,0.00,-0.12,-2.34
-0.04,0.09,0.04,0.05,0.04,-0.01,0.00,305.26,29.49,0.00,-0.20,-2.47
-0.04,0.10,0.05,0.06,0.04,-0.01,-0.00,308.59,29.49,0.00,-0.26,-2.61
-0.05,0.09,0.05,0.08,0.05,-0.00,0.00,309.68,29.49,0.00,-0.29,-2.72
-0.06,0.08,0.05,0.08,0.07,0.01,0.01,308.85,29.50,0.00,-0.28,-2.77
