Model : ,43,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.04,0.07,0.12,0.05,0.05,0.02,0.01,309.88,32.25,0.00,-0.33,-2.23
-0.05,0.09,0.13,0.06,0.05,0.01,0.00,307.11,32.25,0.00,-0.24,-2.37
-0.05,0.10,0.14,0.08,0.06,0.02,-0.00,304.29,32.25,0.00,-0.18,-2.52
-0.06,0.11,0.14,0.09,0.07,0.03,-0.01,302.27,32.25,0.00,-0.14,-2.66
-0.06,0.10,0.14,0.11,0.08,0.04,-0.00,301.32,32.24,0.00,-0.11,-2.77
-0.06,0.09,0.13,0.11,0.09,0.06,0.00,301.31,32.24,0.00,-0.12,-2.79
-0.07,0.07,0.12,0.12,0.10,0.07,0.01,301.90,32.24,0.00,-0.19,-2.72
-0.07,0.05,0.11,0.11,0.10,0.09,0.02,302.43,32.25,0.00,-0.30,-2.58
-0.06,0.03,0.10,0.10,0.10,0.10,0.03,301.78,32.25,0.00,-0.38,-2.41
-0.07,0.03,0.09,0.07,0.09,0.10,0.04,299.32,32.25,0.00,-0.41,-2.27
-0.07,0.03,0.09,0.05,0.09,0.10,0.05,295.69,32.26,0.00,-0.37,-2.18
-0.07,0.04,0.09,0.03,0.08,0.09,0.04,292.26,32.26,0.00,-0.26,-2.15
-0.07,0.05,0.09,0.02,0.07,0.07,0.04,290.06,32.26,0.00,-0.11,-2.17
-0.06,0.06,0.10,0.03,0.06,0.05,0.03,289.68,32.26,0.00,0.07,-2.22
-0.06,0.07,0.11,0.04,0.06,0.04,0.02,291.72,32.26,0.00,0.23,-2.31
-0.05,0.09,0.12,0.05,0.06,0.03,0.01,296.22,32.26,0.00,0.37,-2.44
-0.06,0.10,0.13,0.07,0.06,0.03,0.00,301.87,32.26,0.00,0.46,-2.56
-0.06,0.11,0.14,0.09,0.07,0.03,-0.01,306.70,32.26,0.00,0.49,-2.64
-0.07,0.11,0.14,0.10,0.08,0.04,-0.01,309.41,32.26,0.00,0.47,-2.62
-0.07,0.11,0.14,0.11,0.09,0.05,-0.01,309.84,32.26,0.00,0.40,-2.53
-0.08,0.10,0.13,0.12,0.09,0.07,-0.01,308.55,32.26,0.00,0.28,-2.39
-0.08,0.08,0.12,0.12,0.09,0.08,0.01,306.31,32.26,0.00,0.12,-2.25
-0.09,0.07,0.11,0.11,0.09,0.10,0.02,303.98,32.25,0.00,-0.05,-2.13
-0.09,0.05,0.10,0.10,0.08,0.10,0.04,302.27,32.25,0.00,-0.17,-2.06
-0.08,0.04,0.09,0.08,0.08,0.10,0.05,301.51,32.24,0.00,-0.20,-2.05
-0.08,0.04,0.08,0.07,0.07,0.08,0.05,301.58,32.24,0.00,-0.16,-2.09
-0.07,0.04,0.08,0.05,0.07,0.06,0.06,302.16,32.24,0.00,-0.10,-2.17
-0.07,0.06,0.08,0.04,0.06,0.04,0.05,302.89,32.24,0.00,-0.05,-2.30
-0.07,0.09,0.09,0.04,0.05,0.03,0.04,303.17,32.24,0.00,-0.05,-2.44
-0.07,0.11,0.11,0.05,0.05,0.01,0.03,301.82,32.24,0.00,-0.08,-2.54
-0.07,0.13,0.12,0.06,0.05,0.01,0.02,298.20,32.24,0.00,-0.14,-2.57
-0.07,0.15,0.13,0.07,0.05,0.02,0.01,293.29,32.24,0.00,-0.22,-2.53
-0.07,0.15,0.14,0.09,0.06,0.03,-0.00,288.99,32.24,0.00,-0.31,-2.44
-0.07,0.15,0.14,0.10,0.07,0.04,-0.00,286.67,32.24,0.00,-0.38,-2.30
-0.07,0.14,0.14,0.10,0.09,0.06,0.00,286.83,32.24,0.00,-0.43,-2.14
-0.07,0.12,0.14,0.10,0.10,0.07,0.01,289.82,32.25,0.00,-0.45,-2.03
-0.07,0.10,0.12,0.09,0.11,0.09,0.02,295.37,32.25,0.00,-0.43,-1.97
-0.07,0.07,0.11,0.08,0.10,0.10,0.03,301.87,32.26,0.00,-0.40,-1.98
-0.08,0.05,0.10,0.07,0.09,0.10,0.03,307.06,32.25,0.00,-0.39,-2.07
-0.08,0.04,0.09,0.05,0.08,0.10,0.03,309.54,32.25,0.00,-0.44,-2.25
