Model : ,18,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,0.10,0.31,0.02,0.08,0.06,0.06,307.17,28.98,0.00,-0.52,-2.30
-0.05,0.12,0.31,0.01,0.07,0.05,0.06,311.52,28.99,0.00,-0.59,-2.29
-0.04,0.16,0.32,0.00,0.06,0.04,0.05,313.11,28.99,0.00,-0.65,-2.35
-0.03,0.21,0.33,0.01,0.05,0.03,0.04,312.10,28.99,0.00,-0.66,-2.46
-0.03,0.27,0.34,0.02,0.05,0.02,0.02,309.45,28.99,0.00,-0.61,-2.60
-0.03,0.32,0.35,0.04,0.06,0.02,0.01,306.34,28.98,0.00,-0.51,-2.73
-0.03,0.34,0.36,0.06,0.07,0.03,0.00,303.64,28.98,0.00,-0.36,-2.80
-0.03,0.35,0.37,0.09,0.08,0.04,-0.00,301.79,28.98,0.00,-0.19,-2.81
-0.03,0.34,0.37,0.11,0.09,0.05,0.00,300.84,28.98,0.00,0.00,-2.75
-0.03,0.33,0.36,0.11,0.10,0.07,0.01,300.59,28.99,0.00,0.21,-2.62
-0.04,0.33,0.34,0.11,0.11,0.08,0.02,300.43,28.99,0.00,0.38,-2.46
-0.04,0.32,0.33,0.10,0.11,0.09,0.03,299.25,28.99,0.00,0.44,-2.31
-0.05,0.31,0.31,0.09,0.11,0.09,0.04,296.34,28.99,0.00,0.34,-2.21
-0.04,0.31,0.30,0.07,0.11,0.09,0.06,292.32,28.98,0.00,0.11,-2.17
-0.04,0.30,0.29,0.06,0.09,0.09,0.07,288.57,28.98,0.00,-0.15,-2.19
-0.03,0.31,0.29,0.05,0.08,0.08,0.07,286.10,28.98,0.00,-0.36,-2.27
-0.03,0.32,0.29,0.04,0.07,0.07,0.06,285.63,28.98,0.00,-0.51,-2.39
-0.02,0.34,0.30,0.04,0.06,0.06,0.05,288.06,28.98,0.00,-0.62,-2.53
-0.02,0.36,0.32,0.05,0.05,0.05,0.04,293.62,28.97,0.00,-0.74,-2.67
-0.01,0.38,0.34,0.05,0.05,0.04,0.02,300.74,28.97,0.00,-0.85,-2.79
-0.00,0.39,0.36,0.06,0.06,0.03,0.01,306.94,28.97,0.00,-0.87,-2.84
-0.00,0.41,0.38,0.08,0.07,0.03,0.00,310.60,28.97,0.00,-0.74,-2.80
-0.01,0.41,0.39,0.09,0.08,0.04,-0.00,311.41,28.97,0.00,-0.51,-2.69
-0.01,0.41,0.40,0.10,0.09,0.05,0.00,309.94,28.98,0.00,-0.23,-2.54
