Model : ,15,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.04,0.22,0.04,0.11,0.11,0.05,-0.01,299.70,31.10,0.00,0.17,-2.09
-0.04,0.23,0.03,0.10,0.11,0.06,0.00,296.16,31.10,0.00,0.09,-2.06
-0.04,0.23,0.02,0.09,0.10,0.07,0.02,292.87,31.10,0.00,0.07,-2.11
-0.04,0.23,0.01,0.07,0.10,0.07,0.03,290.90,31.10,0.00,0.12,-2.23
-0.04,0.23,0.00,0.04,0.09,0.06,0.04,290.75,31.09,0.00,0.20,-2.40
-0.04,0.24,-0.00,0.03,0.09,0.04,0.04,292.87,31.09,0.00,0.23,-2.55
-0.03,0.26,-0.00,0.02,0.08,0.03,0.04,297.20,31.09,0.00,0.15,-2.64
-0.03,0.27,0.00,0.02,0.07,0.01,0.03,302.43,31.08,0.00,0.01,-2.65
-0.02,0.29,0.01,0.02,0.06,-0.00,0.02,306.68,31.08,0.00,-0.04,-2.58
-0.01,0.31,0.03,0.03,0.06,-0.02,-0.00,308.72,31.08,0.00,0.11,-2.44
0.00,0.32,0.04,0.05,0.06,-0.02,-0.02,308.52,31.08,0.00,0.37,-2.28
0.00,0.33,0.05,0.06,0.07,-0.02,-0.04,306.70,31.08,0.00,0.53,-2.14
-0.00,0.32,0.06,0.07,0.07,-0.02,-0.05,304.08,31.08,0.00,0.43,-2.04
-0.01,0.30,0.06,0.08,0.08,-0.01,-0.05,301.60,31.08,0.00,0.10,-2.01
-0.02,0.26,0.05,0.09,0.09,0.00,-0.05,300.15,31.08,0.00,-0.27,-2.06
-0.03,0.22,0.04,0.09,0.10,0.02,-0.04,300.16,31.08,0.00,-0.52,-2.16
-0.03,0.17,0.03,0.09,0.10,0.04,-0.02,301.32,31.08,0.00,-0.62,-2.31
-0.03,0.13,0.02,0.08,0.10,0.05,-0.01,303.00,31.09,0.00,-0.69,-2.45
-0.03,0.10,0.01,0.06,0.09,0.06,0.00,304.67,31.09,0.00,-0.86,-2.58
-0.03,0.08,0.00,0.05,0.08,0.05,0.01,305.54,31.09,0.00,-1.11,-2.67
-0.03,0.07,-0.00,0.03,0.07,0.04,0.01,304.41,31.09,0.00,-1.34,-2.69
-0.03,0.07,-0.00,0.02,0.06,0.02,0.01,300.66,31.09,0.00,-1.48,-2.62
-0.02,0.08,0.00,0.02,0.05,0.01,0.01,295.57,31.09,0.00,-1.49,-2.51
-0.01,0.08,0.01,0.03,0.05,-0.00,0.00,291.71,31.09,0.00,-1.42,-2.38
-0.01,0.09,0.03,0.04,0.06,-0.01,-0.01,290.88,31.08,0.00,-1.30,-2.26
-0.01,0.09,0.04,0.05,0.06,-0.01,-0.02,293.05,31.08,0.00,-1.17,-2.18
-0.02,0.10,0.05,0.06,0.07,-0.00,-0.03,297.26,31.07,0.00,-1.04,-2.16
-0.02,0.10,0.05,0.08,0.08,0.01,-0.04,302.34,31.07,0.00,-0.89,-2.19
-0.03,0.09,0.05,0.09,0.09,0.02,-0.04,306.92,31.07,0.00,-0.74,-2.27
-0.04,0.09,0.05,0.10,0.10,0.03,-0.03,309.64,31.07,0.00,-0.64,-2.38
-0.05,0.07,0.04,0.10,0.11,0.05,-0.02,309.95,31.07,0.00,-0.59,-2.50
-0.05,0.05,0.03,0.09,0.11,0.06,-0.01,308.39,31.07,0.00,-0.61,-2.61
-0.06,0.04,0.02,0.08,0.11,0.07,-0.00,306.04,31.08,0.00,-0.67,-2.66
-0.06,0.02,0.01,0.07,0.11,0.07,0.01,303.86,31.08,0.00,-0.76,-2.62
-0.06,0.02,0.00,0.05,0.10,0.06,0.02,302.41,31.08,0.00,-0.87,-2.52
-0.06,0.01,-0.00,0.04,0.09,0.04,0.03,301.94,31.09,0.00,-0.99,-2.38
-0.06,0.02,-0.00,0.03,0.08,0.03,0.03,302.37,31.09,0.00,-1.11,-2.23
-0.06,0.03,0.00,0.03,0.07,0.01,0.02,303.15,31.09,0.00,-1.23,-2.10
-0.06,0.04,0.01,0.03,0.06,-0.00,0.01,303.39,31.09,0.00,-1.32,-2.04
-0.06,0.07,0.02,0.04,0.06,-0.01,-0.01,302.50,31.10,0.00,-1.37,-2.06
-0.06,0.09,0.04,0.05,0.06,-0.02,-0.02,300.44,31.10,0.00,-1.36,-2.14
-0.06,0.12,0.05,0.06,0.07,-0.02,-0.04,297.11,31.10,0.00,-1.21,-2.28
-0.06,0.14,0.06,0.08,0.08,-0.02,-0.04,292.63,31.10,0.00,-0.89,-2.48
-0.06,0.16,0.06,0.09,0.09,-0.01,-0.04,288.33,31.11,0.00,-0.46,-2.69
-0.07,0.16,0.05,0.10,0.10,0.01,-0.03,286.64,31.11,0.00,-0.04,-2.82
-0.08,0.16,0.05,0.10,0.11,0.03,-0.02,288.98,31.11,0.00,0.30,-2.85
-0.09,0.14,0.04,0.10,0.11,0.06,-0.01,294.42,31.11,0.00,0.50,-2.77
-0.10,0.13,0.02,0.09,0.11,0.07,-0.01,300.76,31.11,0.00,0.55,-2.62
-0.10,0.13,0.01,0.08,0.11,0.08,-0.00,306.15,31.11,0.00,0.45,-2.45
-0.10,0.14,0.00,0.06,0.10,0.07,-0.00,309.53,31.11,0.00,0.29,-2.29
-0.09,0.15,-0.00,0.05,0.09,0.06,0.00,310.53,31.10,0.00,0.14,-2.18
-0.08,0.18,0.00,0.04,0.08,0.05,-0.00,309.41,31.10,0.00,0.06,-2.13
-0.07,0.21,0.01,0.03,0.06,0.03,-0.01,307.10,31.10,0.00,0.08,-2.14
-0.07,0.25,0.02,0.04,0.05,0.01,-0.02,304.67,31.10,0.00,0.19,-2.20
-0.07,0.28,0.03,0.04,0.05,-0.00,-0.03,302.84,31.10,0.00,0.38,-2.32
-0.06,0.32,0.05,0.05,0.05,-0.01,-0.04,301.88,31.11,0.00,0.57,-2.45
-0.07,0.34,0.05,0.07,0.06,-0.01,-0.04,301.70,31.11,0.00,0.70,-2.59
-0.07,0.36,0.06,0.09,0.07,-0.01,-0.04,302.04,31.10,0.00,0.70,-2.70
-0.08,0.36,0.05,0.10,0.09,0.00,-0.04,302.30,31.09,0.00,0.60,-2.78
-0.08,0.35,0.05,0.11,0.10,0.01,-0.03,301.40,31.08,0.00,0.49,-2.79
-0.09,0.33,0.05,0.11,0.11,0.03,-0.02,298.72,31.07,0.00,0.42,-2.71
-0.10,0.30,0.04,0.10,0.11,0.05,-0.01,294.95,31.06,0.00,0.40,-2.57
-0.10,0.27,0.04,0.08,0.11,0.07,0.00,291.57,31.05,0.00,0.37,-2.41
-0.10,0.24,0.03,0.07,0.11,0.08,0.01,289.68,31.04,0.00,0.25,-2.29
-0.10,0.21,0.02,0.05,0.10,0.08,0.02,289.78,31.04,0.00,0.08,-2.21
