Model : ,28,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.04,0.08,-0.02,0.06,0.10,0.07,0.01,300.16,31.92,0.00,-1.08,-2.14
-0.03,0.08,-0.02,0.05,0.09,0.06,0.02,295.19,31.92,0.00,-1.06,-2.11
-0.02,0.08,-0.02,0.03,0.08,0.05,0.02,290.97,31.92,0.00,-1.05,-2.16
-0.02,0.10,-0.02,0.03,0.07,0.03,0.02,289.12,31.92,0.00,-1.08,-2.30
-0.01,0.11,-0.01,0.03,0.05,0.01,0.01,289.92,31.92,0.00,-1.13,-2.50
-0.01,0.13,0.00,0.03,0.05,-0.01,0.00,293.06,31.92,0.00,-1.11,-2.69
-0.01,0.14,0.02,0.04,0.05,-0.02,-0.01,297.82,31.91,0.00,-0.97,-2.80
-0.01,0.15,0.03,0.06,0.05,-0.02,-0.02,302.83,31.91,0.00,-0.73,-2.83
-0.01,0.15,0.04,0.07,0.06,-0.01,-0.02,306.52,31.91,0.00,-0.46,-2.78
-0.02,0.15,0.04,0.09,0.08,-0.00,-0.02,308.07,31.91,0.00,-0.22,-2.65
-0.03,0.13,0.04,0.10,0.09,0.01,-0.01,307.65,31.91,0.00,-0.04,-2.49
-0.04,0.11,0.03,0.11,0.10,0.03,-0.00,305.98,31.91,0.00,0.03,-2.34
-0.05,0.08,0.01,0.11,0.11,0.05,0.00,303.86,31.92,0.00,-0.01,-2.23
-0.05,0.04,-0.00,0.10,0.10,0.06,0.00,302.02,31.92,0.00,-0.12,-2.18
