Model : ,40,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,0.10,0.05,0.03,0.03,-0.03,-0.01,300.16,30.17,0.00,0.01,-2.35
-0.05,0.10,0.05,0.04,0.05,-0.02,-0.02,305.68,30.18,0.00,-0.01,-2.40
-0.05,0.10,0.06,0.05,0.06,-0.01,-0.02,309.45,30.18,0.00,-0.06,-2.50
-0.06,0.10,0.06,0.06,0.08,0.01,-0.03,310.64,30.18,0.00,-0.11,-2.64
-0.07,0.08,0.06,0.06,0.09,0.02,-0.03,309.63,30.18,0.00,-0.14,-2.77
-0.08,0.07,0.05,0.06,0.10,0.04,-0.02,307.36,30.18,0.00,-0.19,-2.87
-0.08,0.04,0.04,0.06,0.10,0.05,-0.01,304.77,30.18,0.00,-0.29,-2.92
-0.08,0.02,0.02,0.05,0.10,0.06,0.01,302.64,30.18,0.00,-0.43,-2.91
-0.08,-0.00,0.01,0.04,0.09,0.06,0.02,301.44,30.18,0.00,-0.55,-2.84
-0.08,-0.01,0.01,0.03,0.08,0.05,0.04,301.27,30.18,0.00,-0.62,-2.72
-0.07,-0.01,0.00,0.01,0.06,0.04,0.04,301.61,30.17,0.00,-0.63,-2.58
-0.07,0.00,0.01,-0.00,0.05,0.02,0.05,301.35,30.17,0.00,-0.63,-2.45
-0.06,0.03,0.01,-0.01,0.04,-0.00,0.04,299.70,30.17,0.00,-0.64,-2.36
-0.05,0.05,0.03,-0.00,0.03,-0.02,0.04,296.79,30.18,0.00,-0.66,-2.32
-0.05,0.07,0.04,0.01,0.03,-0.04,0.03,293.00,30.18,0.00,-0.62,-2.34
-0.05,0.08,0.05,0.02,0.04,-0.04,0.01,288.75,30.18,0.00,-0.46,-2.42
-0.05,0.08,0.06,0.04,0.04,-0.03,0.00,285.26,30.19,0.00,-0.23,-2.54
-0.06,0.07,0.07,0.05,0.05,-0.01,-0.01,284.55,30.19,0.00,-0.00,-2.67
-0.07,0.06,0.07,0.07,0.07,0.01,-0.01,287.72,30.19,0.00,0.16,-2.81
-0.08,0.04,0.06,0.07,0.08,0.02,-0.01,293.77,30.19,0.00,0.23,-2.91
-0.09,0.01,0.05,0.07,0.09,0.04,0.00,300.79,30.19,0.00,0.20,-2.95
-0.09,-0.01,0.04,0.07,0.09,0.05,0.01,307.20,30.18,0.00,0.09,-2.89
-0.09,-0.04,0.02,0.06,0.09,0.05,0.03,311.76,30.18,0.00,-0.07,-2.77
-0.09,-0.05,0.01,0.05,0.08,0.05,0.04,313.57,30.18,0.00,-0.23,-2.62
-0.09,-0.05,0.01,0.03,0.07,0.05,0.04,312.53,30.18,0.00,-0.36,-2.47
-0.08,-0.04,0.00,0.02,0.05,0.05,0.04,309.61,30.18,0.00,-0.44,-2.35
-0.08,-0.01,0.01,0.01,0.04,0.04,0.03,306.21,30.18,0.00,-0.46,-2.31
-0.07,0.02,0.01,0.00,0.03,0.02,0.02,303.36,30.18,0.00,-0.43,-2.36
-0.06,0.06,0.02,0.01,0.03,0.01,0.01,301.56,30.19,0.00,-0.36,-2.48
-0.05,0.09,0.04,0.02,0.03,-0.00,-0.00,300.86,30.19,0.00,-0.31,-2.64
-0.05,0.11,0.05,0.04,0.03,-0.01,-0.01,301.01,30.19,0.00,-0.30,-2.81
-0.06,0.13,0.06,0.05,0.04,-0.01,-0.02,301.27,30.18,0.00,-0.35,-2.94
-0.07,0.14,0.07,0.07,0.04,-0.00,-0.03,300.41,30.18,0.00,-0.44,-2.98
-0.08,0.15,0.06,0.08,0.06,0.01,-0.03,297.66,30.17,0.00,-0.56,-2.91
-0.08,0.17,0.06,0.08,0.07,0.03,-0.02,293.55,30.17,0.00,-0.68,-2.75
-0.09,0.17,0.04,0.08,0.08,0.04,-0.01,289.27,30.17,0.00,-0.72,-2.57
-0.09,0.17,0.03,0.07,0.09,0.05,0.00,285.73,30.17,0.00,-0.67,-2.40
-0.09,0.17,0.01,0.06,0.09,0.05,0.02,283.92,30.17,0.00,-0.56,-2.28
-0.08,0.16,-0.00,0.05,0.08,0.06,0.03,285.32,30.17,0.00,-0.51,-2.23
-0.07,0.16,-0.01,0.03,0.07,0.05,0.04,290.49,30.17,0.00,-0.58,-2.27
-0.07,0.16,-0.02,0.01,0.06,0.05,0.04,297.86,30.17,0.00,-0.75,-2.37
-0.06,0.17,-0.01,0.01,0.04,0.04,0.03,304.79,30.18,0.00,-0.84,-2.51
-0.06,0.19,-0.01,0.00,0.03,0.02,0.02,309.41,30.18,0.00,-0.74,-2.68
-0.05,0.22,0.01,0.01,0.03,0.00,0.01,311.16,30.18,0.00,-0.49,-2.84
-0.05,0.25,0.02,0.02,0.03,-0.01,-0.01,310.36,30.18,0.00,-0.27,-2.95
