Model : ,08,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,0.39,0.29,0.06,0.06,-0.00,-0.00,303.92,28.76,0.00,0.18,-2.54
-0.06,0.38,0.30,0.08,0.07,0.01,-0.00,310.16,28.76,0.00,0.11,-2.47
-0.06,0.35,0.30,0.09,0.08,0.02,0.00,314.10,28.76,0.00,-0.08,-2.47
-0.07,0.32,0.29,0.09,0.09,0.04,0.01,314.80,28.76,0.00,-0.30,-2.52
-0.07,0.28,0.28,0.08,0.10,0.06,0.02,312.82,28.75,0.00,-0.51,-2.61
-0.07,0.24,0.27,0.07,0.11,0.08,0.03,309.41,28.75,0.00,-0.63,-2.73
-0.07,0.21,0.25,0.05,0.10,0.08,0.04,305.77,28.74,0.00,-0.66,-2.87
-0.07,0.20,0.24,0.03,0.09,0.08,0.05,302.74,28.74,0.00,-0.62,-2.98
-0.06,0.20,0.23,0.01,0.08,0.07,0.05,300.69,28.73,0.00,-0.52,-3.03
-0.06,0.21,0.22,0.00,0.06,0.05,0.04,299.56,28.73,0.00,-0.41,-2.96
-0.06,0.23,0.23,-0.00,0.05,0.03,0.04,299.09,28.72,0.00,-0.30,-2.82
-0.05,0.25,0.24,-0.00,0.04,0.02,0.03,298.87,28.72,0.00,-0.21,-2.65
-0.05,0.29,0.25,0.00,0.04,0.00,0.01,298.58,28.72,0.00,-0.13,-2.49
-0.05,0.32,0.27,0.02,0.04,-0.01,-0.00,297.92,28.71,0.00,-0.06,-2.38
-0.04,0.35,0.28,0.04,0.06,-0.02,-0.01,296.31,28.71,0.00,0.02,-2.34
-0.04,0.36,0.29,0.06,0.07,-0.01,-0.02,293.44,28.72,0.00,0.11,-2.40
-0.04,0.35,0.29,0.08,0.08,-0.00,-0.01,290.38,28.72,0.00,0.19,-2.51
-0.05,0.33,0.28,0.09,0.09,0.01,-0.01,289.43,28.72,0.00,0.17,-2.67
-0.06,0.30,0.27,0.09,0.10,0.04,0.01,292.07,28.72,0.00,-0.00,-2.85
-0.08,0.27,0.26,0.08,0.10,0.06,0.02,297.55,28.73,0.00,-0.27,-3.02
-0.09,0.25,0.25,0.07,0.10,0.08,0.03,304.00,28.73,0.00,-0.52,-3.12
-0.09,0.23,0.24,0.05,0.10,0.08,0.04,309.79,28.73,0.00,-0.70,-3.12
-0.08,0.23,0.23,0.03,0.09,0.08,0.05,313.63,28.73,0.00,-0.75,-3.04
-0.06,0.23,0.22,0.01,0.08,0.07,0.05,314.41,28.72,0.00,-0.70,-2.91
-0.05,0.24,0.22,0.00,0.07,0.05,0.04,311.93,28.72,0.00,-0.56,-2.76
-0.03,0.26,0.23,-0.00,0.06,0.03,0.04,307.45,28.73,0.00,-0.38,-2.63
-0.02,0.27,0.24,-0.00,0.05,0.02,0.02,302.88,28.73,0.00,-0.17,-2.54
-0.02,0.30,0.25,0.01,0.05,0.00,0.01,299.60,28.74,0.00,0.04,-2.51
-0.03,0.32,0.26,0.02,0.05,-0.00,-0.01,298.10,28.74,0.00,0.24,-2.54
-0.04,0.34,0.28,0.03,0.06,-0.00,-0.02,298.22,28.75,0.00,0.38,-2.64
-0.05,0.35,0.29,0.05,0.08,0.00,-0.02,299.45,28.75,0.00,0.43,-2.81
-0.06,0.35,0.29,0.07,0.09,0.01,-0.02,300.91,28.75,0.00,0.43,-3.00
-0.06,0.34,0.29,0.08,0.10,0.03,-0.01,301.45,28.75,0.00,0.43,-3.14
