Model : ,21,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.06,0.15,0.02,0.05,0.06,0.01,-0.01,300.94,32.42,0.00,-0.14,-2.64
-0.06,0.17,0.03,0.07,0.07,0.00,-0.02,301.64,32.42,0.00,-0.09,-2.52
-0.06,0.18,0.03,0.08,0.08,0.00,-0.02,301.28,32.42,0.00,-0.05,-2.37
-0.07,0.19,0.02,0.09,0.09,0.01,-0.02,299.05,32.42,0.00,-0.04,-2.21
-0.07,0.20,0.02,0.09,0.10,0.02,-0.01,295.30,32.42,0.00,-0.06,-2.08
-0.08,0.20,0.01,0.09,0.11,0.04,-0.00,290.89,32.42,0.00,-0.10,-2.02
-0.09,0.20,-0.00,0.08,0.11,0.04,0.01,286.58,32.42,0.00,-0.15,-2.04
-0.09,0.20,-0.01,0.07,0.10,0.05,0.03,283.55,32.42,0.00,-0.20,-2.12
-0.09,0.20,-0.02,0.06,0.09,0.05,0.04,283.69,32.42,0.00,-0.26,-2.25
-0.08,0.21,-0.03,0.05,0.08,0.04,0.04,287.88,32.42,0.00,-0.33,-2.42
-0.08,0.23,-0.03,0.04,0.07,0.03,0.03,294.75,32.42,0.00,-0.42,-2.58
-0.08,0.24,-0.03,0.03,0.06,0.02,0.03,301.85,32.42,0.00,-0.50,-2.68
-0.08,0.25,-0.02,0.03,0.06,0.01,0.01,307.33,32.41,0.00,-0.56,-2.70
-0.08,0.26,-0.01,0.04,0.06,-0.01,0.00,310.30,32.41,0.00,-0.61,-2.64
-0.08,0.27,-0.00,0.05,0.06,-0.02,-0.01,310.61,32.41,0.00,-0.66,-2.52
-0.08,0.27,0.01,0.07,0.06,-0.02,-0.01,308.75,32.41,0.00,-0.71,-2.36
