Model : ,36,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.04,-0.04,0.06,0.08,0.10,0.01,0.02,-0.03,30.01,0.00,0.21,-3.07
-0.05,-0.07,0.05,0.08,0.11,0.02,0.03,-0.03,30.01,0.00,0.07,-3.06
-0.06,-0.09,0.04,0.07,0.11,0.04,0.04,-0.02,30.01,0.00,-0.09,-2.97
-0.06,-0.12,0.02,0.06,0.11,0.04,0.05,-0.01,30.01,0.00,-0.24,-2.84
-0.06,-0.13,0.00,0.04,0.10,0.05,0.06,-0.01,30.00,0.00,-0.36,-2.69
-0.06,-0.14,-0.01,0.03,0.09,0.05,0.07,-0.02,30.00,0.00,-0.39,-2.58
-0.05,-0.14,-0.01,0.01,0.08,0.04,0.07,-0.02,30.01,0.00,-0.31,-2.51
-0.05,-0.12,-0.01,-0.00,0.07,0.03,0.07,-0.03,30.01,0.00,-0.16,-2.49
-0.04,-0.11,0.00,-0.01,0.06,0.02,0.05,-0.03,30.01,0.00,-0.06,-2.54
-0.04,-0.08,0.02,-0.01,0.05,-0.00,0.04,-0.03,30.01,0.00,-0.07,-2.64
-0.03,-0.05,0.03,-0.00,0.04,-0.01,0.03,-0.02,30.01,0.00,-0.18,-2.77
-0.03,-0.03,0.04,0.01,0.04,-0.02,0.01,-0.01,30.01,0.00,-0.32,-2.90
-0.03,-0.02,0.04,0.03,0.05,-0.02,0.01,-0.01,30.00,0.00,-0.41,-3.01
-0.03,-0.01,0.05,0.05,0.05,-0.02,0.00,-0.01,30.00,0.00,-0.43,-3.08
-0.04,-0.02,0.04,0.07,0.06,-0.01,0.00,-0.01,30.00,0.00,-0.40,-3.08
-0.05,-0.03,0.04,0.07,0.08,0.01,0.00,-0.01,30.00,0.00,-0.31,-3.00
-0.05,-0.05,0.03,0.08,0.09,0.02,0.01,-0.02,30.00,0.00,-0.22,-2.86
-0.06,-0.07,0.02,0.07,0.10,0.04,0.02,-0.02,30.00,0.00,-0.12,-2.70
-0.06,-0.09,0.00,0.06,0.11,0.05,0.04,-0.02,30.00,0.00,-0.02,-2.57
-0.06,-0.11,-0.01,0.04,0.10,0.05,0.06,-0.02,30.01,0.00,0.05,-2.48
-0.06,-0.12,-0.02,0.02,0.09,0.05,0.08,-0.03,30.01,0.00,0.05,-2.45
-0.06,-0.12,-0.02,0.01,0.08,0.05,0.08,-0.03,30.01,0.00,-0.03,-2.50
-0.06,-0.10,-0.02,-0.01,0.06,0.04,0.08,-0.04,30.00,0.00,-0.17,-2.60
-0.06,-0.08,-0.01,-0.01,0.05,0.02,0.07,-0.04,30.01,0.00,-0.31,-2.73
-0.06,-0.05,-0.00,-0.01,0.05,0.00,0.05,-0.04,30.01,0.00,-0.39,-2.89
-0.06,-0.02,0.01,0.00,0.05,-0.01,0.04,-0.04,30.01,0.00,-0.42,-3.03
-0.06,0.00,0.02,0.02,0.05,-0.03,0.03,-0.04,30.01,0.00,-0.47,-3.10
-0.07,0.02,0.03,0.04,0.06,-0.03,0.02,-0.03,30.01,0.00,-0.57,-3.06
-0.07,0.02,0.04,0.05,0.07,-0.03,0.01,-0.03,30.01,0.00,-0.71,-2.94
-0.08,0.02,0.05,0.06,0.08,-0.02,0.01,-0.02,30.01,0.00,-0.81,-2.79
-0.08,0.00,0.05,0.07,0.09,-0.00,0.01,-0.02,30.01,0.00,-0.80,-2.65
-0.09,-0.01,0.04,0.06,0.10,0.02,0.01,-0.02,30.01,0.00,-0.69,-2.55
-0.10,-0.03,0.04,0.06,0.11,0.03,0.02,-0.02,30.01,0.00,-0.53,-2.51
-0.11,-0.05,0.02,0.05,0.11,0.05,0.04,-0.03,30.01,0.00,-0.38,-2.54
-0.11,-0.07,0.01,0.04,0.11,0.05,0.05,-0.04,30.01,0.00,-0.26,-2.61
-0.11,-0.08,0.00,0.03,0.10,0.06,0.06,-0.04,30.01,0.00,-0.20,-2.72
-0.10,-0.08,-0.01,0.02,0.08,0.05,0.07,-0.04,30.02,0.00,-0.20,-2.86
-0.10,-0.07,-0.01,0.01,0.07,0.04,0.07,-0.04,30.02,0.00,-0.24,-3.00
-0.09,-0.06,-0.00,-0.00,0.06,0.03,0.06,-0.03,30.02,0.00,-0.27,-3.07
-0.09,-0.04,0.01,0.00,0.05,0.01,0.05,-0.01,30.02,0.00,-0.25,-3.06
-0.09,-0.01,0.02,0.01,0.05,-0.01,0.04,-0.00,30.01,0.00,-0.19,-2.98
-0.08,0.01,0.03,0.02,0.06,-0.02,0.03,0.00,30.01,0.00,-0.14,-2.85
-0.08,0.02,0.04,0.04,0.07,-0.03,0.02,0.00,30.01,0.00,-0.14,-2.71
-0.09,0.02,0.05,0.06,0.08,-0.02,0.01,-0.01,30.01,0.00,-0.18,-2.59
-0.09,0.01,0.05,0.07,0.09,-0.01,0.01,-0.03,30.01,0.00,-0.24,-2.52
-0.10,0.00,0.05,0.08,0.10,0.00,0.01,-0.04,30.02,0.00,-0.31,-2.51
-0.11,-0.02,0.05,0.08,0.11,0.02,0.02,0.86,30.02,0.00,-0.36,-2.54
-0.12,-0.04,0.03,0.07,0.12,0.04,0.02,5.16,30.02,0.00,-0.39,-2.64
-0.12,-0.06,0.02,0.06,0.12,0.05,0.04,14.38,30.02,0.00,-0.40,-2.78
-0.12,-0.07,-0.00,0.05,0.12,0.06,0.05,27.13,30.01,0.00,-0.40,-2.93
-0.12,-0.08,-0.01,0.04,0.11,0.05,0.06,41.21,30.01,0.00,-0.44,-3.04
-0.12,-0.08,-0.02,0.02,0.09,0.05,0.07,54.81,30.01,0.00,-0.53,-3.08
-0.12,-0.07,-0.02,0.01,0.08,0.04,0.07,66.16,30.01,0.00,-0.64,-3.05
-0.11,-0.05,-0.01,-0.00,0.06,0.02,0.06,74.15,30.02,0.00,-0.69,-2.96
-0.10,-0.02,-0.00,-0.00,0.06,0.00,0.05,78.73,30.02,0.00,-0.63,-2.83
-0.10,0.01,0.01,0.00,0.05,-0.01,0.03,80.59,30.02,0.00,-0.49,-2.69
-0.09,0.04,0.02,0.01,0.06,-0.02,0.02,80.68,30.02,0.00,-0.36,-2.59
-0.09,0.05,0.03,0.03,0.06,-0.02,0.01,79.95,30.02,0.00,-0.32,-2.53
-0.10,0.05,0.04,0.04,0.07,-0.02,0.00,79.08,30.02,0.00,-0.39,-2.53
-0.10,0.04,0.04,0.06,0.09,-0.01,-0.00,78.46,30.02,0.00,-0.54,-2.58
-0.11,0.02,0.04,0.07,0.10,-0.00,0.00,78.18,30.02,0.00,-0.72,-2.70
-0.13,-0.01,0.03,0.07,0.11,0.01,0.01,78.58,30.02,0.00,-0.89,-2.83
-0.14,-0.04,0.02,0.07,0.12,0.03,0.02,80.61,30.02,0.00,-0.95,-2.96
-0.14,-0.06,0.00,0.06,0.12,0.04,0.03,84.78,30.02,0.00,-0.88,-3.05
-0.14,-0.08,-0.01,0.04,0.12,0.05,0.04,90.31,30.02,0.00,-0.69,-3.09
-0.14,-0.09,-0.02,0.03,0.11,0.05,0.05,95.91,30.01,0.00,-0.49,-3.06
-0.13,-0.09,-0.02,0.01,0.09,0.05,0.06,100.62,30.01,0.00,-0.32,-2.95
-0.13,-0.07,-0.02,-0.00,0.08,0.04,0.06,103.92,29.99,0.00,-0.23,-2.81
-0.12,-0.05,-0.01,-0.01,0.06,0.03,0.05,105.75,29.98,0.00,-0.19,-2.67
-0.11,-0.03,-0.00,-0.00,0.05,0.01,0.04,106.41,29.97,0.00,-0.18,-2.56
-0.10,0.00,0.01,0.01,0.05,-0.01,0.03,106.34,29.97,0.00,-0.19,-2.49
