Model : ,15,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.06,-0.09,0.02,0.05,0.08,0.05,0.05,288.50,30.32,0.00,0.01,-2.69
-0.06,-0.08,0.02,0.03,0.07,0.04,0.05,284.94,30.31,0.00,0.04,-2.56
-0.05,-0.07,0.01,0.02,0.07,0.03,0.05,284.14,30.31,0.00,0.02,-2.41
-0.04,-0.04,0.02,0.02,0.07,0.01,0.05,287.24,30.30,0.00,-0.06,-2.28
-0.04,-0.02,0.02,0.02,0.06,-0.01,0.04,293.29,30.30,0.00,-0.18,-2.19
-0.04,0.01,0.03,0.03,0.06,-0.02,0.03,300.51,30.30,0.00,-0.28,-2.16
-0.04,0.03,0.04,0.04,0.06,-0.03,0.01,307.37,30.30,0.00,-0.34,-2.20
-0.05,0.05,0.05,0.06,0.07,-0.03,0.00,312.50,30.30,0.00,-0.35,-2.29
-0.06,0.05,0.06,0.07,0.08,-0.02,-0.01,314.73,30.30,0.00,-0.33,-2.42
-0.06,0.05,0.06,0.08,0.09,-0.00,-0.01,313.79,30.29,0.00,-0.32,-2.57
-0.06,0.04,0.06,0.09,0.10,0.02,-0.01,310.66,30.29,0.00,-0.33,-2.71
-0.07,0.03,0.05,0.09,0.11,0.04,-0.01,306.86,30.29,0.00,-0.40,-2.77
-0.07,0.01,0.03,0.09,0.11,0.05,0.00,303.54,30.29,0.00,-0.53,-2.71
-0.07,-0.00,0.02,0.08,0.10,0.07,0.01,301.32,30.29,0.00,-0.70,-2.58
-0.07,-0.02,0.01,0.07,0.10,0.07,0.02,300.30,30.29,0.00,-0.87,-2.40
-0.07,-0.02,0.00,0.05,0.09,0.07,0.03,300.24,30.29,0.00,-0.99,-2.22
-0.07,-0.01,0.00,0.03,0.08,0.06,0.03,300.42,30.29,0.00,-1.04,-2.08
-0.07,-0.00,0.00,0.02,0.07,0.05,0.03,299.65,30.29,0.00,-0.98,-2.02
-0.07,0.02,0.01,0.01,0.06,0.03,0.03,297.18,30.29,0.00,-0.81,-2.05
-0.06,0.04,0.01,0.02,0.06,0.01,0.02,293.40,30.29,0.00,-0.57,-2.16
-0.06,0.06,0.02,0.03,0.05,-0.00,0.02,289.20,30.29,0.00,-0.30,-2.32
-0.05,0.07,0.04,0.04,0.05,-0.00,0.01,285.33,30.29,0.00,-0.07,-2.50
-0.05,0.07,0.05,0.05,0.06,-0.00,-0.00,282.90,30.29,0.00,0.12,-2.67
-0.05,0.07,0.06,0.07,0.06,0.01,-0.01,283.75,30.29,0.00,0.21,-2.76
-0.05,0.06,0.06,0.08,0.08,0.01,-0.02,288.74,30.29,0.00,0.22,-2.75
-0.06,0.05,0.06,0.08,0.09,0.02,-0.02,296.30,30.29,0.00,0.15,-2.65
-0.07,0.02,0.05,0.08,0.10,0.03,-0.01,303.67,30.29,0.00,-0.01,-2.51
-0.08,-0.00,0.04,0.08,0.10,0.04,-0.00,308.81,30.29,0.00,-0.25,-2.37
-0.08,-0.03,0.02,0.07,0.11,0.04,0.01,311.00,30.30,0.00,-0.52,-2.25
-0.08,-0.05,0.01,0.06,0.10,0.05,0.02,310.44,30.30,0.00,-0.75,-2.17
-0.08,-0.06,0.00,0.04,0.10,0.04,0.03,307.89,30.31,0.00,-0.91,-2.11
-0.08,-0.06,-0.00,0.02,0.09,0.04,0.04,304.58,30.31,0.00,-0.97,-2.08
-0.08,-0.05,-0.00,0.01,0.08,0.03,0.04,301.78,30.32,0.00,-0.93,-2.13
-0.07,-0.03,0.01,0.01,0.07,0.01,0.03,300.21,30.32,0.00,-0.80,-2.25
