Model : ,21,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.02,-0.03,0.03,0.03,0.06,0.01,0.03,287.48,32.39,0.00,0.05,-2.77
-0.03,-0.02,0.04,0.05,0.06,-0.00,0.02,286.75,32.38,0.00,0.12,-2.74
-0.03,-0.02,0.05,0.06,0.07,-0.01,0.01,288.79,32.38,0.00,0.11,-2.63
-0.04,-0.02,0.05,0.08,0.09,-0.00,0.01,293.60,32.38,0.00,0.06,-2.48
-0.05,-0.03,0.05,0.09,0.10,0.01,0.01,299.73,32.38,0.00,-0.03,-2.32
-0.05,-0.05,0.04,0.09,0.11,0.02,0.02,305.07,32.37,0.00,-0.18,-2.20
-0.05,-0.07,0.03,0.09,0.11,0.05,0.03,308.22,32.37,0.00,-0.39,-2.16
-0.05,-0.09,0.02,0.08,0.11,0.07,0.04,308.97,32.37,0.00,-0.65,-2.18
-0.05,-0.11,0.01,0.07,0.10,0.08,0.04,307.81,32.37,0.00,-0.89,-2.26
-0.05,-0.12,-0.00,0.05,0.09,0.09,0.05,305.51,32.37,0.00,-1.07,-2.40
-0.04,-0.12,-0.01,0.04,0.08,0.09,0.05,303.04,32.37,0.00,-1.14,-2.54
-0.04,-0.11,-0.01,0.02,0.07,0.08,0.05,301.27,32.38,0.00,-1.04,-2.65
-0.03,-0.08,-0.01,0.02,0.06,0.06,0.05,300.65,32.38,0.00,-0.75,-2.71
-0.02,-0.06,-0.00,0.03,0.06,0.04,0.04,300.91,32.39,0.00,-0.33,-2.70
-0.02,-0.03,0.00,0.04,0.06,0.02,0.03,301.32,32.39,0.00,0.09,-2.63
-0.02,-0.01,0.02,0.05,0.07,0.01,0.02,301.27,32.39,0.00,0.42,-2.49
-0.03,0.01,0.03,0.07,0.07,0.01,0.01,300.38,32.40,0.00,0.61,-2.31
-0.04,0.02,0.03,0.08,0.08,0.02,0.01,298.11,32.40,0.00,0.60,-2.15
-0.04,0.02,0.04,0.09,0.08,0.03,0.01,294.30,32.39,0.00,0.40,-2.03
-0.05,0.03,0.04,0.10,0.09,0.04,0.01,290.08,32.39,0.00,0.11,-1.97
-0.05,0.02,0.03,0.10,0.10,0.06,0.02,287.58,32.38,0.00,-0.16,-1.99
-0.05,0.01,0.02,0.09,0.10,0.07,0.03,288.18,32.38,0.00,-0.29,-2.09
-0.06,-0.01,0.01,0.08,0.10,0.08,0.04,291.57,32.38,0.00,-0.30,-2.25
-0.06,-0.02,0.00,0.07,0.10,0.09,0.05,296.73,32.38,0.00,-0.23,-2.42
-0.06,-0.02,-0.01,0.05,0.10,0.09,0.06,302.59,32.39,0.00,-0.16,-2.56
-0.06,-0.02,-0.01,0.03,0.09,0.08,0.06,307.76,32.39,0.00,-0.12,-2.66
-0.06,0.00,-0.01,0.02,0.08,0.07,0.06,310.82,32.39,0.00,-0.07,-2.68
-0.05,0.02,-0.01,0.02,0.07,0.05,0.05,311.16,32.39,0.00,0.02,-2.61
-0.05,0.05,-0.00,0.02,0.06,0.04,0.05,309.38,32.39,0.00,0.13,-2.48
