Model : ,38,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.06,0.26,0.05,0.07,0.07,-0.00,-0.02,297.88,30.29,0.00,0.16,-2.48
-0.07,0.25,0.05,0.08,0.08,0.02,-0.01,293.23,30.29,0.00,0.07,-2.36
-0.08,0.23,0.04,0.08,0.09,0.03,0.01,289.16,30.29,0.00,-0.06,-2.29
-0.09,0.19,0.03,0.07,0.10,0.04,0.02,287.04,30.29,0.00,-0.22,-2.27
-0.09,0.15,0.02,0.06,0.10,0.05,0.04,287.41,30.29,0.00,-0.40,-2.29
-0.09,0.12,0.01,0.05,0.09,0.06,0.05,290.57,30.29,0.00,-0.56,-2.38
-0.09,0.08,0.00,0.03,0.08,0.06,0.05,296.28,30.29,0.00,-0.70,-2.54
-0.08,0.07,-0.01,0.02,0.07,0.05,0.05,302.92,30.29,0.00,-0.80,-2.72
-0.08,0.06,-0.01,0.00,0.06,0.04,0.04,308.30,30.29,0.00,-0.92,-2.85
-0.07,0.08,-0.01,0.00,0.05,0.02,0.03,311.03,30.29,0.00,-1.06,-2.90
-0.07,0.09,0.00,0.01,0.04,0.00,0.02,311.11,30.29,0.00,-1.19,-2.86
-0.07,0.11,0.01,0.02,0.04,-0.01,0.01,309.25,30.29,0.00,-1.22,-2.75
-0.07,0.13,0.03,0.03,0.04,-0.02,-0.00,306.41,30.29,0.00,-1.08,-2.59
-0.07,0.13,0.04,0.05,0.04,-0.02,-0.01,303.57,30.29,0.00,-0.84,-2.44
-0.07,0.12,0.05,0.06,0.05,-0.01,-0.01,301.52,30.30,0.00,-0.63,-2.33
-0.07,0.10,0.05,0.07,0.06,-0.00,-0.01,300.58,30.30,0.00,-0.57,-2.29
-0.07,0.08,0.04,0.07,0.07,0.01,-0.00,300.46,30.29,0.00,-0.66,-2.31
-0.08,0.05,0.03,0.07,0.08,0.02,0.01,300.39,30.29,0.00,-0.83,-2.41
-0.08,0.02,0.02,0.06,0.08,0.03,0.03,299.76,30.30,0.00,-1.00,-2.55
-0.08,-0.01,0.01,0.05,0.08,0.04,0.04,298.33,30.30,0.00,-1.12,-2.71
-0.09,-0.04,0.00,0.04,0.07,0.05,0.05,295.83,30.30,0.00,-1.19,-2.84
-0.09,-0.04,-0.00,0.02,0.06,0.05,0.05,292.23,30.30,0.00,-1.21,-2.91
-0.08,-0.04,-0.01,0.01,0.05,0.04,0.05,288.64,30.30,0.00,-1.18,-2.91
-0.08,-0.02,-0.01,-0.00,0.04,0.03,0.04,287.14,30.30,0.00,-1.08,-2.85
-0.07,0.01,-0.00,-0.00,0.03,0.01,0.03,288.99,30.29,0.00,-0.91,-2.73
-0.06,0.04,0.01,0.00,0.03,-0.01,0.02,293.63,30.29,0.00,-0.70,-2.60
-0.06,0.07,0.02,0.01,0.03,-0.02,0.01,299.80,30.28,0.00,-0.49,-2.49
-0.05,0.09,0.03,0.02,0.03,-0.03,0.00,306.24,30.29,0.00,-0.34,-2.42
-0.05,0.10,0.05,0.04,0.04,-0.03,-0.00,311.52,30.29,0.00,-0.27,-2.41
-0.06,0.11,0.06,0.05,0.06,-0.02,-0.00,314.07,30.29,0.00,-0.28,-2.44
-0.06,0.10,0.06,0.07,0.07,-0.01,-0.00,313.31,30.30,0.00,-0.39,-2.51
-0.07,0.08,0.06,0.07,0.09,0.01,0.00,310.12,30.30,0.00,-0.55,-2.61
-0.08,0.05,0.05,0.08,0.11,0.03,0.01,306.06,30.30,0.00,-0.69,-2.71
-0.08,0.02,0.04,0.07,0.11,0.04,0.02,302.42,30.30,0.00,-0.76,-2.82
-0.08,-0.00,0.02,0.06,0.10,0.06,0.03,299.96,30.30,0.00,-0.75,-2.91
-0.08,-0.02,0.02,0.05,0.09,0.06,0.04,298.94,30.30,0.00,-0.65,-2.94
