Model : ,41,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.08,-0.06,-0.01,0.03,0.07,0.07,0.04,307.35,32.12,0.00,0.10,-2.05
-0.07,-0.05,-0.01,0.03,0.05,0.06,0.04,308.89,32.12,0.00,0.05,-2.02
-0.07,-0.05,-0.00,0.03,0.04,0.04,0.03,308.51,32.12,0.00,0.02,-2.04
-0.07,-0.03,0.01,0.04,0.04,0.03,0.02,306.92,32.12,0.00,0.09,-2.12
-0.07,-0.02,0.02,0.05,0.04,0.01,0.01,304.96,32.12,0.00,0.23,-2.23
-0.07,-0.01,0.03,0.06,0.05,0.00,-0.00,303.45,32.12,0.00,0.38,-2.34
-0.07,-0.01,0.03,0.08,0.06,0.00,-0.01,302.79,32.12,0.00,0.47,-2.43
-0.07,-0.02,0.04,0.10,0.07,0.01,-0.01,302.82,32.11,0.00,0.47,-2.49
-0.07,-0.03,0.04,0.11,0.08,0.02,-0.01,302.92,32.11,0.00,0.36,-2.49
-0.07,-0.05,0.03,0.11,0.09,0.03,-0.01,302.56,32.10,0.00,0.17,-2.43
-0.07,-0.07,0.03,0.11,0.10,0.05,0.00,301.38,32.10,0.00,-0.09,-2.33
-0.07,-0.09,0.02,0.09,0.10,0.06,0.01,298.68,32.10,0.00,-0.41,-2.22
-0.07,-0.11,0.01,0.08,0.09,0.07,0.02,294.19,32.10,0.00,-0.79,-2.12
-0.07,-0.12,0.00,0.07,0.09,0.07,0.03,289.17,32.10,0.00,-1.16,-2.05
-0.06,-0.12,-0.01,0.05,0.07,0.06,0.03,286.04,32.10,0.00,-1.38,-2.05
-0.06,-0.12,-0.01,0.04,0.06,0.06,0.04,286.34,32.10,0.00,-1.38,-2.12
-0.06,-0.11,-0.01,0.04,0.05,0.05,0.03,289.80,32.11,0.00,-1.19,-2.25
-0.05,-0.09,-0.01,0.03,0.04,0.04,0.03,295.37,32.11,0.00,-0.94,-2.40
-0.05,-0.07,-0.00,0.04,0.03,0.02,0.02,301.86,32.11,0.00,-0.75,-2.54
-0.05,-0.05,0.00,0.05,0.04,0.01,0.00,307.75,32.12,0.00,-0.64,-2.65
-0.06,-0.03,0.01,0.07,0.05,0.00,-0.01,311.50,32.12,0.00,-0.63,-2.68
-0.06,-0.02,0.02,0.09,0.06,0.00,-0.01,312.47,32.12,0.00,-0.69,-2.63
-0.06,-0.02,0.02,0.10,0.07,0.01,-0.01,311.19,32.12,0.00,-0.76,-2.52
-0.06,-0.03,0.02,0.11,0.08,0.02,-0.01,308.71,32.12,0.00,-0.79,-2.38
-0.06,-0.05,0.02,0.12,0.09,0.04,-0.01,306.03,32.11,0.00,-0.75,-2.24
-0.07,-0.07,0.02,0.11,0.09,0.05,0.00,303.84,32.11,0.00,-0.65,-2.13
-0.07,-0.08,0.01,0.10,0.09,0.06,0.01,302.45,32.11,0.00,-0.51,-2.08
-0.07,-0.10,0.00,0.08,0.08,0.07,0.02,301.84,32.11,0.00,-0.34,-2.11
-0.08,-0.11,-0.01,0.07,0.08,0.06,0.03,301.51,32.11,0.00,-0.20,-2.20
-0.07,-0.11,-0.02,0.05,0.07,0.05,0.04,300.47,32.12,0.00,-0.17,-2.34
-0.07,-0.11,-0.02,0.04,0.06,0.04,0.04,298.03,32.12,0.00,-0.32,-2.53
-0.06,-0.10,-0.02,0.03,0.04,0.03,0.04,294.46,32.12,0.00,-0.57,-2.72
-0.06,-0.09,-0.01,0.02,0.03,0.02,0.03,290.32,32.12,0.00,-0.79,-2.83
-0.06,-0.07,0.01,0.03,0.03,0.01,0.02,286.11,32.11,0.00,-0.88,-2.83
-0.06,-0.05,0.02,0.04,0.04,-0.01,0.00,283.00,32.11,0.00,-0.82,-2.74
-0.06,-0.03,0.03,0.05,0.05,-0.01,-0.01,283.01,32.11,0.00,-0.66,-2.59
-0.06,-0.02,0.04,0.08,0.06,-0.02,-0.01,287.17,32.11,0.00,-0.44,-2.41
-0.06,-0.02,0.04,0.10,0.07,-0.01,-0.02,294.22,32.12,0.00,-0.23,-2.25
-0.06,-0.03,0.04,0.11,0.08,0.00,-0.02,301.88,32.12,0.00,-0.01,-2.14
-0.06,-0.04,0.04,0.12,0.09,0.02,-0.01,308.35,32.13,0.00,0.20,-2.08
-0.07,-0.06,0.03,0.12,0.10,0.05,-0.00,312.49,32.13,0.00,0.40,-2.08
-0.07,-0.08,0.02,0.11,0.10,0.07,0.01,313.68,32.13,0.00,0.51,-2.15
-0.07,-0.10,0.01,0.10,0.10,0.08,0.02,312.12,32.12,0.00,0.53,-2.28
-0.07,-0.11,-0.01,0.09,0.10,0.08,0.03,308.90,32.12,0.00,0.46,-2.44
-0.07,-0.11,-0.02,0.07,0.09,0.08,0.04,305.38,32.12,0.00,0.34,-2.58
-0.06,-0.11,-0.03,0.06,0.07,0.07,0.04,302.54,32.11,0.00,0.18,-2.67
