Model : ,18,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.04,-0.03,0.09,0.10,0.09,0.03,-0.02,308.53,28.79,0.00,-0.02,-2.52
-0.05,-0.05,0.08,0.10,0.11,0.05,-0.02,305.82,28.80,0.00,-0.04,-2.37
-0.06,-0.07,0.07,0.10,0.12,0.06,-0.01,303.34,28.80,0.00,-0.04,-2.26
-0.06,-0.09,0.06,0.09,0.12,0.07,-0.00,301.69,28.80,0.00,-0.01,-2.21
-0.05,-0.11,0.05,0.07,0.11,0.08,0.01,301.00,28.80,0.00,0.03,-2.23
-0.05,-0.12,0.04,0.06,0.10,0.08,0.02,301.06,28.80,0.00,0.09,-2.31
-0.04,-0.12,0.03,0.04,0.09,0.07,0.03,301.54,28.80,0.00,0.17,-2.44
-0.03,-0.11,0.03,0.03,0.08,0.06,0.04,301.82,28.80,0.00,0.26,-2.59
-0.03,-0.09,0.04,0.02,0.06,0.05,0.05,300.84,28.80,0.00,0.32,-2.71
-0.02,-0.07,0.05,0.03,0.05,0.03,0.04,297.99,28.79,0.00,0.34,-2.79
-0.02,-0.04,0.06,0.03,0.04,0.02,0.04,294.15,28.79,0.00,0.33,-2.80
-0.01,-0.02,0.07,0.05,0.04,0.01,0.03,291.27,28.78,0.00,0.31,-2.75
-0.01,-0.00,0.08,0.06,0.05,0.01,0.01,290.71,28.78,0.00,0.31,-2.64
-0.02,0.00,0.09,0.07,0.05,0.01,-0.00,292.59,28.77,0.00,0.31,-2.50
-0.02,-0.00,0.09,0.09,0.07,0.02,-0.01,296.56,28.77,0.00,0.28,-2.37
-0.03,-0.01,0.09,0.09,0.08,0.03,-0.01,301.95,28.77,0.00,0.19,-2.28
-0.03,-0.03,0.09,0.10,0.10,0.05,-0.00,307.31,28.78,0.00,0.03,-2.22
-0.03,-0.04,0.08,0.10,0.11,0.06,0.01,310.85,28.78,0.00,-0.19,-2.23
-0.04,-0.06,0.06,0.09,0.12,0.07,0.02,311.57,28.78,0.00,-0.45,-2.28
-0.04,-0.08,0.05,0.07,0.12,0.08,0.03,309.88,28.79,0.00,-0.72,-2.38
-0.04,-0.10,0.04,0.06,0.11,0.08,0.04,306.84,28.79,0.00,-0.94,-2.49
-0.04,-0.12,0.03,0.04,0.09,0.08,0.05,303.50,28.79,0.00,-1.12,-2.63
-0.03,-0.12,0.03,0.03,0.08,0.07,0.05,300.74,28.78,0.00,-1.22,-2.74
-0.02,-0.12,0.04,0.02,0.06,0.06,0.04,299.16,28.78,0.00,-1.20,-2.78
-0.02,-0.11,0.04,0.02,0.05,0.04,0.03,298.90,28.78,0.00,-1.06,-2.72
-0.01,-0.10,0.06,0.03,0.04,0.03,0.01,299.60,28.78,0.00,-0.85,-2.57
-0.01,-0.08,0.07,0.05,0.04,0.01,0.00,300.69,28.78,0.00,-0.63,-2.40
-0.01,-0.07,0.08,0.07,0.05,0.00,-0.01,301.73,28.79,0.00,-0.49,-2.26
-0.01,-0.07,0.09,0.09,0.06,0.00,-0.01,302.11,28.79,0.00,-0.41,-2.18
-0.02,-0.07,0.09,0.10,0.07,0.01,-0.01,300.87,28.79,0.00,-0.40,-2.18
-0.03,-0.08,0.09,0.11,0.09,0.02,-0.01,297.54,28.80,0.00,-0.42,-2.25
-0.04,-0.09,0.09,0.12,0.11,0.04,-0.00,293.19,28.80,0.00,-0.46,-2.37
-0.04,-0.10,0.08,0.11,0.12,0.06,0.00,289.98,28.79,0.00,-0.51,-2.52
-0.05,-0.12,0.07,0.10,0.12,0.07,0.02,289.42,28.79,0.00,-0.57,-2.69
-0.04,-0.13,0.06,0.09,0.12,0.07,0.03,291.54,28.79,0.00,-0.65,-2.85
-0.04,-0.15,0.05,0.08,0.11,0.07,0.04,295.82,28.79,0.00,-0.73,-2.93
-0.04,-0.16,0.04,0.06,0.10,0.07,0.05,301.44,28.79,0.00,-0.80,-2.91
-0.04,-0.16,0.04,0.04,0.08,0.06,0.04,306.90,28.79,0.00,-0.85,-2.81
-0.05,-0.15,0.04,0.02,0.07,0.05,0.04,310.42,28.80,0.00,-0.84,-2.66
-0.04,-0.13,0.05,0.02,0.06,0.04,0.03,311.05,28.80,0.00,-0.75,-2.51
-0.04,-0.10,0.06,0.02,0.06,0.02,0.02,309.32,28.81,0.00,-0.60,-2.39
-0.03,-0.08,0.07,0.04,0.06,0.01,0.01,306.48,28.81,0.00,-0.44,-2.32
-0.03,-0.06,0.08,0.06,0.06,0.00,-0.01,303.70,28.81,0.00,-0.27,-2.33
-0.02,-0.05,0.09,0.08,0.07,0.00,-0.02,301.73,28.81,0.00,-0.15,-2.39
-0.02,-0.05,0.09,0.09,0.08,0.01,-0.03,300.87,28.80,0.00,-0.08,-2.50
-0.03,-0.06,0.09,0.11,0.09,0.03,-0.03,301.06,28.80,0.00,-0.08,-2.66
-0.04,-0.07,0.08,0.12,0.11,0.04,-0.02,301.67,28.80,0.00,-0.14,-2.82
-0.05,-0.09,0.07,0.12,0.12,0.05,-0.01,301.66,28.80,0.00,-0.22,-2.94
-0.06,-0.12,0.05,0.11,0.12,0.07,0.00,300.34,28.80,0.00,-0.32,-2.98
-0.07,-0.14,0.04,0.10,0.11,0.08,0.02,297.81,28.80,0.00,-0.40,-2.94
-0.07,-0.15,0.03,0.08,0.10,0.08,0.03,294.41,28.80,0.00,-0.42,-2.84
-0.06,-0.14,0.02,0.06,0.09,0.07,0.04,290.54,28.80,0.00,-0.35,-2.70
-0.06,-0.12,0.02,0.04,0.08,0.06,0.05,287.29,28.80,0.00,-0.21,-2.55
-0.05,-0.09,0.03,0.03,0.07,0.05,0.05,286.45,28.80,0.00,-0.05,-2.43
-0.04,-0.05,0.03,0.02,0.06,0.03,0.04,288.99,28.80,0.00,0.09,-2.38
