Model : ,35,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,0.30,0.30,0.09,0.12,0.09,0.04,308.68,30.06,0.00,-0.71,-2.63
-0.05,0.30,0.29,0.07,0.11,0.09,0.05,309.81,30.07,0.00,-0.89,-2.49
-0.04,0.29,0.28,0.06,0.09,0.08,0.05,308.79,30.07,0.00,-1.00,-2.37
-0.04,0.29,0.28,0.04,0.07,0.07,0.05,306.43,30.07,0.00,-0.97,-2.29
-0.03,0.29,0.29,0.04,0.06,0.06,0.05,303.77,30.07,0.00,-0.84,-2.27
-0.02,0.30,0.30,0.03,0.04,0.04,0.04,301.78,30.07,0.00,-0.62,-2.32
-0.01,0.33,0.32,0.03,0.03,0.03,0.03,300.96,30.07,0.00,-0.34,-2.42
-0.01,0.35,0.34,0.04,0.03,0.01,0.01,301.11,30.07,0.00,-0.08,-2.55
-0.01,0.37,0.36,0.05,0.03,0.00,0.01,301.55,30.07,0.00,0.10,-2.67
-0.01,0.38,0.38,0.07,0.05,0.00,0.00,301.69,30.07,0.00,0.15,-2.75
-0.02,0.38,0.39,0.08,0.07,0.01,-0.00,301.05,30.07,0.00,0.10,-2.79
-0.02,0.37,0.40,0.10,0.09,0.02,0.00,298.93,30.06,0.00,0.03,-2.76
-0.03,0.35,0.41,0.10,0.10,0.04,0.01,295.05,30.06,0.00,0.02,-2.66
-0.03,0.33,0.42,0.10,0.11,0.06,0.02,290.57,30.06,0.00,0.07,-2.53
-0.03,0.31,0.42,0.09,0.12,0.07,0.03,287.72,30.06,0.00,0.14,-2.39
-0.04,0.29,0.42,0.08,0.12,0.09,0.04,287.93,30.06,0.00,0.18,-2.27
-0.04,0.28,0.42,0.06,0.11,0.09,0.05,291.00,30.06,0.00,0.17,-2.19
-0.04,0.28,0.43,0.04,0.10,0.09,0.05,296.02,30.06,0.00,0.09,-2.17
-0.04,0.29,0.43,0.03,0.08,0.08,0.05,301.95,30.06,0.00,-0.08,-2.22
-0.03,0.31,0.45,0.02,0.07,0.07,0.05,307.33,30.06,0.00,-0.28,-2.32
-0.02,0.34,0.46,0.02,0.06,0.05,0.04,310.64,30.06,0.00,-0.43,-2.45
-0.01,0.37,0.48,0.03,0.06,0.04,0.03,311.23,30.05,0.00,-0.48,-2.58
-0.01,0.40,0.50,0.04,0.06,0.02,0.02,309.62,30.05,0.00,-0.44,-2.70
-0.00,0.42,0.52,0.05,0.06,0.01,0.01,306.93,30.05,0.00,-0.34,-2.75
0.00,0.43,0.54,0.07,0.07,0.02,0.00,304.18,30.05,0.00,-0.21,-2.70
0.00,0.43,0.54,0.09,0.08,0.03,0.00,302.08,30.05,0.00,-0.09,-2.59
-0.00,0.41,0.55,0.11,0.09,0.04,0.00,301.02,30.06,0.00,0.01,-2.45
-0.01,0.39,0.55,0.11,0.10,0.06,0.01,301.00,30.06,0.00,0.10,-2.32
-0.02,0.37,0.55,0.10,0.11,0.07,0.02,301.41,30.05,0.00,0.16,-2.22
-0.02,0.36,0.55,0.09,0.11,0.08,0.03,301.08,30.05,0.00,0.20,-2.19
-0.03,0.35,0.55,0.08,0.11,0.09,0.04,299.20,30.05,0.00,0.23,-2.22
-0.03,0.34,0.55,0.06,0.10,0.09,0.05,296.00,30.05,0.00,0.23,-2.31
-0.03,0.34,0.54,0.05,0.09,0.09,0.06,292.01,30.06,0.00,0.17,-2.43
-0.02,0.34,0.54,0.04,0.08,0.08,0.06,287.80,30.06,0.00,0.02,-2.58
-0.01,0.35,0.54,0.03,0.06,0.07,0.06,284.53,30.06,0.00,-0.16,-2.72
-0.00,0.37,0.55,0.03,0.05,0.06,0.05,284.14,30.06,0.00,-0.29,-2.80
0.00,0.40,0.56,0.03,0.04,0.04,0.04,287.60,30.06,0.00,-0.31,-2.79
0.01,0.44,0.57,0.04,0.04,0.03,0.03,293.81,30.06,0.00,-0.22,-2.69
0.00,0.47,0.58,0.05,0.05,0.02,0.01,300.71,30.06,0.00,-0.09,-2.56
-0.00,0.49,0.59,0.06,0.06,0.02,0.00,306.64,30.06,0.00,0.05,-2.42
-0.01,0.49,0.59,0.08,0.07,0.03,-0.00,310.55,30.06,0.00,0.13,-2.29
-0.01,0.48,0.59,0.09,0.09,0.04,-0.00,311.82,30.06,0.00,0.12,-2.22
-0.02,0.46,0.59,0.10,0.10,0.05,0.01,310.61,30.06,0.00,-0.02,-2.21
-0.03,0.43,0.58,0.10,0.11,0.07,0.01,307.89,30.06,0.00,-0.26,-2.25
-0.03,0.41,0.57,0.09,0.11,0.09,0.03,304.95,30.06,0.00,-0.53,-2.35
-0.03,0.39,0.56,0.09,0.11,0.10,0.04,302.72,30.06,0.00,-0.80,-2.50
-0.03,0.39,0.55,0.08,0.11,0.10,0.05,301.54,30.06,0.00,-1.01,-2.66
-0.03,0.39,0.54,0.07,0.10,0.09,0.06,301.35,30.06,0.00,-1.10,-2.77
-0.04,0.39,0.54,0.06,0.08,0.08,0.07,301.86,30.07,0.00,-1.03,-2.81
-0.04,0.41,0.54,0.06,0.07,0.06,0.06,302.40,30.07,0.00,-0.85,-2.77
-0.04,0.43,0.55,0.05,0.06,0.05,0.06,301.93,30.08,0.00,-0.69,-2.68
-0.03,0.45,0.57,0.05,0.05,0.03,0.05,299.83,30.08,0.00,-0.63,-2.55
-0.03,0.48,0.59,0.06,0.05,0.01,0.04,296.55,30.07,0.00,-0.65,-2.43
-0.03,0.51,0.60,0.06,0.06,-0.00,0.03,293.08,30.07,0.00,-0.67,-2.32
-0.03,0.53,0.62,0.08,0.07,-0.00,0.02,290.19,30.07,0.00,-0.61,-2.26
-0.03,0.53,0.63,0.09,0.08,0.01,0.02,288.69,30.06,0.00,-0.49,-2.23
-0.03,0.53,0.63,0.10,0.09,0.02,0.02,289.76,30.06,0.00,-0.35,-2.27
-0.04,0.52,0.63,0.10,0.10,0.04,0.02,293.87,30.06,0.00,-0.26,-2.37
-0.04,0.50,0.62,0.10,0.10,0.07,0.03,299.70,30.07,0.00,-0.24,-2.50
-0.05,0.48,0.61,0.09,0.11,0.08,0.04,305.10,30.07,0.00,-0.28,-2.64
-0.05,0.46,0.59,0.08,0.10,0.09,0.05,308.49,30.08,0.00,-0.36,-2.76
-0.05,0.45,0.58,0.06,0.10,0.10,0.06,309.52,30.08,0.00,-0.44,-2.83
-0.05,0.44,0.57,0.05,0.09,0.10,0.06,308.53,30.08,0.00,-0.47,-2.82
-0.04,0.44,0.57,0.04,0.08,0.09,0.06,306.27,30.08,0.00,-0.44,-2.74
-0.04,0.45,0.57,0.03,0.06,0.08,0.06,303.70,30.08,0.00,-0.36,-2.60
-0.03,0.47,0.58,0.03,0.05,0.06,0.05,301.73,30.08,0.00,-0.28,-2.47
-0.03,0.49,0.60,0.03,0.04,0.04,0.04,300.82,30.08,0.00,-0.22,-2.37
-0.02,0.52,0.62,0.04,0.04,0.02,0.03,300.90,30.08,0.00,-0.20,-2.32
-0.02,0.54,0.63,0.06,0.05,0.00,0.02,301.61,30.08,0.00,-0.20,-2.33
-0.03,0.55,0.65,0.08,0.06,-0.00,0.01,302.55,30.08,0.00,-0.21,-2.39
-0.03,0.55,0.66,0.09,0.07,0.00,0.01,303.06,30.07,0.00,-0.21,-2.48
-0.04,0.54,0.66,0.11,0.08,0.02,0.02,302.00,30.07,0.00,-0.17,-2.59
-0.04,0.52,0.66,0.11,0.10,0.03,0.02,298.75,30.07,0.00,-0.09,-2.72
-0.05,0.49,0.66,0.11,0.11,0.05,0.03,294.39,30.07,0.00,0.01,-2.84
-0.05,0.47,0.65,0.10,0.12,0.06,0.04,291.16,30.07,0.00,0.11,-2.89
-0.06,0.45,0.64,0.09,0.12,0.08,0.06,290.64,30.07,0.00,0.18,-2.82
-0.06,0.44,0.63,0.07,0.11,0.08,0.07,292.83,30.06,0.00,0.20,-2.66
-0.06,0.44,0.62,0.06,0.10,0.09,0.08,297.05,30.06,0.00,0.13,-2.46
-0.06,0.45,0.61,0.05,0.09,0.08,0.08,302.38,30.06,0.00,-0.06,-2.28
-0.05,0.48,0.61,0.04,0.07,0.08,0.07,307.38,30.06,0.00,-0.30,-2.15
-0.05,0.50,0.62,0.03,0.06,0.07,0.05,310.50,30.06,0.00,-0.49,-2.09
-0.04,0.53,0.63,0.04,0.05,0.05,0.04,310.96,30.06,0.00,-0.56,-2.12
-0.03,0.55,0.64,0.05,0.05,0.04,0.02,309.28,30.06,0.00,-0.52,-2.20
-0.02,0.56,0.65,0.07,0.05,0.03,0.01,306.54,30.07,0.00,-0.44,-2.35
-0.02,0.56,0.66,0.09,0.06,0.03,0.00,303.78,30.07,0.00,-0.39,-2.55
-0.02,0.56,0.67,0.11,0.07,0.04,0.00,301.71,30.07,0.00,-0.38,-2.75
-0.03,0.55,0.68,0.12,0.08,0.05,0.00,300.76,30.07,0.00,-0.39,-2.86
-0.03,0.53,0.68,0.13,0.09,0.06,0.01,300.93,30.06,0.00,-0.38,-2.86
-0.04,0.52,0.68,0.13,0.10,0.08,0.02,301.75,30.06,0.00,-0.35,-2.74
-0.05,0.51,0.68,0.12,0.10,0.09,0.03,302.47,30.06,0.00,-0.30,-2.58
-0.05,0.49,0.67,0.11,0.10,0.10,0.04,302.55,30.05,0.00,-0.25,-2.41
-0.06,0.48,0.66,0.09,0.09,0.10,0.05,301.66,30.06,0.00,-0.21,-2.27
-0.05,0.47,0.65,0.08,0.08,0.09,0.06,299.25,30.06,0.00,-0.23,-2.18
-0.04,0.46,0.64,0.06,0.07,0.09,0.06,295.12,30.06,0.00,-0.33,-2.15
-0.03,0.46,0.65,0.05,0.06,0.07,0.05,290.62,30.06,0.00,-0.46,-2.17
-0.02,0.47,0.65,0.04,0.06,0.06,0.04,288.31,30.07,0.00,-0.57,-2.25
-0.01,0.50,0.66,0.05,0.05,0.05,0.03,289.85,30.06,0.00,-0.59,-2.40
-0.01,0.53,0.67,0.06,0.06,0.03,0.02,294.56,30.06,0.00,-0.53,-2.57
-0.01,0.57,0.68,0.07,0.06,0.03,0.01,300.56,30.06,0.00,-0.43,-2.71
-0.02,0.59,0.69,0.09,0.07,0.03,0.00,306.13,30.06,0.00,-0.33,-2.79
-0.02,0.60,0.70,0.10,0.07,0.03,0.00,310.05,30.06,0.00,-0.26,-2.80
-0.03,0.59,0.70,0.11,0.08,0.04,0.00,311.51,30.06,0.00,-0.23,-2.73
-0.03,0.57,0.70,0.11,0.09,0.06,0.01,310.52,30.07,0.00,-0.25,-2.61
-0.03,0.55,0.69,0.10,0.10,0.08,0.01,307.96,30.07,0.00,-0.30,-2.46
-0.04,0.52,0.68,0.09,0.11,0.09,0.03,305.11,30.07,0.00,-0.40,-2.34
-0.04,0.49,0.67,0.08,0.11,0.09,0.04,302.88,30.07,0.00,-0.57,-2.27
-0.04,0.47,0.65,0.07,0.10,0.09,0.05,301.67,30.07,0.00,-0.75,-2.26
-0.04,0.46,0.65,0.05,0.09,0.09,0.06,301.43,30.07,0.00,-0.85,-2.31
-0.04,0.47,0.64,0.04,0.08,0.08,0.06,301.90,30.08,0.00,-0.83,-2.40
-0.04,0.49,0.65,0.04,0.07,0.07,0.06,302.41,30.08,0.00,-0.71,-2.52
-0.04,0.52,0.66,0.03,0.05,0.06,0.05,301.89,30.09,0.00,-0.58,-2.63
-0.03,0.55,0.67,0.03,0.05,0.04,0.04,299.70,30.09,0.00,-0.51,-2.73
-0.03,0.59,0.68,0.04,0.05,0.03,0.03,296.30,30.08,0.00,-0.52,-2.79
-0.02,0.61,0.69,0.06,0.05,0.02,0.02,292.72,30.08,0.00,-0.53,-2.80
-0.02,0.62,0.70,0.08,0.06,0.02,0.01,289.73,30.07,0.00,-0.49,-2.72
-0.02,0.61,0.71,0.10,0.06,0.02,0.01,288.18,30.07,0.00,-0.39,-2.58
-0.02,0.60,0.72,0.11,0.07,0.04,0.01,289.26,30.07,0.00,-0.29,-2.43
-0.03,0.59,0.71,0.12,0.08,0.06,0.01,293.44,30.07,0.00,-0.24,-2.30
-0.04,0.57,0.71,0.12,0.09,0.08,0.02,299.40,30.08,0.00,-0.23,-2.21
-0.04,0.56,0.70,0.11,0.09,0.09,0.03,304.95,30.08,0.00,-0.24,-2.19
-0.05,0.54,0.69,0.09,0.09,0.10,0.05,308.52,30.08,0.00,-0.23,-2.25
-0.05,0.53,0.67,0.08,0.08,0.10,0.06,309.72,30.09,0.00,-0.19,-2.38
-0.04,0.53,0.67,0.06,0.07,0.10,0.07,308.89,30.09,0.00,-0.13,-2.53
-0.04,0.53,0.66,0.04,0.06,0.09,0.07,306.76,30.08,0.00,-0.03,-2.70
-0.03,0.54,0.67,0.03,0.04,0.08,0.07,304.27,30.08,0.00,0.07,-2.84
-0.02,0.55,0.67,0.02,0.03,0.07,0.06,302.31,30.08,0.00,0.14,-2.90
-0.01,0.57,0.69,0.03,0.03,0.05,0.05,301.34,30.08,0.00,0.16,-2.86
-0.01,0.59,0.70,0.04,0.03,0.04,0.04,301.31,30.08,0.00,0.14,-2.75
-0.01,0.61,0.71,0.05,0.03,0.03,0.03,301.89,30.08,0.00,0.07,-2.60
-0.01,0.63,0.72,0.07,0.05,0.03,0.03,302.70,30.08,0.00,-0.02,-2.44
-0.02,0.65,0.73,0.09,0.06,0.04,0.03,303.11,30.08,0.00,-0.10,-2.31
-0.02,0.66,0.74,0.10,0.07,0.05,0.03,301.94,30.08,0.00,-0.11,-2.24
-0.03,0.65,0.74,0.11,0.08,0.06,0.03,298.57,30.07,0.00,-0.02,-2.24
-0.04,0.62,0.74,0.10,0.09,0.08,0.04,293.83,30.08,0.00,0.14,-2.31
-0.04,0.58,0.73,0.09,0.10,0.09,0.04,289.31,30.08,0.00,0.28,-2.43
-0.05,0.54,0.72,0.08,0.10,0.09,0.05,286.18,30.07,0.00,0.32,-2.59
-0.05,0.52,0.71,0.06,0.10,0.10,0.06,285.20,30.07,0.00,0.24,-2.74
-0.04,0.50,0.70,0.05,0.09,0.09,0.07,287.21,30.07,0.00,0.04,-2.83
-0.04,0.51,0.70,0.04,0.08,0.09,0.07,292.34,30.06,0.00,-0.28,-2.82
-0.04,0.53,0.70,0.03,0.06,0.08,0.06,299.05,30.06,0.00,-0.62,-2.72
-0.03,0.57,0.70,0.03,0.05,0.07,0.06,305.06,30.06,0.00,-0.84,-2.57
-0.02,0.60,0.71,0.03,0.04,0.05,0.04,308.82,30.06,0.00,-0.87,-2.40
-0.02,0.62,0.72,0.04,0.04,0.04,0.03,310.03,30.06,0.00,-0.74,-2.24
-0.01,0.64,0.72,0.05,0.05,0.03,0.02,309.16,30.06,0.00,-0.55,-2.12
-0.01,0.63,0.73,0.07,0.06,0.03,0.01,307.06,30.06,0.00,-0.40,-2.07
-0.01,0.62,0.73,0.09,0.08,0.03,0.01,304.66,30.07,0.00,-0.32,-2.09
-0.01,0.60,0.73,0.11,0.09,0.04,0.01,302.81,30.07,0.00,-0.29,-2.17
-0.02,0.58,0.72,0.12,0.11,0.06,0.01,301.89,30.07,0.00,-0.27,-2.31
-0.03,0.56,0.72,0.12,0.12,0.07,0.02,301.76,30.07,0.00,-0.25,-2.49
-0.03,0.55,0.71,0.11,0.12,0.08,0.03,301.83,30.06,0.00,-0.29,-2.64
-0.04,0.54,0.71,0.10,0.12,0.09,0.04,301.60,30.07,0.00,-0.40,-2.74
-0.04,0.53,0.70,0.09,0.11,0.09,0.06,300.69,30.07,0.00,-0.57,-2.78
-0.04,0.53,0.69,0.07,0.10,0.09,0.07,298.48,30.07,0.00,-0.74,-2.74
-0.04,0.53,0.69,0.06,0.08,0.09,0.07,294.69,30.07,0.00,-0.87,-2.62
-0.03,0.54,0.70,0.04,0.07,0.08,0.06,290.43,30.08,0.00,-0.93,-2.48
-0.02,0.56,0.71,0.04,0.06,0.07,0.05,287.81,30.08,0.00,-0.92,-2.35
-0.01,0.57,0.72,0.04,0.05,0.05,0.04,288.21,30.08,0.00,-0.83,-2.26
-0.01,0.59,0.73,0.05,0.05,0.03,0.03,291.39,30.07,0.00,-0.71,-2.22
-0.01,0.61,0.74,0.06,0.06,0.02,0.02,296.43,30.07,0.00,-0.59,-2.26
-0.02,0.62,0.74,0.07,0.07,0.01,0.01,302.30,30.07,0.00,-0.51,-2.36
-0.02,0.63,0.74,0.09,0.08,0.02,0.00,307.58,30.07,0.00,-0.46,-2.51
-0.03,0.63,0.74,0.10,0.09,0.04,0.00,310.75,30.07,0.00,-0.44,-2.65
-0.03,0.62,0.73,0.10,0.10,0.05,0.00,311.15,30.07,0.00,-0.42,-2.75
-0.04,0.61,0.73,0.11,0.11,0.07,0.01,309.35,30.07,0.00,-0.41,-2.81
-0.04,0.59,0.72,0.10,0.12,0.08,0.02,306.50,30.07,0.00,-0.38,-2.80
-0.04,0.57,0.71,0.09,0.11,0.09,0.04,303.64,30.08,0.00,-0.36,-2.74
-0.04,0.54,0.69,0.07,0.11,0.09,0.05,301.50,30.08,0.00,-0.33,-2.63
-0.04,0.53,0.69,0.06,0.09,0.09,0.06,300.47,30.08,0.00,-0.31,-2.51
-0.04,0.52,0.69,0.04,0.08,0.08,0.07,300.54,30.08,0.00,-0.28,-2.40
-0.04,0.53,0.69,0.02,0.06,0.07,0.07,301.09,30.08,0.00,-0.25,-2.31
-0.04,0.56,0.71,0.01,0.05,0.06,0.07,300.92,30.09,0.00,-0.25,-2.27
-0.04,0.61,0.72,0.00,0.04,0.04,0.06,299.21,30.09,0.00,-0.27,-2.31
-0.04,0.65,0.74,0.01,0.04,0.03,0.05,296.16,30.09,0.00,-0.30,-2.39
-0.03,0.69,0.75,0.03,0.05,0.03,0.04,292.31,30.09,0.00,-0.31,-2.52
-0.03,0.70,0.76,0.05,0.06,0.03,0.03,288.22,30.09,0.00,-0.27,-2.68
-0.03,0.69,0.77,0.07,0.07,0.03,0.03,285.04,30.09,0.00,-0.20,-2.83
-0.03,0.67,0.77,0.09,0.08,0.05,0.03,284.68,30.09,0.00,-0.12,-2.90
-0.04,0.64,0.76,0.10,0.09,0.06,0.03,288.11,30.09,0.00,-0.05,-2.86
-0.05,0.61,0.75,0.11,0.10,0.08,0.04,294.24,30.08,0.00,-0.00,-2.73
-0.06,0.59,0.74,0.11,0.10,0.10,0.05,301.02,30.08,0.00,0.04,-2.56
-0.07,0.58,0.72,0.10,0.10,0.11,0.06,306.81,30.08,0.00,0.08,-2.39
-0.06,0.59,0.70,0.09,0.09,0.11,0.06,310.58,30.08,0.00,0.12,-2.25
-0.06,0.60,0.69,0.08,0.08,0.11,0.07,311.71,30.08,0.00,0.15,-2.18
-0.05,0.60,0.68,0.06,0.07,0.10,0.06,310.33,30.08,0.00,0.14,-2.19
-0.04,0.60,0.68,0.05,0.06,0.09,0.06,307.46,30.08,0.00,0.12,-2.26
-0.03,0.61,0.69,0.05,0.05,0.07,0.05,304.47,30.08,0.00,0.13,-2.39
-0.03,0.62,0.70,0.05,0.04,0.05,0.04,302.31,30.08,0.00,0.21,-2.57
-0.02,0.65,0.72,0.06,0.04,0.04,0.03,301.31,30.08,0.00,0.33,-2.75
-0.02,0.67,0.73,0.07,0.04,0.03,0.02,301.36,30.09,0.00,0.42,-2.87
-0.03,0.68,0.75,0.08,0.05,0.03,0.01,302.12,30.09,0.00,0.44,-2.88
-0.04,0.69,0.76,0.10,0.06,0.03,0.01,302.78,30.08,0.00,0.38,-2.80
-0.04,0.69,0.76,0.11,0.07,0.04,0.01,301.97,30.08,0.00,0.28,-2.67
-0.05,0.68,0.76,0.12,0.09,0.06,0.02,298.87,30.08,0.00,0.16,-2.52
