Model : ,38,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-08,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.09,-0.13,0.00,0.03,0.08,0.04,0.03,302.96,30.30,0.00,-0.42,-2.36
-0.09,-0.13,-0.01,0.02,0.07,0.03,0.03,303.96,30.30,0.00,-0.48,-2.41
-0.09,-0.12,-0.02,0.01,0.07,0.03,0.03,303.39,30.30,0.00,-0.52,-2.51
-0.08,-0.10,-0.02,0.00,0.05,0.01,0.03,300.39,30.30,0.00,-0.55,-2.65
-0.07,-0.08,-0.01,0.00,0.04,-0.01,0.03,295.62,30.30,0.00,-0.57,-2.80
-0.07,-0.05,0.00,0.01,0.04,-0.02,0.02,290.45,30.30,0.00,-0.52,-2.92
-0.06,-0.03,0.02,0.02,0.04,-0.03,0.01,286.02,30.31,0.00,-0.36,-2.99
-0.06,-0.00,0.03,0.03,0.04,-0.04,-0.01,283.45,30.31,0.00,-0.15,-3.00
-0.06,0.01,0.04,0.04,0.05,-0.04,-0.02,284.23,30.31,0.00,0.03,-2.94
-0.06,0.01,0.05,0.06,0.06,-0.03,-0.03,288.92,30.31,0.00,0.10,-2.81
-0.07,0.00,0.05,0.07,0.08,-0.01,-0.03,295.97,30.31,0.00,0.08,-2.65
-0.07,-0.02,0.05,0.08,0.09,0.00,-0.02,302.89,30.31,0.00,-0.00,-2.51
-0.08,-0.05,0.05,0.08,0.09,0.03,-0.01,307.84,30.31,0.00,-0.09,-2.41
-0.08,-0.08,0.04,0.07,0.09,0.04,-0.00,310.19,30.31,0.00,-0.17,-2.37
-0.08,-0.11,0.03,0.06,0.09,0.06,0.01,310.14,30.31,0.00,-0.24,-2.40
-0.08,-0.13,0.01,0.04,0.08,0.06,0.02,308.38,30.31,0.00,-0.32,-2.51
-0.08,-0.13,-0.00,0.02,0.07,0.06,0.03,305.95,30.31,0.00,-0.40,-2.67
-0.08,-0.12,-0.01,0.01,0.06,0.05,0.04,303.82,30.31,0.00,-0.45,-2.82
-0.07,-0.10,-0.01,-0.00,0.05,0.03,0.04,302.55,30.31,0.00,-0.44,-2.95
-0.07,-0.07,-0.01,-0.01,0.04,0.01,0.04,302.15,30.31,0.00,-0.39,-3.02
-0.06,-0.04,0.00,-0.00,0.04,-0.00,0.03,302.29,30.31,0.00,-0.28,-3.00
-0.05,-0.01,0.02,0.01,0.04,-0.01,0.02,302.56,30.31,0.00,-0.12,-2.87
-0.05,0.01,0.04,0.03,0.04,-0.01,0.00,302.34,30.30,0.00,0.03,-2.68
-0.04,0.03,0.05,0.04,0.04,-0.01,-0.01,300.53,30.30,0.00,0.06,-2.49
-0.05,0.03,0.05,0.06,0.06,-0.01,-0.02,296.51,30.30,0.00,-0.07,-2.35
-0.06,0.02,0.05,0.07,0.07,0.01,-0.02,291.46,30.30,0.00,-0.32,-2.28
-0.06,0.00,0.04,0.07,0.08,0.02,-0.01,287.82,30.29,0.00,-0.54,-2.29
