Model : ,30,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,0.14,-0.02,0.03,0.04,0.02,-0.00,307.79,31.59,0.00,-0.58,-2.35
-0.04,0.15,-0.01,0.03,0.03,0.01,-0.02,305.88,31.60,0.00,-0.67,-2.43
-0.04,0.15,0.00,0.04,0.03,0.00,-0.03,304.30,31.60,0.00,-0.61,-2.51
-0.04,0.14,0.02,0.06,0.03,0.00,-0.04,303.36,31.59,0.00,-0.32,-2.58
-0.05,0.13,0.03,0.07,0.03,0.00,-0.05,302.88,31.59,0.00,0.08,-2.63
-0.06,0.11,0.04,0.09,0.04,0.01,-0.05,302.27,31.58,0.00,0.37,-2.62
-0.07,0.09,0.05,0.10,0.05,0.02,-0.05,301.05,31.58,0.00,0.38,-2.53
-0.08,0.07,0.04,0.10,0.07,0.03,-0.04,299.05,31.57,0.00,0.14,-2.39
-0.08,0.04,0.04,0.10,0.08,0.04,-0.02,295.90,31.57,0.00,-0.20,-2.23
-0.09,0.02,0.02,0.10,0.09,0.06,-0.01,291.51,31.57,0.00,-0.48,-2.11
-0.09,-0.01,0.01,0.09,0.09,0.07,0.00,287.09,31.58,0.00,-0.64,-2.04
-0.09,-0.03,-0.00,0.08,0.08,0.07,0.02,284.96,31.58,0.00,-0.63,-2.04
-0.09,-0.03,-0.01,0.07,0.07,0.07,0.02,286.55,31.59,0.00,-0.46,-2.10
-0.09,-0.02,-0.01,0.06,0.06,0.06,0.02,291.29,31.59,0.00,-0.21,-2.22
-0.09,-0.00,-0.01,0.05,0.04,0.05,0.02,297.86,31.59,0.00,0.01,-2.38
-0.08,0.02,-0.01,0.05,0.04,0.03,0.01,304.90,31.59,0.00,0.13,-2.56
-0.07,0.05,-0.00,0.05,0.03,0.00,-0.00,310.87,31.59,0.00,0.15,-2.73
-0.06,0.07,0.01,0.06,0.03,-0.01,-0.01,314.19,31.58,0.00,0.13,-2.82
-0.05,0.09,0.02,0.07,0.04,-0.02,-0.02,314.27,31.58,0.00,0.13,-2.79
-0.05,0.09,0.03,0.08,0.04,-0.02,-0.02,311.88,31.58,0.00,0.13,-2.66
-0.05,0.09,0.04,0.10,0.05,-0.01,-0.03,308.37,31.58,0.00,0.02,-2.49
-0.06,0.09,0.04,0.11,0.06,0.01,-0.02,304.91,31.58,0.00,-0.25,-2.33
-0.07,0.08,0.04,0.11,0.07,0.03,-0.01,302.26,31.58,0.00,-0.64,-2.19
-0.07,0.06,0.03,0.11,0.08,0.04,-0.00,300.69,31.58,0.00,-0.96,-2.11
-0.08,0.04,0.02,0.10,0.08,0.05,0.01,300.09,31.58,0.00,-1.10,-2.08
-0.09,0.03,0.01,0.09,0.08,0.06,0.02,299.89,31.58,0.00,-1.05,-2.09
-0.09,0.02,-0.00,0.08,0.08,0.06,0.03,299.06,31.58,0.00,-0.89,-2.16
-0.09,0.02,-0.01,0.06,0.07,0.06,0.04,296.93,31.58,0.00,-0.69,-2.31
-0.09,0.03,-0.02,0.04,0.06,0.05,0.04,293.74,31.58,0.00,-0.50,-2.48
-0.08,0.05,-0.02,0.03,0.05,0.04,0.03,290.06,31.58,0.00,-0.30,-2.60
-0.07,0.07,-0.01,0.03,0.04,0.02,0.02,286.40,31.58,0.00,-0.03,-2.63
-0.06,0.09,-0.00,0.03,0.03,0.00,0.01,283.88,31.58,0.00,0.23,-2.57
-0.05,0.11,0.01,0.04,0.03,-0.01,-0.01,284.38,31.58,0.00,0.34,-2.45
-0.05,0.13,0.02,0.06,0.03,-0.02,-0.02,288.90,31.58,0.00,0.22,-2.32
-0.05,0.14,0.04,0.07,0.04,-0.02,-0.03,296.09,31.58,0.00,-0.08,-2.21
-0.06,0.15,0.04,0.08,0.05,-0.01,-0.03,303.53,31.59,0.00,-0.40,-2.15
-0.07,0.16,0.05,0.09,0.06,0.00,-0.03,309.33,31.59,0.00,-0.63,-2.15
-0.07,0.16,0.04,0.10,0.08,0.02,-0.02,312.54,31.60,0.00,-0.74,-2.20
-0.07,0.15,0.03,0.11,0.09,0.03,-0.01,312.76,31.60,0.00,-0.80,-2.31
-0.08,0.14,0.02,0.10,0.09,0.05,-0.00,310.33,31.60,0.00,-0.89,-2.45
-0.08,0.13,0.00,0.09,0.09,0.06,0.02,306.52,31.60,0.00,-1.03,-2.60
-0.08,0.12,-0.01,0.08,0.08,0.06,0.03,302.83,31.59,0.00,-1.19,-2.72
-0.08,0.11,-0.02,0.06,0.07,0.07,0.04,300.26,31.59,0.00,-1.34,-2.78
-0.07,0.12,-0.02,0.04,0.06,0.06,0.04,299.10,31.59,0.00,-1.43,-2.76
-0.07,0.14,-0.03,0.03,0.06,0.06,0.04,299.15,31.60,0.00,-1.38,-2.67
-0.06,0.17,-0.02,0.03,0.05,0.04,0.03,299.96,31.60,0.00,-1.16,-2.51
-0.06,0.21,-0.01,0.03,0.05,0.02,0.02,300.74,31.61,0.00,-0.83,-2.32
-0.05,0.24,0.00,0.04,0.05,-0.00,0.01,300.28,31.61,0.00,-0.45,-2.17
-0.04,0.26,0.01,0.06,0.06,-0.01,-0.00,297.90,31.61,0.00,-0.08,-2.10
-0.04,0.27,0.02,0.07,0.07,-0.02,-0.01,294.28,31.60,0.00,0.21,-2.12
-0.04,0.28,0.03,0.09,0.08,-0.01,-0.01,290.97,31.60,0.00,0.39,-2.20
-0.04,0.27,0.03,0.10,0.09,0.00,-0.01,289.11,31.60,0.00,0.45,-2.32
-0.05,0.26,0.03,0.12,0.10,0.02,-0.01,289.21,31.60,0.00,0.43,-2.46
