Model : ,11,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.02,-0.01,0.02,0.01,0.03,0.01,-0.01,303.93,29.96,0.00,-0.96,-2.49
-0.01,0.02,0.03,0.02,0.03,-0.00,-0.02,302.78,29.96,0.00,-0.93,-2.64
-0.01,0.06,0.04,0.03,0.04,-0.01,-0.03,302.47,29.96,0.00,-0.87,-2.75
-0.02,0.08,0.05,0.05,0.05,-0.01,-0.04,302.75,29.95,0.00,-0.76,-2.80
-0.02,0.11,0.05,0.07,0.06,-0.01,-0.04,302.92,29.95,0.00,-0.62,-2.78
-0.03,0.12,0.05,0.08,0.08,-0.00,-0.04,301.65,29.95,0.00,-0.47,-2.69
-0.03,0.14,0.04,0.08,0.09,0.01,-0.03,298.14,29.94,0.00,-0.32,-2.53
-0.04,0.15,0.04,0.08,0.10,0.03,-0.02,293.21,29.94,0.00,-0.20,-2.35
-0.04,0.17,0.03,0.07,0.10,0.04,-0.01,288.57,29.94,0.00,-0.22,-2.21
-0.04,0.18,0.02,0.06,0.10,0.05,0.00,285.52,29.93,0.00,-0.42,-2.13
-0.03,0.20,0.00,0.04,0.09,0.06,0.01,284.80,29.93,0.00,-0.72,-2.13
-0.02,0.22,-0.00,0.02,0.08,0.05,0.02,287.21,29.93,0.00,-0.95,-2.19
-0.01,0.25,-0.01,0.01,0.07,0.05,0.03,292.83,29.94,0.00,-0.99,-2.28
-0.01,0.28,-0.00,0.00,0.06,0.04,0.02,300.01,29.95,0.00,-0.84,-2.38
-0.00,0.31,0.01,0.00,0.05,0.02,0.01,306.36,29.95,0.00,-0.61,-2.49
-0.00,0.34,0.02,0.01,0.05,0.01,-0.00,310.28,29.96,0.00,-0.40,-2.59
0.00,0.36,0.03,0.02,0.04,-0.00,-0.02,311.48,29.96,0.00,-0.27,-2.67
-0.00,0.37,0.04,0.03,0.04,-0.01,-0.03,310.46,29.97,0.00,-0.20,-2.70
-0.00,0.36,0.05,0.05,0.04,-0.01,-0.04,308.09,29.97,0.00,-0.18,-2.67
-0.01,0.34,0.05,0.07,0.05,-0.00,-0.04,305.35,29.97,0.00,-0.16,-2.59
-0.01,0.31,0.05,0.08,0.06,0.01,-0.03,303.02,29.97,0.00,-0.10,-2.50
-0.02,0.26,0.05,0.08,0.07,0.03,-0.02,301.46,29.97,0.00,0.04,-2.42
-0.03,0.21,0.04,0.08,0.09,0.04,-0.01,300.62,29.98,0.00,0.22,-2.37
-0.04,0.17,0.03,0.07,0.09,0.06,0.00,300.04,29.98,0.00,0.36,-2.38
-0.04,0.13,0.02,0.05,0.09,0.07,0.01,299.32,29.98,0.00,0.40,-2.44
-0.04,0.10,0.01,0.04,0.08,0.07,0.02,298.14,29.98,0.00,0.33,-2.54
-0.04,0.08,-0.00,0.02,0.07,0.06,0.02,296.00,29.97,0.00,0.18,-2.67
-0.03,0.07,-0.00,0.01,0.05,0.05,0.01,292.66,29.97,0.00,-0.02,-2.81
-0.03,0.06,0.00,0.00,0.03,0.04,0.00,289.11,29.97,0.00,-0.20,-2.92
-0.03,0.06,0.01,0.00,0.02,0.02,-0.01,287.36,29.96,0.00,-0.28,-2.96
-0.03,0.07,0.02,0.01,0.02,0.01,-0.02,288.69,29.96,0.00,-0.20,-2.90
-0.03,0.08,0.03,0.02,0.02,-0.00,-0.03,292.71,29.96,0.00,-0.01,-2.76
-0.04,0.10,0.04,0.03,0.03,-0.01,-0.04,298.41,29.96,0.00,0.20,-2.59
-0.05,0.10,0.05,0.05,0.04,-0.02,-0.04,304.71,29.96,0.00,0.37,-2.45
-0.06,0.10,0.05,0.07,0.06,-0.01,-0.04,310.17,29.96,0.00,0.45,-2.34
-0.06,0.09,0.05,0.08,0.07,-0.01,-0.04,313.16,29.97,0.00,0.48,-2.30
-0.07,0.08,0.05,0.09,0.09,0.01,-0.03,312.99,29.97,0.00,0.47,-2.32
-0.07,0.06,0.04,0.08,0.09,0.03,-0.02,310.37,29.97,0.00,0.45,-2.38
-0.07,0.05,0.03,0.07,0.10,0.04,-0.01,306.69,29.97,0.00,0.42,-2.49
-0.07,0.03,0.02,0.05,0.09,0.05,0.00,303.12,29.97,0.00,0.38,-2.63
-0.07,0.01,0.01,0.04,0.09,0.05,0.02,300.48,29.97,0.00,0.34,-2.78
-0.07,0.00,-0.00,0.02,0.08,0.05,0.02,299.13,29.97,0.00,0.27,-2.88
-0.06,0.01,-0.01,0.01,0.06,0.04,0.02,298.99,29.97,0.00,0.18,-2.91
-0.06,0.02,-0.00,0.00,0.05,0.03,0.01,299.44,29.97,0.00,0.07,-2.87
-0.06,0.04,0.01,0.00,0.04,0.03,0.00,299.39,29.96,0.00,-0.03,-2.76
-0.06,0.06,0.02,0.01,0.03,0.01,-0.01,298.09,29.96,0.00,-0.12,-2.62
-0.06,0.08,0.04,0.02,0.03,0.01,-0.02,295.68,29.96,0.00,-0.17,-2.47
-0.06,0.09,0.06,0.03,0.03,-0.00,-0.03,292.59,29.96,0.00,-0.11,-2.34
-0.06,0.10,0.07,0.06,0.04,-0.00,-0.04,289.29,29.96,0.00,0.11,-2.24
-0.05,0.09,0.08,0.08,0.05,0.00,-0.04,286.80,29.96,0.00,0.39,-2.20
-0.06,0.08,0.07,0.09,0.06,0.02,-0.03,286.79,29.96,0.00,0.55,-2.22
-0.06,0.07,0.06,0.10,0.07,0.03,-0.03,290.13,29.97,0.00,0.46,-2.33
-0.07,0.05,0.05,0.10,0.08,0.05,-0.02,295.80,29.96,0.00,0.15,-2.49
-0.08,0.04,0.04,0.09,0.08,0.07,-0.01,301.90,29.96,0.00,-0.25,-2.63
-0.08,0.03,0.02,0.07,0.08,0.08,0.00,306.93,29.96,0.00,-0.64,-2.71
-0.09,0.03,0.00,0.06,0.08,0.08,0.01,309.99,29.96,0.00,-0.92,-2.72
-0.09,0.02,-0.01,0.04,0.07,0.07,0.02,310.56,29.96,0.00,-1.03,-2.65
-0.09,0.03,-0.01,0.03,0.06,0.06,0.02,308.79,29.96,0.00,-0.98,-2.53
-0.08,0.03,-0.00,0.02,0.04,0.04,0.02,305.72,29.96,0.00,-0.82,-2.39
-0.08,0.04,0.00,0.02,0.04,0.03,0.01,302.78,29.97,0.00,-0.67,-2.27
-0.07,0.05,0.02,0.02,0.03,0.01,-0.00,300.91,29.97,0.00,-0.62,-2.22
-0.07,0.07,0.03,0.03,0.03,-0.01,-0.01,300.38,29.97,0.00,-0.64,-2.22
-0.07,0.07,0.04,0.04,0.04,-0.02,-0.02,300.97,29.97,0.00,-0.64,-2.27
-0.07,0.08,0.05,0.06,0.05,-0.02,-0.03,302.25,29.97,0.00,-0.54,-2.37
-0.08,0.07,0.05,0.07,0.06,-0.01,-0.04,303.36,29.97,0.00,-0.35,-2.49
-0.08,0.07,0.05,0.08,0.07,0.01,-0.04,302.93,29.96,0.00,-0.17,-2.59
-0.09,0.06,0.05,0.08,0.08,0.03,-0.03,300.16,29.96,0.00,-0.09,-2.66
-0.10,0.05,0.05,0.08,0.09,0.05,-0.02,295.82,29.96,0.00,-0.13,-2.70
-0.10,0.05,0.04,0.07,0.10,0.06,-0.00,291.51,29.96,0.00,-0.29,-2.68
-0.10,0.05,0.03,0.05,0.09,0.06,0.01,288.44,29.95,0.00,-0.57,-2.58
-0.10,0.06,0.02,0.04,0.09,0.06,0.02,287.35,29.95,0.00,-0.88,-2.44
-0.09,0.08,0.01,0.03,0.07,0.05,0.03,288.92,29.95,0.00,-1.11,-2.30
-0.09,0.10,0.00,0.01,0.06,0.04,0.03,293.18,29.96,0.00,-1.18,-2.20
-0.08,0.14,0.00,0.00,0.04,0.03,0.02,298.79,29.96,0.00,-1.11,-2.15
-0.08,0.17,0.01,-0.00,0.03,0.01,0.01,303.77,29.97,0.00,-0.91,-2.18
-0.07,0.22,0.02,0.00,0.02,-0.00,-0.00,306.81,29.97,0.00,-0.62,-2.27
-0.06,0.26,0.03,0.01,0.03,-0.01,-0.02,307.66,29.98,0.00,-0.33,-2.41
-0.05,0.29,0.05,0.02,0.03,-0.02,-0.03,306.73,29.98,0.00,-0.15,-2.59
-0.05,0.30,0.06,0.04,0.05,-0.01,-0.04,304.73,29.98,0.00,-0.12,-2.80
-0.05,0.30,0.06,0.06,0.06,-0.00,-0.04,302.58,29.97,0.00,-0.21,-3.00
