Model : ,26,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.02,0.12,-0.00,0.03,0.05,-0.00,-0.00,301.93,32.16,0.00,-1.15,-2.21
-0.02,0.13,0.01,0.04,0.05,-0.02,-0.02,302.07,32.15,0.00,-0.99,-2.06
-0.02,0.14,0.03,0.05,0.05,-0.02,-0.03,301.20,32.15,0.00,-0.82,-1.98
-0.02,0.13,0.04,0.07,0.06,-0.02,-0.04,298.55,32.15,0.00,-0.66,-1.99
-0.02,0.12,0.05,0.08,0.07,-0.01,-0.04,294.50,32.16,0.00,-0.52,-2.09
-0.03,0.10,0.05,0.09,0.08,0.00,-0.04,289.87,32.16,0.00,-0.42,-2.24
-0.04,0.07,0.05,0.10,0.09,0.02,-0.03,285.36,32.16,0.00,-0.37,-2.44
-0.05,0.03,0.04,0.09,0.10,0.04,-0.02,282.21,32.15,0.00,-0.33,-2.64
-0.06,0.00,0.03,0.08,0.10,0.06,-0.00,282.39,32.14,0.00,-0.29,-2.79
-0.06,-0.01,0.02,0.07,0.10,0.06,0.01,286.85,32.13,0.00,-0.21,-2.88
-0.06,-0.02,0.01,0.05,0.10,0.06,0.02,294.17,32.13,0.00,-0.12,-2.90
-0.06,-0.01,-0.00,0.04,0.09,0.06,0.02,301.84,32.13,0.00,-0.11,-2.84
-0.05,0.01,-0.00,0.02,0.08,0.05,0.02,307.91,32.13,0.00,-0.24,-2.72
-0.05,0.03,-0.00,0.01,0.06,0.05,0.01,311.42,32.13,0.00,-0.44,-2.57
-0.04,0.05,0.00,0.01,0.05,0.04,0.00,312.13,32.13,0.00,-0.56,-2.42
-0.04,0.08,0.02,0.02,0.04,0.03,-0.01,310.49,32.13,0.00,-0.48,-2.31
-0.05,0.10,0.03,0.03,0.04,0.02,-0.02,307.60,32.13,0.00,-0.24,-2.24
-0.05,0.12,0.04,0.04,0.05,0.02,-0.03,304.64,32.13,0.00,0.08,-2.25
-0.06,0.12,0.05,0.06,0.06,0.01,-0.03,302.40,32.13,0.00,0.35,-2.33
