Model : ,06,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,-0.12,0.02,0.04,0.09,0.07,0.04,-0.04,29.24,0.00,-0.37,-2.54
-0.04,-0.12,0.02,0.02,0.08,0.06,0.04,-0.05,29.23,0.00,-0.50,-2.40
-0.04,-0.10,0.02,0.01,0.07,0.04,0.04,-0.05,29.23,0.00,-0.55,-2.34
-0.03,-0.08,0.03,0.01,0.06,0.02,0.03,-0.05,29.23,0.00,-0.48,-2.37
-0.03,-0.06,0.04,0.01,0.06,0.00,0.02,-0.05,29.24,0.00,-0.34,-2.47
-0.03,-0.04,0.05,0.02,0.06,-0.01,0.01,-0.05,29.24,0.00,-0.19,-2.63
-0.03,-0.03,0.07,0.03,0.06,-0.02,-0.01,-0.04,29.24,0.00,-0.07,-2.81
-0.04,-0.03,0.08,0.05,0.06,-0.01,-0.01,-0.04,29.24,0.00,0.01,-2.98
-0.04,-0.03,0.08,0.06,0.07,-0.00,-0.02,-0.04,29.24,0.00,0.07,-3.07
-0.05,-0.04,0.08,0.07,0.08,0.01,-0.02,-0.03,29.24,0.00,0.16,-3.05
-0.06,-0.05,0.08,0.08,0.09,0.03,-0.01,-0.02,29.25,0.00,0.25,-2.95
-0.06,-0.07,0.07,0.08,0.11,0.04,0.00,-0.02,29.25,0.00,0.29,-2.80
-0.06,-0.09,0.05,0.07,0.11,0.06,0.02,-0.02,29.25,0.00,0.23,-2.63
-0.06,-0.11,0.04,0.06,0.11,0.07,0.03,-0.03,29.24,0.00,0.09,-2.48
-0.06,-0.13,0.03,0.05,0.10,0.07,0.04,-0.03,29.24,0.00,-0.06,-2.40
-0.06,-0.14,0.03,0.03,0.09,0.07,0.04,-0.04,29.24,0.00,-0.19,-2.39
-0.05,-0.14,0.03,0.02,0.08,0.06,0.04,-0.04,29.24,0.00,-0.25,-2.45
-0.05,-0.12,0.03,0.01,0.07,0.05,0.03,-0.03,29.24,0.00,-0.23,-2.55
-0.04,-0.09,0.04,0.00,0.06,0.03,0.03,-0.03,29.24,0.00,-0.12,-2.66
-0.04,-0.06,0.04,0.01,0.05,0.01,0.02,-0.03,29.25,0.00,0.03,-2.77
-0.04,-0.03,0.05,0.02,0.04,-0.01,0.01,-0.03,29.25,0.00,0.19,-2.84
-0.04,-0.00,0.07,0.03,0.05,-0.01,-0.00,-0.03,29.25,0.00,0.31,-2.87
-0.04,0.01,0.07,0.05,0.05,-0.01,-0.01,-0.02,29.25,0.00,0.38,-2.84
-0.05,0.02,0.08,0.06,0.06,-0.00,-0.02,-0.02,29.25,0.00,0.38,-2.75
-0.06,0.01,0.08,0.07,0.07,0.01,-0.02,-0.02,29.25,0.00,0.30,-2.58
-0.07,0.00,0.07,0.08,0.09,0.02,-0.01,-0.02,29.24,0.00,0.18,-2.39
-0.08,-0.02,0.06,0.08,0.10,0.04,-0.00,-0.03,29.24,0.00,0.04,-2.24
-0.09,-0.05,0.04,0.07,0.10,0.05,0.01,-0.03,29.24,0.00,-0.10,-2.19
-0.10,-0.08,0.03,0.07,0.10,0.06,0.03,-0.03,29.25,0.00,-0.21,-2.25
-0.10,-0.10,0.01,0.05,0.09,0.06,0.04,-0.03,29.25,0.00,-0.27,-2.37
-0.10,-0.11,0.00,0.04,0.08,0.06,0.05,-0.04,29.25,0.00,-0.27,-2.55
-0.09,-0.09,0.00,0.02,0.07,0.05,0.05,-0.04,29.26,0.00,-0.24,-2.74
-0.09,-0.07,0.00,0.01,0.06,0.04,0.05,-0.04,29.26,0.00,-0.23,-2.87
-0.08,-0.05,0.01,0.01,0.05,0.02,0.04,-0.04,29.25,0.00,-0.27,-2.94
-0.08,-0.02,0.02,0.01,0.05,0.01,0.03,-0.03,29.25,0.00,-0.35,-2.93
-0.07,0.00,0.03,0.02,0.04,-0.01,0.02,-0.02,29.24,0.00,-0.38,-2.87
-0.07,0.01,0.05,0.04,0.05,-0.01,0.00,-0.02,29.23,0.00,-0.30,-2.77
-0.08,0.02,0.06,0.05,0.06,-0.01,-0.01,-0.02,29.23,0.00,-0.14,-2.67
-0.08,0.01,0.07,0.06,0.07,-0.00,-0.01,-0.03,29.23,0.00,0.02,-2.57
-0.09,0.00,0.07,0.07,0.08,0.01,-0.01,-0.03,29.23,0.00,0.12,-2.49
-0.10,-0.01,0.07,0.08,0.10,0.03,-0.01,-0.02,29.23,0.00,0.14,-2.45
-0.11,-0.02,0.07,0.08,0.11,0.04,-0.00,-0.02,29.24,0.00,0.08,-2.46
-0.12,-0.05,0.06,0.07,0.11,0.06,0.01,-0.02,29.24,0.00,-0.05,-2.54
-0.12,-0.07,0.05,0.06,0.11,0.07,0.02,-0.02,29.24,0.00,-0.19,-2.65
-0.12,-0.09,0.04,0.05,0.09,0.07,0.03,-0.03,29.25,0.00,-0.28,-2.78
-0.11,-0.10,0.03,0.03,0.08,0.07,0.03,-0.03,29.25,0.00,-0.27,-2.91
-0.10,-0.10,0.02,0.02,0.07,0.07,0.04,-0.03,29.25,0.00,-0.18,-3.01
-0.10,-0.09,0.01,0.00,0.05,0.06,0.04,-0.03,29.26,0.00,-0.08,-3.04
-0.09,-0.06,0.02,-0.00,0.04,0.04,0.03,-0.03,29.25,0.00,-0.01,-2.97
-0.09,-0.03,0.02,0.00,0.04,0.02,0.03,0.95,29.25,0.00,0.02,-2.83
-0.09,-0.01,0.04,0.01,0.04,0.00,0.01,5.61,29.25,0.00,0.00,-2.67
-0.09,0.01,0.05,0.03,0.04,-0.00,0.00,15.57,29.25,0.00,-0.03,-2.53
-0.10,0.02,0.06,0.05,0.05,-0.00,-0.01,29.34,29.25,0.00,-0.06,-2.43
-0.10,0.02,0.07,0.07,0.07,0.00,-0.02,44.58,29.25,0.00,-0.09,-2.40
-0.11,0.02,0.07,0.08,0.08,0.01,-0.02,59.37,29.25,0.00,-0.11,-2.44
-0.12,0.00,0.07,0.09,0.10,0.02,-0.02,71.76,29.25,0.00,-0.12,-2.52
-0.12,-0.02,0.06,0.09,0.11,0.04,-0.01,80.51,29.25,0.00,-0.14,-2.64
-0.13,-0.05,0.04,0.09,0.11,0.05,0.00,85.57,29.24,0.00,-0.18,-2.80
-0.13,-0.08,0.02,0.07,0.11,0.06,0.01,87.64,29.24,0.00,-0.22,-2.95
-0.13,-0.11,0.01,0.06,0.10,0.06,0.02,87.76,29.25,0.00,-0.23,-3.04
-0.12,-0.12,0.00,0.04,0.08,0.06,0.03,86.96,29.25,0.00,-0.18,-3.04
