Model : ,25,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.07,0.23,0.29,0.10,0.11,0.06,0.01,298.37,32.21,0.00,-1.07,-1.96
-0.07,0.21,0.28,0.10,0.11,0.07,0.02,294.64,32.21,0.00,-1.03,-2.01
-0.06,0.19,0.27,0.09,0.12,0.09,0.03,291.53,32.21,0.00,-0.95,-2.13
-0.06,0.17,0.26,0.08,0.12,0.09,0.04,290.26,32.21,0.00,-0.80,-2.31
-0.07,0.15,0.25,0.07,0.11,0.09,0.05,291.16,32.21,0.00,-0.61,-2.50
-0.07,0.14,0.24,0.06,0.10,0.09,0.06,294.33,32.21,0.00,-0.45,-2.63
-0.06,0.14,0.24,0.05,0.09,0.08,0.06,299.42,32.21,0.00,-0.34,-2.68
-0.06,0.15,0.24,0.04,0.08,0.07,0.05,305.04,32.21,0.00,-0.29,-2.64
-0.05,0.17,0.25,0.03,0.07,0.06,0.05,309.28,32.21,0.00,-0.28,-2.54
-0.04,0.19,0.26,0.03,0.06,0.05,0.03,311.03,32.21,0.00,-0.27,-2.42
-0.04,0.22,0.27,0.04,0.06,0.03,0.02,310.41,32.20,0.00,-0.27,-2.30
-0.04,0.23,0.28,0.06,0.06,0.03,0.01,308.23,32.20,0.00,-0.29,-2.21
-0.04,0.24,0.29,0.07,0.07,0.03,0.00,305.41,32.20,0.00,-0.35,-2.16
-0.04,0.24,0.30,0.09,0.07,0.04,0.00,302.81,32.20,0.00,-0.44,-2.14
-0.04,0.23,0.30,0.10,0.08,0.06,0.00,301.09,32.21,0.00,-0.50,-2.18
-0.05,0.21,0.31,0.10,0.09,0.08,0.01,300.45,32.21,0.00,-0.50,-2.27
-0.06,0.19,0.30,0.10,0.10,0.10,0.01,300.68,32.21,0.00,-0.47,-2.39
-0.06,0.17,0.29,0.09,0.10,0.11,0.02,301.38,32.21,0.00,-0.56,-2.53
-0.07,0.15,0.28,0.08,0.10,0.11,0.03,302.18,32.21,0.00,-0.84,-2.68
-0.07,0.14,0.27,0.07,0.10,0.11,0.04,302.47,32.21,0.00,-1.22,-2.81
-0.07,0.14,0.26,0.06,0.09,0.10,0.05,301.14,32.21,0.00,-1.45,-2.87
-0.06,0.14,0.25,0.04,0.08,0.09,0.05,297.61,32.21,0.00,-1.34,-2.83
-0.05,0.15,0.25,0.04,0.06,0.08,0.05,293.11,32.21,0.00,-0.95,-2.71
-0.05,0.16,0.26,0.03,0.05,0.07,0.04,290.23,32.21,0.00,-0.43,-2.56
-0.04,0.17,0.26,0.04,0.05,0.06,0.03,290.76,32.22,0.00,0.04,-2.40
-0.04,0.19,0.27,0.04,0.05,0.05,0.02,294.43,32.22,0.00,0.37,-2.27
-0.05,0.20,0.28,0.05,0.06,0.04,0.01,299.93,32.21,0.00,0.52,-2.20
-0.05,0.20,0.29,0.07,0.06,0.04,0.00,305.90,32.21,0.00,0.51,-2.19
-0.06,0.20,0.29,0.09,0.07,0.04,-0.00,310.86,32.21,0.00,0.41,-2.25
-0.07,0.19,0.29,0.11,0.08,0.05,-0.00,313.37,32.21,0.00,0.25,-2.35
-0.07,0.18,0.29,0.12,0.09,0.07,0.00,312.89,32.21,0.00,0.08,-2.49
-0.08,0.17,0.28,0.12,0.09,0.08,0.01,310.21,32.21,0.00,-0.05,-2.64
-0.08,0.16,0.27,0.11,0.09,0.09,0.02,306.71,32.21,0.00,-0.08,-2.72
-0.08,0.15,0.26,0.09,0.09,0.10,0.03,303.52,32.22,0.00,0.03,-2.72
-0.08,0.14,0.25,0.07,0.08,0.10,0.04,301.31,32.22,0.00,0.20,-2.63
-0.08,0.14,0.24,0.05,0.07,0.10,0.04,300.26,32.22,0.00,0.23,-2.48
-0.08,0.14,0.24,0.03,0.06,0.09,0.04,300.18,32.22,0.00,-0.00,-2.32
-0.08,0.14,0.24,0.02,0.05,0.08,0.04,300.52,32.22,0.00,-0.41,-2.17
-0.07,0.15,0.25,0.02,0.05,0.07,0.03,300.42,32.22,0.00,-0.74,-2.07
