Model : ,41,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,0.04,0.01,0.13,0.10,0.05,-0.03,303.57,32.22,0.00,-0.42,-2.38
-0.05,0.04,0.01,0.12,0.10,0.06,-0.02,300.89,32.22,0.00,-0.45,-2.54
-0.05,0.05,-0.00,0.11,0.10,0.07,-0.00,299.48,32.22,0.00,-0.44,-2.66
-0.05,0.06,-0.01,0.10,0.10,0.07,0.01,299.30,32.22,0.00,-0.35,-2.67
-0.04,0.09,-0.02,0.08,0.09,0.07,0.03,299.71,32.22,0.00,-0.22,-2.59
-0.04,0.12,-0.02,0.06,0.08,0.05,0.04,299.57,32.22,0.00,-0.14,-2.46
-0.03,0.17,-0.01,0.05,0.07,0.03,0.04,298.10,32.22,0.00,-0.17,-2.32
-0.03,0.21,-0.01,0.03,0.06,0.01,0.04,295.44,32.22,0.00,-0.27,-2.20
-0.03,0.26,0.01,0.03,0.05,0.00,0.02,292.05,32.22,0.00,-0.34,-2.14
-0.03,0.31,0.02,0.03,0.05,-0.01,0.00,288.43,32.23,0.00,-0.31,-2.15
-0.03,0.35,0.03,0.04,0.05,-0.01,-0.02,285.65,32.24,0.00,-0.19,-2.22
-0.03,0.38,0.04,0.05,0.06,-0.00,-0.04,285.50,32.24,0.00,-0.05,-2.35
-0.04,0.38,0.04,0.07,0.07,0.01,-0.05,288.91,32.23,0.00,0.06,-2.54
-0.04,0.37,0.04,0.09,0.09,0.02,-0.05,294.83,32.23,0.00,0.11,-2.74
-0.04,0.35,0.03,0.10,0.10,0.03,-0.04,301.29,32.22,0.00,0.15,-2.88
-0.04,0.31,0.01,0.11,0.10,0.04,-0.03,306.76,32.22,0.00,0.20,-2.90
-0.05,0.26,0.00,0.10,0.11,0.06,-0.02,310.24,32.23,0.00,0.26,-2.84
-0.05,0.22,-0.01,0.08,0.11,0.07,-0.01,311.15,32.23,0.00,0.27,-2.70
-0.06,0.18,-0.02,0.07,0.10,0.07,0.01,309.62,32.24,0.00,0.17,-2.53
-0.07,0.15,-0.03,0.05,0.10,0.07,0.03,306.69,32.24,0.00,0.01,-2.37
-0.07,0.13,-0.03,0.04,0.09,0.06,0.05,303.72,32.23,0.00,-0.14,-2.26
