Model : ,30,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.07,0.00,-0.01,0.02,0.05,0.06,0.03,309.69,31.38,0.00,0.15,-2.38
-0.06,0.01,-0.00,0.02,0.05,0.04,0.03,310.21,31.38,0.00,0.10,-2.49
-0.05,0.02,0.01,0.02,0.05,0.03,0.02,309.01,31.38,0.00,-0.00,-2.61
-0.04,0.04,0.02,0.02,0.05,0.01,0.00,306.87,31.38,0.00,-0.16,-2.75
-0.04,0.05,0.03,0.03,0.05,-0.01,-0.01,304.62,31.38,0.00,-0.34,-2.87
-0.04,0.06,0.04,0.04,0.06,-0.02,-0.02,302.87,31.37,0.00,-0.43,-2.92
-0.05,0.06,0.04,0.05,0.07,-0.02,-0.02,301.86,31.37,0.00,-0.38,-2.86
-0.06,0.06,0.05,0.07,0.07,-0.02,-0.02,301.53,31.37,0.00,-0.24,-2.70
-0.07,0.04,0.05,0.08,0.08,-0.01,-0.02,301.66,31.37,0.00,-0.11,-2.51
-0.07,0.02,0.04,0.09,0.08,0.01,-0.01,302.01,31.37,0.00,-0.07,-2.33
-0.08,-0.01,0.03,0.09,0.08,0.03,0.00,302.02,31.37,0.00,-0.14,-2.19
-0.08,-0.03,0.02,0.07,0.08,0.05,0.01,300.57,31.37,0.00,-0.30,-2.13
-0.08,-0.06,0.01,0.06,0.08,0.05,0.02,297.02,31.37,0.00,-0.53,-2.16
-0.08,-0.08,0.00,0.04,0.08,0.05,0.03,292.55,31.37,0.00,-0.75,-2.26
-0.07,-0.08,-0.00,0.02,0.07,0.04,0.04,289.69,31.37,0.00,-0.90,-2.40
