Model : ,26,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.05,-0.11,-0.00,0.08,0.10,0.06,-0.02,295.59,32.08,0.00,-0.00,-2.00
-0.04,-0.12,-0.02,0.07,0.09,0.07,-0.00,290.58,32.08,0.00,-0.21,-2.06
-0.04,-0.12,-0.03,0.06,0.08,0.07,0.01,287.21,32.07,0.00,-0.39,-2.17
-0.04,-0.12,-0.03,0.04,0.07,0.06,0.01,287.04,32.08,0.00,-0.57,-2.33
-0.04,-0.11,-0.03,0.03,0.05,0.05,0.01,289.89,32.08,0.00,-0.72,-2.49
-0.04,-0.09,-0.02,0.02,0.04,0.03,0.00,294.89,32.08,0.00,-0.80,-2.60
-0.04,-0.06,-0.01,0.02,0.04,0.02,-0.01,300.94,32.09,0.00,-0.76,-2.60
-0.04,-0.02,-0.00,0.03,0.05,0.01,-0.02,306.57,32.09,0.00,-0.63,-2.53
-0.04,0.01,0.01,0.05,0.06,0.00,-0.03,310.28,32.10,0.00,-0.37,-2.40
-0.03,0.05,0.02,0.06,0.07,0.01,-0.03,311.41,32.10,0.00,0.01,-2.26
-0.03,0.09,0.03,0.08,0.08,0.02,-0.04,310.39,32.09,0.00,0.40,-2.14
-0.03,0.12,0.04,0.09,0.09,0.03,-0.04,308.21,32.09,0.00,0.62,-2.09
-0.03,0.14,0.04,0.10,0.10,0.05,-0.03,305.77,32.08,0.00,0.57,-2.11
-0.04,0.16,0.03,0.10,0.11,0.06,-0.03,303.76,32.08,0.00,0.29,-2.20
-0.05,0.18,0.02,0.09,0.11,0.07,-0.02,302.50,32.08,0.00,-0.07,-2.35
-0.06,0.20,0.01,0.08,0.10,0.08,-0.01,302.01,32.09,0.00,-0.40,-2.54
-0.06,0.21,-0.00,0.07,0.09,0.08,0.00,301.79,32.09,0.00,-0.62,-2.74
-0.06,0.23,-0.01,0.05,0.07,0.08,0.01,300.83,32.10,0.00,-0.76,-2.88
-0.05,0.25,-0.01,0.04,0.06,0.08,0.01,298.42,32.10,0.00,-0.83,-2.95
-0.04,0.27,-0.01,0.03,0.04,0.07,0.01,294.82,32.10,0.00,-0.87,-2.95
-0.04,0.30,-0.00,0.02,0.03,0.06,0.00,290.56,32.10,0.00,-0.86,-2.87
-0.04,0.33,0.01,0.03,0.03,0.04,-0.01,286.15,32.10,0.00,-0.77,-2.73
-0.05,0.36,0.02,0.03,0.04,0.03,-0.02,282.80,32.10,0.00,-0.64,-2.55
-0.05,0.38,0.03,0.05,0.05,0.02,-0.03,282.58,32.09,0.00,-0.52,-2.38
-0.06,0.39,0.03,0.06,0.06,0.01,-0.03,286.56,32.09,0.00,-0.43,-2.23
-0.06,0.38,0.03,0.08,0.07,0.01,-0.04,293.53,32.09,0.00,-0.38,-2.13
-0.06,0.35,0.03,0.10,0.08,0.03,-0.04,301.24,32.09,0.00,-0.33,-2.12
-0.06,0.30,0.02,0.10,0.09,0.04,-0.04,307.91,32.09,0.00,-0.26,-2.22
-0.06,0.25,0.01,0.10,0.10,0.06,-0.03,312.37,32.10,0.00,-0.18,-2.39
-0.06,0.20,0.00,0.10,0.11,0.07,-0.02,313.92,32.10,0.00,-0.24,-2.58
-0.06,0.15,-0.01,0.08,0.11,0.08,-0.01,312.72,32.10,0.00,-0.50,-2.73
-0.07,0.11,-0.02,0.06,0.10,0.08,0.01,309.80,32.10,0.00,-0.87,-2.82
-0.07,0.08,-0.02,0.05,0.09,0.08,0.01,306.44,32.10,0.00,-1.10,-2.83
-0.07,0.07,-0.02,0.03,0.07,0.07,0.01,303.57,32.10,0.00,-1.03,-2.75
-0.06,0.06,-0.01,0.02,0.06,0.06,0.01,301.66,32.10,0.00,-0.69,-2.62
-0.06,0.07,0.00,0.01,0.05,0.05,0.01,300.74,32.10,0.00,-0.26,-2.47
-0.06,0.08,0.01,0.02,0.04,0.03,-0.00,300.59,32.10,0.00,0.11,-2.34
-0.05,0.10,0.03,0.03,0.04,0.02,-0.02,300.55,32.10,0.00,0.33,-2.24
-0.05,0.11,0.03,0.06,0.04,0.01,-0.03,299.46,32.09,0.00,0.35,-2.21
-0.06,0.12,0.04,0.08,0.04,0.01,-0.04,296.62,32.09,0.00,0.19,-2.24
-0.06,0.11,0.04,0.10,0.05,0.02,-0.04,292.63,32.09,0.00,-0.05,-2.32
-0.06,0.10,0.04,0.11,0.06,0.03,-0.04,288.84,32.10,0.00,-0.28,-2.41
-0.07,0.08,0.03,0.11,0.07,0.05,-0.04,286.27,32.10,0.00,-0.43,-2.51
-0.08,0.06,0.02,0.10,0.07,0.06,-0.03,285.63,32.10,0.00,-0.46,-2.59
-0.09,0.03,0.01,0.09,0.08,0.08,-0.02,287.90,32.10,0.00,-0.40,-2.62
-0.09,-0.00,0.00,0.07,0.08,0.08,-0.00,293.32,32.10,0.00,-0.28,-2.58
-0.09,-0.03,-0.00,0.06,0.08,0.08,0.01,300.32,32.10,0.00,-0.15,-2.49
-0.08,-0.06,-0.01,0.05,0.07,0.08,0.01,306.47,32.09,0.00,-0.11,-2.38
-0.07,-0.06,-0.01,0.04,0.06,0.06,0.01,310.12,32.09,0.00,-0.20,-2.25
-0.06,-0.06,-0.01,0.03,0.05,0.05,0.01,310.97,32.09,0.00,-0.37,-2.13
-0.06,-0.04,0.00,0.03,0.04,0.04,0.00,309.53,32.09,0.00,-0.53,-2.06
-0.05,-0.01,0.01,0.03,0.03,0.03,-0.01,306.68,32.09,0.00,-0.59,-2.06
-0.06,0.02,0.02,0.05,0.03,0.02,-0.02,303.52,32.09,0.00,-0.53,-2.12
-0.06,0.04,0.03,0.06,0.03,0.01,-0.03,301.04,32.09,0.00,-0.34,-2.24
-0.06,0.06,0.03,0.08,0.04,0.02,-0.04,299.75,32.09,0.00,-0.04,-2.41
-0.07,0.07,0.03,0.10,0.06,0.02,-0.04,299.49,32.09,0.00,0.29,-2.59
-0.07,0.07,0.03,0.11,0.07,0.03,-0.04,299.69,32.09,0.00,0.56,-2.72
-0.07,0.05,0.03,0.11,0.08,0.05,-0.03,299.81,32.09,0.00,0.73,-2.75
-0.07,0.02,0.02,0.11,0.09,0.06,-0.02,299.39,32.08,0.00,0.79,-2.70
-0.07,-0.00,0.01,0.09,0.10,0.08,-0.01,297.77,32.08,0.00,0.74,-2.58
-0.08,-0.03,-0.01,0.08,0.10,0.08,0.01,294.68,32.08,0.00,0.60,-2.42
-0.08,-0.04,-0.02,0.06,0.10,0.08,0.02,291.08,32.08,0.00,0.40,-2.27
-0.09,-0.05,-0.03,0.05,0.09,0.08,0.03,288.90,32.09,0.00,0.10,-2.16
-0.08,-0.05,-0.03,0.04,0.07,0.06,0.03,289.41,32.09,0.00,-0.31,-2.12
-0.08,-0.04,-0.03,0.03,0.06,0.04,0.03,292.42,32.09,0.00,-0.76,-2.14
-0.08,-0.03,-0.02,0.03,0.04,0.03,0.02,297.12,32.09,0.00,-1.05,-2.22
-0.07,0.00,-0.01,0.04,0.04,0.01,0.01,302.60,32.10,0.00,-1.08,-2.34
-0.07,0.03,-0.00,0.05,0.04,-0.00,0.00,307.53,32.10,0.00,-0.88,-2.47
-0.06,0.06,0.01,0.07,0.05,-0.00,-0.01,310.40,32.10,0.00,-0.56,-2.57
-0.06,0.08,0.02,0.09,0.06,0.00,-0.02,310.52,32.10,0.00,-0.21,-2.62
-0.07,0.10,0.03,0.11,0.08,0.01,-0.03,308.46,32.10,0.00,0.05,-2.61
-0.07,0.10,0.04,0.12,0.09,0.03,-0.03,305.43,32.10,0.00,0.12,-2.56
-0.08,0.11,0.04,0.13,0.10,0.05,-0.03,302.47,32.09,0.00,-0.03,-2.48
-0.08,0.10,0.03,0.12,0.10,0.06,-0.03,300.35,32.09,0.00,-0.35,-2.39
-0.09,0.10,0.03,0.11,0.11,0.08,-0.02,299.53,32.09,0.00,-0.72,-2.32
-0.09,0.11,0.02,0.09,0.11,0.08,-0.01,300.02,32.09,0.00,-1.07,-2.27
-0.09,0.12,0.01,0.07,0.10,0.08,-0.00,301.29,32.09,0.00,-1.33,-2.26
-0.08,0.14,-0.00,0.05,0.09,0.08,0.00,302.48,32.09,0.00,-1.45,-2.29
-0.07,0.16,-0.01,0.04,0.08,0.07,0.00,302.99,32.10,0.00,-1.45,-2.35
-0.06,0.18,-0.01,0.03,0.07,0.05,-0.00,302.43,32.10,0.00,-1.35,-2.44
-0.05,0.21,-0.00,0.03,0.06,0.04,-0.01,300.24,32.10,0.00,-1.18,-2.55
-0.05,0.24,0.01,0.03,0.06,0.02,-0.02,296.24,32.10,0.00,-0.97,-2.67
-0.05,0.26,0.02,0.04,0.06,0.01,-0.04,291.75,32.10,0.00,-0.76,-2.79
-0.05,0.29,0.03,0.06,0.07,-0.00,-0.05,289.24,32.11,0.00,-0.59,-2.83
-0.06,0.30,0.04,0.08,0.07,0.00,-0.05,290.31,32.11,0.00,-0.50,-2.78
-0.06,0.30,0.05,0.09,0.08,0.01,-0.06,294.38,32.11,0.00,-0.46,-2.66
-0.06,0.29,0.05,0.11,0.09,0.03,-0.05,299.76,32.11,0.00,-0.44,-2.52
-0.05,0.27,0.04,0.11,0.10,0.05,-0.05,304.89,32.11,0.00,-0.41,-2.40
-0.05,0.23,0.04,0.11,0.11,0.07,-0.04,308.60,32.10,0.00,-0.35,-2.32
-0.04,0.20,0.03,0.11,0.11,0.08,-0.02,310.08,32.10,0.00,-0.24,-2.31
-0.05,0.17,0.02,0.09,0.11,0.09,-0.01,309.30,32.10,0.00,-0.09,-2.34
-0.05,0.15,0.00,0.08,0.10,0.09,0.00,307.08,32.10,0.00,0.06,-2.42
-0.05,0.14,-0.00,0.06,0.09,0.08,0.01,304.65,32.10,0.00,0.17,-2.52
-0.06,0.13,-0.01,0.05,0.08,0.06,0.01,302.91,32.10,0.00,0.18,-2.66
-0.05,0.13,-0.00,0.04,0.06,0.04,0.01,302.19,32.11,0.00,0.11,-2.78
-0.05,0.14,0.00,0.04,0.06,0.03,0.00,302.41,32.11,0.00,0.01,-2.84
-0.04,0.15,0.01,0.04,0.05,0.01,-0.01,303.27,32.10,0.00,-0.09,-2.81
-0.04,0.16,0.03,0.05,0.05,-0.00,-0.02,304.07,32.10,0.00,-0.16,-2.69
-0.04,0.16,0.03,0.06,0.05,-0.01,-0.03,303.62,32.10,0.00,-0.25,-2.53
-0.04,0.16,0.04,0.07,0.06,-0.01,-0.04,301.23,32.10,0.00,-0.36,-2.38
-0.04,0.15,0.04,0.09,0.07,-0.00,-0.04,297.43,32.10,0.00,-0.48,-2.25
-0.04,0.13,0.04,0.11,0.08,0.01,-0.04,293.29,32.09,0.00,-0.48,-2.16
-0.05,0.11,0.04,0.11,0.10,0.03,-0.03,289.66,32.09,0.00,-0.28,-2.09
-0.05,0.08,0.03,0.11,0.11,0.05,-0.03,287.52,32.07,0.00,0.04,-2.05
-0.06,0.05,0.02,0.10,0.11,0.06,-0.02,288.21,32.06,0.00,0.34,-2.10
-0.06,0.03,0.01,0.08,0.11,0.06,-0.00,292.27,32.05,0.00,0.50,-2.25
-0.06,0.02,-0.00,0.07,0.11,0.06,0.01,298.37,32.05,0.00,0.48,-2.45
-0.06,0.01,-0.01,0.05,0.09,0.06,0.01,304.26,32.04,0.00,0.30,-2.63
-0.05,0.01,-0.01,0.04,0.08,0.05,0.02,308.28,32.04,0.00,-0.01,-2.70
-0.05,0.02,-0.01,0.04,0.06,0.04,0.01,309.96,32.05,0.00,-0.35,-2.67
-0.04,0.03,0.00,0.03,0.05,0.04,0.00,309.54,32.05,0.00,-0.59,-2.56
-0.04,0.05,0.01,0.04,0.04,0.02,-0.01,307.74,32.05,0.00,-0.66,-2.38
-0.04,0.07,0.03,0.04,0.04,0.01,-0.02,305.46,32.05,0.00,-0.57,-2.19
-0.04,0.09,0.04,0.05,0.05,0.00,-0.03,303.54,32.05,0.00,-0.34,-2.06
-0.05,0.09,0.05,0.07,0.06,0.00,-0.04,302.40,32.05,0.00,-0.01,-1.99
-0.05,0.08,0.05,0.08,0.08,0.01,-0.05,302.07,32.05,0.00,0.31,-2.00
-0.06,0.06,0.05,0.10,0.09,0.03,-0.04,302.32,32.06,0.00,0.49,-2.09
-0.06,0.03,0.05,0.10,0.10,0.05,-0.04,302.84,32.05,0.00,0.44,-2.25
-0.06,-0.00,0.04,0.09,0.11,0.07,-0.02,303.02,32.05,0.00,0.22,-2.43
-0.06,-0.02,0.03,0.08,0.11,0.09,-0.01,301.66,32.05,0.00,-0.03,-2.58
-0.07,-0.04,0.01,0.07,0.10,0.10,0.01,298.09,32.05,0.00,-0.18,-2.66
-0.07,-0.04,0.00,0.05,0.09,0.10,0.01,293.43,32.05,0.00,-0.25,-2.67
-0.08,-0.03,-0.00,0.04,0.08,0.09,0.02,290.06,32.06,0.00,-0.31,-2.59
-0.08,-0.02,-0.00,0.02,0.06,0.08,0.02,289.67,32.05,0.00,-0.48,-2.45
-0.08,-0.01,0.01,0.02,0.05,0.06,0.01,292.24,32.05,0.00,-0.70,-2.27
-0.07,0.01,0.02,0.02,0.04,0.03,0.00,297.01,32.05,0.00,-0.82,-2.09
