Model : ,15,,,,,,,,,,
Serial No : ,0001,,,,,,,,,,
Type : ,,,,,,,,,,,
Test Date : ,2024-08-07,,,,,,,,,,
Sampling Rate : ,100 Hz,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
-0.02,0.09,0.04,0.08,0.06,-0.01,-0.02,312.25,31.31,0.00,-0.75,-2.73
-0.02,0.09,0.05,0.09,0.07,-0.00,-0.03,310.33,31.31,0.00,-0.64,-2.50
-0.03,0.08,0.06,0.11,0.08,0.01,-0.03,307.25,31.31,0.00,-0.38,-2.25
-0.04,0.06,0.06,0.11,0.09,0.02,-0.03,304.10,31.31,0.00,-0.07,-2.04
-0.05,0.04,0.05,0.10,0.10,0.04,-0.02,301.65,31.30,0.00,0.19,-1.91
-0.07,0.01,0.04,0.09,0.10,0.05,-0.01,300.29,31.29,0.00,0.33,-1.89
-0.08,-0.01,0.02,0.08,0.10,0.05,0.01,300.03,31.29,0.00,0.31,-1.96
-0.08,-0.02,0.01,0.06,0.09,0.05,0.02,300.29,31.29,0.00,0.17,-2.10
-0.08,-0.02,-0.00,0.05,0.08,0.05,0.04,300.02,31.29,0.00,-0.07,-2.27
-0.08,-0.01,-0.01,0.03,0.06,0.05,0.04,298.49,31.29,0.00,-0.37,-2.45
-0.07,0.01,-0.01,0.02,0.05,0.04,0.04,295.83,31.30,0.00,-0.65,-2.60
-0.07,0.04,0.00,0.01,0.04,0.03,0.03,292.46,31.30,0.00,-0.77,-2.67
-0.06,0.07,0.01,0.01,0.03,0.01,0.02,288.84,31.30,0.00,-0.68,-2.64
-0.06,0.11,0.02,0.02,0.03,-0.00,0.01,286.03,31.30,0.00,-0.42,-2.53
-0.05,0.14,0.03,0.03,0.04,-0.01,-0.00,285.82,31.30,0.00,-0.14,-2.37
-0.06,0.17,0.04,0.05,0.05,-0.01,-0.01,289.14,31.30,0.00,0.04,-2.21
-0.07,0.18,0.05,0.07,0.05,-0.01,-0.02,294.97,31.30,0.00,0.10,-2.07
-0.07,0.19,0.05,0.08,0.06,0.00,-0.02,301.41,31.30,0.00,0.11,-1.99
-0.08,0.19,0.05,0.08,0.07,0.02,-0.01,306.93,31.30,0.00,0.13,-2.00
-0.09,0.19,0.04,0.08,0.08,0.03,-0.00,310.50,31.30,0.00,0.17,-2.07
-0.09,0.18,0.02,0.08,0.09,0.05,0.01,311.46,31.30,0.00,0.17,-2.22
