시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
22.39,-0.07,1.89,1.98,0.07,0.08,0.15,0.14,857.64,29.29,0.0,0.6,-2.08
22.4,-0.06,1.86,1.98,0.09,0.09,0.17,0.14,858.45,29.29,0.0,0.44,-2.06
22.41,-0.05,1.83,1.98,0.09,0.1,0.18,0.15,857.48,29.29,0.0,0.15,-2.1
22.42,-0.05,1.81,1.98,0.09,0.11,0.2,0.16,855.98,29.29,0.0,-0.16,-2.19
22.43,-0.05,1.8,1.97,0.08,0.1,0.21,0.17,855.18,29.29,0.0,-0.42,-2.33
22.44,-0.06,1.82,1.96,0.06,0.1,0.22,0.19,855.74,29.28,0.0,-0.59,-2.53
22.45,-0.07,1.86,1.95,0.04,0.08,0.22,0.2,856.68,29.28,0.0,-0.67,-2.75
22.46,-0.09,1.9,1.94,0.03,0.07,0.22,0.21,855.16,29.29,0.0,-0.7,-2.87
22.52,-0.2,2.16,2.07,0.05,0.04,0.12,0.13,857.79,29.37,0.0,0.87,-1.78
22.53,-0.21,2.17,2.08,0.07,0.05,0.12,0.13,862.34,29.37,0.0,1.01,-1.79
22.54,-0.21,2.15,2.09,0.08,0.06,0.13,0.12,862.57,29.37,0.0,0.85,-1.94
22.55,-0.2,2.12,2.1,0.1,0.07,0.16,0.13,863.28,29.37,0.0,0.5,-2.15
22.56,-0.19,2.07,2.1,0.1,0.08,0.18,0.15,868.7,29.37,0.0,0.05,-2.38
22.57,-0.17,2.03,2.1,0.1,0.08,0.21,0.16,878.35,29.37,0.0,-0.39,-2.58
22.58,-0.15,2.01,2.1,0.08,0.09,0.23,0.18,888.55,29.36,0.0,-0.81,-2.71
22.59,-0.13,2.01,2.09,0.07,0.09,0.24,0.2,896.05,29.36,0.0,-1.21,-2.79
22.6,-0.12,2.04,2.09,0.05,0.09,0.23,0.22,899.67,29.35,0.0,-1.56,-2.79
22.61,-0.12,2.08,2.09,0.03,0.08,0.22,0.22,899.95,29.34,0.0,-1.73,-2.68
22.62,-0.12,2.13,2.09,0.02,0.07,0.2,0.21,898.22,29.33,0.0,-1.67,-2.45
22.63,-0.12,2.17,2.11,0.02,0.05,0.18,0.2,895.96,29.31,0.0,-1.44,-2.16
22.64,-0.13,2.19,2.13,0.02,0.04,0.16,0.18,894.51,29.3,0.0,-1.14,-1.91
22.65,-0.14,2.18,2.15,0.02,0.03,0.15,0.16,894.54,29.3,0.0,-0.89,-1.77
22.66,-0.15,2.15,2.17,0.03,0.03,0.14,0.14,896.04,29.3,0.0,-0.72,-1.75
22.67,-0.16,2.12,2.19,0.04,0.03,0.13,0.14,898.92,29.3,0.0,-0.62,-1.84
22.68,-0.17,2.11,2.21,0.06,0.05,0.14,0.14,902.88,29.31,0.0,-0.56,-2.01
22.69,-0.18,2.12,2.22,0.07,0.07,0.16,0.14,907.05,29.31,0.0,-0.51,-2.22
22.7,-0.18,2.12,2.23,0.09,0.08,0.18,0.15,910.37,29.31,0.0,-0.42,-2.41
22.71,-0.17,2.11,2.23,0.09,0.1,0.19,0.16,912.23,29.31,0.0,-0.28,-2.56
22.72,-0.16,2.08,2.23,0.09,0.12,0.21,0.17,912.1,29.31,0.0,-0.12,-2.65
22.73,-0.14,2.06,2.23,0.08,0.12,0.22,0.18,908.78,29.3,0.0,-0.04,-2.67
22.74,-0.12,2.06,2.22,0.06,0.12,0.22,0.19,901.8,29.3,0.0,-0.12,-2.59
22.75,-0.11,2.08,2.2,0.04,0.11,0.22,0.2,893.42,29.29,0.0,-0.3,-2.46
22.76,-0.11,2.12,2.2,0.02,0.1,0.21,0.21,887.92,29.29,0.0,-0.49,-2.3
