시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
155.87,-0.19,14.61,14.67,0.04,0.04,0.09,0.2,1426.73,29.8,0.0,1499.09,-2.89
155.96,-0.44,14.93,15.02,0.11,-0.0,-0.12,0.37,1429.48,29.81,0.0,1499.54,-2.44
155.97,-0.41,14.98,15.09,0.11,0.0,-0.11,0.36,1431.09,29.81,0.0,1499.49,-2.55
155.98,-0.35,15.01,15.16,0.11,0.0,-0.07,0.3,1429.72,29.81,0.0,1499.46,-2.65
155.99,-0.28,15.03,15.2,0.1,0.01,-0.03,0.24,1425.23,29.81,0.0,1499.4,-2.71
156.05,-0.03,15.08,15.18,0.01,-0.01,-0.09,0.39,1430.48,29.82,0.0,1498.89,-2.21
156.06,0.01,15.09,15.24,0.02,-0.0,-0.14,0.42,1439.42,29.81,0.0,1499.29,-2.19
156.07,0.05,15.1,15.3,0.03,0.01,-0.17,0.46,1444.24,29.8,0.0,1499.82,-2.23
156.08,0.06,15.14,15.35,0.04,0.02,-0.19,0.46,1443.35,29.8,0.0,1500.28,-2.32
156.09,0.02,15.24,15.4,0.07,0.04,-0.2,0.43,1436.73,29.81,0.0,1500.51,-2.44
156.1,-0.06,15.38,15.44,0.09,0.05,-0.19,0.37,1427.84,29.81,0.0,1500.52,-2.58
156.12,-0.25,15.53,15.47,0.11,0.05,-0.13,0.33,1425.2,29.81,0.0,1500.21,-2.76
156.13,-0.33,15.52,15.49,0.1,0.03,-0.09,0.37,1434.18,29.8,0.0,1500.05,-2.78
156.14,-0.39,15.53,15.5,0.09,0.02,-0.04,0.41,1445.5,29.79,0.0,1499.92,-2.74
156.15,-0.44,15.6,15.51,0.07,0.0,0.03,0.41,1455.42,29.78,0.0,1499.79,-2.62
156.16,-0.46,15.74,15.54,0.06,-0.01,0.1,0.38,1462.0,29.78,0.0,1499.66,-2.47
156.17,-0.43,15.86,15.57,0.05,-0.02,0.17,0.31,1465.12,29.79,0.0,1499.57,-2.32
156.18,-0.35,15.91,15.6,0.04,-0.03,0.22,0.23,1465.72,29.8,0.0,1499.55,-2.2
156.19,-0.24,15.89,15.65,0.04,-0.04,0.25,0.16,1464.43,29.82,0.0,1499.57,-2.13
156.2,-0.15,15.86,15.69,0.04,-0.05,0.22,0.1,1460.74,29.83,0.0,1499.59,-2.14
156.21,-0.1,15.87,15.74,0.05,-0.05,0.14,0.06,1454.37,29.83,0.0,1499.57,-2.21
156.22,-0.09,15.92,15.79,0.06,-0.05,0.03,0.05,1447.48,29.82,0.0,1499.49,-2.34
156.23,-0.09,15.98,15.83,0.07,-0.04,-0.06,0.06,1444.44,29.82,0.0,1499.37,-2.49
156.24,-0.07,16.0,15.87,0.08,-0.03,-0.09,0.1,1448.02,29.81,0.0,1499.21,-2.64
156.25,-0.03,15.98,15.9,0.09,-0.02,-0.05,0.15,1456.89,29.81,0.0,1499.04,-2.77
156.26,-0.03,15.95,15.93,0.09,-0.01,0.04,0.21,1467.58,29.82,0.0,1498.91,-2.81
156.27,-0.1,15.95,15.96,0.08,-0.0,0.14,0.24,1477.03,29.82,0.0,1498.82,-2.74
156.28,-0.22,15.98,15.98,0.08,0.0,0.23,0.26,1483.52,29.82,0.0,1498.75,-2.59
156.29,-0.34,16.03,15.99,0.06,0.01,0.27,0.28,1486.77,29.82,0.0,1498.64,-2.41
156.3,-0.41,16.07,16.0,0.05,0.01,0.22,0.3,1487.44,29.82,0.0,1498.42,-2.26
156.31,-0.42,16.11,16.01,0.03,0.01,0.12,0.33,1485.99,29.83,0.0,1498.16,-2.16
156.32,-0.38,16.14,16.02,0.02,0.01,0.0,0.35,1481.81,29.83,0.0,1498.07,-2.13
156.33,-0.3,16.2,16.04,0.02,0.01,-0.1,0.35,1474.6,29.83,0.0,1498.26,-2.19
156.34,-0.2,16.27,16.08,0.02,-0.0,-0.16,0.33,1466.76,29.83,0.0,1498.67,-2.3
156.35,-0.1,16.39,16.13,0.02,-0.01,-0.19,0.3,1463.12,29.82,0.0,1499.05,-2.46
156.36,-0.01,16.56,16.18,0.03,-0.01,-0.2,0.27,1466.71,29.82,0.0,1499.26,-2.65
156.37,0.05,16.75,16.23,0.04,-0.02,-0.21,0.24,1476.16,29.82,0.0,1499.24,-2.83
156.38,0.04,16.89,16.27,0.05,-0.01,-0.2,0.24,1487.8,29.83,0.0,1499.09,-2.93
156.39,-0.04,16.96,16.3,0.07,-0.01,-0.17,0.25,1498.34,29.82,0.0,1498.9,-2.92
156.4,-0.18,16.94,16.32,0.08,0.0,-0.14,0.28,1505.78,29.82,0.0,1498.76,-2.81
156.41,-0.32,16.84,16.34,0.09,0.01,-0.09,0.3,1509.43,29.81,0.0,1498.76,-2.63
156.42,-0.42,16.7,16.38,0.09,0.02,-0.02,0.33,1509.79,29.81,0.0,1498.93,-2.43
156.43,-0.47,16.54,16.42,0.09,0.03,0.06,0.34,1507.39,29.81,0.0,1499.2,-2.24
156.44,-0.46,16.44,16.46,0.08,0.04,0.11,0.35,1501.63,29.81,0.0,1499.36,-2.12
156.45,-0.38,16.4,16.49,0.07,0.03,0.14,0.34,1492.28,29.81,0.0,1499.3,-2.07
156.46,-0.27,16.43,16.52,0.05,0.02,0.13,0.34,1482.15,29.81,0.0,1499.07,-2.09
156.47,-0.17,16.49,16.54,0.03,0.01,0.09,0.35,1476.4,29.81,0.0,1498.85,-2.19
156.48,-0.09,16.56,16.57,0.02,-0.01,0.02,0.38,1478.31,29.81,0.0,1498.81,-2.37
156.49,-0.05,16.62,16.6,0.02,-0.02,-0.06,0.44,1486.46,29.82,0.0,1498.94,-2.57
156.5,-0.07,16.68,16.63,0.02,-0.03,-0.1,0.47,1496.74,29.82,0.0,1499.15,-2.73
156.51,-0.13,16.73,16.68,0.03,-0.03,-0.09,0.46,1505.54,29.83,0.0,1499.34,-2.82
156.52,-0.23,16.79,16.73,0.04,-0.02,-0.05,0.42,1511.02,29.83,0.0,1499.47,-2.82
156.53,-0.33,16.82,16.78,0.05,-0.01,0.01,0.36,1513.08,29.84,0.0,1499.63,-2.75
156.54,-0.39,16.83,16.81,0.07,0.0,0.04,0.31,1512.6,29.84,0.0,1499.87,-2.6
156.55,-0.41,16.82,16.83,0.09,0.02,0.04,0.28,1510.1,29.83,0.0,1500.16,-2.43
156.56,-0.4,16.78,16.84,0.1,0.03,0.01,0.28,1504.68,29.83,0.0,1500.41,-2.3
156.57,-0.37,16.74,16.84,0.1,0.04,-0.03,0.31,1495.8,29.83,0.0,1500.55,-2.22
156.58,-0.32,16.7,16.84,0.09,0.04,-0.07,0.36,1485.88,29.83,0.0,1500.53,-2.21
156.59,-0.28,16.66,16.84,0.08,0.03,-0.11,0.4,1479.59,29.83,0.0,1500.26,-2.29
156.6,-0.25,16.62,16.85,0.07,0.02,-0.13,0.44,1479.94,29.83,0.0,1499.7,-2.44
156.61,-0.23,16.58,16.86,0.06,0.01,-0.15,0.45,1485.95,29.83,0.0,1499.01,-2.61
