시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
102.7,-0.16,1.71,1.64,0.1,0.09,0.17,0.13,1143.82,32.32,0.0,315.97,-2.41
102.71,-0.15,1.69,1.63,0.09,0.09,0.17,0.14,1148.89,32.32,0.0,315.6,-2.36
102.72,-0.14,1.67,1.62,0.08,0.09,0.16,0.15,1153.34,32.32,0.0,315.18,-2.32
102.73,-0.15,1.66,1.61,0.07,0.08,0.16,0.15,1157.42,32.33,0.0,314.8,-2.29
102.74,-0.17,1.65,1.6,0.05,0.07,0.16,0.16,1160.71,32.34,0.0,314.53,-2.26
102.75,-0.18,1.62,1.61,0.04,0.06,0.16,0.17,1162.88,32.34,0.0,314.44,-2.24
102.76,-0.2,1.59,1.62,0.03,0.05,0.17,0.17,1163.55,32.34,0.0,314.51,-2.22
102.77,-0.21,1.58,1.63,0.02,0.04,0.17,0.16,1161.94,32.33,0.0,314.75,-2.24
102.78,-0.22,1.6,1.65,0.02,0.04,0.17,0.16,1157.78,32.33,0.0,315.11,-2.31
102.79,-0.23,1.64,1.67,0.03,0.04,0.16,0.15,1153.01,32.32,0.0,315.49,-2.41
102.8,-0.23,1.7,1.68,0.04,0.04,0.15,0.15,1151.62,32.32,0.0,315.69,-2.52
102.81,-0.22,1.75,1.7,0.06,0.05,0.13,0.14,1156.19,32.32,0.0,315.6,-2.61
102.82,-0.22,1.77,1.71,0.08,0.07,0.12,0.14,1165.08,32.32,0.0,315.31,-2.66
102.83,-0.22,1.78,1.72,0.09,0.08,0.11,0.14,1173.96,32.32,0.0,315.08,-2.65
102.84,-0.23,1.77,1.72,0.09,0.08,0.11,0.13,1179.39,32.32,0.0,315.1,-2.57
102.85,-0.24,1.75,1.72,0.1,0.09,0.12,0.13,1181.03,32.32,0.0,315.31,-2.45
102.86,-0.25,1.73,1.72,0.09,0.09,0.12,0.13,1181.28,32.31,0.0,315.44,-2.3
102.87,-0.24,1.72,1.71,0.08,0.08,0.12,0.14,1182.59,32.31,0.0,315.29,-2.15
102.88,-0.23,1.72,1.7,0.06,0.07,0.11,0.15,1185.79,32.32,0.0,314.87,-2.02
102.89,-0.2,1.73,1.69,0.05,0.06,0.1,0.16,1190.74,32.32,0.0,314.41,-1.97
102.9,-0.17,1.73,1.69,0.03,0.05,0.1,0.17,1196.88,32.33,0.0,314.09,-2.02
102.91,-0.15,1.73,1.69,0.02,0.04,0.11,0.17,1202.31,32.33,0.0,314.01,-2.14
102.92,-0.13,1.73,1.71,0.02,0.04,0.12,0.16,1203.95,32.33,0.0,314.25,-2.29
102.93,-0.11,1.74,1.72,0.02,0.04,0.12,0.15,1200.11,32.33,0.0,314.79,-2.44
102.94,-0.11,1.75,1.74,0.03,0.04,0.11,0.14,1192.61,32.34,0.0,315.44,-2.54
102.95,-0.12,1.76,1.76,0.04,0.04,0.11,0.13,1185.56,32.34,0.0,315.93,-2.57
102.96,-0.15,1.75,1.78,0.06,0.05,0.11,0.11,1182.1,32.34,0.0,316.07,-2.49
102.97,-0.19,1.74,1.78,0.08,0.06,0.12,0.11,1181.82,32.34,0.0,315.9,-2.34
102.98,-0.22,1.73,1.79,0.1,0.07,0.14,0.1,1181.05,32.34,0.0,315.58,-2.2
102.99,-0.26,1.75,1.79,0.1,0.08,0.16,0.11,1176.63,32.34,0.0,315.29,-2.11
103.0,-0.28,1.79,1.79,0.1,0.09,0.18,0.13,1169.94,32.34,0.0,315.12,-2.08
103.01,-0.28,1.83,1.78,0.09,0.1,0.2,0.16,1166.32,32.34,0.0,315.12,-2.08
103.02,-0.27,1.86,1.77,0.08,0.1,0.22,0.18,1169.79,32.34,0.0,315.29,-2.09
103.03,-0.24,1.88,1.76,0.06,0.09,0.24,0.2,1178.96,32.33,0.0,315.55,-2.1
103.04,-0.21,1.88,1.76,0.05,0.08,0.24,0.21,1188.71,32.33,0.0,315.81,-2.16
103.05,-0.17,1.88,1.76,0.03,0.06,0.22,0.21,1194.75,32.33,0.0,316.0,-2.29
103.06,-0.13,1.87,1.77,0.02,0.05,0.19,0.2,1195.89,32.34,0.0,316.12,-2.47
103.07,-0.11,1.87,1.78,0.02,0.04,0.16,0.19,1193.22,32.34,0.0,316.2,-2.62
