시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
87.31,-0.2,1.71,1.66,0.09,0.09,0.17,0.14,1141.46,31.88,0.0,300.12,-2.53
87.32,-0.2,1.7,1.65,0.08,0.1,0.18,0.15,1144.69,31.87,0.0,300.0,-2.44
87.33,-0.2,1.68,1.64,0.07,0.1,0.18,0.17,1144.16,31.87,0.0,299.72,-2.37
87.34,-0.2,1.63,1.64,0.06,0.1,0.17,0.18,1141.44,31.88,0.0,299.34,-2.33
87.37,-0.17,1.56,1.64,0.03,0.07,0.16,0.18,1141.11,31.9,0.0,298.78,-2.44
87.38,-0.16,1.58,1.65,0.03,0.06,0.15,0.17,1143.3,31.91,0.0,298.93,-2.5
87.39,-0.15,1.62,1.67,0.03,0.06,0.14,0.16,1144.06,31.91,0.0,299.22,-2.54
87.4,-0.14,1.68,1.69,0.03,0.06,0.12,0.15,1143.72,31.92,0.0,299.55,-2.55
87.41,-0.14,1.74,1.71,0.04,0.06,0.1,0.14,1144.72,31.92,0.0,299.75,-2.53
87.42,-0.16,1.79,1.72,0.06,0.06,0.1,0.13,1148.92,31.92,0.0,299.74,-2.46
87.43,-0.18,1.83,1.73,0.07,0.07,0.11,0.13,1154.95,31.92,0.0,299.56,-2.37
87.44,-0.21,1.85,1.74,0.09,0.07,0.12,0.13,1158.71,31.92,0.0,299.4,-2.29
87.45,-0.24,1.85,1.74,0.09,0.08,0.14,0.13,1157.19,31.92,0.0,299.39,-2.22
87.46,-0.28,1.84,1.74,0.09,0.09,0.15,0.14,1151.82,31.92,0.0,299.53,-2.19
87.47,-0.3,1.83,1.73,0.08,0.1,0.16,0.15,1147.54,31.92,0.0,299.75,-2.2
87.48,-0.3,1.83,1.72,0.07,0.1,0.17,0.16,1148.3,31.92,0.0,299.96,-2.25
87.49,-0.29,1.83,1.72,0.06,0.1,0.17,0.17,1154.11,31.91,0.0,300.1,-2.33
87.5,-0.26,1.83,1.72,0.05,0.09,0.18,0.18,1162.66,31.91,0.0,300.15,-2.43
87.51,-0.22,1.83,1.72,0.04,0.07,0.17,0.19,1171.43,31.92,0.0,300.12,-2.54
87.52,-0.19,1.82,1.72,0.03,0.06,0.16,0.19,1178.35,31.92,0.0,300.06,-2.64
87.53,-0.17,1.81,1.73,0.02,0.05,0.15,0.19,1182.07,31.93,0.0,300.03,-2.68
87.54,-0.15,1.82,1.74,0.02,0.04,0.14,0.18,1182.38,31.93,0.0,300.09,-2.63
87.55,-0.14,1.83,1.76,0.03,0.03,0.12,0.17,1180.64,31.92,0.0,300.19,-2.51
87.56,-0.15,1.85,1.77,0.04,0.03,0.11,0.16,1179.25,31.92,0.0,300.24,-2.35
87.57,-0.16,1.88,1.79,0.06,0.03,0.1,0.15,1179.96,31.91,0.0,300.17,-2.18
87.58,-0.18,1.9,1.8,0.07,0.04,0.09,0.14,1182.39,31.91,0.0,300.02,-2.03
87.59,-0.2,1.9,1.81,0.09,0.05,0.1,0.13,1184.55,31.91,0.0,299.91,-1.95
87.6,-0.21,1.89,1.82,0.09,0.07,0.12,0.13,1184.77,31.91,0.0,299.93,-1.96
87.61,-0.21,1.87,1.82,0.09,0.08,0.14,0.13,1183.49,31.91,0.0,300.1,-2.05
87.62,-0.21,1.85,1.81,0.09,0.09,0.15,0.14,1183.16,31.9,0.0,300.43,-2.2
87.63,-0.21,1.84,1.8,0.08,0.1,0.16,0.15,1185.7,31.9,0.0,300.89,-2.39
87.64,-0.2,1.85,1.78,0.07,0.1,0.17,0.17,1190.83,31.89,0.0,301.37,-2.57
87.65,-0.2,1.87,1.77,0.06,0.1,0.16,0.18,1196.99,31.89,0.0,301.71,-2.69
87.66,-0.2,1.91,1.77,0.05,0.09,0.16,0.19,1202.72,31.89,0.0,301.82,-2.71
87.67,-0.2,1.95,1.78,0.04,0.07,0.15,0.18,1206.83,31.9,0.0,301.75,-2.65
87.68,-0.2,2.0,1.79,0.03,0.06,0.14,0.17,1208.43,31.9,0.0,301.64,-2.53
87.69,-0.19,2.03,1.81,0.03,0.05,0.14,0.17,1207.39,31.91,0.0,301.63,-2.38
87.7,-0.18,2.05,1.82,0.03,0.05,0.14,0.16,1204.83,31.91,0.0,301.72,-2.24
87.71,-0.17,2.05,1.84,0.04,0.05,0.14,0.15,1202.6,31.91,0.0,301.86,-2.15
87.72,-0.17,2.02,1.86,0.05,0.06,0.14,0.14,1202.04,31.92,0.0,301.98,-2.13
87.73,-0.18,1.99,1.87,0.07,0.07,0.12,0.13,1202.78,31.92,0.0,302.04,-2.18
87.74,-0.18,1.96,1.88,0.09,0.09,0.11,0.13,1202.97,31.93,0.0,302.01,-2.28
87.75,-0.18,1.94,1.89,0.09,0.1,0.1,0.12,1201.11,31.93,0.0,301.92,-2.4
87.76,-0.19,1.93,1.89,0.1,0.11,0.1,0.12,1197.9,31.92,0.0,301.78,-2.53
