시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],- [V],외부유량 [lpm],내부유량 [lpm
31.43,-0.1,4.7,4.58,0.08,0.07,0.18,0.15,857.24,28.56,0.0,-0.8,-2.32
31.44,-0.09,4.61,4.59,0.08,0.08,0.19,0.15,861.08,28.56,0.0,-0.82,-2.45
31.45,-0.1,4.55,4.6,0.07,0.08,0.2,0.15,863.53,28.56,0.0,-0.81,-2.58
31.46,-0.12,4.53,4.6,0.06,0.08,0.2,0.16,863.28,28.55,0.0,-0.78,-2.68
31.47,-0.15,4.57,4.62,0.04,0.07,0.19,0.17,859.86,28.55,0.0,-0.73,-2.73
31.48,-0.17,4.66,4.63,0.02,0.07,0.18,0.18,855.05,28.54,0.0,-0.68,-2.7
31.51,-0.15,4.82,4.71,-0.0,0.03,0.15,0.2,859.96,28.54,0.0,-0.47,-2.31
31.52,-0.13,4.84,4.74,0.0,0.02,0.14,0.2,864.03,28.56,0.0,-0.43,-2.18
31.53,-0.12,4.87,4.77,0.01,0.02,0.14,0.19,863.3,28.57,0.0,-0.41,-2.1
31.54,-0.12,4.92,4.81,0.03,0.02,0.13,0.17,858.66,28.59,0.0,-0.45,-2.08
31.57,-0.14,5.02,4.86,0.07,0.07,0.14,0.13,859.28,28.59,0.0,-1.3,-2.27
31.58,-0.16,5.02,4.86,0.08,0.08,0.16,0.14,865.71,28.58,0.0,-1.54,-2.4
31.59,-0.18,4.99,4.86,0.08,0.09,0.17,0.15,871.62,28.56,0.0,-1.52,-2.56
31.6,-0.2,4.95,4.87,0.07,0.1,0.18,0.17,875.88,28.56,0.0,-1.31,-2.73
31.61,-0.22,4.91,4.88,0.06,0.1,0.19,0.19,879.0,28.55,0.0,-1.15,-2.81
31.62,-0.23,4.87,4.9,0.04,0.1,0.2,0.2,881.92,28.54,0.0,-1.23,-2.78
31.63,-0.22,4.84,4.92,0.02,0.09,0.2,0.22,884.97,28.54,0.0,-1.48,-2.64
31.64,-0.2,4.83,4.94,0.01,0.08,0.2,0.22,888.25,28.54,0.0,-1.63,-2.43
31.65,-0.18,4.85,4.96,0.0,0.07,0.19,0.21,891.7,28.55,0.0,-1.44,-2.21
31.66,-0.15,4.89,4.98,0.01,0.06,0.18,0.19,895.31,28.57,0.0,-0.99,-2.03
31.67,-0.12,4.94,5.0,0.01,0.05,0.16,0.17,899.68,28.58,0.0,-0.56,-1.99
31.68,-0.12,4.97,5.04,0.03,0.04,0.15,0.15,905.27,28.58,0.0,-0.38,-2.13
31.69,-0.12,4.99,5.08,0.04,0.04,0.13,0.14,911.13,28.58,0.0,-0.45,-2.41
31.7,-0.14,5.02,5.11,0.05,0.04,0.12,0.14,915.41,28.57,0.0,-0.63,-2.67
31.71,-0.17,5.09,5.14,0.06,0.05,0.11,0.14,916.94,28.57,0.0,-0.73,-2.83
31.72,-0.19,5.18,5.16,0.07,0.06,0.11,0.14,915.46,28.56,0.0,-0.71,-2.86
31.73,-0.2,5.25,5.18,0.08,0.07,0.11,0.15,910.65,28.56,0.0,-0.55,-2.8
31.74,-0.2,5.26,5.19,0.08,0.08,0.12,0.16,902.79,28.56,0.0,-0.29,-2.68
31.75,-0.17,5.23,5.2,0.07,0.08,0.13,0.17,894.24,28.57,0.0,-0.02,-2.57
31.76,-0.14,5.17,5.21,0.05,0.08,0.14,0.18,888.8,28.57,0.0,0.19,-2.5
31.77,-0.1,5.09,5.23,0.04,0.07,0.14,0.19,888.81,28.57,0.0,0.28,-2.48
31.78,-0.06,5.03,5.25,0.02,0.06,0.13,0.19,892.67,28.57,0.0,0.26,-2.5
31.79,-0.05,5.02,5.27,0.01,0.05,0.12,0.19,895.67,28.57,0.0,0.13,-2.51
31.8,-0.06,5.06,5.29,0.0,0.04,0.11,0.18,894.14,28.57,0.0,-0.07,-2.47
31.81,-0.1,5.15,5.31,0.01,0.03,0.11,0.16,888.83,28.57,0.0,-0.27,-2.4
31.82,-0.15,5.25,5.33,0.01,0.02,0.11,0.15,884.03,28.57,0.0,-0.38,-2.35
31.83,-0.2,5.33,5.36,0.03,0.02,0.13,0.13,883.32,28.56,0.0,-0.36,-2.36
31.84,-0.23,5.39,5.38,0.04,0.03,0.14,0.11,886.66,28.55,0.0,-0.2,-2.42
31.85,-0.24,5.43,5.41,0.05,0.04,0.15,0.1,891.35,28.54,0.0,0.03,-2.48
31.86,-0.21,5.46,5.42,0.06,0.05,0.13,0.1,894.74,28.55,0.0,0.3,-2.5
31.87,-0.17,5.47,5.43,0.07,0.07,0.11,0.1,896.4,28.56,0.0,0.53,-2.46
31.88,-0.13,5.48,5.44,0.08,0.08,0.09,0.12,898.3,28.57,0.0,0.57,-2.38
31.89,-0.1,5.49,5.44,0.08,0.08,0.09,0.14,902.29,28.57,0.0,0.38,-2.27
31.9,-0.1,5.49,5.44,0.07,0.08,0.12,0.16,907.55,28.57,0.0,0.03,-2.16
31.91,-0.12,5.48,5.44,0.06,0.08,0.15,0.18,911.03,28.57,0.0,-0.28,-2.08
31.92,-0.14,5.45,5.45,0.04,0.07,0.18,0.2,910.46,28.57,0.0,-0.43,-2.04
31.93,-0.17,5.42,5.46,0.02,0.06,0.2,0.21,906.71,28.56,0.0,-0.39,-2.05
31.94,-0.18,5.41,5.48,0.01,0.05,0.2,0.22,903.1,28.56,0.0,-0.28,-2.08
31.95,-0.16,5.44,5.5,0.0,0.04,0.19,0.21,902.37,28.56,0.0,-0.18,-2.13
31.96,-0.13,5.51,5.53,0.0,0.03,0.17,0.2,904.67,28.56,0.0,-0.12,-2.18
31.97,-0.1,5.57,5.57,0.01,0.02,0.16,0.18,908.34,28.56,0.0,-0.01,-2.23
31.98,-0.07,5.61,5.6,0.02,0.02,0.15,0.16,911.61,28.56,0.0,0.19,-2.29
31.99,-0.06,5.62,5.64,0.03,0.03,0.16,0.14,913.01,28.56,0.0,0.47,-2.35
32.0,-0.07,5.61,5.66,0.04,0.04,0.17,0.13,910.89,28.57,0.0,0.66,-2.4
32.01,-0.1,5.57,5.68,0.05,0.06,0.17,0.12,904.69,28.57,0.0,0.69,-2.44
32.02,-0.14,5.53,5.69,0.07,0.07,0.16,0.12,896.53,28.57,0.0,0.55,-2.45
32.03,-0.17,5.51,5.7,0.08,0.09,0.14,0.14,890.32,28.56,0.0,0.25,-2.42
32.04,-0.18,5.52,5.69,0.08,0.1,0.13,0.16,888.69,28.56,0.0,-0.14,-2.31
32.05,-0.17,5.56,5.68,0.07,0.1,0.12,0.19,891.13,28.56,0.0,-0.55,-2.18
32.06,-0.15,5.6,5.67,0.05,0.1,0.12,0.21,894.93,28.57,0.0,-0.86,-2.06
32.07,-0.12,5.64,5.67,0.04,0.09,0.13,0.24,897.57,28.57,0.0,-1.04,-1.99
32.08,-0.11,5.67,5.67,0.02,0.09,0.14,0.26,898.56,28.57,0.0,-1.08,-2.0
32.09,-0.1,5.69,5.68,0.0,0.07,0.15,0.26,899.32,28.57,0.0,-0.97,-2.12
32.1,-0.11,5.7,5.7,-0.0,0.06,0.15,0.26,901.35,28.57,0.0,-0.73,-2.35
32.11,-0.12,5.71,5.72,-0.0,0.05,0.13,0.24,903.78,28.56,0.0,-0.46,-2.64
32.12,-0.14,5.73,5.75,0.01,0.04,0.11,0.22,903.29,28.56,0.0,-0.28,-2.88
32.13,-0.15,5.78,5.79,0.02,0.03,0.12,0.2,897.49,28.56,0.0,-0.28,-2.99
32.14,-0.15,5.85,5.83,0.03,0.03,0.13,0.17,888.68,28.57,0.0,-0.41,-2.98
32.15,-0.14,5.89,5.86,0.04,0.04,0.16,0.15,882.87,28.58,0.0,-0.56,-2.85
32.16,-0.11,5.9,5.88,0.06,0.05,0.19,0.14,884.43,28.58,0.0,-0.61,-2.65
32.17,-0.07,5.88,5.89,0.07,0.06,0.22,0.14,892.09,28.58,0.0,-0.56,-2.43
