시간 [s],진공압력 1 [bar],메인압력 1 [bar],제품압력 1 [bar],제품압력 2 [bar],제품압력 3 [bar],제품압력 4 [bar],제품압력 5 [bar],회전수 [rpm],온도 [℃],#NAME?,외부유량 [lpm],내부유량 [lpm
104.34,-0.04,7.33,7.47,0.08,0.03,-0.09,0.09,915.09,29.04,0.0,1035.77,-2.23
104.35,-0.13,7.33,7.45,0.09,0.05,-0.09,0.1,912.96,29.04,0.0,1035.39,-2.27
104.36,-0.2,7.33,7.42,0.09,0.07,-0.08,0.1,907.72,29.03,0.0,1035.09,-2.43
104.37,-0.22,7.34,7.4,0.08,0.07,-0.07,0.11,899.32,29.02,0.0,1035.0,-2.66
104.38,-0.21,7.36,7.38,0.06,0.07,-0.07,0.12,890.21,29.01,0.0,1035.1,-2.9
104.39,-0.17,7.37,7.35,0.04,0.07,-0.06,0.13,884.68,29.0,0.0,1035.18,-3.08
104.4,-0.12,7.38,7.33,0.02,0.05,-0.03,0.15,885.4,28.99,0.0,1035.07,-3.16
104.41,-0.09,7.38,7.31,-0.01,0.03,0.01,0.17,890.59,28.98,0.0,1034.83,-3.14
104.42,-0.07,7.39,7.3,-0.02,0.01,0.04,0.18,895.11,28.99,0.0,1034.73,-3.03
104.43,-0.09,7.42,7.31,-0.02,-0.01,0.02,0.18,894.86,28.99,0.0,1034.94,-2.84
104.44,-0.13,7.45,7.34,-0.01,-0.02,-0.02,0.16,890.33,29.01,0.0,1035.43,-2.63
104.45,-0.16,7.47,7.37,0.0,-0.03,-0.07,0.13,885.58,29.02,0.0,1035.95,-2.45
104.46,-0.16,7.49,7.39,0.02,-0.02,-0.11,0.11,884.17,29.02,0.0,1036.3,-2.33
104.47,-0.14,7.49,7.4,0.04,-0.01,-0.13,0.09,886.47,29.03,0.0,1036.41,-2.29
104.48,-0.11,7.47,7.41,0.06,0.01,-0.11,0.09,890.53,29.03,0.0,1036.28,-2.33
104.49,-0.1,7.43,7.43,0.08,0.04,-0.03,0.11,894.17,29.04,0.0,1035.97,-2.46
104.5,-0.11,7.39,7.44,0.08,0.06,0.07,0.14,896.83,29.05,0.0,1035.61,-2.64
104.51,-0.14,7.35,7.45,0.08,0.08,0.16,0.18,899.88,29.05,0.0,1035.39,-2.84
104.52,-0.21,7.3,7.44,0.08,0.09,0.21,0.2,904.66,29.05,0.0,1035.43,-3.03
104.53,-0.29,7.25,7.42,0.07,0.09,0.22,0.22,910.24,29.04,0.0,1035.65,-3.19
104.54,-0.34,7.23,7.4,0.05,0.08,0.2,0.22,913.75,29.03,0.0,1035.9,-3.25
104.55,-0.34,7.24,7.38,0.03,0.07,0.19,0.21,913.2,29.03,0.0,1036.03,-3.2
104.56,-0.29,7.27,7.37,0.01,0.05,0.17,0.2,909.42,29.03,0.0,1036.01,-3.06
104.57,-0.2,7.31,7.37,-0.01,0.03,0.15,0.19,905.36,29.02,0.0,1035.9,-2.89
104.58,-0.1,7.34,7.38,-0.02,0.01,0.1,0.2,903.48,29.02,0.0,1035.76,-2.71
104.59,0.0,7.36,7.39,-0.02,0.0,0.03,0.2,904.2,29.02,0.0,1035.63,-2.57
104.6,0.06,7.37,7.41,-0.01,-0.01,-0.05,0.2,906.55,29.01,0.0,1035.51,-2.53
104.61,0.06,7.37,7.42,0.01,-0.01,-0.1,0.19,909.24,29.01,0.0,1035.4,-2.61
104.62,0.01,7.38,7.44,0.03,-0.01,-0.14,0.15,910.73,29.01,0.0,1035.32,-2.78
104.63,-0.07,7.39,7.45,0.05,0.0,-0.15,0.12,908.8,29.02,0.0,1035.34,-2.97
104.64,-0.15,7.39,7.44,0.06,0.02,-0.15,0.09,902.38,29.02,0.0,1035.5,-3.16
104.65,-0.22,7.38,7.43,0.08,0.05,-0.13,0.08,893.59,29.02,0.0,1035.73,-3.29
104.66,-0.24,7.36,7.42,0.08,0.06,-0.11,0.09,886.66,29.02,0.0,1035.84,-3.32
104.67,-0.21,7.32,7.4,0.07,0.07,-0.08,0.11,884.55,29.04,0.0,1035.71,-3.25
104.68,-0.14,7.28,7.37,0.06,0.07,-0.04,0.14,886.86,29.05,0.0,1035.43,-3.09
104.69,-0.08,7.26,7.36,0.05,0.06,-0.02,0.16,890.89,29.07,0.0,1035.26,-2.9
104.7,-0.07,7.28,7.35,0.03,0.05,-0.02,0.17,894.03,29.08,0.0,1035.4,-2.71
104.71,-0.1,7.33,7.35,0.0,0.03,-0.04,0.16,895.58,29.09,0.0,1035.77,-2.55
104.72,-0.15,7.39,7.36,-0.01,0.01,-0.05,0.15,896.81,29.09,0.0,1036.12,-2.47
104.73,-0.19,7.43,7.37,-0.02,-0.01,-0.05,0.15,899.1,29.09,0.0,1036.23,-2.48
104.74,-0.21,7.45,7.38,-0.02,-0.02,-0.04,0.15,901.64,29.08,0.0,1036.1,-2.56
104.75,-0.2,7.46,7.39,-0.01,-0.02,-0.01,0.16,901.33,29.06,0.0,1035.91,-2.71
104.76,-0.16,7.48,7.42,0.01,-0.02,0.02,0.16,895.95,29.05,0.0,1035.81,-2.9
104.77,-0.12,7.51,7.46,0.03,-0.01,0.05,0.15,887.74,29.04,0.0,1035.85,-3.1
104.78,-0.09,7.52,7.48,0.05,0.0,0.07,0.13,882.46,29.03,0.0,1035.99,-3.22
104.79,-0.1,7.5,7.48,0.06,0.03,0.08,0.11,884.32,29.01,0.0,1036.17,-3.24
104.8,-0.14,7.45,7.45,0.07,0.05,0.07,0.09,892.1,29.01,0.0,1036.29,-3.17
104.81,-0.19,7.4,7.42,0.07,0.07,0.06,0.09,900.88,29.0,0.0,1036.24,-3.05
104.82,-0.25,7.35,7.39,0.07,0.07,0.06,0.1,906.43,29.0,0.0,1035.94,-2.9
104.83,-0.28,7.31,7.36,0.06,0.07,0.07,0.12,907.68,29.0,0.0,1035.51,-2.77
104.84,-0.29,7.29,7.35,0.04,0.06,0.07,0.14,906.19,29.0,0.0,1035.2,-2.66
104.85,-0.25,7.29,7.33,0.02,0.04,0.07,0.17,904.06,29.0,0.0,1035.17,-2.56
104.86,-0.2,7.3,7.32,0.0,0.02,0.07,0.19,902.62,29.0,0.0,1035.39,-2.5
104.87,-0.14,7.3,7.32,-0.01,0.0,0.06,0.2,902.35,29.0,0.0,1035.72,-2.51
104.88,-0.1,7.29,7.33,-0.02,-0.01,0.04,0.2,903.19,29.01,0.0,1036.0,-2.62
104.89,-0.08,7.27,7.35,-0.02,-0.03,0.03,0.18,904.82,29.01,0.0,1036.18,-2.78
104.9,-0.08,7.26,7.37,-0.01,-0.03,0.01,0.14,907.22,29.02,0.0,1036.33,-2.92
104.91,-0.1,7.3,7.39,0.01,-0.02,-0.02,0.1,910.34,29.02,0.0,1036.52,-2.99
104.92,-0.11,7.36,7.41,0.03,0.0,-0.04,0.06,913.44,29.02,0.0,1036.73,-2.97
104.93,-0.12,7.42,7.42,0.04,0.03,-0.05,0.02,915.28,29.01,0.0,1036.83,-2.88
104.94,-0.12,7.45,7.42,0.05,0.05,-0.04,0.01,915.12,29.01,0.0,1036.74,-2.74
104.95,-0.12,7.44,7.42,0.06,0.07,-0.02,0.02,913.0,29.01,0.0,1036.5,-2.6
104.96,-0.11,7.39,7.41,0.06,0.08,0.03,0.05,908.98,29.0,0.0,1036.28,-2.49
104.97,-0.1,7.33,7.39,0.05,0.09,0.07,0.08,903.38,28.99,0.0,1036.21,-2.44
104.98,-0.11,7.26,7.37,0.05,0.08,0.11,0.11,897.79,28.99,0.0,1036.26,-2.46
104.99,-0.12,7.21,7.35,0.04,0.07,0.13,0.14,894.79,28.98,0.0,1036.21,-2.52
105.0,-0.14,7.19,7.34,0.02,0.05,0.12,0.16,895.86,28.97,0.0,1035.92,-2.61
105.01,-0.17,7.22,7.34,0.0,0.03,0.08,0.18,899.41,28.97,0.0,1035.46,-2.72
105.02,-0.18,7.28,7.34,-0.01,0.01,0.03,0.19,901.22,28.97,0.0,1035.14,-2.83
105.03,-0.18,7.37,7.35,-0.01,0.0,-0.02,0.2,898.16,28.97,0.0,1035.15,-2.94
105.04,-0.15,7.47,7.37,-0.01,-0.02,-0.07,0.21,891.4,28.98,0.0,1035.47,-3.03
105.05,-0.1,7.54,7.39,0.0,-0.02,-0.1,0.2,885.28,28.99,0.0,1035.94,-3.05
105.06,-0.06,7.57,7.4,0.02,-0.02,-0.11,0.19,883.3,28.99,0.0,1036.38,-2.96
105.07,-0.02,7.56,7.42,0.04,-0.01,-0.11,0.16,885.61,29.0,0.0,1036.68,-2.8
105.08,-0.01,7.52,7.43,0.05,0.01,-0.09,0.13,889.94,29.0,0.0,1036.83,-2.63
105.09,-0.05,7.47,7.45,0.07,0.03,-0.06,0.11,893.93,29.0,0.0,1036.82,-2.5
105.1,-0.11,7.43,7.45,0.08,0.05,-0.03,0.1,896.85,29.01,0.0,1036.75,-2.42
105.11,-0.18,7.38,7.45,0.08,0.07,0.0,0.11,900.04,29.01,0.0,1036.71,-2.42
105.12,-0.23,7.32,7.43,0.08,0.08,0.01,0.12,904.85,29.0,0.0,1036.79,-2.49
105.13,-0.26,7.24,7.4,0.07,0.09,0.0,0.15,910.65,29.0,0.0,1036.94,-2.61
105.14,-0.26,7.18,7.36,0.05,0.08,0.0,0.18,915.35,29.0,0.0,1037.01,-2.79
105.15,-0.23,7.14,7.33,0.03,0.06,0.0,0.2,917.41,29.0,0.0,1036.9,-3.02
105.16,-0.18,7.12,7.31,0.01,0.04,0.0,0.21,917.03,29.0,0.0,1036.65,-3.23
105.17,-0.13,7.13,7.31,0.0,0.02,-0.01,0.21,915.78,29.0,0.0,1036.39,-3.35
105.18,-0.08,7.17,7.31,-0.01,0.0,-0.03,0.2,915.14,29.0,0.0,1036.24,-3.29
105.19,-0.05,7.21,7.33,-0.01,-0.01,-0.07,0.19,915.45,29.0,0.0,1036.19,-3.11
105.2,-0.04,7.27,7.35,0.0,-0.02,-0.1,0.16,916.02,29.0,0.0,1036.19,-2.89
105.21,-0.06,7.35,7.37,0.02,-0.01,-0.11,0.12,916.11,29.0,0.0,1036.16,-2.71
105.22,-0.1,7.42,7.38,0.04,0.0,-0.11,0.07,914.86,29.0,0.0,1036.1,-2.61
105.23,-0.14,7.48,7.4,0.06,0.01,-0.08,0.04,910.69,29.0,0.0,1036.13,-2.59
105.24,-0.19,7.51,7.41,0.07,0.04,-0.04,0.02,902.81,29.0,0.0,1036.34,-2.65
105.25,-0.22,7.51,7.41,0.08,0.06,0.01,0.03,893.33,29.01,0.0,1036.64,-2.75
105.26,-0.22,7.47,7.4,0.09,0.08,0.05,0.05,886.27,29.01,0.0,1036.86,-2.9
105.27,-0.18,7.4,7.38,0.08,0.09,0.08,0.09,884.32,29.02,0.0,1036.84,-3.08
105.28,-0.12,7.31,7.35,0.07,0.08,0.09,0.12,886.44,29.02,0.0,1036.66,-3.25
105.29,-0.07,7.26,7.33,0.05,0.07,0.08,0.16,888.5,29.03,0.0,1036.56,-3.36
105.3,-0.04,7.26,7.31,0.03,0.04,0.05,0.17,887.09,29.03,0.0,1036.72,-3.38
105.31,-0.04,7.3,7.31,0.01,0.02,0.01,0.18,882.79,29.03,0.0,1037.1,-3.3
105.32,-0.08,7.37,7.31,-0.01,0.0,-0.03,0.17,879.55,29.03,0.0,1037.49,-3.15
105.33,-0.15,7.43,7.31,-0.02,-0.02,-0.06,0.17,880.61,29.03,0.0,1037.7,-2.94
105.34,-0.21,7.47,7.32,-0.01,-0.03,-0.06,0.16,885.66,29.03,0.0,1037.7,-2.74
105.35,-0.23,7.49,7.34,0.0,-0.03,-0.05,0.15,891.9,29.02,0.0,1037.53,-2.61
105.36,-0.19,7.49,7.38,0.02,-0.03,-0.03,0.14,896.71,29.02,0.0,1037.28,-2.59
105.37,-0.1,7.47,7.42,0.04,-0.01,0.0,0.12,899.54,29.02,0.0,1037.06,-2.66
105.38,-0.02,7.46,7.46,0.05,0.0,0.03,0.11,902.09,29.02,0.0,1036.95,-2.78
105.39,0.01,7.44,7.47,0.06,0.03,0.05,0.09,906.09,29.02,0.0,1036.98,-2.91
105.4,0.0,7.43,7.45,0.06,0.05,0.07,0.08,910.87,29.01,0.0,1037.1,-3.02
105.41,-0.06,7.41,7.42,0.06,0.06,0.1,0.08,913.73,29.01,0.0,1037.11,-3.08
105.42,-0.12,7.39,7.39,0.06,0.07,0.12,0.09,912.63,29.01,0.0,1036.92,-3.1
105.43,-0.19,7.37,7.38,0.05,0.06,0.14,0.11,908.46,29.01,0.0,1036.58,-3.07
105.44,-0.22,7.35,7.37,0.03,0.05,0.14,0.13,904.14,29.02,0.0,1036.35,-2.98
105.45,-0.23,7.35,7.35,0.01,0.03,0.12,0.14,902.11,29.02,0.0,1036.38,-2.84
105.46,-0.2,7.35,7.34,-0.01,0.02,0.06,0.14,902.8,29.02,0.0,1036.64,-2.68
105.47,-0.15,7.36,7.34,-0.03,0.0,0.0,0.14,905.24,29.03,0.0,1036.97,-2.55
105.48,-0.09,7.37,7.34,-0.03,-0.01,-0.06,0.14,908.18,29.03,0.0,1037.18,-2.49
105.49,-0.05,7.37,7.35,-0.03,-0.02,-0.1,0.14,910.07,29.04,0.0,1037.29,-2.5
105.5,-0.03,7.36,7.38,-0.01,-0.02,-0.13,0.14,908.77,29.04,0.0,1037.47,-2.58
105.51,-0.07,7.32,7.4,0.01,-0.01,-0.13,0.14,903.28,29.03,0.0,1037.89,-2.69
105.52,-0.14,7.28,7.42,0.03,0.0,-0.12,0.13,895.5,29.03,0.0,1038.44,-2.81
105.53,-0.21,7.25,7.44,0.05,0.02,-0.1,0.13,889.24,29.02,0.0,1038.81,-2.89
105.54,-0.27,7.25,7.43,0.06,0.04,-0.07,0.12,887.21,29.02,0.0,1038.77,-2.92
105.55,-0.3,7.27,7.42,0.07,0.06,-0.04,0.12,889.05,29.02,0.0,1038.38,-2.89
105.56,-0.29,7.3,7.4,0.07,0.08,-0.02,0.13,892.19,29.02,0.0,1037.9,-2.79
105.57,-0.26,7.34,7.38,0.07,0.09,0.01,0.15,894.2,29.02,0.0,1037.57,-2.64
105.58,-0.22,7.37,7.36,0.06,0.08,0.04,0.17,894.68,29.02,0.0,1037.45,-2.46
105.59,-0.18,7.39,7.36,0.05,0.07,0.05,0.19,895.2,29.03,0.0,1037.41,-2.3
105.6,-0.16,7.4,7.35,0.02,0.05,0.06,0.2,897.31,29.03,0.0,1037.34,-2.19
105.61,-0.16,7.39,7.34,0.0,0.03,0.06,0.19,900.17,29.03,0.0,1037.22,-2.15
105.62,-0.16,7.38,7.35,-0.01,0.01,0.06,0.18,900.62,29.02,0.0,1037.1,-2.2
105.63,-0.17,7.35,7.36,-0.02,0.0,0.06,0.17,896.35,29.02,0.0,1037.05,-2.36
105.64,-0.15,7.32,7.37,-0.02,-0.02,0.06,0.15,889.28,29.02,0.0,1037.08,-2.58
105.65,-0.11,7.31,7.39,-0.01,-0.02,0.06,0.13,884.78,29.01,0.0,1037.21,-2.79
105.66,-0.04,7.3,7.39,0.01,-0.02,0.05,0.09,886.8,29.01,0.0,1037.42,-2.93
105.67,0.05,7.31,7.39,0.03,0.0,0.04,0.06,894.2,29.01,0.0,1037.63,-3.0
105.68,0.1,7.34,7.39,0.05,0.01,0.01,0.03,902.32,29.01,0.0,1037.77,-2.99
105.69,0.08,7.39,7.4,0.07,0.03,-0.01,0.02,907.13,29.02,0.0,1037.76,-2.9
105.7,0.01,7.43,7.41,0.08,0.05,-0.04,0.04,907.71,29.03,0.0,1037.68,-2.79
105.71,-0.08,7.44,7.42,0.07,0.07,-0.04,0.07,905.58,29.03,0.0,1037.72,-2.67
105.72,-0.18,7.41,7.4,0.07,0.07,-0.01,0.12,902.75,29.03,0.0,1038.01,-2.59
105.73,-0.24,7.34,7.37,0.06,0.07,0.03,0.18,900.65,29.03,0.0,1038.46,-2.55
105.74,-0.26,7.26,7.34,0.04,0.06,0.06,0.21,900.01,29.03,0.0,1038.82,-2.54
105.75,-0.21,7.18,7.32,0.02,0.05,0.05,0.22,900.92,29.03,0.0,1038.9,-2.56
105.76,-0.13,7.12,7.32,0.0,0.03,0.01,0.21,903.0,29.03,0.0,1038.72,-2.59
105.77,-0.03,7.1,7.33,-0.02,0.01,-0.03,0.19,906.09,29.03,0.0,1038.5,-2.66
105.78,0.07,7.13,7.34,-0.02,-0.01,-0.06,0.17,909.97,29.03,0.0,1038.43,-2.77
105.79,0.14,7.19,7.37,-0.02,-0.02,-0.07,0.15,913.74,29.04,0.0,1038.48,-2.88
105.8,0.16,7.26,7.39,0.0,-0.03,-0.06,0.14,916.0,29.04,0.0,1038.46,-2.96
105.81,0.1,7.32,7.42,0.02,-0.03,-0.06,0.13,915.95,29.03,0.0,1038.2,-2.97
105.82,-0.02,7.37,7.45,0.04,-0.01,-0.07,0.13,913.43,29.03,0.0,1037.77,-2.92
105.83,-0.12,7.4,7.47,0.06,0.0,-0.08,0.13,907.91,29.03,0.0,1037.41,-2.84
105.84,-0.19,7.41,7.47,0.07,0.03,-0.08,0.13,899.36,29.03,0.0,1037.29,-2.75
105.85,-0.2,7.4,7.46,0.07,0.05,-0.08,0.13,890.22,29.03,0.0,1037.43,-2.69
105.86,-0.17,7.37,7.44,0.07,0.07,-0.07,0.14,884.72,29.03,0.0,1037.7,-2.67
105.87,-0.11,7.32,7.4,0.07,0.07,-0.05,0.15,885.46,29.03,0.0,1037.95,-2.7
105.88,-0.06,7.26,7.35,0.06,0.07,-0.03,0.16,890.66,29.04,0.0,1038.14,-2.78
105.89,-0.03,7.21,7.31,0.04,0.06,0.0,0.17,895.14,29.04,0.0,1038.3,-2.89
105.9,-0.04,7.2,7.29,0.02,0.04,0.02,0.19,894.85,29.04,0.0,1038.51,-3.03
105.91,-0.07,7.22,7.29,0.01,0.02,0.02,0.21,890.28,29.04,0.0,1038.75,-3.16
105.92,-0.12,7.27,7.31,0.0,0.0,0.02,0.22,885.5,29.04,0.0,1038.97,-3.24
105.93,-0.14,7.35,7.33,-0.01,-0.01,-0.01,0.22,884.07,29.04,0.0,1039.15,-3.23
105.94,-0.14,7.43,7.35,0.0,-0.02,-0.04,0.2,886.38,29.04,0.0,1039.26,-3.15
105.95,-0.13,7.5,7.38,0.01,-0.03,-0.08,0.17,890.43,29.05,0.0,1039.28,-3.04
105.96,-0.11,7.54,7.4,0.03,-0.02,-0.11,0.14,894.06,29.05,0.0,1039.24,-2.93
105.97,-0.1,7.56,7.42,0.05,-0.01,-0.13,0.1,896.69,29.06,0.0,1039.15,-2.84
105.98,-0.11,7.53,7.44,0.06,0.01,-0.12,0.08,899.72,29.06,0.0,1039.07,-2.77
105.99,-0.17,7.46,7.43,0.08,0.04,-0.11,0.09,904.51,29.05,0.0,1039.03,-2.72
106.0,-0.24,7.36,7.42,0.08,0.06,-0.07,0.1,910.11,29.04,0.0,1038.99,-2.69
106.01,-0.29,7.25,7.4,0.08,0.07,-0.04,0.12,913.64,29.04,0.0,1038.86,-2.7
106.02,-0.31,7.14,7.39,0.07,0.07,0.0,0.14,913.08,29.03,0.0,1038.58,-2.75
106.03,-0.29,7.05,7.38,0.06,0.07,0.03,0.15,909.3,29.03,0.0,1038.23,-2.83
106.04,-0.23,6.99,7.37,0.04,0.05,0.06,0.16,905.27,29.04,0.0,1037.98,-2.93
106.05,-0.14,6.96,7.36,0.02,0.04,0.07,0.17,903.47,29.04,0.0,1037.96,-3.03
106.06,-0.04,6.97,7.35,0.0,0.02,0.08,0.19,904.32,29.04,0.0,1038.16,-3.11
106.07,0.02,7.03,7.34,-0.01,0.01,0.06,0.19,906.78,29.04,0.0,1038.41,-3.15
106.08,0.04,7.15,7.34,-0.01,0.0,0.03,0.19,909.54,29.04,0.0,1038.59,-3.14
106.09,0.03,7.3,7.34,-0.01,0.0,-0.02,0.18,911.05,29.05,0.0,1038.69,-3.08
106.1,-0.03,7.43,7.36,0.01,0.0,-0.06,0.16,909.11,29.05,0.0,1038.85,-3.01
106.11,-0.1,7.52,7.38,0.02,0.01,-0.08,0.15,902.69,29.04,0.0,1039.18,-2.93
106.12,-0.17,7.55,7.4,0.04,0.02,-0.08,0.14,893.92,29.04,0.0,1039.61,-2.85
106.13,-0.2,7.53,7.42,0.06,0.04,-0.06,0.13,886.99,29.04,0.0,1039.9,-2.78
106.14,-0.18,7.47,7.42,0.08,0.06,-0.04,0.12,884.83,29.04,0.0,1039.89,-2.7
106.15,-0.11,7.4,7.41,0.08,0.08,-0.03,0.12,887.06,29.04,0.0,1039.61,-2.63
106.16,-0.05,7.35,7.39,0.08,0.09,-0.03,0.12,891.01,29.04,0.0,1039.25,-2.6
106.17,-0.03,7.32,7.36,0.08,0.1,-0.03,0.12,894.11,29.04,0.0,1038.98,-2.63
106.18,-0.05,7.33,7.34,0.06,0.09,-0.05,0.13,895.66,29.04,0.0,1038.87,-2.71
106.19,-0.11,7.35,7.33,0.04,0.07,-0.06,0.14,896.92,29.04,0.0,1038.91,-2.76
106.2,-0.18,7.38,7.32,0.02,0.05,-0.05,0.16,899.24,29.04,0.0,1039.06,-2.75
106.21,-0.23,7.41,7.33,0.0,0.03,-0.03,0.18,902.36,29.05,0.0,1039.21,-2.68
106.22,-0.24,7.45,7.35,-0.02,0.02,-0.02,0.18,904.61,29.05,0.0,1039.23,-2.59
106.23,-0.19,7.51,7.37,-0.02,0.0,-0.04,0.18,904.68,29.05,0.0,1039.03,-2.54
106.24,-0.1,7.57,7.39,-0.01,-0.01,-0.07,0.16,903.24,29.05,0.0,1038.68,-2.52
106.25,-0.03,7.6,7.41,0.0,-0.01,-0.08,0.14,902.74,29.04,0.0,1038.4,-2.53
106.26,-0.02,7.58,7.42,0.02,0.0,-0.07,0.13,905.08,29.04,0.0,1038.32,-2.55
106.27,-0.06,7.52,7.42,0.04,0.01,-0.02,0.13,909.42,29.03,0.0,1038.44,-2.58
106.28,-0.12,7.43,7.43,0.05,0.02,0.02,0.14,912.72,29.03,0.0,1038.59,-2.64
106.29,-0.2,7.33,7.43,0.06,0.04,0.05,0.15,912.63,29.03,0.0,1038.63,-2.73
106.3,-0.25,7.24,7.43,0.06,0.06,0.05,0.15,909.38,29.04,0.0,1038.58,-2.83
106.31,-0.26,7.19,7.42,0.06,0.08,0.05,0.16,904.96,29.04,0.0,1038.56,-2.89
106.32,-0.23,7.17,7.4,0.05,0.08,0.04,0.16,901.26,29.05,0.0,1038.71,-2.89
106.33,-0.18,7.18,7.38,0.04,0.07,0.03,0.17,899.27,29.05,0.0,1038.97,-2.82
106.34,-0.12,7.2,7.36,0.03,0.06,0.04,0.17,899.23,29.05,0.0,1039.18,-2.69
106.35,-0.08,7.22,7.34,0.01,0.04,0.06,0.18,900.77,29.05,0.0,1039.21,-2.51
106.36,-0.07,7.23,7.34,-0.01,0.02,0.09,0.18,903.33,29.06,0.0,1039.09,-2.34
106.37,-0.07,7.24,7.35,-0.03,0.0,0.11,0.18,906.66,29.06,0.0,1039.02,-2.21
106.38,-0.08,7.27,7.36,-0.03,-0.02,0.09,0.17,910.58,29.06,0.0,1039.13,-2.15
106.39,-0.1,7.31,7.38,-0.03,-0.03,0.04,0.15,914.28,29.06,0.0,1039.4,-2.17
106.4,-0.11,7.36,7.4,-0.01,-0.03,-0.01,0.13,916.41,29.06,0.0,1039.65,-2.27
106.41,-0.11,7.41,7.42,0.01,-0.02,-0.06,0.11,916.24,29.06,0.0,1039.74,-2.43
106.42,-0.09,7.46,7.44,0.03,0.0,-0.1,0.11,913.9,29.06,0.0,1039.66,-2.62
106.43,-0.08,7.5,7.44,0.05,0.02,-0.1,0.11,909.58,29.06,0.0,1039.52,-2.79
106.44,-0.09,7.53,7.44,0.07,0.04,-0.07,0.12,903.71,29.06,0.0,1039.42,-2.93
106.45,-0.1,7.54,7.42,0.08,0.06,-0.01,0.13,897.95,29.06,0.0,1039.38,-3.01
106.46,-0.14,7.54,7.4,0.09,0.08,0.06,0.14,894.86,29.06,0.0,1039.34,-3.04
106.47,-0.18,7.52,7.37,0.08,0.09,0.11,0.16,895.9,29.06,0.0,1039.24,-3.01
106.48,-0.23,7.49,7.34,0.07,0.09,0.15,0.17,899.39,29.06,0.0,1039.09,-2.94
106.49,-0.25,7.46,7.33,0.06,0.08,0.17,0.17,900.9,29.06,0.0,1038.94,-2.86
106.5,-0.24,7.46,7.33,0.03,0.07,0.16,0.18,897.19,29.05,0.0,1038.84,-2.78
106.51,-0.2,7.47,7.35,0.01,0.05,0.13,0.18,890.02,29.05,0.0,1038.84,-2.72
106.52,-0.13,7.48,7.37,-0.01,0.03,0.1,0.17,885.3,29.04,0.0,1039.0,-2.7
106.53,-0.05,7.48,7.39,-0.02,0.01,0.07,0.16,887.51,29.04,0.0,1039.35,-2.74
106.54,0.03,7.46,7.4,-0.02,-0.01,0.03,0.14,895.54,29.04,0.0,1039.8,-2.82
106.55,0.07,7.43,7.41,-0.01,-0.01,0.0,0.11,904.28,29.04,0.0,1040.19,-2.9
106.56,0.05,7.4,7.42,0.01,-0.01,-0.03,0.09,909.32,29.05,0.0,1040.43,-2.99
106.57,-0.02,7.37,7.44,0.03,0.01,-0.06,0.06,909.68,29.06,0.0,1040.52,-3.05
106.58,-0.11,7.35,7.45,0.05,0.02,-0.06,0.05,907.06,29.06,0.0,1040.54,-3.04
106.59,-0.2,7.36,7.44,0.07,0.04,-0.03,0.04,903.67,29.07,0.0,1040.59,-2.96
106.6,-0.26,7.38,7.41,0.08,0.07,0.02,0.04,901.11,29.07,0.0,1040.65,-2.82
106.61,-0.28,7.39,7.39,0.08,0.08,0.08,0.05,900.18,29.06,0.0,1040.6,-2.69
106.62,-0.22,7.37,7.37,0.07,0.09,0.11,0.08,900.95,29.06,0.0,1040.36,-2.6
106.63,-0.13,7.33,7.36,0.06,0.09,0.13,0.12,902.98,29.06,0.0,1039.99,-2.57
106.64,-0.04,7.29,7.36,0.04,0.08,0.12,0.14,906.01,29.06,0.0,1039.68,-2.64
106.65,0.04,7.26,7.37,0.03,0.07,0.09,0.15,909.77,29.06,0.0,1039.55,-2.79
106.66,0.08,7.24,7.37,0.01,0.05,0.06,0.13,913.35,29.06,0.0,1039.6,-2.98
106.67,0.06,7.25,7.37,-0.01,0.04,0.04,0.11,915.48,29.06,0.0,1039.67,-3.17
106.68,0.0,7.29,7.37,-0.01,0.02,0.04,0.11,915.43,29.05,0.0,1039.63,-3.32
106.69,-0.08,7.34,7.36,-0.01,0.0,0.07,0.12,913.1,29.05,0.0,1039.5,-3.4
106.7,-0.15,7.4,7.37,0.0,0.0,0.1,0.13,908.06,29.05,0.0,1039.46,-3.41
106.71,-0.18,7.47,7.39,0.02,-0.01,0.13,0.14,900.35,29.06,0.0,1039.63,-3.34
106.72,-0.18,7.53,7.41,0.04,0.0,0.14,0.13,892.19,29.06,0.0,1039.97,-3.23
106.73,-0.15,7.56,7.44,0.05,0.01,0.13,0.11,887.36,29.07,0.0,1040.33,-3.08
106.74,-0.12,7.56,7.45,0.06,0.03,0.1,0.09,888.2,29.07,0.0,1040.58,-2.9
106.75,-0.1,7.53,7.44,0.07,0.05,0.05,0.08,892.93,29.07,0.0,1040.69,-2.73
106.76,-0.1,7.49,7.43,0.07,0.07,0.01,0.08,896.42,29.07,0.0,1040.71,-2.59
106.77,-0.13,7.46,7.42,0.07,0.09,-0.02,0.1,894.76,29.07,0.0,1040.69,-2.5
106.78,-0.17,7.43,7.41,0.06,0.09,-0.04,0.13,888.8,29.07,0.0,1040.7,-2.47
106.79,-0.19,7.41,7.39,0.04,0.08,-0.05,0.16,883.05,29.07,0.0,1040.78,-2.55
106.8,-0.18,7.4,7.37,0.02,0.07,-0.05,0.17,881.32,29.07,0.0,1040.93,-2.72
106.81,-0.15,7.38,7.35,-0.01,0.05,-0.06,0.17,883.91,29.08,0.0,1041.09,-2.95
